index,mtx,pixel_gflops
675,1444_barth5.mtx,0.941754
676,0377_mesh3em5.mtx,0.244369
677,1472_ex14.mtx,7.147303
678,1840_mark3jac080.mtx,0.583726
679,0126_GD97_a.mtx,0.036556
680,0906_adder_dcop_33.mtx,3.949825
681,0692_fs_760_1.mtx,0.471396
682,1162_ex2.mtx,13.032075
683,0063_bcsstm04.mtx,0.004800
684,2645_shipsec5.mtx,58.405222
685,2391_Goodwin_071.mtx,50.669848
686,1893_t520.mtx,52.724303
687,1856_ACTIVSg70K.mtx,2.009048
688,1667_ri2010.mtx,0.163654
689,1112_G42.mtx,0.619533
690,0680_fpga_dcop_15.mtx,0.513978
691,2437_il2010.mtx,0.580464
692,1058_sherman3.mtx,0.925480
693,0679_fpga_dcop_16.mtx,0.467720
694,2806_Long_Coup_dt6.mtx,64.085030
695,1964_HEP-th-new.mtx,0.054753
696,2585_Hamrle3.mtx,5.577073
697,2243_pcrystk02.mtx,67.516032
698,2130_nemeth17.mtx,181.129845
699,0226_nos1.mtx,0.117615
700,0846_email.mtx,0.707403
701,1929_usroads-48.mtx,0.658753
702,0550_b_dyn.mtx,0.319822
703,0985_Erdos982.mtx,0.078469
704,1350_eurqsa.mtx,1.007004
705,0898_adder_dcop_25.mtx,3.992479
706,1860_astro-ph.mtx,0.379370
707,1519_cavity12.mtx,13.733817
708,1646_de2010.mtx,0.153162
709,1777_mult_dcop_03.mtx,18.980542
710,1660_bodyy4.mtx,3.665712
711,1064_CollegeMsg.mtx,0.879900
712,2279_vsp_finan512_scagr7-2c_rlfddd.mtx,0.502519
713,0286_oscil_dcop_43.mtx,0.096992
714,1521_aug2d.mtx,1.260844
715,0706_jagmesh1.mtx,0.667969
716,2362_d_pretok.mtx,7.440206
717,1263_t2dal_a.mtx,2.478634
718,0724_spaceShuttleEntry_1.mtx,1.818672
719,2096_c-68.mtx,2.538792
720,1894_bcsstk16.mtx,47.414192
721,1164_zenios.mtx,2.970114
722,2592_consph.mtx,47.377052
723,2694_af_0_k101.mtx,89.501407
724,1916_c-61.mtx,5.817034
725,2516_mycielskian14.mtx,29.942177
726,0092_dwt_72.mtx,0.024552
727,1319_utm3060.mtx,3.851176
728,1409_TSOPF_RS_b9_c6.mtx,2.277913
729,0032_jgl009.mtx,0.008759
730,2180_Baumann.mtx,10.292336
731,0350_M10PI_n.mtx,0.059366
732,0875_adder_dcop_60.mtx,3.753336
733,0749_fpga_trans_01.mtx,0.692905
734,0904_adder_dcop_30.mtx,4.058217
735,0108_cat_ears_2_1.mtx,0.020213
736,0972_steam2.mtx,5.103746
737,1372_mimo28x28_system.mtx,0.818890
738,2598_NACA0015.mtx,0.728398
739,2737_delaunay_n22.mtx,4.213447
740,1311_mbeause.mtx,11.156396
741,0200_cage6.mtx,0.150489
742,2677_crankseg_2.mtx,51.238994
743,0834_S80PI_n.mtx,0.354725
744,0592_tumorAntiAngiogenesis_8.mtx,2.179954
745,0868_adder_dcop_16.mtx,3.855095
746,2058_c-66b.mtx,16.275641
747,2006_c-55.mtx,2.715755
748,0312_oscil_dcop_02.mtx,0.107500
749,1266_dynamicSoaringProblem_7.mtx,10.993436
750,1295_G28.mtx,0.476915
751,2323_li.mtx,32.559955
752,0456_S20PI_n.mtx,0.104542
753,1803_TSOPF_RS_b162_c1.mtx,7.373083
754,1565_p2p-Gnutella30.mtx,0.396348
755,1370_mimo46x46_system.mtx,1.179325
756,0476_bcsstm23.mtx,0.125360
757,2047_g7jac120.mtx,0.849810
758,0840_lshp1561.mtx,0.993878
759,1873_ex19.mtx,19.219574
760,1862_wing.mtx,0.221671
761,0332_oscil_dcop_50.mtx,0.101575
762,1719_hangGlider_4.mtx,49.402507
763,0745_Chem97ZtZ.mtx,0.855975
764,2555_thread.mtx,74.720225
765,1528_aug2dc.mtx,1.274468
766,0307_oscil_dcop_26.mtx,0.104878
767,1921_crystk01.mtx,38.243030
768,0409_bcsstk05.mtx,0.712118
769,2357_pkustk09.mtx,59.560371
770,0961_Pd.mtx,0.449636
771,1773_wiki-RfA.mtx,0.103930
772,1250_dynamicSoaringProblem_4.mtx,9.901768
773,2313_in2010.mtx,0.592944
774,0614_freeFlyingRobot_1.mtx,0.872190
775,0336_oscil_dcop_07.mtx,0.108403
776,0047_GD02_a.mtx,0.017288
777,2373_ny2010.mtx,0.630829
778,1690_cavity25.mtx,23.148910
779,2689_TSOPF_RS_b2383_c1.mtx,27.231976
780,1131_bcsstm34.mtx,8.963682
781,1981_c-56.mtx,14.334766
782,2526_laminar_duct3D.mtx,56.464905
783,2056_std1_Jac2_db.mtx,30.170274
784,0966_radfr1.mtx,2.505956
785,0356_GD96_a.mtx,0.022194
786,1705_ted_B.mtx,19.222158
787,1188_data.mtx,2.560316
788,2616_radiation.mtx,0.062186
789,1880_enron.mtx,0.840710
790,1033_eris1176.mtx,9.468199
791,0467_dwt_361.mtx,0.576907
792,0606_dwt_592.mtx,0.700492
793,0043_jgl011.mtx,0.019462
794,2308_std1_Jac2.mtx,24.529585
795,0651_fpga_dcop_46.mtx,0.513978
796,2117_3D_28984_Tetra.mtx,4.636484
797,1574_hangGlider_3.mtx,40.956368
798,2580_para-7.mtx,1.600621
799,1241_reorientation_5.mtx,15.828392
800,2730_AS365.mtx,0.688331
801,1034_lhr01.mtx,2.295056
802,0256_arc130.mtx,0.653234
803,1972_RFdevice.mtx,2.513530
804,0579_cdde1.mtx,0.472515
805,1748_mark3jac060.mtx,0.564518
806,2698_af_1_k101.mtx,89.579957
807,1374_zeros_nopss_13k.mtx,1.175477
808,0902_adder_dcop_24.mtx,3.954049
809,0420_dw256B.mtx,0.294762
810,2211_ms2010.mtx,0.522044
811,0932_G51.mtx,0.680355
812,1262_t2dal.mtx,2.424358
813,0582_cdde6.mtx,0.498196
814,1463_p2p-Gnutella24.mtx,0.324279
815,0273_gre_343.mtx,0.150610
816,0858_adder_dcop_07.mtx,4.098153
817,0946_cryg2500.mtx,0.905867
818,0330_oscil_dcop_51.mtx,0.105738
819,0837_dwt_1242.mtx,1.229947
820,1206_G65.mtx,1.815603
821,2376_venkat25.mtx,37.201132
822,1956_mark3jac120.mtx,1.687261
823,1424_bayer03.mtx,2.901314
824,0540_young2c.mtx,0.444200
825,0800_tols4000.mtx,0.941468
826,1433_whitaker3.mtx,1.532763
827,2321_hvdc2.mtx,8.531188
828,0044_Ragusa16.mtx,0.015649
829,2503_amazon0505.mtx,0.530975
830,1895_g7jac080sc.mtx,0.795719
831,2485_cfd2.mtx,15.183719
832,2708_af_shell4.mtx,82.981659
833,0408_poisson2D.mtx,0.241456
834,0341_oscil_dcop_41.mtx,0.105738
835,2780_ldoor.mtx,76.311323
836,2026_FEM_3D_thermal1.mtx,25.960582
837,2473_filter3D.mtx,0.503161
838,2583_para-10.mtx,1.588707
839,2603_pkustk13.mtx,22.971047
840,1546_G64.mtx,0.094709
841,1334_mycielskian10.mtx,10.864089
842,0065_GD01_c.mtx,0.019345
843,0577_cdde5.mtx,0.503670
844,1909_OPF_6000.mtx,7.249850
845,1037_spaceStation_8.mtx,2.068254
846,1757_nasa2910.mtx,36.588532
847,0479_utm300.mtx,0.642752
848,1135_airfoil1.mtx,0.554462
849,1476_ex37.mtx,9.014714
850,1612_ford1.mtx,1.486074
851,1467_c-36.mtx,10.849451
852,0713_bcspwr09.mtx,0.087521
853,2463_pkustk06.mtx,52.356917
854,1979_vsp_model1_crew1_cr42_south31.mtx,23.261987
855,0570_tumorAntiAngiogenesis_7.mtx,1.894477
856,0669_fpga_dcop_35.mtx,0.470070
857,2009_mycielskian12.mtx,25.435890
858,2228_fe_tooth.mtx,3.286856
859,0232_fs_183_4.mtx,0.315984
860,1104_mhd1280b.mtx,10.728202
861,1466_c-30.mtx,49.265775
862,1497_FA.mtx,0.063616
863,2537_iChem_Jacobian.mtx,8.721809
864,0620_S40PI_n.mtx,0.198950
865,0458_orbitRaising_1.mtx,0.405183
866,1028_spaceStation_7.mtx,2.093967
867,0552_fs_541_2.mtx,0.498397
868,2212_soc-sign-epinions.mtx,0.191654
869,1068_bcsstm35.mtx,0.515656
870,1298_G26.mtx,0.477333
871,0655_fpga_dcop_47.mtx,0.513978
872,1765_wang4.mtx,3.277615
873,1218_cavity06.mtx,7.520624
874,1059_shyy41.mtx,1.277159
875,0430_rdb450l.mtx,0.283733
876,0726_ukerbe1_dual.mtx,0.448661
877,1141_G56.mtx,0.035305
878,0278_nnc261.mtx,0.198061
879,2557_t2em.mtx,6.175263
880,2275_TSOPF_RS_b39_c30.mtx,17.177613
881,1626_as-caida.mtx,0.585304
882,2581_para-6.mtx,1.607155
883,1580_rdist1.mtx,15.196908
884,0661_fpga_dcop_34.mtx,0.482186
885,0208_adjnoun.mtx,0.207221
886,0682_fpga_dcop_28.mtx,0.513978
887,1438_G58.mtx,0.116055
888,0667_fpga_dcop_48.mtx,0.479713
889,0693_fs_760_2.mtx,0.465694
890,0025_Tina_DisCal.mtx,0.005957
891,0324_oscil_dcop_52.mtx,0.097727
892,0743_west2021.mtx,0.570647
893,1762_t2dah_a.mtx,10.039836
894,1703_shock-9.mtx,2.169532
895,0170_dwt_87.mtx,0.093439
896,1640_mark3jac040.mtx,0.559973
897,2505_GaAsH6.mtx,39.606901
898,1770_Goodwin_023.mtx,23.485338
899,1515_cavity13.mtx,13.833820
900,2718_fem_hifreq_circuit.mtx,11.070300
901,0873_adder_dcop_69.mtx,3.908072
902,2383_crystk03.mtx,77.671165
903,0362_west0497.mtx,0.128356
904,2065_soc-sign-Slashdot081106.mtx,0.113574
905,0131_bfwb62.mtx,0.059268
906,0930_DK01R.mtx,3.511267
907,1238_freeFlyingRobot_8.mtx,4.572266
908,1837_man_5976.mtx,34.894459
909,0074_d_ss.mtx,0.013231
910,0925_extr1b.mtx,0.706969
911,1308_ex27.mtx,12.884158
912,2523_barrier2-2.mtx,0.926001
913,2722_StocF-1465.mtx,5.343782
914,0634_gre_1107.mtx,0.452646
915,1249_G66.mtx,1.418719
916,0541_young4c.mtx,0.399780
917,2449_rma10.mtx,79.816505
918,1585_cond-mat.mtx,0.377680
919,0774_G33.mtx,0.542373
920,1159_bcsstk21.mtx,1.748939
921,1274_G7.mtx,2.606224
922,2031_cont-201.mtx,7.941079
923,2572_Si34H36.mtx,13.561176
924,0895_adder_dcop_21.mtx,3.975308
925,0161_rw136.mtx,0.045844
926,2194_m133-b3.mtx,1.305563
927,1207_dynamicSoaringProblem_3.mtx,8.883216
928,1934_pwt(0).mtx,4.629267
929,1360_rajat06.mtx,0.489818
930,2659_bmw3_2.mtx,74.702189
931,0209_robot.mtx,0.120857
932,2455_vsp_msc10848_300sep_100in_1Kout.mtx,0.282159
933,2382_pcrystk03.mtx,77.764717
934,0225_CAG_mat72.mtx,0.342391
935,0271_rajat05.mtx,0.101500
936,1961_ncvxbqp1.mtx,2.329271
937,1277_G5.mtx,2.609958
938,0676_fpga_dcop_01.mtx,0.511169
939,0533_tub1000.mtx,0.420316
940,2233_NotreDame_www.mtx,6.457299
941,1470_bips07_2476.mtx,0.950478
942,0770_olm2000.mtx,0.680255
943,1482_dtoc.mtx,1.795086
944,0920_adder_dcop_50.mtx,3.875300
945,2032_TEM27623.mtx,3.186033
946,2004_nemeth10.mtx,77.118018
947,2434_matrix_9.mtx,11.453730
948,2282_bcsstk37.mtx,87.328099
949,2127_bcsstk29.mtx,60.196109
950,2222_sc2010.mtx,0.515916
951,2406_conf5_4-8x8-20.mtx,37.370753
952,2679_3Dspectralwave2.mtx,4.736744
953,0211_gre_216a.mtx,0.087286
954,1998_nemeth08.mtx,74.593339
955,1884_s2rmq4m1.mtx,60.587674
956,2663_pwtk.mtx,156.945200
957,1980_ecl32.mtx,1.600475
958,2293_bcsstk31.mtx,35.813295
959,0321_oscil_dcop_06.mtx,0.104878
960,2049_vsp_c-60_data_cti_cs4.mtx,3.032551
961,1524_c-31.mtx,13.108369
962,0127_GD98_c.mtx,0.020784
963,1191_LeGresley_4908.mtx,0.326437
964,0250_football(0).mtx,0.241468
965,1761_t2dah.mtx,10.346259
966,1183_rdb5000.mtx,1.641271
967,1788_torsion1.mtx,3.635017
968,1698_cca.mtx,1.816326
969,1072_sherman5.mtx,1.926607
970,2335_rgg_n_2_17_s0.mtx,0.365655
971,0159_mycielskian6.mtx,0.148579
972,0435_Harvard500.mtx,0.383472
973,0923_ex32.mtx,1.818169
974,1836_lowThrust_13.mtx,69.804376
975,2080_c-58.mtx,3.647645
976,0202_rajat11.mtx,0.136444
977,1635_vsp_data_and_seymourl.mtx,0.453066
978,1766_dictionary28.mtx,1.123039
979,2682_memchip.mtx,4.244666
980,1286_jan99jac020sc.mtx,0.716763
981,1441_crack.mtx,0.422960
982,2366_mo2010.mtx,0.615953
983,0941_rdb2048_noL.mtx,1.390745
984,2410_conf6_0-8x8-20.mtx,34.828881
985,2189_ma2010.mtx,0.628401
986,1589_as-22july06.mtx,0.973319
987,0508_bcsstm24.mtx,0.124982
988,0691_fs_760_3.mtx,0.461968
989,1954_onetone1.mtx,0.957744
990,2469_matrix-new_3.mtx,5.063070
991,2451_TSOPF_FS_b162_c4.mtx,451.446006
992,0645_fpga_dcop_08.mtx,0.484394
993,0404_celegansneural.mtx,0.327960
994,1688_cavity26.mtx,22.651084
995,2088_c-62ghs.mtx,3.558719
996,1474_flowmeter5.mtx,1.303427
997,2294_tn2010.mtx,0.488686
998,1844_lhr10.mtx,19.467286
999,0417_dw256A.mtx,0.261849
1000,1851_igbt3.mtx,1.329612
1001,1092_bcsstm10.mtx,7.113118
1002,1392_cz5108.mtx,3.017745
1003,0644_fpga_dcop_09.mtx,0.494688
1004,1297_G25.mtx,0.471393
1005,0339_oscil_dcop_35.mtx,0.109322
1006,1943_Chevron1.mtx,7.864546
1007,1332_fd15.mtx,0.917815
1008,1888_vsp_sctap1-2b_and_seymourl.mtx,0.582386
1009,0461_can_256.mtx,0.605299
1010,2457_tsyl201.mtx,59.595405
1011,0718_can_715.mtx,1.022129
1012,1227_reorientation_4.mtx,15.360706
1013,1419_c-33.mtx,11.472835
1014,2022_wy2010.mtx,0.545549
1015,0261_M10PI_n1.mtx,0.052463
1016,1616_cz10228.mtx,4.034020
1017,1542_lhr04.mtx,10.121041
1018,1650_conf5_0-4x4-26.mtx,16.112110
1019,2575_F2.mtx,24.419965
1020,1530_ex12.mtx,11.608417
1021,2126_TSOPF_RS_b162_c3.mtx,15.413023
1022,2471_pct20stif.mtx,71.621702
1023,1485_bloweybq.mtx,49.915413
1024,0892_adder_dcop_63.mtx,3.933017
1025,2546_t3dh_e.mtx,7.121026
1026,0794_dwt_1005.mtx,1.109745
1027,1617_shuttle_eddy.mtx,3.938738
1028,2688_TSOPF_RS_b2383.mtx,27.165486
1029,0305_oscil_dcop_42.mtx,0.104032
1030,0493_bp_0.mtx,0.154344
1031,0510_bcsstm21.mtx,0.112500
1032,1181_msc01050.mtx,4.964158
1033,0486_G13.mtx,0.324051
1034,0279_rajat14.mtx,0.766168
1035,1371_ww_vref_6405.mtx,0.810473
1036,2360_dblp-2010.mtx,2.440981
1037,0994_Erdos992.mtx,0.077144
1038,2084_Trefethen_20000.mtx,14.271728
1039,1795_chem_master1.mtx,5.649561
1040,0213_polbooks.mtx,0.217031
1041,0717_m3plates.mtx,0.228931
1042,2020_ted_A.mtx,58.587229
1043,2693_hugetric-00000.mtx,1.451973
1044,1966_a0nsdsil.mtx,45.320530
1045,1532_lowThrust_3.mtx,28.049405
1046,0917_adder_dcop_41.mtx,3.899827
1047,1254_Chebyshev3.mtx,0.939136
1048,1967_bcsstk38.mtx,40.273122
1049,1525_pesa.mtx,1.182194
1050,0943_can_1054.mtx,1.256491
1051,0729_can_634.mtx,1.125840
1052,0240_saylr1.mtx,0.150000
1053,0795_lshp1270.mtx,0.889194
1054,1736_OPF_3754.mtx,5.579582
1055,0663_fpga_dcop_02.mtx,0.511169
1056,1780_c-50.mtx,9.396281
1057,2225_ar2010.mtx,0.616134
1058,1133_mcfe.mtx,5.986013
1059,1239_rail_5177.mtx,0.918874
1060,1697_rail_20209.mtx,1.397731
1061,0308_oscil_dcop_45.mtx,0.110256
1062,1518_cavity15.mtx,14.998774
1063,1885_s1rmq4m1.mtx,56.069663
1064,2492_delaunay_n19.mtx,4.113460
1065,1517_cavity11.mtx,15.530065
1066,0975_yeast.mtx,0.211232
1067,1594_msc04515.mtx,13.328473
1068,0042_rgg010.mtx,0.021333
1069,1029_mhd3200b.mtx,2.790429
1070,2795_Geo_1438.mtx,28.994545
1071,2569_mono_500Hz.mtx,1.116271
1072,2625_ship_003.mtx,57.006557
1073,1733_lhr07.mtx,14.134198
1074,2653_Si87H76.mtx,8.018182
1075,1303_G67.mtx,1.461187
1076,0061_ibm32.mtx,0.019283
1077,1925_bcsstm36.mtx,21.478883
1078,1923_rgg_n_2_15_s0.mtx,1.257248
1079,2676_italy_osm.mtx,2.325856
1080,1329_freeFlyingRobot_13.mtx,5.727565
1081,2134_rajat17.mtx,18.148291
1082,2707_af_shell3.mtx,83.054666
1083,0748_fpga_trans_02.mtx,0.684753
1084,2720_rajat31.mtx,2.123546
1085,1721_bloweya.mtx,11.785466
1086,0164_west0167.mtx,0.037026
1087,0818_G18.mtx,0.617151
1088,2513_ifiss_mat.mtx,14.542534
1089,0576_Trefethen_300.mtx,1.111121
1090,1955_HEP-th.mtx,0.062731
1091,2363_Zd_Jac2.mtx,28.266343
1092,1971_c-65.mtx,7.454272
1093,0649_fpga_dcop_32.mtx,0.519689
1094,0282_cz148.mtx,0.234796
1095,0526_ck656.mtx,0.622176
1096,1493_EX3(0).mtx,3.107803
1097,0059_GlossGT.mtx,0.005194
1098,2347_nemeth23.mtx,376.069163
1099,0841_rotor2.mtx,1.202493
1100,0105_GD99_b.mtx,0.030646
1101,0454_Trefethen_200b.mtx,0.726661
1102,0630_jazz.mtx,2.077529
1103,0338_oscil_dcop_44.mtx,0.104878
1104,1103_sstmodel.mtx,1.219229
1105,1002_bcsstm37.mtx,0.325259
1106,0660_fpga_dcop_40.mtx,0.516818
1107,0502_hangGlider_1.mtx,1.027696
1108,0960_bcsstk08.mtx,2.866072
1109,1931_EAT_SR.mtx,0.075849
1110,2322_pli.mtx,32.512174
1111,2661_kim2.mtx,27.268701
1112,1095_lock_700.mtx,6.808496
1113,1023_lshp2614.mtx,1.287876
1114,1026_spiral.mtx,5.264164
1115,0503_dwt_193.mtx,1.142585
1116,1281_G3.mtx,2.597450
1117,0652_fpga_dcop_44.mtx,0.516818
1118,0135_GD06_theory.mtx,0.090444
1119,0304_oscil_dcop_10.mtx,0.103200
1120,0115_curtis54.mtx,0.048685
1121,2181_lhr34c.mtx,27.607718
1122,0349_dwt_221.mtx,0.267596
1123,0474_can_268.mtx,0.611448
1124,1958_vibrobox.mtx,3.350409
1125,2494_amazon0312.mtx,0.490095
1126,1793_jnlbrng1.mtx,3.746445
1127,1948_me2010.mtx,0.764872
1128,1405_shermanACd.mtx,0.428715
1129,1577_fxm3_6(0).mtx,8.503220
1130,1573_big.mtx,0.919916
1131,1483_ex20.mtx,13.461485
1132,2394_cfd1.mtx,7.859755
1133,2319_raefsky4.mtx,74.916431
1134,0521_bp_200.mtx,0.147380
1135,0463_qh768.mtx,0.190412
1136,1134_delaunay_n12.mtx,0.757559
1137,2236_net50.mtx,10.897660
1138,0612_nos5.mtx,0.915817
1139,2025_bcsstk17.mtx,45.584137
1140,0381_bcsstm26.mtx,0.076880
1141,1752_jan99jac080.mtx,1.010737
1142,2477_thermomech_dK.mtx,3.713224
1143,2050_af23560.mtx,28.684304
1144,1965_cit-HepTh.mtx,0.063040
1145,0844_filter2D.mtx,0.950543
1146,1597_se.mtx,1.694805
1147,1811_g3rmt3m3.mtx,39.521895
1148,2560_apache2.mtx,6.079778
1149,1872_airfoil_2d.mtx,1.012492
1150,1025_freeFlyingRobot_4.mtx,2.184768
1151,0323_oscil_dcop_31.mtx,0.107500
1152,1797_c-52.mtx,5.762134
1153,1414_ex10.mtx,8.532480
1154,2244_crystk02.mtx,67.548491
1155,1764_wang3.mtx,3.358983
1156,0814_G21.mtx,0.627595
1157,1280_G2.mtx,2.719785
1158,0006_mycielskian3.mtx,0.000930
1159,1691_cavity24.mtx,23.251113
1160,2632_thermal2.mtx,1.895133
1161,0231_pde225.mtx,0.134026
1162,0320_oscil_dcop_04.mtx,0.106612
1163,0924_watt_1.mtx,1.506804
1164,1946_ckt11752_dc_1.mtx,11.721660
1165,2518_smt.mtx,42.507608
1166,1282_G1.mtx,2.647578
1167,0509_dwt_419.mtx,0.464279
1168,1509_cegb3306.mtx,11.426458
1169,1177_spaceShuttleEntry_3.mtx,9.778465
1170,0812_G15.mtx,0.653249
1171,0395_tols340.mtx,0.626871
1172,0520_sherman4.mtx,0.417625
1173,1418_Goodwin_013.mtx,11.480095
1174,0926_extr1.mtx,0.715669
1175,2200_nemeth19.mtx,286.220282
1176,2229_soc-Slashdot0811.mtx,0.171073
1177,1919_Goodwin_030.mtx,33.133332
1178,0373_rw496.mtx,0.151809
1179,1710_bauru5727.mtx,2.150618
1180,0884_adder_dcop_39.mtx,3.887525
1181,0899_adder_dcop_15.mtx,3.787947
1182,2445_ASIC_680ks.mtx,3.346990
1183,1512_ex13.mtx,13.686000
1184,1905_c-60.mtx,4.962082
1185,2579_para-9.mtx,1.609810
1186,0109_GD97_b.mtx,0.065808
1187,1315_dw4096.mtx,1.880388
1188,2102_ASIC_100ks.mtx,2.646423
1189,0204_dwt_234.mtx,0.091526
1190,0511_L.mtx,0.186880
1191,0697_jpwh_991.mtx,0.346882
1192,0721_orsirr_1.mtx,0.751616
1193,2472_ct20stif.mtx,71.044374
1194,1358_meg4.mtx,3.033114
1195,2556_tmt_unsym.mtx,6.114839
1196,1983_lhr17c.mtx,25.029783
1197,1552_kineticBatchReactor_7.mtx,28.316517
1198,2291_nemeth21.mtx,380.466301
1199,2221_HTC_336_9129.mtx,24.951462
1200,1663_c-43.mtx,58.953979
1201,0893_adder_dcop_64.mtx,3.839082
1202,2262_gyro_k.mtx,21.875194
1203,2426_pa2010.mtx,0.685712
1204,0585_mycielskian8.mtx,2.212941
1205,0156_GD97_c.mtx,0.008655
1206,1213_ex4.mtx,4.507271
1207,2815_ML_Geer.mtx,86.289246
1208,0357_shl_0.mtx,0.051433
1209,2254_preferentialAttachment.mtx,0.046620
1210,1379_delaunay_n13.mtx,1.013069
1211,2622_TEM181302.mtx,23.713707
1212,0642_fpga_dcop_10.mtx,0.505070
1213,2062_t3dl.mtx,6.225516
1214,0866_adder_dcop_51.mtx,3.962525
1215,0882_adder_dcop_38.mtx,3.908072
1216,1366_mhd1280a.mtx,15.720438
1217,1781_CAG_mat1916.mtx,7.770779
1218,0152_bfwa62.mtx,0.093827
1219,0874_adder_dcop_17.mtx,3.883441
1220,1706_ted_B_unscaled.mtx,19.222158
1221,1268_poli3.mtx,0.288438
1222,2019_ted_A_unscaled.mtx,59.261753
1223,2511_ca2010.mtx,0.466046
1224,2479_ramage02.mtx,79.100676
1225,2727_333SP.mtx,1.068889
1226,2487_belgium_osm.mtx,1.899886
1227,2757_dielFilterV3clx.mtx,9.328160
1228,1718_bcsstk18.mtx,6.112330
1229,2371_turon_m.mtx,7.244301
1230,0351_S10PI_n.mtx,0.059366
1231,0492_nos6.mtx,0.351222
1232,2482_srb1.mtx,144.525997
1233,0300_oscil_dcop_29.mtx,0.107500
1234,1516_cavity14.mtx,14.248835
1235,0953_cz1268.mtx,1.384767
1236,0316_oscil_dcop_05.mtx,0.105738
1237,2175_g7jac180.mtx,0.859611
1238,2266_torso2.mtx,11.564312
1239,1330_freeFlyingRobot_16.mtx,6.085862
1240,1279_G8.mtx,2.633956
1241,1828_s1rmt3m1.mtx,42.712158
1242,0473_str_200.mtx,0.423686
1243,2797_Serena.mtx,27.204643
1244,0901_adder_dcop_46.mtx,4.018517
1245,0938_G50.mtx,0.806723
1246,2122_rajat20.mtx,18.102623
1247,0764_epb0.mtx,0.642632
1248,2538_debr.mtx,9.182911
1249,2339_598a.mtx,0.128372
1250,1150_email-Eu-core.mtx,2.709112
1251,1935_pwt(1).mtx,4.614709
1252,1977_k3plates.mtx,36.153932
1253,1020_spaceStation_6.mtx,2.004275
1254,1619_wiki-Vote.mtx,0.222044
1255,2411_conf5_4-8x8-10.mtx,35.330904
1256,1623_crystm01.mtx,6.008769
1257,2370_av41092.mtx,7.387969
1258,0714_orbitRaising_2.mtx,1.095164
1259,1695_cavity17.mtx,23.406120
1260,1380_tuma2.mtx,1.387469
1261,2393_ASIC_320ks.mtx,3.718376
1262,0988_Sieber.mtx,21.342318
1263,1214_plat1919.mtx,3.216303
1264,1622_nasa4704(0).mtx,12.519475
1265,2612_cage13.mtx,3.048642
1266,0322_oscil_dcop_46.mtx,0.096992
1267,2520_s4dkt3m2.mtx,167.285755
1268,0438_fs_680_2.mtx,0.250672
1269,1318_freeFlyingRobot_12.mtx,5.730071
1270,2739_asia_osm.mtx,2.257872
1271,1652_conf5_0-4x4-18.mtx,16.423592
1272,1086_c-19.mtx,2.073542
1273,2309_mac_econ_fwd500.mtx,1.245266
1274,1422_mark3jac020.mtx,0.468314
1275,0451_west0655.mtx,0.240627
1276,0334_oscil_dcop_53.mtx,0.111207
1277,0186_gent113.mtx,0.067718
1278,0685_fpga_dcop_18.mtx,0.492337
1279,0134_can_73.mtx,0.060237
1280,1849_lhr11.mtx,18.015940
1281,2285_msc23052.mtx,49.425086
1282,1915_lhr14.mtx,22.481295
1283,0914_adder_dcop_34.mtx,3.924667
1284,2283_bcsstk36.mtx,86.085824
1285,1148_lns_3937.mtx,1.450380
1286,2223_tube1.mtx,74.481826
1287,2352_lhr71.mtx,36.793843
1288,1933_pwt.mtx,4.654964
1289,2163_c-64b.mtx,103.085016
1290,0695_dwt_758.mtx,0.804852
1291,1101_c-20.mtx,1.992591
1292,2302_twotone.mtx,2.130452
1293,2563_netherlands_osm.mtx,1.296428
1294,2303_mn2010.mtx,0.652580
1295,1021_Si2.mtx,2.441424
1296,1902_Reuters911.mtx,1.245447
1297,2550_TSOPF_FS_b300_c1.mtx,701.516060
1298,1763_t2dah_e.mtx,10.309242
1299,2091_patents_main.mtx,0.240405
1300,2475_helm2d03.mtx,3.073069
1301,2333_std1_Jac3.mtx,30.337648
1302,1729_hangGlider_5.mtx,50.875337
1303,2013_cz40948.mtx,7.199815
1304,0657_fpga_dcop_31.mtx,0.500235
1305,0270_can_161.mtx,0.338507
1306,0291_oscil_dcop_57.mtx,0.096992
1307,2240_scircuit.mtx,2.691999
1308,2039_epb3.mtx,3.340267
1309,2095_g7jac140.mtx,0.843688
1310,1892_mark3jac100.mtx,1.565086
1311,1384_mbeaflw.mtx,18.314018
1312,2261_gyro.mtx,21.835338
1313,2112_LeGresley_87936.mtx,1.911226
1314,2544_pdb1HYS.mtx,111.465809
1315,1426_rdist2.mtx,7.011786
1316,1402_ex3.mtx,10.372912
1317,1203_commanche_dual.mtx,0.504861
1318,1126_lshp3466.mtx,1.361745
1319,0215_spaceStation_1.mtx,0.240064
1320,0659_fpga_dcop_42.mtx,0.502925
1321,0553_fs_541_4.mtx,0.483062
1322,1377_bips07_1693.mtx,0.887584
1323,1861_benzene.mtx,5.810038
1324,0052_Hamrle1.mtx,0.011094
1325,1117_spaceStation_13.mtx,2.398959
1326,0722_lshp1009.mtx,0.729845
1327,0687_fpga_dcop_22.mtx,0.494942
1328,2416_TSOPF_FS_b39_c19.mtx,383.537778
1329,0629_netscience.mtx,0.406973
1330,2012_sd2010.mtx,0.791641
1331,2152_nemeth18.mtx,185.661510
1332,1739_hvdc1.mtx,1.959831
1333,1523_ex28.mtx,14.846723
1334,0144_impcol_c.mtx,0.033924
1335,2696_af_3_k101.mtx,89.790100
