index,mtx,m,n,nnz,right-n,pixel_gflops
1610,2315_n4c6-b7.mtx,163215,104115,1305720,8,96.274
1611,1315_dw4096.mtx,8192,8192,41746,8,39.29
1612,2102_ASIC_100ks.mtx,99190,99190,578890,8,71.8
1613,0204_dwt_234.mtx,234,234,834,8,0.953
1614,0511_L.mtx,956,956,3640,8,3.426
1615,0697_jpwh_991.mtx,991,991,6027,8,5.672
1616,0601_lpi_klein2.mtx,477,531,5062,8,4.5
1617,2414_rajat24.mtx,358172,358172,1948235,8,70.524
1618,0721_orsirr_1.mtx,1030,1030,6858,8,4.22
1619,2478_stat96v2.mtx,29089,957432,2852184,8,105.15
1620,2472_ct20stif.mtx,52329,52329,2698463,8,178.411
1621,1358_meg4.mtx,5860,5860,46842,8,25.844
1622,2556_tmt_unsym.mtx,917825,917825,4584801,8,120.851
1623,1983_lhr17c.mtx,17576,17576,381975,8,97.01
1624,1552_kineticBatchReactor_7.mtx,7968,7968,84508,8,35.582
1625,0990_lp_pilot_ja.mtx,940,2267,14977,8,9.217
1626,2291_nemeth21.mtx,9506,9506,1173746,8,268.285
1627,2221_HTC_336_9129.mtx,226340,226340,883422,8,80.311
1628,1663_c-43.mtx,11125,11125,123675,8,41.225
1629,0725_lp_ganges.mtx,1309,1706,6937,8,3.7
1630,0893_adder_dcop_64.mtx,1813,1813,11246,8,5.453
1631,2262_gyro_k.mtx,17361,17361,1021159,8,115.06
1632,2426_pa2010.mtx,421545,421545,2058462,8,30.051
1633,0585_mycielskian8.mtx,191,191,4720,8,2.797
1634,0156_GD97_c.mtx,452,452,460,8,0.409
1635,1213_ex4.mtx,1601,1601,32299,8,16.67
1636,2815_ML_Geer.mtx,1504002,1504002,110879972,8,255.778
1637,0357_shl_0.mtx,663,663,1687,8,1.174
1638,2254_preferentialAttachment.mtx,100000,100000,999970,8,19.488
1639,1379_delaunay_n13.mtx,8192,8192,49094,8,30.212
1640,2622_TEM181302.mtx,181302,181302,7839010,8,143.67
1641,0642_fpga_dcop_10.mtx,1220,1220,5884,8,4.279
1642,2062_t3dl.mtx,20360,20360,509866,8,101.973
1643,2284_landmark.mtx,71952,2704,1151232,8,224.631
1644,0866_adder_dcop_51.mtx,1813,1813,11246,8,5.623
1645,0882_adder_dcop_38.mtx,1813,1813,11246,8,5.453
1646,1366_mhd1280a.mtx,1280,1280,47906,8,29.481
1647,1781_CAG_mat1916.mtx,1916,1916,195985,8,68.169
1648,0152_bfwa62.mtx,62,62,450,8,0.48
1649,0874_adder_dcop_17.mtx,1813,1813,11246,8,5.453
1650,1093_IG5-11.mtx,1227,1692,22110,8,13.606
1651,0122_lp_kb2.mtx,43,68,313,8,0.313
1652,1706_ted_B_unscaled.mtx,10605,10605,144579,8,79.768
1653,1268_poli3.mtx,16955,16955,37849,8,16.822
1654,2019_ted_A_unscaled.mtx,10605,10605,424587,8,115.142
1655,2511_ca2010.mtx,710145,710145,3489366,8,25.907
1656,2479_ramage02.mtx,16830,16830,2866352,8,190.297
1657,2727_333SP.mtx,3712815,3712815,22217266,8,33.535
1658,1850_stat96v5.mtx,2307,75779,233921,8,61.356
1659,2487_belgium_osm.mtx,1441295,1441295,3099940,8,55.604
1660,2757_dielFilterV3clx.mtx,420408,420408,32886208,8,118.057
1661,1920_rail516.mtx,516,47827,315412,8,41.707
1662,1718_bcsstk18.mtx,11948,11948,149090,8,66.262
1663,2371_turon_m.mtx,189924,189924,1690876,8,99.83
1664,0351_S10PI_n.mtx,682,682,1633,8,1.866
1665,0492_nos6.mtx,675,675,3255,8,4.34
1666,2482_srb1.mtx,54924,54924,2962152,8,192.66
1667,0300_oscil_dcop_29.mtx,430,430,1544,8,1.544
1668,1516_cavity14.mtx,2597,2597,76367,8,40.729
1669,0953_cz1268.mtx,1268,1268,12786,8,8.895
1670,0607_de063157.mtx,936,1908,5119,8,4.311
1671,0500_nsic.mtx,465,897,3449,8,2.299
1672,0316_oscil_dcop_05.mtx,430,430,1544,8,1.544
1673,2175_g7jac180.mtx,53370,53370,747276,8,53.858
1674,2266_torso2.mtx,115967,115967,1033473,8,132.285
1675,1330_freeFlyingRobot_16.mtx,6078,6078,44006,8,28.164
1676,1279_G8.mtx,800,800,38352,8,32.296
1677,1828_s1rmt3m1.mtx,5489,5489,219521,8,94.928
1678,0473_str_200.mtx,363,363,3068,8,2.584
1679,0040_lpi_bgprtr.mtx,20,40,70,8,0.102
1680,2797_Serena.mtx,1391349,1391349,64531701,8,141.828
1681,0901_adder_dcop_46.mtx,1813,1813,11246,8,6.426
1682,0938_G50.mtx,3000,3000,12000,8,13.714
1683,2122_rajat20.mtx,86916,86916,605045,8,68.174
1684,0054_rel4.mtx,66,12,104,8,0.166
1685,2119_shar_te2-b2.mtx,200200,17160,600600,8,61.6
1686,0764_epb0.mtx,1794,1794,7764,8,9.556
1687,2538_debr.mtx,1048576,1048576,4194298,8,128.07
1688,2339_598a.mtx,110971,110971,1483868,8,23.163
1689,1150_email-Eu-core.mtx,1005,1005,25571,8,13.198
1690,1935_pwt(1).mtx,36519,36519,326107,8,89.961
1691,1977_k3plates.mtx,11107,11107,378927,8,126.309
1692,1020_spaceStation_6.mtx,1111,1111,17595,8,14.817
1693,1619_wiki-Vote.mtx,8297,8297,103689,8,26.334
1694,1511_ch7-6-b4.mtx,15120,12600,75600,8,39.019
1695,2411_conf5_4-8x8-10.mtx,49152,49152,1916928,8,200.463
1696,1623_crystm01.mtx,4875,4875,105339,8,58.118
1697,1194_pf2177.mtx,9728,10178,30984,8,20.656
1698,2370_av41092.mtx,41092,41092,1683902,8,91.022
1699,0714_orbitRaising_2.mtx,739,739,6526,8,4.177
1700,1695_cavity17.mtx,4562,4562,138187,8,63.171
1701,1380_tuma2.mtx,12992,12992,49365,8,37.611
1702,2393_ASIC_320ks.mtx,321671,321671,1827807,8,80.564
1703,0988_Sieber.mtx,2290,2290,14873,8,7.932
1704,1214_plat1919.mtx,1919,1919,32399,8,27.283
1705,0784_lp_grow22.mtx,440,946,8252,8,5.078
1706,1622_nasa4704(0).mtx,4704,4704,104756,8,54.068
1707,2612_cage13.mtx,445315,445315,7479343,8,99.808
1708,0793_Trec10.mtx,106,478,8612,8,4.445
1709,1081_Franz2.mtx,4032,4480,21504,8,18.109
1710,0322_oscil_dcop_46.mtx,430,430,1544,8,1.544
1711,2520_s4dkt3m2.mtx,90449,90449,3753461,8,219.983
1712,0438_fs_680_2.mtx,680,680,2646,8,2.646
1713,1318_freeFlyingRobot_12.mtx,5578,5578,41940,8,31.954
1714,2739_asia_osm.mtx,11950757,11950757,25423206,8,65.853
1715,1652_conf5_0-4x4-18.mtx,3072,3072,119808,8,76.677
1716,1086_c-19.mtx,2327,2327,21817,8,12.467
1717,2309_mac_econ_fwd500.mtx,206500,206500,1273389,8,56.911
1718,1422_mark3jac020.mtx,9129,9129,56175,8,30.993
1719,0451_west0655.mtx,655,655,2854,8,2.537
1720,0334_oscil_dcop_53.mtx,430,430,1544,8,1.544
1721,0186_gent113.mtx,113,113,655,8,0.655
1722,1084_ch6-6-b3.mtx,5400,2400,21600,8,13.292
1723,0685_fpga_dcop_18.mtx,1220,1220,5892,8,3.626
1724,0134_can_73.mtx,73,73,377,8,0.464
1725,1849_lhr11.mtx,10964,10964,233741,8,71.92
1726,2285_msc23052.mtx,23052,23052,1154814,8,144.352
1727,0603_de080285.mtx,936,1908,5082,8,4.066
1728,1915_lhr14.mtx,14270,14270,307858,8,87.959
1729,0914_adder_dcop_34.mtx,1813,1813,11246,8,5.453
1730,2283_bcsstk36.mtx,23052,23052,1143140,8,156.327
1731,1148_lns_3937.mtx,3937,3937,25407,8,25.407
1732,1007_rosen8.mtx,520,1544,16058,8,6.588
1733,2223_tube1.mtx,21498,21498,897056,8,139.349
1734,2352_lhr71.mtx,70304,70304,1528092,8,156.727
1735,0495_lp_scrs8.mtx,490,1275,3288,8,2.104
1736,1933_pwt.mtx,36519,36519,326107,8,94.867
1737,1211_lpl2.mtx,3294,10881,32232,8,20.628
1738,2163_c-64b.mtx,51035,51035,717841,8,76.063
1739,0695_dwt_758.mtx,758,758,5994,8,5.328
1740,1101_c-20.mtx,2921,2921,22685,8,10.999
1741,2187_dc3.mtx,116835,116835,766396,8,65.927
1742,2302_twotone.mtx,120750,120750,1224224,8,71.488
1743,2563_netherlands_osm.mtx,2216688,2216688,4882476,8,48.341
1744,2303_mn2010.mtx,259777,259777,1227102,8,31.164
1745,1021_Si2.mtx,769,769,17801,8,10.954
1746,1902_Reuters911.mtx,13332,13332,296076,8,25.198
1747,0007_Trec5.mtx,3,7,12,8,0.021
1748,2550_TSOPF_FS_b300_c1.mtx,29214,29214,4400122,8,322.945
1749,1717_nug08-3rd.mtx,19728,29856,148416,8,40.248
1750,1069_large.mtx,4282,8617,20635,8,12.698
1751,1763_t2dah_e.mtx,11445,11445,176117,8,82.879
1752,2091_patents_main.mtx,240547,240547,560943,8,18.621
1753,1024_lp_cre_a.mtx,3516,7248,18168,8,10.024
1754,2475_helm2d03.mtx,392257,392257,2741935,8,72.634
1755,2333_std1_Jac3.mtx,21982,21982,1455848,8,114.747
1756,1729_hangGlider_5.mtx,16011,16011,155246,8,80.127
1757,2571_web-Google.mtx,916428,916428,5105039,8,14.34
1758,2013_cz40948.mtx,40948,40948,412148,8,86.768
1759,0657_fpga_dcop_31.mtx,1220,1220,5892,8,3.771
1760,0507_lp_shell.mtx,536,1777,3558,8,2.033
1761,0270_can_161.mtx,161,161,1377,8,1.836
1762,1636_south31.mtx,18425,36321,112398,8,62.013
1763,0172_IG5-7.mtx,62,150,549,8,0.338
1764,1707_lp_osa_07.mtx,1118,25067,144812,8,48.271
1765,0965_n2c6-b8.mtx,1470,3990,13230,8,8.142
1766,0993_n2c6-b4.mtx,3003,1365,15015,8,14.132
1767,0291_oscil_dcop_57.mtx,430,430,1544,8,1.544
1768,2240_scircuit.mtx,170998,170998,958936,8,64.738
1769,2776_Hardesty3.mtx,8217820,7591564,40451632,8,134.307
1770,2039_epb3.mtx,84617,84617,463625,8,97.605
1771,0352_lpi_vol1.mtx,323,464,1646,8,1.463
1772,0615_lpi_pilot4i.mtx,410,1123,5264,8,3.828
1773,2095_g7jac140.mtx,41490,41490,565956,8,55.897
1774,2458_c8_mat11_I.mtx,4562,5761,2462970,8,139.743
1775,1892_mark3jac100.mtx,45769,45769,285215,8,47.536
1776,1384_mbeaflw.mtx,496,496,49920,8,19.017
1777,2261_gyro.mtx,17361,17361,1021159,8,115.876
1778,1432_fxm3_6.mtx,6200,12625,57722,8,28.861
1779,2112_LeGresley_87936.mtx,87936,87936,593276,8,54.242
1780,2544_pdb1HYS.mtx,36417,36417,4344765,8,219.988
1781,0807_scagr7-2c.mtx,2447,3479,9005,8,5.542
1782,1426_rdist2.mtx,3198,3198,56934,8,35.036
1783,1121_rosen1.mtx,520,1544,23794,8,11.197
1784,1402_ex3.mtx,1821,1821,52685,8,28.099
1785,0342_abb313.mtx,313,176,1557,8,1.779
1786,1203_commanche_dual.mtx,7920,7920,31680,8,19.495
1787,0097_Maragal_1.mtx,32,14,234,8,0.374
1788,1126_lshp3466.mtx,3466,3466,23896,8,22.49
1789,0215_spaceStation_1.mtx,99,99,927,8,0.989
1790,0659_fpga_dcop_42.mtx,1220,1220,5892,8,3.626
1791,0553_fs_541_4.mtx,541,541,4285,8,4.285
1792,1377_bips07_1693.mtx,13275,13275,49044,8,32.696
1793,1861_benzene.mtx,8219,8219,242669,8,92.445
1794,0939_lutz30-23-b6.mtx,1716,3003,12012,8,10.115
1795,0052_Hamrle1.mtx,32,32,98,8,0.143
1796,0702_130bit.mtx,584,575,6120,8,6.12
1797,1117_spaceStation_13.mtx,1617,1617,23649,8,14.553
1798,0722_lshp1009.mtx,1009,1009,6865,8,6.102
1799,0228_lp_nug05.mtx,210,225,1050,8,0.8
1800,1264_lp_woodw.mtx,1098,8418,37487,8,18.744
1801,0616_lp_pilot4.mtx,410,1123,5264,8,3.119
1802,0431_lpi_reactor.mtx,318,808,2591,8,1.296
1803,0687_fpga_dcop_22.mtx,1220,1220,5892,8,3.626
1804,2416_TSOPF_FS_b39_c19.mtx,76216,76216,1977600,8,222.828
1805,1878_fxm4_6.mtx,22400,47185,265442,8,60.672
1806,0629_netscience.mtx,1589,1589,5484,8,3.25
1807,2350_neos.mtx,479119,515905,1526794,8,59.149
1808,2012_sd2010.mtx,88360,88360,410722,8,32.213
1809,2152_nemeth18.mtx,9506,9506,695234,8,209.882
1810,1739_hvdc1.mtx,24842,24842,159981,8,55.646
1811,1523_ex28.mtx,2603,2603,77781,8,41.483
1812,0144_impcol_c.mtx,137,137,411,8,0.438
1813,2696_af_3_k101.mtx,503625,503625,17550675,8,205.421
1814,2208_pds-70.mtx,114944,390005,833465,8,22.874
1815,0619_M40PI_n.mtx,2182,2182,5341,8,3.165
1816,0003_mycielskian2.mtx,2,2,2,8,0.004
1817,1165_3elt.mtx,4720,4720,27444,8,21.955
1818,1969_lp_ken_18.mtx,105127,154699,358171,8,33.318
1819,1963_poisson3Da.mtx,13514,13514,352762,8,30.843
1820,1984_lhr17.mtx,17576,17576,381975,8,95.494
1821,0771_bwm2000.mtx,2000,2000,7996,8,9.841
1822,1146_model8.mtx,2896,6464,25277,8,14.444
1823,2512_oilpan.mtx,73752,73752,3597188,8,198.466
1824,1728_nsir.mtx,4453,10057,154939,8,49.58
1825,2702_af_shell8.mtx,504855,504855,17588875,8,192.097
1826,1082_utm1700b.mtx,1700,1700,21509,8,15.643
1827,1674_bodyy5.mtx,18589,18589,129281,8,76.611
1828,1857_luxembourg_osm.mtx,114599,114599,239332,8,51.057
1829,1937_shallow_water1.mtx,81920,81920,327680,8,98.922
1830,0388_Trefethen_150.mtx,150,150,2040,8,1.255
1831,1950_ct2010.mtx,67578,67578,336352,8,28.324
1832,0277_can_187.mtx,187,187,1491,8,1.491
1833,0176_08blocks.mtx,300,300,592,8,0.677
1834,1228_bcsstk11.mtx,1473,1473,34241,8,18.262
1835,2365_2cubes_sphere.mtx,101492,101492,1647264,8,55.721
1836,1484_aug3d.mtx,24300,24300,69984,8,38.612
1837,0673_fpga_dcop_11.mtx,1220,1220,5892,8,3.771
1838,1553_c-44.mtx,10728,10728,85000,8,43.871
1839,2024_helm3d01.mtx,32226,32226,428444,8,44.514
1840,1107_barth4.mtx,6019,6019,23492,8,14.457
1841,0870_adder_dcop_66.mtx,1813,1813,11246,8,5.453
1842,2141_wv2010.mtx,135218,135218,662922,8,26.451
1843,2631_torso1.mtx,116158,116158,8516500,8,306.901
1844,1014_Erdos02.mtx,6927,6927,16944,8,9.682
1845,1229_bcsstk12.mtx,1473,1473,34241,8,19.566
1846,0080_can_24.mtx,24,24,160,8,0.233
1847,1822_ak2010.mtx,45292,45292,217098,8,25.922
1848,0894_adder_dcop_65.mtx,1813,1813,11246,8,6.205
1849,2317_SiO.mtx,33401,33401,1317655,8,124.748
1850,0031_GD98_a.mtx,38,38,50,8,0.067
1851,2007_c-57.mtx,37833,37833,405197,8,61.744
1852,0302_oscil_dcop_19.mtx,430,430,1544,8,0.95
1853,2005_rail582.mtx,582,56097,402290,8,45.328
1854,1639_CurlCurl_0.mtx,11083,11083,113343,8,58.5
1855,2703_af_shell6.mtx,504855,504855,17588875,8,192.491
1856,1621_nasa4704.mtx,4704,4704,104756,8,50.791
1857,0462_lpi_pang.mtx,361,741,2933,8,1.738
1858,0387_bibd_17_3.mtx,136,680,2040,8,1.36
1859,2439_pkustk05.mtx,37164,37164,2205144,8,172.109
1860,1322_rajat01.mtx,6833,6833,43250,8,18.703
1861,1398_mk11-b4.mtx,10395,17325,51975,8,31.985
1862,2542_gupta2.mtx,62064,62064,4248286,8,133.28
1863,2281_connectus.mtx,512,394792,1127525,8,56.91
1864,2395_GL7d14.mtx,171375,47271,1831183,8,20.417
1865,1167_bayer08.mtx,3008,3008,27576,8,11.925
1866,2648_atmosmodl.mtx,1489752,1489752,10319760,8,99.588
1867,1992_nemeth04.mtx,9506,9506,394808,8,157.923
1868,0628_lp_scfxm2.mtx,660,1200,5469,8,3.646
1869,2611_bmw7st_1.mtx,141347,141347,7339667,8,197.038
1870,0852_init_adder1.mtx,1813,1813,11156,8,6.155
1871,2271_ibm_matrix_2.mtx,51448,51448,1056610,8,142.065
1872,0015_Tina_AskCal.mtx,11,11,29,8,0.052
1873,0627_n2c6-b3.mtx,1365,455,5460,8,6.24
1874,1731_e18.mtx,24617,38602,156466,8,34.77
1875,1791_SiNa.mtx,5743,5743,198787,8,69.143
1876,2101_ncvxqp7.mtx,87500,87500,574962,8,56.786
1877,2758_mycielskian16.mtx,49151,49151,33382480,8,165.67
1878,1320_Kaufhold.mtx,8765,8765,42471,8,25.168
1879,1867_TSOPF_RS_b39_c7.mtx,14098,14098,252446,8,118.798
1880,0859_adder_dcop_10.mtx,1813,1813,11232,8,5.446
1881,2260_olafu.mtx,16146,16146,1015156,8,191.088
1882,1570_orani678.mtx,2529,2529,90158,8,23.267
1883,1551_biplane-9.mtx,21701,21701,84076,8,56.051
1884,0219_grid1.mtx,252,252,952,8,0.586
1885,0203_bcsstm19.mtx,817,817,817,8,1.452
1886,2196_Chevron2.mtx,90249,90249,803173,8,111.746
1887,1440_crack_dual.mtx,20141,20141,60086,8,33.151
1888,0883_adder_dcop_36.mtx,1813,1813,11246,8,5.623
1889,2242_transient.mtx,178866,178866,961790,8,58.735
1890,2206_nm2010.mtx,168609,168609,830970,8,26.644
1891,0062_bcspwr01.mtx,39,39,131,8,0.175
1892,0445_lp_e226.mtx,223,472,2768,8,1.429
1893,1529_TF15.mtx,6334,7742,80057,8,34.619
1894,1598_fe_sphere.mtx,16386,16386,98304,8,54.237
1895,1096_ex33.mtx,1733,1733,22189,8,18.685
1896,1841_ex35.mtx,19716,19716,228208,8,96.088
1897,1605_LF10000.mtx,19998,19998,99982,8,59.249
1898,0384_mesh2em5.mtx,306,306,2018,8,1.242
1899,0220_n4c6-b15.mtx,60,920,960,8,0.668
1900,2110_pds-50.mtx,83060,275814,590833,8,23.001
1901,1647_bcsstk15.mtx,3948,3948,117816,8,52.363
1902,0475_cage7.mtx,340,340,3084,8,1.898
1903,1079_lp_cycle.mtx,1903,3371,21234,8,10.617
1904,1557_fv3.mtx,9801,9801,87025,8,53.554
1905,0041_wheel_3_1.mtx,21,25,74,8,0.108
1906,2474_windtunnel_evap3d.mtx,40816,40816,2730600,8,144.668
1907,2683_pkustk14.mtx,151926,151926,14836504,8,169.077
1908,2725_gsm_106857.mtx,589446,589446,21758924,8,50.92
1909,2106_bas1lp.mtx,5411,9825,587775,8,116.104
1910,0347_bcspwr05.mtx,443,443,1623,8,1.623
1911,2642_pattern1.mtx,19242,19242,9323432,8,205.192
1912,0940_rdb2048.mtx,2048,2048,12032,8,14.809
1913,2534_cant.mtx,62451,62451,4007383,8,197.895
1914,0102_Sandi_authors.mtx,86,86,248,8,0.153
1915,0434_Erdos971.mtx,472,472,2628,8,2.473
1916,1526_cegb3024.mtx,3024,3024,79848,8,42.586
1917,0060_wheel_4_1.mtx,36,41,122,8,0.163
1918,1664_hi2010.mtx,25016,25016,124126,8,23.928
1919,2576_para-4.mtx,153226,153226,5326228,8,89.516
1920,1338_bips98_1450.mtx,11305,11305,44678,8,27.494
1921,0392_west0381.mtx,381,381,2157,8,1.501
1922,1751_f855_mat9.mtx,2456,2511,171214,8,52.681
1923,2832_HV15R.mtx,2017169,2017169,283073458,8,205.247
1924,0011_cage3.mtx,5,5,19,8,0.034
1925,2140_c-70.mtx,68924,68924,658986,8,71.242
1926,1145_shermanACa.mtx,3432,3432,25220,8,13.451
1927,0689_fpga_dcop_30.mtx,1220,1220,5892,8,4.285
1928,1503_poli4.mtx,33833,33833,73249,8,22.538
1929,2666_Hardesty1.mtx,938905,938905,12143314,8,169.985
1930,1547_G63.mtx,7000,7000,82918,8,22.874
1931,0095_GD02_b.mtx,80,80,232,8,0.286
1932,0822_pores_2.mtx,1224,1224,9613,8,5.916
1933,0813_G17.mtx,800,800,9334,8,5.974
1934,0559_ex1.mtx,216,216,4352,8,3.027
1935,0819_G14.mtx,800,800,9388,8,6.008
1936,2213_ss1.mtx,205282,205282,845089,8,62.89
1937,0064_p0040.mtx,23,63,133,8,0.164
1938,1658_scagr7-2r.mtx,32847,46679,120141,8,41.788
1939,2686_Si41Ge41H72.mtx,185639,185639,15011265,8,139.64
1940,0514_stufe.mtx,1036,1036,3736,8,2.214
1941,0936_G48.mtx,3000,3000,12000,8,7.111
1942,0665_fpga_dcop_24.mtx,1220,1220,5892,8,3.492
1943,1124_n4c6-b3.mtx,5970,1330,23880,8,25.472
1944,2421_cage12.mtx,130228,130228,2032536,8,102.589
1945,0548_USAir97.mtx,332,332,4252,8,2.617
1946,2446_vanbody.mtx,47072,47072,2336898,8,161.863
1947,0931_photogrammetry.mtx,1388,390,11816,8,9.003
1948,0857_adder_dcop_06.mtx,1813,1813,11224,8,5.442
1949,2219_sme3Da.mtx,12504,12504,874887,8,44.58
1950,0896_adder_dcop_28.mtx,1813,1813,11246,8,6.664
1951,1758_nasa2910(0).mtx,2910,2910,174296,8,68.018
1952,0885_adder_dcop_42.mtx,1813,1813,11246,8,6.426
1953,0223_SmallW.mtx,396,396,994,8,0.795
1954,0175_impcol_a.mtx,207,207,572,8,0.339
1955,2413_trdheim.mtx,22098,22098,1935324,8,231.083
1956,0765_orbitRaising_4.mtx,915,915,7790,8,4.794
1957,0973_n4c6-b14.mtx,920,6300,13800,8,8.492
1958,0974_cis-n4c6-b14.mtx,920,6300,13800,8,8.832
1959,1714_p2p-Gnutella31.mtx,62586,62586,147892,8,19.885
1960,1305_freeFlyingRobot_11.mtx,5438,5438,40054,8,30.517
1961,2054_nemeth14.mtx,9506,9506,496144,8,198.458
1962,2332_bcsstk35.mtx,30237,30237,1450163,8,174.456
1963,0057_football.mtx,35,35,118,8,0.157
1964,0181_TF10.mtx,99,107,622,8,0.383
1965,1648_graphics.mtx,29493,11822,117954,8,52.424
1966,0928_watt_2.mtx,1856,1856,11550,8,7.108
1967,1988_garon2.mtx,13535,13535,390607,8,91.908
1968,2331_vfem.mtx,93476,93476,1434636,8,92.185
1969,0245_ww_36_pmec_36.mtx,66,66,1194,8,1.274
1970,0515_sherman1.mtx,1000,1000,3750,8,4.0
1971,1700_stokes64.mtx,12546,12546,140034,8,86.175
1972,2481_TSOPF_RS_b300_c2.mtx,28338,28338,2943887,8,287.208
1973,1326_c-29.mtx,5033,5033,43731,8,17.941
1974,2448_fl2010.mtx,484481,484481,2346294,8,26.419
1975,1237_cell2.mtx,7055,7055,34855,8,37.179
1976,2554_tx2010.mtx,914231,914231,4456272,8,27.722
1977,2428_bcsstk39.mtx,46772,46772,2089294,8,202.598
1978,1291_freeFlyingRobot_9.mtx,4778,4778,39964,8,24.593
1979,2706_af_shell2.mtx,504855,504855,17588875,8,192.097
1980,0530_n4c6-b2.mtx,1330,210,3990,8,4.911
1981,0489_lp_standata.mtx,359,1274,3230,8,1.988
1982,2784_af_shell10.mtx,1508065,1508065,52672325,8,211.006
1983,1453_gen1.mtx,769,2561,63086,8,25.234
1984,0581_cdde3.mtx,961,961,4681,8,5.761
1985,1477_mhd3200a.mtx,3200,3200,68026,8,68.026
1986,1794_mod2.mtx,34774,66409,199810,8,63.939
1987,1152_bibd_13_6.mtx,78,1716,25740,8,10.56
1988,0823_rajat04.mtx,1041,1041,9642,8,4.675
1989,0183_GD01_Acap.mtx,953,953,645,8,0.737
1990,1100_pgp2.mtx,4034,13254,22474,8,13.83
1991,2314_Raj1.mtx,263743,263743,1302464,8,69.234
1992,0255_n3c5-b4.mtx,252,210,1260,8,1.26
1993,0719_EVA.mtx,8497,8497,6726,8,3.363
1994,0182_bcsstk03.mtx,112,112,640,8,0.853
1995,2724_hugetric-00020.mtx,7122792,7122792,21361554,8,25.287
1996,1887_chipcool1.mtx,20082,20082,281150,8,37.802
1997,2634_TSOPF_RS_b678_c2.mtx,35696,35696,8781949,8,408.463
1998,0355_494_bus.mtx,494,494,1666,8,1.777
1999,1863_lp_cre_d.mtx,8926,73948,246614,8,54.803
2000,0112_will57.mtx,57,57,281,8,0.3
2001,0110_dwt_59.mtx,59,59,267,8,0.329
2002,2423_water_tank.mtx,60740,60740,2035281,8,137.403
2003,0147_n4c6-b1.mtx,210,21,420,8,0.672
2004,0587_bp_1200.mtx,822,822,4726,8,2.908
2005,1845_fome20.mtx,33874,108175,232647,8,22.697
2006,2527_roadNet-TX.mtx,1393383,1393383,3843320,8,45.959
2007,0243_lp_share1b.mtx,117,253,1179,8,0.699
2008,0306_oscil_dcop_20.mtx,430,430,1544,8,1.544
2009,2199_TSOPF_RS_b162_c4.mtx,20374,20374,812749,8,160.543
2010,2633_TSOPF_FS_b300_c2.mtx,56814,56814,8767466,8,369.156
2011,1363_mk11-b4b.mtx,9450,17325,47250,8,34.364
2012,2123_rajat25.mtx,87190,87190,607235,8,68.906
2013,1339_ge.mtx,10099,16369,44825,8,21.094
2014,1951_Kuu.mtx,7102,7102,340200,8,123.709
2015,0777_rosen7.mtx,264,776,8034,8,3.571
2016,0995_robot24c1_mat5.mtx,404,302,15118,8,8.063
2017,2245_nemeth20.mtx,9506,9506,971870,8,246.824
2018,0360_lp_scagr25.mtx,471,671,1725,8,1.533
2019,1987_nmos3.mtx,18588,18588,386594,8,63.768
2020,2454_net4-1.mtx,88343,88343,2441727,8,114.568
2021,0004_Trec4.mtx,2,3,3,8,0.006
2022,1675_rajat10.mtx,30202,30202,130303,8,40.879
2023,1375_mimo8x8_system.mtx,13309,13309,48872,8,35.543
2024,0096_cage5.mtx,37,37,233,8,0.287
2025,1333_lp_pilot.mtx,1441,4860,44375,8,21.515
2026,2591_com-Youtube.mtx,1134890,1134890,5975248,8,25.359
2027,2001_mark3jac140sc.mtx,64089,64089,399735,8,52.424
2028,0647_fpga_dcop_26.mtx,1220,1220,5892,8,3.626
2029,1204_p2p-Gnutella05.mtx,8846,8846,31839,8,14.151
2030,1050_p6000.mtx,2095,7967,19826,8,10.574
2031,0776_GD06_Java.mtx,1538,1538,8032,8,6.764
2032,0369_tumorAntiAngiogenesis_1.mtx,205,205,1783,8,0.984
2033,1556_kineticBatchReactor_9.mtx,8115,8115,86183,8,31.339
2034,1261_t2dal_bci.mtx,4257,4257,37465,8,28.545
2035,1256_162bit.mtx,3606,3597,37118,8,16.968
2036,2586_roadNet-CA.mtx,1971281,1971281,5533214,8,48.141
2037,0346_oscil_trans_01.mtx,430,430,1614,8,0.956
2038,1672_aug3dcqp.mtx,35543,35543,128115,8,45.552
2039,2375_venkat50.mtx,62424,62424,1717792,8,146.977
2040,2388_n4c6-b8.mtx,198895,163215,1790055,8,98.085
2041,0575_bp_1000.mtx,822,822,4661,8,2.983
2042,1240_ch7-8-b2.mtx,11760,1176,35280,8,31.36
2043,0907_adder_dcop_02.mtx,1813,1813,11246,8,5.804
2044,1172_bayer05.mtx,3268,3268,27836,8,10.358
2045,1036_mk10-b3.mtx,4725,3150,18900,8,11.2
2046,1732_lhr07c.mtx,7337,7337,156508,8,58.236
2047,1219_cavity05.mtx,1182,1182,32747,8,18.067
2048,0856_rajat02.mtx,1960,1960,11187,8,7.458
2049,2654_hood.mtx,220542,220542,10768436,8,169.415
2050,0825_lp_sctap3.mtx,1480,3340,9734,8,8.197
2051,2624_rail2586.mtx,2586,923269,8011362,8,49.472
2052,2595_Ga10As10H30.mtx,113081,113081,6115633,8,137.237
2053,0527_lshp_577.mtx,577,577,3889,8,3.889
2054,0525_lp_standmps.mtx,467,1274,3878,8,3.266
2055,0191_lp_recipe.mtx,91,204,687,8,0.423
2056,1170_lp_truss.mtx,1000,8806,27836,8,14.367
