mtx,gflops
mc2depi,68.579
pkustk07,82.342
msc10848,63.472
rma10,90.438
ramage02,67.444
opt1,93.608
TSC_OPF_1047,87.217
trdheim,79.398
heart3,60.693
nemeth19,50.357
raefsky3,76.84
TSOPF_RS_b678_c2,120.095
geomean,78.37358333333334
