mtx,gflops
2430_mc2depi.mtx,5.774860
2453_pkustk07.mtx,25.686445
2305_msc10848.mtx,61.166385
2449_rma10.mtx,70.463117
2479_ramage02.mtx,80.565137
2412_opt1.mtx,105.782281
2420_TSC_OPF_1047.mtx,523.329451
2413_trdheim.mtx,229.600198
2148_heart3.mtx,232.304744
2200_nemeth19.mtx,400.742021
2340_raefsky3.mtx,542.837065
2634_TSOPF_RS_b678_c2.mtx,37.463771
