mtx,gflops
mc2depi,33.106212
pkustk07,65.06709
msc10848,62.600051
rma10,82.313408
ramage02,96.330157
opt1,82.513676
TSC_OPF_1047,95.519867
trdheim,94.389933
heart3,44.146833
nemeth19,40.768334
raefsky3,80.289497
TSOPF_RS_b678_c2,157.50256
geomean,77.87896816666667
