index,mtx,cvt_time,gflops
0,2430_mc2depi.mtx,0.000,121.684
1,2453_pkustk07.mtx,0.000,168.694
2,2305_msc10848.mtx,0.000,157.802
3,2449_rma10.mtx,0.000,165.595
4,2479_ramage02.mtx,0.000,169.609
5,2412_opt1.mtx,0.000,165.810
6,2420_TSC_OPF_1047.mtx,0.000,165.775
7,2413_trdheim.mtx,0.000,162.664
8,2148_heart3.mtx,0.000,144.518
9,2200_nemeth19.mtx,0.000,149.845
10,2340_raefsky3.mtx,0.000,160.580
11,2634_TSOPF_RS_b678_c2.mtx,0.000,176.081
