mtx,gflops
mc2depi,1.16
pkustk07,7.962
msc10848,6.208
rma10,6.365
ramage02,8.234
opt1,7.275
TSC_OPF_1047,0.0
trdheim,6.643
heart3,6.861
nemeth19,4.436
raefsky3,5.405
TSOPF_RS_b678_c2,3.55
geomean,5.341583333333333
