mtx,gflops
mc2depi,127.728
pkustk07,213.638
msc10848,192.243
rma10,287.897
ramage02,347.647
opt1,296.09
TSC_OPF_1047,415.385
trdheim,378.178
heart3,166.8
nemeth19,215.173
raefsky3,363.735
TSOPF_RS_b678_c2,713.573
geomean,309.84058333333337
