mtx,m,n,nnz,N,time,gflops
0952_Kohonen.mtx,4480,4470,12731,8,0.040830,4.988941
2133_rajat16.mtx,94336,94294,641159,8,0.063277,162.121971
0403_netz4504_dual.mtx,640,615,2342,8,0.008038,4.661606
2721_M6.mtx,3501824,3501776,21003872,8,1.414442,237.593266
0986_hangGlider_2.mtx,1664,1647,14754,8,0.038685,6.102146
2491_pkustk03.mtx,63360,63336,3130416,8,0.123348,406.060050
0329_oscil_dcop_34.mtx,512,430,1544,8,0.008768,2.817395
1896_g7jac080.mtx,23680,23670,293976,8,0.023758,197.981502
1411_c-32.mtx,6016,5975,54471,8,0.039239,22.210724
1347_g7jac020.mtx,5888,5850,45465,8,0.011980,60.720716
1586_linverse.mtx,12032,11999,95977,8,0.012188,125.990774
1939_lpl1.mtx,32512,32460,328036,8,0.034927,150.274220
2210_g7jac200.mtx,59392,59310,837936,8,0.043357,309.225894
1684_ACTIVSg10K.mtx,20096,20000,137736,8,0.013936,158.139108
0919_adder_dcop_45.mtx,1920,1813,11246,8,0.028690,6.271834
0653_fpga_dcop_43.mtx,1280,1220,5892,8,0.011032,8.545347
1798_c-51.mtx,23296,23196,203050,8,0.045346,71.644258
0769_cat_ears_2_4.mtx,1024,2689,7982,8,0.008818,14.482498
1632_c-42.mtx,10496,10471,110285,8,0.027731,63.632398
1224_gemat12.mtx,4992,4929,33111,8,0.011485,46.126135
0869_adder_dcop_57.mtx,1920,1813,11246,8,0.028585,6.294835
1421_bcsstk27.mtx,1280,1224,56126,8,0.036634,24.513002
1627_gen4.mtx,1664,4298,107103,8,0.015532,110.330839
2349_nemeth26.mtx,9600,9506,1511760,8,0.091466,264.448586
1538_GL7d25.mtx,2816,21074,81671,8,0.038735,33.735494
1161_qc324.mtx,384,324,26730,8,0.060203,7.103994
2723_kron_g500-logn18.mtx,262144,262144,21165908,8,0.776768,435.979169
0710_lp_ship04l.mtx,512,2166,6380,8,0.013077,7.805905
0230_relat5.mtx,384,35,1058,8,0.008114,2.086349
2029_stormg2-125.mtx,66304,172431,433256,8,0.027672,250.509106
2561_s3dkq4m2.mtx,90496,90449,4820891,8,0.196320,392.901613
2389_IG5-18.mtx,48000,41550,1790490,8,0.075749,378.192582
0933_G53.mtx,1024,1000,11828,8,0.017005,11.128925
2002_mark3jac140.mtx,64128,64089,399735,8,0.025628,249.562040
1869_tandem_vtx.mtx,18560,18454,253350,8,0.017996,225.247652
1996_nemeth06.mtx,9600,9506,394808,8,0.039026,161.863475
2292_xenon1.mtx,48640,48600,1181120,8,0.051142,369.521717
1680_bodyy6.mtx,19456,19366,134748,8,0.014346,150.288424
1016_rbsa480.mtx,512,480,17088,8,0.010360,26.391712
1676_c-46.mtx,14976,14913,130397,8,0.040567,51.429813
0758_WorldCities.mtx,384,100,7518,8,0.013285,9.054406
1831_lowThrust_9.mtx,18048,18044,219589,8,0.039044,89.987231
2378_fem_filter.mtx,74112,74062,1731206,8,0.101240,273.599624
1679_mycielskian11.mtx,1536,1535,134710,8,0.041226,52.281793
1783_skirt.mtx,12672,12598,196520,8,0.016149,194.703803
2532_barrier2-12.mtx,115712,115625,3897557,8,0.148676,419.440331
0662_fpga_dcop_33.mtx,1280,1220,5892,8,0.010958,8.602716
1004_ukerbe1.mtx,6016,5981,15704,8,0.008697,28.891865
2604_auto.mtx,448768,448695,6629222,8,0.251373,421.953017
1584_epb1.mtx,14848,14734,95053,8,0.012164,125.026635
1314_Lederberg.mtx,8960,8843,41601,8,0.041538,16.024310
0683_fpga_dcop_17.mtx,1280,1220,5892,8,0.011052,8.529908
1151_cz2548.mtx,2560,2548,25674,8,0.009729,42.221696
0640_fpga_dcop_06.mtx,1280,1220,5860,8,0.010971,8.546036
0791_lp_scsd8.mtx,512,2750,8584,8,0.008877,15.471071
2148_heart3.mtx,2432,2339,682797,8,0.082048,133.151364
1048_spaceStation_9.mtx,1280,1180,19674,8,0.018098,17.393011
1668_memplus.mtx,17792,17758,126150,8,0.041963,48.099544
0488_dwt_346.mtx,384,346,3226,8,0.008862,5.824135
0962_lpi_klein3.mtx,1024,1082,13101,8,0.011936,17.561003
2160_Zd_Jac3_db.mtx,22912,22835,713907,8,0.058129,196.502299
0820_mk10-b2.mtx,3200,630,9450,8,0.008668,17.444050
0802_EPA.mtx,4864,4772,8965,8,0.019907,7.205572
2048_c-59.mtx,41344,41282,480536,8,0.032886,233.793555
2234_kim1.mtx,38528,38415,933195,8,0.041647,358.518233
2011_rail507.mtx,512,63516,409856,8,0.051617,127.045768
1018_add20.mtx,2432,2395,17319,8,0.015734,17.611527
1122_geom.mtx,7424,7343,23796,8,0.016284,23.381447
1310_bips98_1142.mtx,9856,9735,40983,8,0.011182,58.642311
1299_G31.mtx,2048,2000,39980,8,0.010898,58.696233
2190_vsp_mod2_pgp2_slptsk.mtx,101376,101364,778736,8,0.072400,172.097190
2644_flickr.mtx,820992,820878,9837214,8,0.478009,329.272935
0557_N_biocarta.mtx,2048,1996,4335,8,0.013863,5.003232
2647_kron_g500-logn17.mtx,131072,131072,10228360,8,0.381880,428.548002
2456_nv1.mtx,75520,75468,2449194,8,0.096724,405.145151
0964_power.mtx,4992,4941,13188,8,0.009095,23.199930
2081_e40r0100.mtx,17408,17281,553562,8,0.032970,268.638043
1378_lp_ken_11.mtx,14720,21349,49058,8,0.018263,42.979647
2176_g7jac180sc.mtx,53376,53370,747276,8,0.039971,299.130081
0744_jagmesh3.mtx,1152,1089,7361,8,0.008625,13.654694
2483_stomach.mtx,213376,213360,3021648,8,0.118655,407.453905
1057_G57.mtx,5120,5000,20000,8,0.008721,36.691592
0429_rdb450.mtx,512,450,2580,8,0.008292,4.978427
2759_3Dspectralwave.mtx,680960,680943,33650589,8,1.189976,452.453983
1444_barth5.mtx,15616,15606,61484,8,0.011101,88.617410
0069_ch4-4-b1.mtx,128,16,144,8,0.007711,0.298810
0377_mesh3em5.mtx,384,289,1889,8,0.008551,3.534501
1434_co5.mtx,5888,12325,57993,8,0.037240,24.916627
1472_ex14.mtx,3328,3251,66775,8,0.011593,92.158362
1840_mark3jac080.mtx,36736,36609,227955,8,0.019046,191.500891
1361_nl.mtx,7040,15325,47035,8,0.018748,40.140404
1180_n4c5-b7.mtx,3712,4735,29080,8,0.008701,53.472592
0126_GD97_a.mtx,128,84,332,8,0.007953,0.667949
0906_adder_dcop_33.mtx,1920,1813,11246,8,0.028525,6.308026
0692_fs_760_1.mtx,768,760,5976,8,0.009096,10.512391
0733_lp_qap8.mtx,1024,1632,7296,8,0.008191,14.251447
1270_rkat7_mat5.mtx,768,738,38114,8,0.036583,16.669393
1162_ex2.mtx,512,441,26839,8,0.044206,9.714230
0063_bcsstm04.mtx,256,132,132,8,0.007781,0.271426
0071_Trec7.mtx,128,36,147,8,0.008775,0.268022
2645_shipsec5.mtx,179968,179860,10113096,8,0.396863,407.720894
2391_Goodwin_071.mtx,56064,56021,1797934,8,0.073517,391.298745
1893_t520.mtx,5632,5563,286341,8,0.025840,177.298733
1856_ACTIVSg70K.mtx,70016,69999,238627,8,0.020436,186.826978
1667_ri2010.mtx,25216,25181,125750,8,0.015774,127.548433
1572_IG5-13.mtx,4096,4731,91209,8,0.016217,89.988220
1112_G42.mtx,2048,2000,23558,8,0.024305,15.508438
0680_fpga_dcop_15.mtx,1280,1220,5892,8,0.010986,8.581066
2437_il2010.mtx,451584,451554,2164464,8,0.108289,319.805674
1006_lp_cre_c.mtx,3072,6411,15977,8,0.029491,8.668181
0704_lp_perold.mtx,640,1506,6148,8,0.010278,9.570510
1058_sherman3.mtx,5120,5005,20033,8,0.008721,36.755101
0679_fpga_dcop_16.mtx,1280,1220,5892,8,0.011034,8.543910
2806_Long_Coup_dt6.mtx,1470208,1470152,87088992,8,3.164862,440.279462
1964_HEP-th-new.mtx,27776,27770,352807,8,0.042631,132.413289
2585_Hamrle3.mtx,1447424,1447360,5514242,8,0.459235,192.119382
2243_pcrystk02.mtx,14080,13965,968583,8,0.047972,323.050738
2509_stormG2_1000.mtx,528256,1377306,3459881,8,0.207981,266.169590
0522_QRpivot.mtx,768,749,3808,8,0.008677,7.022073
1386_lp_fit2p.mtx,3072,13525,50284,8,0.010185,78.996566
1160_Maragal_4.mtx,2048,1034,26719,8,0.042528,10.052318
1702_fome12.mtx,24320,48920,142528,8,0.028103,81.145030
2130_nemeth17.mtx,9600,9506,629620,8,0.054163,185.993174
0226_nos1.mtx,256,237,1017,8,0.008238,1.975294
0499_lp_beaconfd.mtx,256,295,3408,8,0.025283,2.156735
0101_lpi_forest6.mtx,128,131,246,8,0.007997,0.492209
0846_email.mtx,1152,1133,10902,8,0.012356,14.117409
0274_lp_bore3d.mtx,256,334,1448,8,0.012629,1.834528
1929_usroads-48.mtx,126208,126146,323900,8,0.026731,193.874082
0390_p0201.mtx,256,334,2056,8,0.012312,2.671865
0550_b_dyn.mtx,1152,1089,4264,8,0.008685,7.855564
1500_slptsk.mtx,2944,3347,72465,8,0.012179,95.198871
0985_Erdos982.mtx,5888,5822,14750,8,0.013331,17.702960
1062_stoch_aircraft.mtx,3840,7517,20267,8,0.008612,37.654486
1350_eurqsa.mtx,7296,7245,46142,8,0.011951,61.773053
0898_adder_dcop_25.mtx,1920,1813,11246,8,0.028515,6.310242
1725_Trec12.mtx,640,2726,151219,8,0.047188,51.273331
1860_astro-ph.mtx,16768,16706,242502,8,0.036538,106.191737
1519_cavity12.mtx,2688,2597,76367,8,0.012154,100.528397
1646_de2010.mtx,24192,24115,116056,8,0.016088,115.419347
1777_mult_dcop_03.mtx,25216,25187,193216,8,0.030879,100.113888
1660_bodyy4.mtx,17664,17546,121938,8,0.012851,151.815995
2354_lp_nug30.mtx,52352,379350,1567800,8,0.062982,398.288164
1064_CollegeMsg.mtx,1920,1899,20296,8,0.022976,14.133646
1129_ch.mtx,3712,8291,24102,8,0.013083,29.475934
2279_vsp_finan512_scagr7-2c_rlfddd.mtx,139776,139752,1104040,8,0.069028,255.904955
0286_oscil_dcop_43.mtx,512,430,1544,8,0.008572,2.881973
1521_aug2d.mtx,29056,29008,76832,8,0.011434,107.512077
0706_jagmesh1.mtx,1024,936,6264,8,0.008693,11.529627
2362_d_pretok.mtx,182784,182730,1641672,8,0.071725,366.212984
1263_t2dal_a.mtx,4352,4257,37465,8,0.009327,64.272578
0724_spaceShuttleEntry_1.mtx,640,560,6891,8,0.010333,10.669792
2096_c-68.mtx,64896,64810,566006,8,0.041527,218.079442
1894_bcsstk16.mtx,4992,4884,290378,8,0.029993,154.905113
1164_zenios.mtx,2944,2873,27191,8,0.010924,39.823955
2592_consph.mtx,83456,83334,6010480,8,0.244313,393.624913
2694_af_0_k101.mtx,503680,503625,17550675,8,0.630806,445.162164
1916_c-61.mtx,43648,43618,310016,8,0.036985,134.116417
2516_mycielskian14.mtx,12288,12287,3695512,8,0.156842,376.992504
0092_dwt_72.mtx,128,72,222,8,0.007820,0.454246
1319_utm3060.mtx,3072,3060,42211,8,0.009941,67.939148
1409_TSOPF_RS_b9_c6.mtx,7296,7224,54082,8,0.009991,86.604919
1169_model6.mtx,2176,5289,27628,8,0.026415,16.734993
0597_de063155.mtx,896,1848,4913,8,0.009382,8.378497
0032_jgl009.mtx,128,9,50,8,0.008066,0.099183
2043_ch8-8-b3.mtx,117632,18816,470400,8,0.024686,304.889115
2180_Baumann.mtx,112256,112211,760631,8,0.040458,300.807315
1336_deter3.mtx,7680,21777,44547,8,0.010745,66.334006
0350_M10PI_n.mtx,768,682,1633,8,0.008193,3.189079
0875_adder_dcop_60.mtx,1920,1813,11246,8,0.028577,6.296597
0749_fpga_trans_01.mtx,1280,1220,7382,8,0.011304,10.448691
0904_adder_dcop_30.mtx,1920,1813,11246,8,0.028498,6.313934
0108_cat_ears_2_1.mtx,128,85,254,8,0.008093,0.502147
0972_steam2.mtx,640,600,13760,8,0.019564,11.253451
1372_mimo28x28_system.mtx,13312,13251,48737,8,0.011995,65.007109
0778_N_pid.mtx,3712,3923,8054,8,0.024224,5.319599
2598_NACA0015.mtx,1039232,1039183,6229636,8,0.354205,281.402465
2737_delaunay_n22.mtx,4194304,4194304,25165738,8,1.564104,257.432934
1311_mbeause.mtx,512,496,41063,8,0.039073,16.815040
0200_cage6.mtx,128,93,785,8,0.008639,1.453801
0423_GL6_D_6.mtx,512,201,2526,8,0.008561,4.720966
0367_ch7-7-b1.mtx,896,49,1764,8,0.007780,3.627674
2677_crankseg_2.mtx,63872,63838,14148858,8,0.557997,405.704488
0834_S80PI_n.mtx,4224,4182,10261,8,0.008806,18.644025
0592_tumorAntiAngiogenesis_8.mtx,512,490,4776,8,0.040716,1.876826
0868_adder_dcop_16.mtx,1920,1813,11246,8,0.028545,6.303543
2058_c-66b.mtx,50048,49989,499007,8,0.050625,157.711079
2006_c-55.mtx,32896,32780,403450,8,0.044146,146.225112
0312_oscil_dcop_02.mtx,512,430,1544,8,0.008791,2.810165
1266_dynamicSoaringProblem_7.mtx,3584,3511,37680,8,0.027634,21.816211
1295_G28.mtx,2048,2000,39980,8,0.010546,60.656265
2323_li.mtx,22784,22695,1350309,8,0.060596,356.538125
0456_S20PI_n.mtx,1280,1182,2881,8,0.008594,5.363492
1803_TSOPF_RS_b162_c1.mtx,5376,5374,205399,8,0.054488,60.314116
1565_p2p-Gnutella30.mtx,36736,36682,88328,8,0.016004,88.303805
0143_gams10a.mtx,128,171,407,8,0.008832,0.737343
1370_mimo46x46_system.mtx,13312,13250,48735,8,0.011933,65.346463
0476_bcsstm23.mtx,3200,3134,3134,8,0.007921,6.330264
2047_g7jac120.mtx,35584,35550,475296,8,0.030215,251.688973
0840_lshp1561.mtx,1664,1561,10681,8,0.008661,19.731179
1873_ex19.mtx,12032,12005,259879,8,0.019710,210.956842
1583_lp_qap15.mtx,6400,22275,94950,8,0.011870,127.984278
1862_wing.mtx,62080,62032,243088,8,0.017867,217.683467
0332_oscil_dcop_50.mtx,512,430,1544,8,0.008845,2.793013
1719_hangGlider_4.mtx,15616,15561,149532,8,0.017807,134.358613
0745_Chem97ZtZ.mtx,2560,2541,7361,8,0.017388,6.773282
1267_lp_d6cube.mtx,512,6184,37704,8,0.038625,15.618450
1908_FX_March2010.mtx,1408,9498,301899,8,0.043291,111.580209
2555_thread.mtx,29824,29736,4470048,8,0.185345,385.879483
1742_ulevimin.mtx,6656,46937,164538,8,0.042088,62.550181
1620_r05.mtx,5248,9690,104145,8,0.043809,38.035638
1806_route.mtx,20992,43019,206782,8,0.036994,89.434249
1528_aug2dc.mtx,30208,30200,80000,8,0.011818,108.311265
2715_wikipedia-20051105.mtx,1635072,1634989,19753078,8,0.838512,376.916930
0307_oscil_dcop_26.mtx,512,430,1544,8,0.008652,2.855135
1921_crystk01.mtx,4992,4875,315891,8,0.029572,170.916156
1090_ch7-7-b2.mtx,7424,882,22050,8,0.009114,38.710425
0241_lp_lotfi.mtx,256,366,1136,8,0.017090,1.063539
0263_n4c5-b10.mtx,128,630,1320,8,0.008778,2.406037
0409_bcsstk05.mtx,256,153,2423,8,0.009291,4.172608
2357_pkustk09.mtx,34048,33960,1583640,8,0.067796,373.744874
0961_Pd.mtx,8192,8081,13036,8,0.008862,23.535614
1773_wiki-RfA.mtx,11392,11380,188077,8,0.044509,67.609870
0207_n3c5-b3.mtx,256,120,840,8,0.008016,1.676720
1250_dynamicSoaringProblem_4.mtx,3200,3191,36516,8,0.023674,24.679076
2313_in2010.mtx,267136,267071,1281716,8,0.070104,292.529176
0614_freeFlyingRobot_1.mtx,896,798,5246,8,0.019247,4.360917
0336_oscil_dcop_07.mtx,512,430,1544,8,0.008870,2.785063
0047_GD02_a.mtx,128,23,87,8,0.008709,0.159839
2373_ny2010.mtx,350208,350169,1709544,8,0.086956,314.558096
1399_l30.mtx,2816,16281,52070,8,0.010626,78.405686
1690_cavity25.mtx,4608,4562,138187,8,0.014080,157.030682
2689_TSOPF_RS_b2383_c1.mtx,38144,38120,16171169,8,0.626859,412.753994
1243_lp_dfl001.mtx,6144,12230,35632,8,0.024468,23.300432
1131_bcsstm34.mtx,640,588,24270,8,0.030595,12.692399
0150_lp_adlittle.mtx,128,138,424,8,0.009737,0.696731
0786_lp_ken_07.mtx,2432,3602,8404,8,0.012184,11.035910
2756_coPapersCiteseer.mtx,434176,434102,32073440,8,1.231090,416.846140
1981_c-56.mtx,35968,35910,380900,8,0.047478,128.362307
2526_laminar_duct3D.mtx,67200,67173,3833077,8,0.142837,429.364708
2056_std1_Jac2_db.mtx,22016,21982,498771,8,0.048497,164.552456
0966_radfr1.mtx,1152,1048,13299,8,0.010920,19.485943
0356_GD96_a.mtx,1152,1096,1677,8,0.008852,3.031223
1705_ted_B.mtx,10624,10605,144579,8,0.025711,89.970391
1188_data.mtx,2944,2851,30186,8,0.009199,52.504514
2616_radiation.mtx,223104,223104,7637688,8,0.280934,434.989036
2270_watson_1.mtx,201216,386992,1055093,8,0.061851,272.935843
1880_enron.mtx,69248,69244,276143,8,0.052293,84.490343
1033_eris1176.mtx,1280,1176,18552,8,0.014091,21.065014
0467_dwt_361.mtx,384,361,2953,8,0.008441,5.597340
0606_dwt_592.mtx,640,592,5104,8,0.008739,9.344323
0043_jgl011.mtx,128,11,76,8,0.008277,0.146920
2308_std1_Jac2.mtx,22016,21982,1248731,8,0.083837,238.316720
0651_fpga_dcop_46.mtx,1280,1220,5892,8,0.011061,8.523072
2117_3D_28984_Tetra.mtx,29056,28984,599170,8,0.058486,163.915187
1574_hangGlider_3.mtx,10368,10260,92703,8,0.038914,38.116317
2580_para-7.mtx,156032,155924,5416358,8,0.214428,404.152135
1241_reorientation_5.mtx,2944,2904,35590,8,0.019167,29.709682
2730_AS365.mtx,3799296,3799275,22736152,8,1.530039,237.757604
1034_lhr01.mtx,1536,1477,18592,8,0.010172,29.243280
0256_arc130.mtx,256,130,1282,8,0.015983,1.283327
2239_ASIC_100k.mtx,99456,99340,954163,8,0.056528,270.071458
1972_RFdevice.mtx,74112,74104,365580,8,0.051670,113.205234
0579_cdde1.mtx,1024,961,4681,8,0.008059,9.292898
1748_mark3jac060.mtx,27520,27449,170695,8,0.016729,163.256698
2698_af_1_k101.mtx,503680,503625,17550675,8,0.630851,445.129963
1374_zeros_nopss_13k.mtx,13312,13296,48827,8,0.012044,64.865174
0902_adder_dcop_24.mtx,1920,1813,11246,8,0.028582,6.295406
0420_dw256B.mtx,512,512,2500,8,0.008322,4.806805
2211_ms2010.mtx,171904,171778,839980,8,0.048810,275.344960
0932_G51.mtx,1024,1000,11818,8,0.018051,10.474926
1262_t2dal.mtx,4352,4257,37465,8,0.009598,62.457697
0178_ch5-5-b4.mtx,128,600,600,8,0.008119,1.182401
0582_cdde6.mtx,1024,961,4681,8,0.008344,8.976306
1463_p2p-Gnutella24.mtx,26624,26518,65369,8,0.015549,67.263545
0273_gre_343.mtx,384,343,1435,8,0.008240,2.786267
0858_adder_dcop_07.mtx,1920,1813,11226,8,0.028532,6.295163
0946_cryg2500.mtx,2560,2500,12349,8,0.008524,23.179032
0574_l9.mtx,256,1483,4659,8,0.009227,8.078556
0330_oscil_dcop_51.mtx,512,430,1544,8,0.008771,2.816614
0837_dwt_1242.mtx,1280,1242,10426,8,0.008640,19.307550
1206_G65.mtx,8064,8000,32000,8,0.008923,57.379548
0842_lp_25fv47.mtx,896,1876,10705,8,0.029857,5.736655
2376_venkat25.mtx,62464,62424,1717792,8,0.071329,385.321726
1956_mark3jac120.mtx,55040,54929,342475,8,0.023442,233.747717
1424_bayer03.mtx,6784,6747,56196,8,0.011238,80.011846
0540_young2c.mtx,896,841,4089,8,0.008289,7.893182
0591_lp_agg3.mtx,640,758,4756,8,0.011105,6.852572
0800_tols4000.mtx,4096,4000,8784,8,0.016193,8.679379
1433_whitaker3.mtx,9856,9800,57978,8,0.010367,89.479403
2052_stat96v4.mtx,3200,63076,491336,8,0.031589,248.863153
1662_sc205-2r.mtx,35328,62423,123239,8,0.015068,130.865029
2691_cit-Patents.mtx,3774848,3774768,16518948,8,1.176051,224.737826
2165_pds-60.mtx,99456,336421,719557,8,0.039958,288.125447
2321_hvdc2.mtx,189952,189860,1347273,8,0.058020,371.531968
0044_Ragusa16.mtx,128,24,81,8,0.008107,0.159867
2503_amazon0505.mtx,410240,410236,3356824,8,0.129498,414.748269
1895_g7jac080sc.mtx,23680,23670,293976,8,0.023830,197.386232
1816_ch7-7-b5.mtx,35328,52920,211680,8,0.015782,214.604197
2485_cfd2.mtx,123520,123440,3087898,8,0.119230,414.379162
2708_af_shell4.mtx,504960,504855,17588875,8,0.645900,435.704936
2476_ins2.mtx,309504,309412,2751484,8,0.129419,340.164268
2386_karted.mtx,46592,133115,1770349,8,0.080773,350.681238
0408_poisson2D.mtx,384,367,2417,8,0.008527,4.535322
1677_cat_ears_4_4.mtx,19072,44448,132888,8,0.014082,150.992619
0341_oscil_dcop_41.mtx,512,430,1544,8,0.008760,2.820081
2780_ldoor.mtx,952320,952203,46522475,8,1.659563,448.527593
2026_FEM_3D_thermal1.mtx,17920,17880,430740,8,0.024581,280.369087
2814_europe_osm.mtx,50912128,50912018,108109320,8,12.648105,136.759551
1099_df2177.mtx,640,10358,22336,8,0.011301,31.622702
2473_filter3D.mtx,106496,106437,2707179,8,0.106715,405.891925
2583_para-10.mtx,156032,155924,5416358,8,0.214635,403.762706
2299_boyd1.mtx,93312,93279,1211231,8,0.085734,226.044084
2603_pkustk13.mtx,94976,94893,6616827,8,0.261511,404.837064
1546_G64.mtx,7040,7000,82918,8,0.038859,34.141180
1334_mycielskian10.mtx,768,767,44392,8,0.035019,20.282508
2639_bibd_22_8.mtx,0065_GD01_c.mtx,128,33,135,8,0.007800
0577_cdde5.mtx,1024,961,4681,8,0.007849,9.542039
2717_bundle_adj.mtx,513408,513351,20208051,8,0.801488,403.410805
0166_lp_blend.mtx,128,114,522,8,0.009866,0.846504
1909_OPF_6000.mtx,29952,29902,302418,8,0.022600,214.096692
1037_spaceStation_8.mtx,1280,1157,18945,8,0.017981,16.857622
2740_GL7d17.mtx,1548672,955128,25978098,8,0.963732,431.291725
1307_Franz7.mtx,10240,1740,40424,8,0.009159,70.614541
1757_nasa2910.mtx,2944,2910,174296,8,0.032973,84.576207
0479_utm300.mtx,384,300,3155,8,0.010257,4.921506
1135_airfoil1.mtx,4352,4253,24578,8,0.008837,44.502627
1476_ex37.mtx,3584,3565,67591,8,0.012994,83.224159
2327_lp_osa_60.mtx,10368,243246,1408073,8,0.088585,254.322445
1612_ford1.mtx,18816,18728,101576,8,0.013305,122.151432
1467_c-36.mtx,7552,7479,65941,8,0.041391,25.489961
0713_bcspwr09.mtx,1792,1723,6511,8,0.008913,11.688232
0136_flower_4_1.mtx,128,129,386,8,0.008034,0.768719
2463_pkustk06.mtx,43264,43164,2571768,8,0.104861,392.406524
1979_vsp_model1_crew1_cr42_south31.mtx,45184,45101,379952,8,0.050685,119.942294
1903_us04.mtx,256,28016,297538,8,0.051839,91.833907
0570_tumorAntiAngiogenesis_7.mtx,512,475,4597,8,0.038978,1.886989
0079_lp_sc50a.mtx,128,78,160,8,0.008086,0.316606
0669_fpga_dcop_35.mtx,1280,1220,5892,8,0.010976,8.589097
2009_mycielskian12.mtx,3072,3071,407200,8,0.055432,117.534252
2228_fe_tooth.mtx,78208,78136,905182,8,0.041667,347.588108
0344_TF11.mtx,256,236,1607,8,0.008886,2.893556
0232_fs_183_4.mtx,256,183,1069,8,0.011743,1.456582
1104_mhd1280b.mtx,1280,1280,22778,8,0.009879,36.892707
1466_c-30.mtx,5376,5321,65693,8,0.042038,25.003007
0391_Trec9.mtx,128,201,2147,8,0.011858,2.896967
1497_FA.mtx,10624,10617,72176,8,0.012186,94.766419
2537_iChem_Jacobian.mtx,274176,274087,4137369,8,0.158041,418.865912
0620_S40PI_n.mtx,2304,2182,5341,8,0.008654,9.874430
0458_orbitRaising_1.mtx,512,442,2906,8,0.008610,5.400523
1704_pltexpa.mtx,27008,70364,143059,8,0.015143,151.157090
1028_spaceStation_7.mtx,1152,1134,18252,8,0.017952,16.267728
0552_fs_541_2.mtx,640,541,4285,8,0.008507,8.059056
0589_illc1033.mtx,1152,320,4732,8,0.008342,9.076367
2212_soc-sign-epinions.mtx,131840,131828,841372,8,0.073494,183.171440
1068_bcsstm35.mtx,30336,30237,20619,8,0.011291,29.218460
0056_p0033.mtx,128,48,113,8,0.008619,0.209774
1298_G26.mtx,2048,2000,39980,8,0.010742,59.551295
1864_deltaX.mtx,68608,21961,247424,8,0.022256,177.878491
2442_web-Stanford.mtx,281984,281903,2312497,8,0.108234,341.850611
0655_fpga_dcop_47.mtx,1280,1220,5892,8,0.011015,8.558729
2827_indochina-2004.mtx,7414912,7414866,194109311,8,7.311269,424.789308
1953_pds-30.mtx,50048,158489,340635,8,0.028718,189.784450
2467_nxp1.mtx,414720,414604,2656177,8,0.145834,291.419326
1765_wang4.mtx,26112,26068,177196,8,0.015369,184.473094
1218_cavity06.mtx,1280,1182,32747,8,0.011453,45.748301
1059_shyy41.mtx,4736,4720,20042,8,0.008723,36.761901
1590_lp_ken_13.mtx,28672,42659,97246,8,0.024149,64.431791
0430_rdb450l.mtx,512,450,2580,8,0.008270,4.991236
2614_Stanford_Berkeley.mtx,683520,683446,7583376,8,0.383690,316.229302
0726_ukerbe1_dual.mtx,1920,1866,7076,8,0.007756,14.596553
2396_watson_2.mtx,352128,677224,1846391,8,0.098524,299.846861
1141_G56.mtx,5120,5000,24996,8,0.009130,43.805291
0278_nnc261.mtx,384,261,1500,8,0.008635,2.779250
2557_t2em.mtx,921728,921632,4590832,8,0.343994,213.531082
2275_TSOPF_RS_b39_c30.mtx,60160,60098,1079986,8,0.051777,333.731756
1626_as-caida.mtx,31488,31379,106762,8,0.044836,38.099051
1189_ch7-6-b5.mtx,5120,15120,30240,8,0.008791,55.035253
2216_mesh_deform.mtx,234112,9393,853829,8,0.043911,311.111380
2581_para-6.mtx,156032,155924,5416358,8,0.214466,404.081038
1580_rdist1.mtx,4224,4134,94408,8,0.026753,56.462899
0661_fpga_dcop_34.mtx,1280,1220,5892,8,0.011023,8.552641
2798_vas_stokes_2M.mtx,2146688,2146677,65129037,8,2.365489,440.528240
0768_bibd_12_5.mtx,128,792,7920,8,0.015271,8.297816
0208_adjnoun.mtx,128,112,850,8,0.010656,1.276219
0682_fpga_dcop_28.mtx,1280,1220,5892,8,0.011042,8.537299
1438_G58.mtx,5120,5000,59140,8,0.030729,30.793359
0667_fpga_dcop_48.mtx,1280,1220,5892,8,0.010916,8.636105
0693_fs_760_2.mtx,768,760,5976,8,0.009237,10.351063
0025_Tina_DisCal.mtx,128,11,41,8,0.008029,0.081704
1401_air05.mtx,512,7195,52121,8,0.031670,26.332036
0412_lp_gfrd_pnc.mtx,640,1160,2445,8,0.008666,4.513985
2107_IG5-16.mtx,18944,18485,588326,8,0.033796,278.530213
0324_oscil_dcop_52.mtx,512,430,1544,8,0.008755,2.821607
0753_n3c6-b10.mtx,768,2511,7425,8,0.008624,13.775970
0743_west2021.mtx,2048,2021,7353,8,0.008637,13.622166
1762_t2dah_a.mtx,11520,11445,176117,8,0.015233,184.982469
1703_shock-9.mtx,36480,36476,142580,8,0.013956,163.460436
0170_dwt_87.mtx,128,87,541,8,0.008183,1.057847
1755_IG5-14.mtx,6784,7621,173337,8,0.018664,148.599366
1640_mark3jac040.mtx,18304,18289,113435,8,0.014611,124.221392
2505_GaAsH6.mtx,61440,61349,3381809,8,0.143562,376.902759
1210_deter1.mtx,5632,15737,32187,8,0.010359,49.712416
1770_Goodwin_023.mtx,6016,6005,182168,8,0.015420,189.016052
1515_cavity13.mtx,2688,2597,76367,8,0.012218,100.003929
2718_fem_hifreq_circuit.mtx,491136,491100,20239237,8,0.713233,454.027796
