index,mtx,cvt_time,gflops
0,2430_mc2depi.mtx,6.526,153.223
1,2453_pkustk07.mtx,6.546,183.863
2,2305_msc10848.mtx,6.499,137.752
3,2449_rma10.mtx,6.405,180.121
4,2479_ramage02.mtx,6.450,196.689
5,2412_opt1.mtx,7.308,175.267
6,2420_TSC_OPF_1047.mtx,6.413,184.622
7,2413_trdheim.mtx,6.455,174.976
8,2148_heart3.mtx,6.387,107.850
9,2200_nemeth19.mtx,6.548,116.842
10,2340_raefsky3.mtx,6.574,155.908
11,2634_TSOPF_RS_b678_c2.mtx,6.508,148.945
