mtx,gflops
mc2depi,2.625271
pkustk07,9.40309
msc10848,24.752451
rma10,35.669081
ramage02,33.674899
opt1,41.667345
TSC_OPF_1047,246.604968
trdheim,88.169421
heart3,97.280069
nemeth19,113.936806
raefsky3,152.971332
TSOPF_RS_b678_c2,11.727334
geomean,71.54017225000001
