mtx,m,n,nnz,other,time,gflops
0081_bcspwr02.mtx,48,49,167,96.773000,0.013973,0.023903
0314_oscil_dcop_56.mtx,416,430,1544,96.258000,0.014393,0.214549
1767_t60k.mtx,60000,60005,178880,122.361000,0.033436,10.699844
0389_GL6_D_10.mtx,160,341,2053,80.831000,0.023755,0.172848
0963_USpowerGrid.mtx,4928,4941,13188,120.091000,0.015575,1.693483
0005_GL7d10.mtx,0,60,8,108.044000,0.000457,0.035011
1886_chipcool0.mtx,20080,20082,281150,123.242000,0.042627,13.191170
2074_apache1.mtx,80800,80800,542184,88.834000,0.049507,21.903327
1910_waveguide3D.mtx,21024,21036,303468,111.347000,0.059311,10.233110
2652_bmwcra_1.mtx,148768,148770,10644002,244.319000,0.254854,83.530194
2497_Goodwin_095.mtx,100032,100037,3226066,181.492000,0.093685,68.870492
2719_msdoor.mtx,415856,415863,20240935,618.907000,0.448316,90.297625
2655_ohne2.mtx,181328,181343,11063545,414.562000,0.431700,51.255710
0224_gre_185.mtx,176,185,1005,107.686000,0.015483,0.129820
2675_rgg_n_2_20_s0.mtx,1048576,1048576,13783240,3392.964000,1.152354,23.921885
0734_rdb1250l.mtx,1248,1250,7300,101.649000,0.014701,0.993130
2409_conf5_4-8x8-05.mtx,49152,49152,1916928,151.460000,0.060249,63.633521
0399_lp_nug06.mtx,368,486,2232,106.197000,0.015388,0.290096
0333_oscil_dcop_55.mtx,416,430,1544,107.650000,0.021171,0.145860
2061_t3dl_a.mtx,20352,20360,509866,101.210000,0.038834,26.258742
2734_human_gene1.mtx,22272,22283,24669643,2137.582000,1.009220,48.888534
2033_2D_27628_bjtcai.mtx,27616,27628,442898,113.849000,0.037040,23.914579
0012_lpi_galenet.mtx,0,14,22,97.801000,0.000682,0.064516
2120_vsp_bump2_e18_aa01_model1_crew1.mtx,56432,56438,601602,176.720000,0.073031,16.475250
0376_mesh3e1.mtx,288,289,1889,106.172000,0.014822,0.254891
1890_fome13.mtx,48560,97840,285056,81.510000,0.067124,8.493415
1687_cavity16.mtx,4560,4562,138187,125.428000,0.020068,13.771876
0034_n3c4-b2.mtx,16,15,60,76.378000,0.018531,0.006476
1541_kineticBatchReactor_6.mtx,7760,7773,82500,111.902000,0.024269,6.798797
1853_ch7-8-b3.mtx,58800,11760,235200,115.092000,0.036419,12.916335
0981_mycielskian9.mtx,368,383,14542,114.913000,0.018024,1.613626
0836_SciMet.mtx,3072,3084,10413,92.358000,0.016504,1.261876
0958_freeFlyingRobot_3.mtx,1712,1718,12922,118.198000,0.012406,2.083186
0600_S40PI_n1.mtx,2016,2028,5007,148.191000,0.018669,0.536397
2404_Zd_Jac3.mtx,22832,22835,1916152,146.709000,0.070396,54.439230
2169_id2010.mtx,149840,149842,728264,151.218000,0.117551,12.390605
2599_delaunay_n20.mtx,1048576,1048576,6291372,2556.324000,0.364389,34.531075
1053_G47.mtx,992,1000,19980,95.328000,0.020711,1.929409
0650_fpga_dcop_51.mtx,1216,1220,5892,111.347000,0.012241,0.962666
0821_jagmesh4.mtx,1440,1440,9504,110.195000,0.011253,1.689150
0711_lp_fffff800.mtx,512,1028,6401,90.040000,0.025269,0.506629
1782_vsp_befref_fxm_2_4_air02.mtx,14096,14109,196448,112.106000,0.029044,13.527613
1388_beacxc.mtx,496,506,50409,100.527000,0.017887,5.636384
2465_cop20k_A.mtx,121184,121192,2624331,159.248000,0.142312,36.881373
1722_model10.mtx,4400,16819,150372,54.685000,0.029719,10.119587
0999_lshp2233.mtx,2224,2233,15337,75.084000,0.010371,2.957670
2636_atmosmodd.mtx,1270432,1270432,8814880,1033.531000,0.374534,47.071187
2340_raefsky3.mtx,21200,21200,1488768,43.555000,0.037085,80.289497
2820_Cube_Coup_dt6.mtx,2164752,2164760,127206144,19680.863000,2.156773,117.959696
1200_c-27.mtx,4560,4563,31375,150.999000,0.018442,3.402559
1412_ex7.mtx,1632,1633,54543,125.333000,0.020844,5.233448
2744_cage14.mtx,1505776,1505785,27130349,7174.282000,1.203287,45.093729
2681_kkt_power.mtx,2063488,2063494,14612663,17554.577000,1.580250,18.494115
1754_SiH4.mtx,5040,5041,171903,123.644000,0.022995,14.951337
1005_nos3.mtx,960,960,15844,117.040000,0.022092,1.434365
2573_amazon-2008_weighted.mtx,735312,735323,5158388,1518.708000,0.319272,32.313438
2643_m_t1.mtx,97568,97578,9753570,182.441000,0.171172,113.962213
0959_rajat12.mtx,1872,1879,12926,120.375000,0.023486,1.100741
0264_impcol_d.mtx,416,425,1339,93.790000,0.015137,0.176917
2667_halfb.mtx,224608,224617,12387821,303.948000,0.212211,116.750037
1838_onetone2.mtx,36048,36057,227628,94.728000,0.041603,10.942865
1226_gemat11.mtx,4928,4929,33185,101.939000,0.016285,4.075530
1393_n3c6-b7.mtx,6432,6435,51480,132.623000,0.018155,5.671165
0058_n4c5-b11.mtx,0,120,120,100.220000,0.000614,0.390879
1602_ex9.mtx,3360,3363,99471,129.214000,0.021234,9.369031
2429_com-DBLP.mtx,317072,317080,2099732,417.187000,0.323191,12.993753
2662_tp-6.mtx,142752,1014301,11537419,69859.381000,0.681395,33.864114
1368_PGPgiantcompo.mtx,10672,10680,48632,90.553000,0.024518,3.967045
2326_va2010.mtx,285760,285762,1402128,353.691000,0.183324,15.296721
2268_case39.mtx,40208,40216,1042160,381.963000,0.046602,44.725977
0595_plsk1919.mtx,1904,1919,4831,93.110000,0.015215,0.635031
0705_GL6_D_8.mtx,544,637,6153,92.803000,0.017191,0.715840
2179_Andrews.mtx,60000,60000,760154,177.257000,0.138357,10.988298
0573_rdb800l.mtx,800,800,4640,98.240000,0.013919,0.666715
1456_fd18.mtx,16416,16428,63406,130.055000,0.016322,7.769391
0703_lowThrust_1.mtx,576,584,6133,120.505000,0.020629,0.594600
1428_whitaker3_dual.mtx,19184,19190,57162,92.201000,0.016823,6.795696
0918_adder_dcop_43.mtx,1808,1813,11246,127.401000,0.017585,1.279045
1044_coater1.mtx,1344,1348,19457,115.607000,0.018272,2.129707
1258_reorientation_7.mtx,3056,3057,37150,145.680000,0.018639,3.986265
1462_c-34.mtx,6608,6611,64333,159.531000,0.035113,3.664341
2111_bcsstk33.mtx,8736,8738,591904,114.250000,0.038921,30.415662
0584_hor_131.mtx,432,434,4710,114.718000,0.016949,0.555785
2742_FullChip.mtx,2987008,2987012,26621990,655154.791000,1.403290,37.942250
0188_ash331.mtx,320,104,662,36.437000,0.008875,0.149183
0311_oscil_dcop_36.mtx,416,430,1544,46.600000,0.009910,0.311604
0018_n3c4-b4.mtx,0,15,30,44.800000,0.000295,0.203390
2590_Ga3As3H12.mtx,61344,61349,5970947,82.216000,0.167621,71.243424
2522_barrier2-1.mtx,113072,113076,3805068,90.739000,0.212088,35.881974
1738_bcsstk24.mtx,3552,3562,159910,46.868000,0.011505,27.798349
1775_Ill_Stokes.mtx,20896,20896,191368,43.609000,0.040717,9.399907
2464_net125.mtx,36720,36720,2577200,52.049000,0.099995,51.546577
1489_air06.mtx,816,8627,70806,41.588000,0.011745,12.057216
2079_soc-sign-Slashdot090221.mtx,82144,82144,549202,51.490000,0.088529,12.407279
0410_lund_b.mtx,144,147,2441,45.389000,0.010954,0.445682
2763_packing-500x100x100-b050.mtx,2145840,2145852,34976486,5103.942000,1.223466,57.176065
2801_bone010.mtx,986688,986703,71666325,491.152000,1.262035,113.572643
0688_fpga_dcop_23.mtx,1216,1220,5892,47.649000,0.010763,1.094862
1111_G35.mtx,2000,2000,23556,35.818000,0.011582,4.067691
0913_adder_dcop_14.mtx,1808,1813,11246,46.402000,0.009599,2.343161
2525_barrier2-3.mtx,113072,113076,3805068,94.695000,0.212255,35.853742
2356_mi2010.mtx,329872,329885,1578090,96.652000,0.164017,19.243005
0235_fs_183_3.mtx,176,183,1069,41.946000,0.011752,0.181926
1609_Franz8.mtx,16720,7176,100368,45.091000,0.010601,18.935572
2713_circuit5M_dc.mtx,3523312,3523317,19194193,19696.597000,0.954255,40.228645
1564_n4c6-b13.mtx,6288,25605,88200,38.711000,0.012119,14.555656
0636_spaceStation_2.mtx,320,329,5817,43.289000,0.011449,1.016159
2380_crashbasis.mtx,160000,160000,1750416,47.514000,0.072502,48.286006
1877_rlfddd.mtx,4048,61521,264627,48.662000,0.026212,20.191286
1070_p2p-Gnutella08.mtx,6288,6301,20777,46.509000,0.011350,3.661145
2381_majorbasis.mtx,160000,160000,1750416,50.101000,0.072427,48.336007
1078_bayer09.mtx,3072,3083,21216,45.585000,0.010997,3.858507
0283_lp_scorpion.mtx,384,466,1534,44.548000,0.010868,0.282297
1269_reorientation_8.mtx,3104,3108,37894,47.781000,0.011348,6.678534
1866_bcsstk25.mtx,15424,15439,252241,42.960000,0.027917,18.070781
2372_gas_sensor.mtx,66912,66917,1703365,39.729000,0.074737,45.582911
2705_af_shell5.mtx,504848,504855,17588875,170.852000,0.292508,120.262523
0945_delaunay_n11.mtx,2048,2048,12254,44.930000,0.010058,2.436667
1137_ex25.mtx,848,848,24612,45.210000,0.011426,4.308069
1461_rosen10.mtx,2048,6152,64192,44.869000,0.020169,6.365412
0239_rdb200.mtx,192,200,1120,46.536000,0.009957,0.224967
0890_adder_dcop_54.mtx,1808,1813,11246,47.319000,0.009638,2.333679
1397_ca-HepTh.mtx,9872,9877,51971,35.471000,0.022154,4.691794
0602_Roget.mtx,1008,1022,5075,46.161000,0.009942,1.020921
1941_Franz11.mtx,47104,30144,329728,43.963000,0.028169,23.410700
0567_lp_tuff.mtx,320,628,4561,45.730000,0.013744,0.663708
0684_fpga_dcop_20.mtx,1216,1220,5892,42.462000,0.011269,1.045701
1581_bayer10.mtx,13424,13436,94926,42.516000,0.012397,15.314350
0554_fs_541_1.mtx,528,541,4285,47.694000,0.009542,0.898135
0405_ch7-8-b1.mtx,1168,56,2352,42.331000,0.009203,0.511138
0383_olm500.mtx,496,500,1996,41.627000,0.009818,0.406600
0129_lp_sc105.mtx,96,163,340,43.344000,0.009685,0.070212
2700_af_shell7.mtx,504848,504855,17588875,161.228000,0.292545,120.247312
2729_12month1.mtx,12464,872622,22624727,5816.432000,2.062938,21.934471
2499_nd3k.mtx,8992,9000,3279690,45.613000,0.054018,121.429523
0839_dwg961b.mtx,960,961,10591,44.039000,0.011132,1.902803
1774_scsd8-2r.mtx,8640,60550,190210,42.464000,0.028106,13.535188
1548_rajat08.mtx,19360,19362,83443,41.513000,0.012275,13.595601
1248_scagr7-2b.mtx,9728,13847,35885,49.082000,0.010274,6.985595
1759_c-45.mtx,13200,13206,174452,47.927000,0.028046,12.440419
2174_olesnik0.mtx,88256,88263,744216,46.499000,0.050887,29.249749
2144_cbuckle.mtx,13680,13681,676515,44.764000,0.029184,46.362048
1995_nemeth05.mtx,9504,9506,394808,50.591000,0.012272,64.342894
2716_hugetric-00010.mtx,6592752,6592765,19771708,83140.686000,2.520216,15.690487
0593_bp_1400.mtx,816,822,4790,48.437000,0.011069,0.865480
1976_bcircuit.mtx,68896,68902,375558,40.038000,0.036062,20.828462
1436_scrs8-2r.mtx,14352,27691,58439,49.668000,0.010436,11.199502
1032_Chebyshev2.mtx,2048,2053,18447,41.382000,0.013010,2.835819
2613_pkustk12.mtx,94640,94653,7512317,69.357000,0.180389,83.290190
1478_nemspmm2.mtx,2288,8734,68225,42.663000,0.027846,4.900165
0736_iiasa.mtx,656,3639,7317,34.391000,0.009372,1.561460
0746_scrs8-2c.mtx,1808,3499,7367,46.465000,0.009763,1.509167
2552_TSOPF_RS_b300_c3.mtx,42128,42138,4413449,53.625000,0.068856,128.193592
1848_lhr11c.mtx,10960,10964,233741,47.211000,0.028162,16.599744
1030_Maragal_3.mtx,1680,860,18391,47.011000,0.012233,3.006785
1202_p2p-Gnutella06.mtx,8704,8717,31525,44.598000,0.011938,5.281454
2142_Zd_Jac6_db.mtx,22832,22835,663643,41.988000,0.036395,36.468911
1592_Franz10.mtx,19584,4164,97508,48.333000,0.012364,15.772889
1693_cavity20.mtx,4560,4562,138187,49.170000,0.011574,23.878866
2059_ncvxqp3.mtx,74992,75000,499964,39.571000,0.042570,23.489030
0654_fpga_dcop_45.mtx,1216,1220,5892,43.436000,0.010891,1.081994
1342_qpband.mtx,20000,20000,45000,43.633000,0.009130,9.857612
0022_mycielskian4.mtx,0,11,40,43.350000,0.000299,0.267559
0155_GD00_a.mtx,352,352,458,38.549000,0.009067,0.101026
1593_comsol.mtx,1488,1500,97645,43.690000,0.011141,17.528947
1576_Maragal_5.mtx,4640,3320,93091,46.122000,0.026260,7.089947
0766_bcsstk07.mtx,416,420,7860,44.700000,0.011725,1.340725
1455_lp_pds_06.mtx,9872,29351,63220,39.030000,0.027313,4.629297
0171_cat_ears_3_1.mtx,192,181,542,47.230000,0.009294,0.116634
0723_jagmesh2.mtx,1008,1009,6865,39.113000,0.010620,1.292844
0580_cdde4.mtx,960,961,4681,42.802000,0.009713,0.963863
1942_shyy161.mtx,76480,76480,329762,37.811000,0.028892,22.827219
0549_t2dal_e.mtx,4256,4257,4257,40.789000,0.008074,1.054496
2209_g7jac200sc.mtx,59296,59310,837936,40.024000,0.063361,26.449583
0472_n2c6-b9.mtx,304,1470,3060,43.946000,0.011358,0.538827
1514_cavity10.mtx,2592,2597,76367,45.381000,0.011630,13.132760
1982_viscoplastic2.mtx,32768,32769,381326,44.624000,0.032500,23.466215
0624_n4c5-b3.mtx,1344,455,5400,51.486000,0.009544,1.131601
0078_Trefethen_20.mtx,16,20,158,36.999000,0.008930,0.035386
0555_lp_scsd6.mtx,144,1350,4316,43.409000,0.011905,0.725073
0905_adder_dcop_23.mtx,1808,1813,11246,45.227000,0.009526,2.361117
2235_HFE18_96_in.mtx,2368,4096,933343,51.237000,0.035136,53.127448
2384_Lin.mtx,256000,256000,1766400,63.621000,0.076784,46.009585
1727_192bit.mtx,13680,13682,154303,43.687000,0.030632,10.074628
0030_cage4.mtx,0,9,49,43.049000,0.000296,0.331081
2135_tomographic1.mtx,73152,59498,647495,43.373000,0.064538,20.065543
2626_degme.mtx,185488,659415,8127528,124.796000,0.311800,52.132957
2452_Delor295K.mtx,295728,1823928,2401323,550.095000,0.141722,33.887794
0987_blckhole.mtx,2128,2132,14872,51.111000,0.010330,2.879380
1056_olm5000.mtx,4992,5000,19996,44.217000,0.008882,4.502590
1808_coater2.mtx,9536,9540,207308,47.048000,0.019725,21.019823
1408_ncvxqp9.mtx,16544,16554,54040,45.157000,0.011367,9.508226
0221_cis-n4c6-b15.mtx,48,920,960,42.998000,0.010428,0.184120
2783_delaunay_n23.mtx,8388608,8388608,50331568,134779.736000,2.794094,36.027111
2367_qa8fm.mtx,66112,66127,1660579,42.233000,0.060738,54.680068
2257_dawson5.mtx,51536,51537,1010777,46.781000,0.045066,44.857631
0310_oscil_dcop_09.mtx,416,430,1544,47.551000,0.010014,0.308368
1534_relat7b.mtx,21920,1045,81355,42.665000,0.012691,12.820897
1651_conf6_0-4x4-30.mtx,3072,3072,119808,42.430000,0.010350,23.151304
2336_NotreDame_actors.mtx,392400,127823,1470404,78.636000,0.204907,14.351916
0296_oscil_dcop_16.mtx,416,430,1544,42.934000,0.010073,0.306562
0912_adder_dcop_37.mtx,1808,1813,11246,47.770000,0.009608,2.340966
2328_nc2010.mtx,288976,288987,1416620,82.539000,0.165739,17.094588
1407_ex36.mtx,3072,3079,53843,43.851000,0.010830,9.943306
0808_goddardRocketProblem_2.mtx,864,867,9058,44.686000,0.011250,1.610311
1138_deter6.mtx,4240,12113,24771,46.134000,0.010174,4.869471
1809_lowThrust_6.mtx,16928,16928,207349,43.328000,0.024651,16.822766
1568_big_dual.mtx,30256,30269,89858,42.376000,0.018703,9.608940
0564_NotreDame_yeast.mtx,2112,2114,4480,42.479000,0.009907,0.904411
2530_barrier2-10.mtx,115616,115625,3897557,81.437000,0.217402,35.855760
1427_MISKnowledgeMap.mtx,2416,2427,57022,42.285000,0.011725,9.726567
0151_ash219.mtx,208,85,438,44.070000,0.008692,0.100782
1008_California.mtx,9664,9664,16150,44.256000,0.010961,2.946811
0480_dwt_492.mtx,480,492,3156,45.099000,0.010829,0.582879
0448_lns_511.mtx,496,511,2796,48.885000,0.010697,0.522763
1501_air04.mtx,816,8904,72965,51.397000,0.012987,11.236621
0317_oscil_dcop_03.mtx,416,430,1544,37.610000,0.010297,0.299893
0335_oscil_dcop_54.mtx,416,430,1544,49.308000,0.010335,0.298791
1561_cs4.mtx,22496,22499,87716,40.492000,0.028372,6.183279
2073_psmigr_2.mtx,3136,3140,540022,39.871000,0.038801,27.835468
1855_struct4.mtx,4336,4350,237798,47.604000,0.012734,37.348516
0244_dwt_162.mtx,160,162,1182,42.190000,0.009896,0.238884
0677_fpga_dcop_25.mtx,1216,1220,5892,46.921000,0.010733,1.097922
1491_L-9.mtx,17968,17983,71192,49.600000,0.010301,13.822347
2343_mosfet2.mtx,46992,46994,1499460,51.598000,0.100178,29.935914
2564_kron_g500-logn16.mtx,65536,65536,4912469,336.931000,0.719678,13.651853
2650_mip1.mtx,66448,66463,10352819,93.315000,0.135501,152.808009
0123_dolphins.mtx,48,62,318,43.045000,0.009914,0.064152
1369_xingo_afonso_itaipu.mtx,13248,13250,48735,42.201000,0.010520,9.265209
0830_dw1024.mtx,2048,2048,10114,45.146000,0.009612,2.104453
2156_c-72.mtx,84064,84064,707558,48.368000,0.055239,25.618060
0116_west0067.mtx,64,67,294,44.475000,0.009455,0.062189
2714_eu-2005.mtx,862656,862664,19235140,447.524000,0.665094,57.841869
1114_G41.mtx,2000,2000,23570,47.757000,0.012194,3.865836
1246_deter2.mtx,6080,17313,35731,42.016000,0.011411,6.262554
2330_thermomech_dM.mtx,204304,204316,1423116,59.680000,0.139974,20.334005
1665_vsp_c-30_data_data.mtx,11008,11023,124368,42.689000,0.027139,9.165260
0982_adder_trans_01.mtx,1808,1814,14579,46.181000,0.010446,2.791308
0295_oscil_dcop_12.mtx,416,430,1544,43.157000,0.010122,0.305078
2289_EternityII_Etilde.mtx,10048,204304,1170516,128.586000,0.070784,33.072898
0811_G19.mtx,800,800,9322,44.912000,0.011403,1.635008
0293_oscil_dcop_17.mtx,416,430,1544,41.239000,0.010159,0.303967
0328_oscil_dcop_49.mtx,416,430,1544,48.699000,0.010063,0.306867
2536_vsp_bcsstk30_500sep_10in_1Kout.mtx,58336,58348,4033156,132.023000,0.621807,12.972372
1746_raefsky5.mtx,6304,6316,168658,43.344000,0.012242,27.553994
0380_ash958.mtx,944,292,1916,42.253000,0.008764,0.437243
0656_fpga_dcop_49.mtx,1216,1220,5892,45.330000,0.010915,1.079615
1051_G43.mtx,992,1000,19980,42.107000,0.009084,4.398943
0539_young1c.mtx,832,841,4089,48.777000,0.009168,0.892016
1046_g7jac010sc.mtx,2880,2880,19635,43.259000,0.010354,3.792737
0867_adder_dcop_53.mtx,1808,1813,11246,46.245000,0.010002,2.248750
1874_jan99jac120.mtx,41360,41374,260202,48.519000,0.037588,13.844951
0259_can_144.mtx,144,144,1296,43.737000,0.010203,0.254043
1723_cage10.mtx,11392,11397,150645,40.680000,0.013367,22.539837
2408_conf6_0-8x8-30.mtx,49152,49152,1916928,42.505000,0.051839,73.956982
1653_conf5_0-4x4-22.mtx,3072,3072,119808,45.956000,0.010338,23.178178
1656_conf5_0-4x4-10.mtx,3072,3072,119808,50.492000,0.010391,23.059956
0922_145bit.mtx,992,993,11315,36.748000,0.010378,2.180574
0471_model1.mtx,352,798,3028,46.845000,0.012152,0.498354
0728_ch6-6-b2.mtx,2400,450,7200,43.159000,0.009018,1.596806
1917_n4c6-b5.mtx,51808,20058,310878,41.224000,0.029868,20.816794
1325_ex23.mtx,1408,1409,43703,49.133000,0.012081,7.234997
1190_bcsstk26.mtx,1920,1922,30336,47.820000,0.011467,5.291009
0340_oscil_dcop_39.mtx,416,430,1544,46.676000,0.010233,0.301769
1694_cavity18.mtx,4560,4562,138187,41.006000,0.012088,22.863501
1488_aa03.mtx,816,8627,70806,43.554000,0.012272,11.539439
0386_kneser_6_2_1.mtx,592,676,2027,44.724000,0.009143,0.443399
0425_lpi_bgetam.mtx,400,816,2537,50.523000,0.010805,0.469597
2063_gridgena.mtx,48960,48962,512084,44.949000,0.031704,32.304063
0442_lp_scfxm1.mtx,320,600,2732,49.014000,0.012733,0.429121
1997_nemeth07.mtx,9504,9506,394812,44.370000,0.012301,64.191854
2574_pkustk11.mtx,87792,87804,5217912,50.469000,0.115982,89.977962
1833_lowThrust_10.mtx,18256,18260,222005,43.891000,0.024932,17.808840
2468_nasasrb.mtx,54864,54870,2677324,43.835000,0.056430,94.890094
1118_hydr1.mtx,5296,5308,23752,50.864000,0.010168,4.671912
2418_analytics.mtx,303808,303813,2006126,505.126000,0.136998,29.286938
0501_pores_3.mtx,528,532,3474,41.464000,0.009480,0.732911
1221_fxm2-16.mtx,3888,7335,32972,42.276000,0.012010,5.490758
2100_thermal1.mtx,82640,82654,574458,37.251000,0.049923,23.013761
0148_cis-n4c6-b1.mtx,208,21,420,53.478000,0.008529,0.098488
1815_lowThrust_7.mtx,17376,17378,211561,48.654000,0.027966,15.129872
0804_jagmesh6.mtx,1376,1377,8993,45.222000,0.009880,1.820445
1686_cavity23.mtx,4560,4562,138187,47.991000,0.012231,22.596190
1832_scfxm1-2r.mtx,37968,65943,221388,42.675000,0.027731,15.966824
1340_kineticBatchReactor_2.mtx,4352,4361,44840,47.881000,0.013058,6.867820
1599_coupled.mtx,11328,11341,98523,42.346000,0.028123,7.006578
1813_copter1.mtx,17216,17222,211064,49.175000,0.027937,15.109997
1447_rdist3a.mtx,2384,2398,61896,40.220000,0.025088,4.934311
1643_g7jac040sc.mtx,11776,11790,114671,47.483000,0.028014,8.186692
0828_M80PI_n1.mtx,4016,4028,9927,48.115000,0.009284,2.138518
2224_tube2.mtx,21488,21498,897056,46.235000,0.032640,54.966667
1381_ex6.mtx,1648,1651,49533,43.343000,0.012171,8.139512
2431_darcy003.mtx,389872,389874,2101242,118.106000,0.183251,22.932939
1439_G59.mtx,4992,5000,59140,43.917000,0.012911,9.161180
2259_rim.mtx,22560,22560,1014951,43.877000,0.039387,51.537360
2040_fome21.mtx,67744,216350,465294,37.746000,0.076218,12.209557
1410_Zewail.mtx,6752,6752,54233,44.819000,0.012993,8.348034
0625_west1505.mtx,1504,1505,5445,37.488000,0.009922,1.097561
1692_cavity22.mtx,4560,4562,138187,45.148000,0.011568,23.891252
2337_TSOPF_RS_b300_c1.mtx,14528,14538,1474325,41.675000,0.036518,80.745112
0970_spaceStation_4.mtx,944,950,13626,44.022000,0.010211,2.668886
0464_wm2.mtx,192,260,2942,43.522000,0.011133,0.528519
0731_dwt_869.mtx,864,869,7285,45.035000,0.009955,1.463586
2619_CO.mtx,221104,221119,7666057,89.504000,0.272158,56.335342
0372_D_5.mtx,432,115,1832,39.378000,0.010484,0.349485
0070_Trefethen_20b.mtx,16,19,147,41.515000,0.008974,0.032761
1649_p010.mtx,10080,19090,118000,58.829000,0.012765,18.488053
0506_tols1090.mtx,1088,1090,3546,47.208000,0.011314,0.626834
0991_lp_bnl2.mtx,2320,4486,14996,48.810000,0.011512,2.605281
1555_fv1.mtx,9600,9604,85264,43.253000,0.011133,15.317345
2368_qa8fk.mtx,66112,66127,1660579,41.748000,0.060880,54.552530
0374_lp_sctap1.mtx,288,660,1872,40.959000,0.010181,0.367744
2265_Goodwin_054.mtx,32496,32510,1030878,43.624000,0.039193,52.605210
1130_soc-sign-bitcoin-alpha.mtx,3776,3783,24186,41.375000,0.011644,4.154243
2097_sinc15.mtx,11520,11532,568526,42.752000,0.037621,30.223864
2547_t3dh_a.mtx,79168,79171,4352105,51.593000,0.172954,50.326734
0265_Cities.mtx,48,46,1342,42.445000,0.010697,0.250911
0532_olm1000.mtx,992,1000,3996,47.938000,0.008637,0.925321
2623_Ge87H76.mtx,112976,112985,7892195,73.514000,0.269064,58.664072
1654_conf5_0-4x4-14.mtx,3072,3072,119808,44.100000,0.010458,22.912220
1000_delf.mtx,3168,6654,15397,43.347000,0.010593,2.907014
1217_cavity07.mtx,1168,1182,32747,47.940000,0.011928,5.490778
0755_jagmesh7.mtx,1136,1138,7450,48.306000,0.010320,1.443798
1116_airfoil1_dual.mtx,8032,8034,23626,43.555000,0.009235,5.116622
1458_bayer02.mtx,13920,13935,63679,41.146000,0.011854,10.743884
0432_gams60am.mtx,704,1071,2607,44.177000,0.009401,0.554622
1882_bayer01.mtx,57728,57735,277774,44.089000,0.029564,18.791368
0027_LFAT5.mtx,0,14,46,46.018000,0.000298,0.308725
0216_steam3.mtx,80,80,928,46.669000,0.010084,0.184054
1158_3elt_dual.mtx,8992,9000,26556,45.255000,0.009805,5.416828
0948_can_1072.mtx,1072,1072,12444,45.033000,0.011859,2.098659
0206_n3c5-b6.mtx,112,210,840,40.414000,0.010111,0.166156
0037_klein-b1.mtx,16,10,60,96.706000,0.013784,0.008706
1596_delaunay_n14.mtx,16384,16384,98244,111.920000,0.021627,9.085310
0849_adder_dcop_05.mtx,1808,1813,11097,104.697000,0.018335,1.210472
1810_s3rmt3m3.mtx,5344,5357,207695,130.726000,0.018893,21.986450
0815_G20.mtx,800,800,9344,99.000000,0.017337,1.077926
0738_cavity01.mtx,304,317,7327,43.902000,0.011709,1.251516
2087_c-62.mtx,41728,41731,559343,47.893000,0.048528,23.052382
1699_stokes64s.mtx,12544,12546,140034,17.857000,0.011058,25.327184
1097_deter8.mtx,3824,10905,22299,30.157000,0.009811,4.545714
2821_Cube_Coup_dt0.mtx,2164752,2164760,127206144,5740.766000,2.122281,119.876816
1216_cavity09.mtx,1168,1182,32747,50.360000,0.011649,5.622285
2085_rajat23.mtx,110352,110355,556938,38.270000,0.047469,23.465335
2628_GL7d22.mtx,349440,822922,8251000,387.907000,1.410688,11.697838
0992_n3c6-b4.mtx,2992,1365,15015,26.970000,0.009671,3.105160
2748_Fault_639.mtx,638800,638802,28614564,242.671000,0.710803,80.513346
1344_bcsstk23.mtx,3120,3134,45178,40.681000,0.010820,8.350832
1745_Zhao2.mtx,33856,33861,166453,40.271000,0.017313,19.228672
2695_af_2_k101.mtx,503616,503625,17550675,173.130000,0.293853,119.452073
1208_c-21.mtx,3504,3509,32157,44.395000,0.011941,5.385981
2385_oh2010.mtx,365344,365344,1768240,110.683000,0.187380,18.873306
1875_jan99jac120sc.mtx,41360,41374,260202,36.867000,0.036379,14.305066
2637_Ga19As19H42.mtx,133120,133123,8884839,91.531000,0.282861,62.821237
2711_Ga41As41H72.mtx,268096,268096,18488476,155.515000,0.584408,63.272495
2594_GL7d15.mtx,460256,171375,6080381,160.774000,0.933169,13.031682
2157_thermomech_TK.mtx,102144,102158,711558,42.193000,0.116990,12.164424
0979_bibd_17_4.mtx,128,2380,14280,44.118000,0.013200,2.163636
2809_dielFilterV3real.mtx,1102816,1102824,89306020,1087.522000,3.169024,56.361845
1255_photogrammetry2.mtx,4464,936,37056,44.267000,0.010297,7.197436
2008_light_in_tissue.mtx,29280,29282,406084,40.682000,0.029119,27.891342
0212_plskz362.mtx,352,362,880,44.741000,0.009686,0.181706
1043_deter4.mtx,3232,9133,19231,43.390000,0.010123,3.799467
2678_nd12k.mtx,36000,36000,14220946,68.416000,0.176575,161.075418
2075_psmigr_1.mtx,3136,3140,543162,41.139000,0.039405,27.568177
2083_Trefethen_20000b.mtx,19984,19999,554435,39.611000,0.028864,38.417059
0955_grid2.mtx,3296,3296,12864,41.566000,0.009980,2.577956
1113_G38.mtx,2000,2000,23558,45.871000,0.012012,3.922411
0051_ch4-4-b3.mtx,16,96,96,48.388000,0.009084,0.021136
1928_IG5-15.mtx,11360,11987,323509,42.052000,0.036545,17.704693
1492_fome11.mtx,12128,24460,71264,35.015000,0.028748,4.957841
