index,mtx,m,n,nnz,cusparse,pixel_time,pixel_gflops
2406,0728_ch6-6-b2.mtx,2400,450,7200,0.000,0.007,2.135
2407,1917_n4c6-b5.mtx,51813,20058,310878,0.000,0.019,33.356
2408,1325_ex23.mtx,1409,1409,43703,0.000,0.006,13.685
2409,1190_bcsstk26.mtx,1922,1922,30336,0.000,0.006,10.389
2410,0340_oscil_dcop_39.mtx,430,430,1544,0.000,0.005,0.654
2411,1694_cavity18.mtx,4562,4562,138187,0.000,0.007,36.879
2412,1488_aa03.mtx,825,8627,70806,0.000,0.008,17.025
2413,0386_kneser_6_2_1.mtx,601,676,2027,0.000,0.006,0.625
2414,0425_lpi_bgetam.mtx,400,816,2537,0.000,0.006,0.914
2415,2063_gridgena.mtx,48962,48962,512084,0.000,0.022,46.562
2416,0442_lp_scfxm1.mtx,330,600,2732,0.000,0.006,0.957
2417,1997_nemeth07.mtx,9506,9506,394812,0.000,0.008,96.958
2418,2574_pkustk11.mtx,87804,87804,5217912,0.000,0.129,80.592
2419,1833_lowThrust_10.mtx,18260,18260,222005,0.000,0.015,29.401
2420,2468_nasasrb.mtx,54870,54870,2677324,0.000,0.049,108.821
2421,1118_hydr1.mtx,5308,5308,23752,0.000,0.006,7.440
2422,2418_analytics.mtx,303813,303813,2006126,0.000,0.187,21.435
2423,0501_pores_3.mtx,532,532,3474,0.000,0.005,1.428
2424,1221_fxm2-16.mtx,3900,7335,32972,0.000,0.006,10.246
2425,2100_thermal1.mtx,82654,82654,574458,0.000,0.076,15.160
2426,0148_cis-n4c6-b1.mtx,210,21,420,0.000,0.003,0.273
2427,1815_lowThrust_7.mtx,17378,17378,211561,0.000,0.014,30.572
2428,0804_jagmesh6.mtx,1377,1377,8993,0.000,0.005,3.594
2429,1686_cavity23.mtx,4562,4562,138187,0.000,0.007,38.268
2430,1832_scfxm1-2r.mtx,37980,65943,221388,0.000,0.019,23.757
2431,1340_kineticBatchReactor_2.mtx,4361,4361,44840,0.000,0.008,11.154
2432,1599_coupled.mtx,11341,11341,98523,0.000,0.032,6.206
2433,1813_copter1.mtx,17222,17222,211064,0.000,0.016,26.705
2434,1447_rdist3a.mtx,2398,2398,61896,0.000,0.007,18.776
2435,1643_g7jac040sc.mtx,11790,11790,114671,0.000,0.016,14.642
2436,0828_M80PI_n1.mtx,4028,4028,9927,0.000,0.004,4.602
2437,2224_tube2.mtx,21498,21498,897056,0.000,0.021,84.393
2438,1381_ex6.mtx,1651,1651,49533,0.000,0.006,15.518
2439,2431_darcy003.mtx,389874,389874,2101242,0.000,0.367,11.447
2440,1439_G59.mtx,5000,5000,59140,0.000,0.020,5.883
2441,2259_rim.mtx,22560,22560,1014951,0.000,0.030,66.885
2442,2040_fome21.mtx,67748,216350,465294,0.000,0.185,5.039
2443,1410_Zewail.mtx,6752,6752,54233,0.000,0.019,5.762
2444,0625_west1505.mtx,1505,1505,5445,0.000,0.005,2.217
2445,1692_cavity22.mtx,4562,4562,138187,0.000,0.007,38.822
2446,2337_TSOPF_RS_b300_c1.mtx,14538,14538,1474325,0.000,0.023,129.594
2447,0970_spaceStation_4.mtx,950,950,13626,0.000,0.006,4.672
2448,0464_wm2.mtx,207,260,2942,0.000,0.006,0.923
2449,0731_dwt_869.mtx,869,869,7285,0.000,0.005,2.909
2450,2619_CO.mtx,221119,221119,7666057,0.000,0.429,35.699
2451,0372_D_5.mtx,434,115,1832,0.000,0.005,0.795
2452,0070_Trefethen_20b.mtx,19,19,147,0.000,0.003,0.084
2453,1649_p010.mtx,10090,19090,118000,0.000,0.007,33.734
2454,0506_tols1090.mtx,1090,1090,3546,0.000,0.007,0.966
2455,0991_lp_bnl2.mtx,2324,4486,14996,0.000,0.006,4.695
2456,1555_fv1.mtx,9604,9604,85264,0.000,0.006,30.033
2457,2368_qa8fk.mtx,66127,66127,1660579,0.000,0.060,55.602
2458,0374_lp_sctap1.mtx,300,660,1872,0.000,0.005,0.792
2459,2265_Goodwin_054.mtx,32510,32510,1030878,0.000,0.030,67.939
2460,1130_soc-sign-bitcoin-alpha.mtx,3783,3783,24186,0.000,0.008,5.824
2461,2097_sinc15.mtx,11532,11532,568526,0.000,0.040,28.582
2462,2547_t3dh_a.mtx,79171,79171,4352105,0.000,0.207,42.092
2463,0265_Cities.mtx,55,46,1342,0.000,0.006,0.461
2464,0532_olm1000.mtx,1000,1000,3996,0.000,0.004,2.048
2465,2623_Ge87H76.mtx,112985,112985,7892195,0.000,0.366,43.112
2466,1654_conf5_0-4x4-14.mtx,3072,3072,119808,0.000,0.006,41.643
2467,1000_delf.mtx,3170,6654,15397,0.000,0.006,5.266
2468,1217_cavity07.mtx,1182,1182,32747,0.000,0.007,9.680
2469,0755_jagmesh7.mtx,1138,1138,7450,0.000,0.006,2.543
2470,1116_airfoil1_dual.mtx,8034,8034,23626,0.000,0.006,7.547
2471,1458_bayer02.mtx,13935,13935,63679,0.000,0.011,12.089
2472,0432_gams60am.mtx,714,1071,2607,0.000,0.006,0.895
2473,1882_bayer01.mtx,57735,57735,277774,0.000,0.021,26.151
2474,0027_LFAT5.mtx,14,14,46,0.000,0.003,0.035
2475,0216_steam3.mtx,80,80,928,0.000,0.005,0.391
2476,1158_3elt_dual.mtx,9000,9000,26556,0.000,0.006,8.283
2477,0948_can_1072.mtx,1072,1072,12444,0.000,0.006,4.106
2478,0206_n3c5-b6.mtx,120,210,840,0.000,0.005,0.366
2479,0037_klein-b1.mtx,30,10,60,0.000,0.003,0.042
2480,1596_delaunay_n14.mtx,16384,16384,98244,0.000,0.011,17.137
2481,0849_adder_dcop_05.mtx,1813,1813,11097,0.000,0.007,3.137
2482,1810_s3rmt3m3.mtx,5357,5357,207695,0.000,0.007,61.087
2483,0815_G20.mtx,800,800,9344,0.000,0.006,2.892
2484,0738_cavity01.mtx,317,317,7327,0.000,0.006,2.425
2485,2087_c-62.mtx,41731,41731,559343,0.000,0.064,17.541
2486,1699_stokes64s.mtx,12546,12546,140034,0.000,0.008,34.267
2487,1097_deter8.mtx,3831,10905,22299,0.000,0.011,3.913
2488,2821_Cube_Coup_dt0.mtx,2164760,2164760,127206144,0.000,2.524,100.816
2489,1216_cavity09.mtx,1182,1182,32747,0.000,0.006,10.160
2490,2085_rajat23.mtx,110355,110355,556938,0.000,0.055,20.300
2491,2628_GL7d22.mtx,349443,822922,8251000,0.000,4.718,3.498
2492,0992_n3c6-b4.mtx,3003,1365,15015,0.000,0.005,6.298
2493,2748_Fault_639.mtx,638802,638802,28614564,0.000,0.879,65.117
2494,1344_bcsstk23.mtx,3134,3134,45178,0.000,0.006,14.564
2495,1745_Zhao2.mtx,33861,33861,166453,0.000,0.014,23.794
2496,2695_af_2_k101.mtx,503625,503625,17550675,0.000,0.306,114.684
2497,1208_c-21.mtx,3509,3509,32157,0.000,0.008,8.050
2498,2385_oh2010.mtx,365344,365344,1768240,0.000,0.569,6.219
2499,1875_jan99jac120sc.mtx,41374,41374,260202,0.000,0.047,10.983
2500,2637_Ga19As19H42.mtx,133123,133123,8884839,0.000,0.394,45.115
2501,2711_Ga41As41H72.mtx,268096,268096,18488476,0.000,0.819,45.168
2502,2594_GL7d15.mtx,460261,171375,6080381,0.000,3.397,3.580
2503,1309_barth4(0).mtx,6019,6019,40965,0.000,0.006,13.547
2504,2157_thermomech_TK.mtx,102158,102158,711558,0.000,0.331,4.294
2505,0979_bibd_17_4.mtx,136,2380,14280,0.000,0.008,3.525
2506,2809_dielFilterV3real.mtx,1102824,1102824,89306020,0.000,4.317,41.378
2507,1255_photogrammetry2.mtx,4472,936,37056,0.000,0.005,13.755
2508,2008_light_in_tissue.mtx,29282,29282,406084,0.000,0.022,37.146
2509,0212_plskz362.mtx,362,362,880,0.000,0.004,0.405
2510,1043_deter4.mtx,3235,9133,19231,0.000,0.011,3.608
2511,2678_nd12k.mtx,36000,36000,14220946,0.000,0.193,147.321
2512,2075_psmigr_1.mtx,3140,3140,543162,0.000,0.034,31.923
2513,2083_Trefethen_20000b.mtx,19999,19999,554435,0.000,0.021,52.861
2514,0955_grid2.mtx,3296,3296,12864,0.000,0.005,4.696
2515,1113_G38.mtx,2000,2000,23558,0.000,0.009,5.350
2516,0051_ch4-4-b3.mtx,24,96,96,0.000,0.004,0.047
2517,1928_IG5-15.mtx,11369,11987,323509,0.000,0.044,14.677
2518,1492_fome11.mtx,12142,24460,71264,0.000,0.043,3.342
2519,2658_rail4284.mtx,4284,1096894,11284032,0.000,1.210,18.652
2520,0543_bp_600.mtx,822,822,4172,0.000,0.006,1.308
2521,0398_ash292.mtx,292,292,2208,0.000,0.005,0.897
2522,1826_ABACUS_shell_hd.mtx,23412,23412,218484,0.000,0.019,23.339
2523,0021_GD01_b.mtx,18,18,37,0.000,0.003,0.025
2524,2035_nemeth12.mtx,9506,9506,446818,0.000,0.008,108.622
2525,1448_Chem97Zt.mtx,2541,31022,62044,0.000,0.008,14.884
2526,1390_model7.mtx,3358,9582,51027,0.000,0.008,12.643
2527,0572_bibd_11_5.mtx,55,462,4620,0.000,0.008,1.228
2528,1607_n4c6-b4.mtx,20058,5970,100290,0.000,0.008,23.656
2529,0788_goddardRocketProblem_1.mtx,831,831,8498,0.000,0.006,2.642
2530,1571_air03.mtx,124,10757,91028,0.000,0.008,22.857
2531,1842_spmsrtls.mtx,29995,29995,229947,0.000,0.008,58.908
2532,0512_bcsstk04.mtx,132,132,3648,0.000,0.006,1.213
2533,2514_Dubcova3.mtx,146689,146689,3636649,0.000,0.200,36.442
2534,2171_TSOPF_FS_b39_c7.mtx,28216,28216,730080,0.000,0.018,81.683
2535,2341_net75.mtx,23120,23120,1489200,0.000,0.092,32.362
2536,1001_bcsstm25.mtx,15439,15439,15439,0.000,0.003,10.231
2537,2215_fp.mtx,7548,7548,848553,0.000,0.028,60.737
2538,2665_troll.mtx,213453,213453,11985111,0.000,0.220,108.914
2539,2432_mario002.mtx,389874,389874,2101242,0.000,0.367,11.447
2540,0664_fpga_dcop_37.mtx,1220,1220,5892,0.000,0.006,1.958
2541,2069_c-67.mtx,57975,57975,531935,0.000,0.032,33.219
2542,2030_c-63.mtx,44234,44234,434704,0.000,0.046,18.845
2543,0257_gams30a.mtx,354,531,1287,0.000,0.006,0.428
2544,2207_sgpf5y6.mtx,246077,312540,831976,0.000,0.090,18.514
2545,0845_plddb.mtx,3069,5049,10839,0.000,0.005,4.420
2546,1049_spaceStation_12.mtx,1410,1410,19728,0.000,0.006,6.627
2547,1247_circuit_1.mtx,2624,2624,35823,0.000,0.008,8.733
2548,0787_Trefethen_500.mtx,500,500,8478,0.000,0.005,3.202
2549,0790_dwt_1007.mtx,1007,1007,8575,0.000,0.005,3.532
2550,0457_Trefethen_200.mtx,200,200,2890,0.000,0.005,1.121
2551,2392_TSOPF_FS_b162_c3.mtx,30798,30798,1801300,0.000,0.032,111.467
2552,0878_adder_dcop_18.mtx,1813,1813,11246,0.000,0.007,3.307
2553,0889_adder_dcop_56.mtx,1813,1813,11246,0.000,0.007,3.308
2554,1035_rdb3200l.mtx,3200,3200,18880,0.000,0.005,8.120
2555,1415_bibd_49_3.mtx,1176,18424,55272,0.000,0.010,10.919
2556,1871_bibd_81_3.mtx,3240,85320,255960,0.000,0.025,20.685
2557,1858_sx-mathoverflow.mtx,24818,24818,239978,0.000,0.099,4.865
2558,2754_coPapersDBLP.mtx,540486,540486,30491458,0.000,1.732,35.219
2559,0179_flower_5_1.mtx,211,201,602,0.000,0.005,0.266
2560,0638_fpga_dcop_05.mtx,1220,1220,5852,0.000,0.006,1.943
2561,2300_language.mtx,399130,399130,1216334,0.000,0.187,12.987
2562,2205_n4c6-b11.mtx,69235,132402,830820,0.000,0.066,25.335
2563,2191_EternityII_A.mtx,7362,150638,782087,0.000,0.096,16.264
2564,0727_lp_ship08s.mtx,778,2467,7194,0.000,0.006,2.336
2565,1852_nh2010.mtx,48837,48837,234550,0.000,0.082,5.738
2566,0418_dwa512.mtx,512,512,2480,0.000,0.004,1.138
2567,2541_offshore.mtx,259789,259789,4242673,0.000,0.923,9.190
2568,1595_Goodwin_017.mtx,3317,3317,97773,0.000,0.007,26.645
2569,2072_nemeth15.mtx,9506,9506,539802,0.000,0.009,126.388
2570,2345_EternityII_E.mtx,11077,262144,1503732,0.000,0.159,18.972
2571,0189_lp_sc205.mtx,205,317,665,0.000,0.005,0.271
2572,1437_p05.mtx,5090,9590,59045,0.000,0.005,21.589
2573,0100_n3c5-b7.mtx,30,120,240,0.000,0.005,0.101
2574,0066_bcsstm22.mtx,138,138,138,0.000,0.003,0.103
2575,1416_nemspmm1.mtx,2372,8903,55867,0.000,0.008,13.362
2576,2355_delaunay_n18.mtx,262144,262144,1572792,0.000,0.152,20.652
2577,1930_goodwin.mtx,7320,7320,324784,0.000,0.012,55.939
2578,2082_rail_79841.mtx,79841,79841,553921,0.000,0.066,16.660
2579,2573_amazon-2008.mtx,735323,735323,5158388,0.000,0.733,14.083
2580,1300_G23.mtx,2000,2000,39980,0.000,0.011,7.440
2581,2053_lung2.mtx,109460,109460,492564,0.000,0.029,33.551
2582,0674_fpga_dcop_19.mtx,1220,1220,5892,0.000,0.006,1.958
2583,1430_psse1.mtx,14318,11028,57376,0.000,0.011,10.680
2584,0236_bcsstm08.mtx,1074,1074,1074,0.000,0.003,0.842
2585,1724_wing_nodal.mtx,10937,10937,150976,0.000,0.072,4.213
2586,0130_chesapeake.mtx,39,39,340,0.000,0.005,0.131
2587,0455_M20PI_n.mtx,1182,1182,2881,0.000,0.004,1.365
2588,0348_lpi_refinery.mtx,323,464,1626,0.000,0.005,0.663
2589,1959_a2nnsnsl.mtx,80016,80016,347222,0.000,0.035,20.036
2590,2046_g7jac120sc.mtx,35550,35550,475296,0.000,0.071,13.387
2591,0359_shl_400.mtx,663,663,1712,0.000,0.006,0.532
2592,1779_mult_dcop_02.mtx,25187,25187,193276,0.000,0.055,7.053
2593,0586_mk10-b4.mtx,945,4725,4725,0.000,0.005,1.776
2594,0877_adder_dcop_58.mtx,1813,1813,11246,0.000,0.007,3.281
2595,2692_in-2004.mtx,1382908,1382908,16917053,0.000,0.602,56.174
2596,0851_adder_dcop_03.mtx,1813,1813,11148,0.000,0.007,3.078
2597,0762_gr_30_30.mtx,900,900,7744,0.000,0.005,3.249
2598,1420_bcsstm27.mtx,1224,1224,56126,0.000,0.007,15.949
2599,1975_flower_8_4.mtx,55081,125361,375266,0.000,0.110,6.852
2600,0954_fxm2-6.mtx,1520,2845,12812,0.000,0.006,4.066
2601,2346_nemeth24.mtx,9506,9506,1506550,0.000,0.027,110.479
2602,2263_ia2010.mtx,216007,216007,1021170,0.000,0.308,6.640
2603,1481_mk11-b3.mtx,17325,6930,69300,0.000,0.010,14.403
2604,2402_rajat21.mtx,411676,411676,1893370,0.000,0.172,21.974
2605,0803_rail_1357.mtx,1357,1357,8985,0.000,0.005,3.551
2606,0957_lshp1882.mtx,1882,1882,12904,0.000,0.005,4.968
2607,1879_rat.mtx,3136,9408,268908,0.000,0.009,61.975
2608,1066_pcb1000.mtx,1565,2820,20463,0.000,0.008,4.989
2609,0385_mesh2e1.mtx,306,306,2018,0.000,0.006,0.722
2610,1624_rajat09.mtx,24482,24482,105573,0.000,0.015,14.452
2611,2318_fe_rotor.mtx,99617,99617,1324862,0.000,0.256,10.350
2612,1787_rajat22.mtx,39899,39899,197264,0.000,0.017,23.561
2613,0699_orbitRaising_3.mtx,761,761,6098,0.000,0.006,2.125
2614,1625_ex8.mtx,3096,3096,106344,0.000,0.007,31.027
2615,1510_lp_pilot87.mtx,2030,6680,74949,0.000,0.008,17.760
2616,0498_dwg961a.mtx,961,961,3405,0.000,0.005,1.324
2617,0288_oscil_dcop_23.mtx,430,430,1544,0.000,0.005,0.654
2618,1499_sts4098.mtx,4098,4098,72356,0.000,0.008,19.218
2619,2635_atmosmodj.mtx,1270432,1270432,8814880,0.000,0.526,33.527
2620,0284_flower_8_1.mtx,625,513,1538,0.000,0.004,0.685
2621,1608_cis-n4c6-b4.mtx,20058,5970,100290,0.000,0.008,23.653
2622,0937_G49.mtx,3000,3000,12000,0.000,0.005,4.725
2623,2086_stokes128.mtx,49666,49666,558594,0.000,0.028,40.133
2624,0668_fpga_dcop_36.mtx,1220,1220,5892,0.000,0.006,1.958
2625,2377_venkat01.mtx,62424,62424,1717792,0.000,0.066,52.038
2626,0415_str_0.mtx,363,363,2454,0.000,0.005,0.922
2627,0872_adder_dcop_68.mtx,1813,1813,11246,0.000,0.007,3.282
2628,1897_raefsky2.mtx,3242,3242,294276,0.000,0.009,64.050
2629,0861_adder_dcop_08.mtx,1813,1813,11242,0.000,0.007,3.173
2630,2460_CurlCurl_1.mtx,226451,226451,2472071,0.000,0.124,39.979
2631,2493_sme3Dc.mtx,42930,42930,3148656,0.000,0.897,7.021
2632,0088_n3c6-b1.mtx,105,105,210,0.000,0.002,0.169
2633,1968_GL7d13.mtx,47271,8899,356232,0.000,0.171,4.169
2634,2068_std1_Jac3_db.mtx,21982,21982,531826,0.000,0.020,53.383
2635,1876_lp_cre_b.mtx,9648,77137,260785,0.000,0.021,25.033
2636,0142_gams10am.mtx,114,171,407,0.000,0.004,0.181
2637,0558_GL6_D_9.mtx,340,545,4349,0.000,0.007,1.327
2638,2166_nemeth01.mtx,9506,9506,725054,0.000,0.013,114.787
2639,2246_sinc18.mtx,16428,16428,973826,0.000,0.063,31.134
2640,2220_Si10H16.mtx,17077,17077,875923,0.000,0.047,37.507
2641,2618_G3_circuit.mtx,1585478,1585478,7660826,0.000,0.807,18.989
2642,2657_SiO2.mtx,155331,155331,11283503,0.000,0.421,53.650
2643,1155_lowThrust_2.mtx,2312,2312,26261,0.000,0.007,7.819
2644,2067_ted_AB.mtx,10605,10605,522387,0.000,0.010,105.384
2645,1153_p2p-Gnutella09.mtx,8114,8114,26013,0.000,0.012,4.307
2646,1814_c-47.mtx,15343,15343,211401,0.000,0.015,27.934
2647,0366_lshp_265.mtx,265,265,1753,0.000,0.005,0.714
2648,2338_windscreen.mtx,22692,22692,1482390,0.000,0.036,83.164
2649,0014_lpi_itest2.mtx,9,13,26,0.000,0.003,0.020
2650,0783_cep1.mtx,1521,4769,8233,0.000,0.004,3.779
2651,1423_mark3jac020sc.mtx,9129,9129,56175,0.000,0.012,9.490
2652,1260_reorientation_6.mtx,3006,3006,37342,0.000,0.007,11.299
2653,0801_progas.mtx,1650,1900,8897,0.000,0.005,3.355
2654,2412_opt1.mtx,15449,15449,1930655,0.000,0.034,113.635
2655,0838_bcsstm38.mtx,8032,8032,10485,0.000,0.005,4.251
2656,1283_G4.mtx,800,800,38352,0.000,0.005,14.828
2657,1669_jan99jac060.mtx,20614,20614,127182,0.000,0.020,12.799
2658,2593_ESOC.mtx,327062,37830,6019939,0.000,0.603,19.973
2659,1744_Zhao1.mtx,33861,33861,166453,0.000,0.014,23.771
2660,1449_bips07_1998.mtx,15066,15066,62198,0.000,0.009,14.431
2661,2751_mouse_gene.mtx,45101,45101,28967291,0.000,3.808,15.214
2662,0484_G11.mtx,800,800,3200,0.000,0.004,1.670
2663,2104_TF17.mtx,38132,48630,586218,0.000,0.106,11.046
2664,0876_adder_dcop_32.mtx,1813,1813,11246,0.000,0.007,3.282
2665,1835_lowThrust_12.mtx,18458,18458,224593,0.000,0.014,33.048
2666,2553_torso3.mtx,259156,259156,4429042,0.000,0.226,39.143
2667,2192_delaunay_n17.mtx,131072,131072,786352,0.000,0.080,19.739
2668,2124_rajat28.mtx,87190,87190,607235,0.000,0.066,18.411
2669,1498_nasa2146.mtx,2146,2146,72250,0.000,0.006,23.462
2670,0672_fpga_dcop_14.mtx,1220,1220,5892,0.000,0.006,1.957
2671,1115_G37.mtx,2000,2000,23570,0.000,0.009,5.131
2672,2153_nsct.mtx,23003,37563,697738,0.000,0.037,38.080
2673,1637_scsd8-2b.mtx,5130,35910,112770,0.000,0.007,30.189
2674,0444_Erdos981.mtx,485,485,2762,0.000,0.005,1.135
2675,1513_bips07_3078.mtx,21128,21128,75729,0.000,0.010,15.601
2676,0989_D_8.mtx,1132,1271,14966,0.000,0.006,5.317
2677,2093_wathen120.mtx,36441,36441,565761,0.000,0.022,51.855
2678,0132_n3c5-b2.mtx,120,45,360,0.000,0.004,0.192
2679,1802_minsurfo.mtx,40806,40806,203622,0.000,0.014,29.920
2680,0675_fpga_dcop_03.mtx,1220,1220,5892,0.000,0.006,1.975
2681,1913_circuit_4.mtx,80209,80209,307604,0.000,0.040,15.399
2682,0125_n2c6-b10.mtx,30,306,330,0.000,0.005,0.125
2683,1804_cz20468.mtx,20468,20468,206076,0.000,0.013,32.092
2684,1083_ch6-6-b4.mtx,4320,5400,21600,0.000,0.005,8.149
2685,0799_illc1850.mtx,1850,712,8758,0.000,0.005,3.408
2686,2195_shar_te2-b3.mtx,200200,200200,800800,0.000,0.144,11.140
2687,1252_dynamicSoaringProblem_5.mtx,3271,3271,36789,0.000,0.007,10.508
2688,0139_odepb400.mtx,400,400,399,0.000,0.003,0.315
2689,2620_Rucci1.mtx,1977885,109900,7791168,0.000,1.175,13.267
2690,1741_lowThrust_4.mtx,13562,13562,160947,0.000,0.011,28.542
2691,0049_n3c5-b1.mtx,45,10,90,0.000,0.002,0.072
2692,0700_qh1484.mtx,1484,1484,6110,0.000,0.005,2.295
2693,1065_t3dl_e.mtx,20360,20360,20360,0.000,0.003,12.545
2694,1045_g7jac010.mtx,2880,2880,19635,0.000,0.006,6.838
2695,0416_662_bus.mtx,662,662,2474,0.000,0.005,1.050
2696,2732_Transport.mtx,1602111,1602111,23500731,0.000,0.961,48.895
2697,0318_oscil_dcop_30.mtx,430,430,1544,0.000,0.005,0.685
2698,0163_lp_stocfor1.mtx,117,165,501,0.000,0.005,0.203
2699,2488_webbase-1M.mtx,1000005,1000005,3105536,0.000,0.250,24.818
2700,0709_cz628.mtx,628,628,6346,0.000,0.005,2.381
2701,2010_nemeth11.mtx,9506,9506,408264,0.000,0.008,100.286
2702,0865_adder_dcop_44.mtx,1813,1813,11245,0.000,0.007,3.175
2703,2320_relat8.mtx,345688,12347,1334038,0.000,0.351,7.609
2704,0779_relat6.mtx,2340,157,8108,0.000,0.007,2.417
2705,2812_mycielskian17.mtx,98303,98303,100245742,0.000,2.892,69.333
2706,0019_Tina_AskCog.mtx,11,11,36,0.000,0.003,0.026
2707,0453_lp_agg.mtx,488,615,2862,0.000,0.005,1.120
2708,2521_IMDB.mtx,428440,896308,3782463,0.000,2.127,3.557
2709,2028_t0331-4l.mtx,664,46915,430982,0.000,0.057,15.150
2710,1293_G24.mtx,2000,2000,39980,0.000,0.011,7.393
2711,1389_rel7.mtx,21924,1045,50636,0.000,0.010,9.650
2712,1052_G44.mtx,1000,1000,19980,0.000,0.006,7.039
2713,0301_oscil_dcop_15.mtx,430,430,1544,0.000,0.004,0.686
2714,1003_dynamicSoaringProblem_2.mtx,1591,1591,15588,0.000,0.006,5.068
2715,2361_coAuthorsCiteseer.mtx,227320,227320,1628268,0.000,0.274,11.876
2716,0177_nos4.mtx,100,100,594,0.000,0.004,0.282
2717,1881_cegb2802.mtx,2802,2802,277362,0.000,0.007,75.782
2718,1726_cari.mtx,400,1200,152800,0.000,0.008,37.855
2719,2646_x104.mtx,108384,108384,10167624,0.000,0.158,128.768
2720,2188_bundle1.mtx,10581,10581,770901,0.000,0.016,95.997
2721,0757_bfwa782.mtx,782,782,7514,0.000,0.006,2.689
2722,1345_TS.mtx,2142,2142,45262,0.000,0.006,16.200
2723,1353_msc01440.mtx,1440,1440,46270,0.000,0.007,13.702
2724,0583_tumorAntiAngiogenesis_5.mtx,460,460,4690,0.000,0.007,1.420
2725,1712_D6-6.mtx,120576,23740,146880,0.000,0.046,6.422
2726,0214_ch6-6-b1.mtx,450,36,900,0.000,0.004,0.480
2727,0641_circuit204.mtx,1020,1020,5883,0.000,0.006,1.973
2728,2298_wi2010.mtx,253096,253096,1209404,0.000,0.377,6.417
2729,2055_fxm4_6(0).mtx,18892,18892,497844,0.000,0.044,22.393
2730,0551_fs_541_3.mtx,541,541,4285,0.000,0.005,1.699
2731,2173_Si5H12.mtx,19896,19896,738598,0.000,0.044,33.948
2732,1094_Hamrle2.mtx,5952,5952,22162,0.000,0.005,9.493
2733,2226_HTC_336_4438.mtx,226340,226340,904522,0.000,0.068,26.433
2734,2823_vas_stokes_4M.mtx,4382246,4382246,131577616,0.000,7.865,33.461
2735,2390_invextr1_new.mtx,30412,30412,1793881,0.000,0.080,44.681
2736,0767_bcsstk06.mtx,420,420,7860,0.000,0.006,2.805
2737,2253_2D_54019_highK.mtx,54019,54019,996414,0.000,0.037,54.317
2738,0199_lp_share2b.mtx,96,162,777,0.000,0.005,0.308
2739,1452_dendrimer.mtx,730,730,63024,0.000,0.007,17.015
2740,2510_FEM_3D_thermal2.mtx,147900,147900,3489300,0.000,0.083,83.831
2741,1818_jan99jac100sc.mtx,34454,34454,215862,0.000,0.040,10.851
2742,2602_rgg_n_2_19_s0.mtx,524288,524288,6539532,0.000,1.503,8.701
2743,1233_msc00726.mtx,726,726,34518,0.000,0.006,11.119
2744,2064_hcircuit.mtx,105676,105676,513072,0.000,0.040,25.475
2745,1508_kineticBatchReactor_4.mtx,7105,7105,74869,0.000,0.008,17.939
2746,0247_lpi_mondou2.mtx,312,604,1208,0.000,0.005,0.494
2747,2041_pds-40.mtx,66844,217531,466800,0.000,0.186,5.009
2748,2003_net25.mtx,9520,9520,401200,0.000,0.036,22.157
2749,0120_mesh1em6.mtx,48,48,306,0.000,0.004,0.152
2750,2701_af_shell9.mtx,504855,504855,17588875,0.000,0.303,116.115
2751,1075_swang1.mtx,3169,3169,20841,0.000,0.006,7.494
2752,1709_juba40k.mtx,40337,40337,144945,0.000,0.016,18.004
2753,1973_email-Enron.mtx,36692,36692,367662,0.000,0.085,8.657
2754,2545_t3dh.mtx,79171,79171,4352105,0.000,0.206,42.226
2755,2114_sx-askubuntu.mtx,159316,159316,596933,0.000,0.290,4.117
2756,1747_Muu.mtx,7102,7102,170134,0.000,0.007,47.338
2757,0248_lpi_cplex2.mtx,224,378,1215,0.000,0.005,0.486
2758,1201_hep-th(0).mtx,8361,8361,31502,0.000,0.013,4.931
2759,0741_cavity04.mtx,317,317,7327,0.000,0.006,2.398
2760,2016_email-EuAll.mtx,265214,265214,420045,0.000,0.203,4.146
2761,1868_Dubcova1.mtx,16129,16129,253009,0.000,0.022,23.055
2762,0246_odepa400.mtx,400,400,1201,0.000,0.004,0.638
2763,1989_c-54.mtx,31793,31793,391693,0.000,0.024,31.978
2764,0368_can_229.mtx,229,229,1777,0.000,0.005,0.751
2765,1906_208bit.mtx,24430,24421,299756,0.000,0.097,6.156
2766,0299_oscil_dcop_28.mtx,430,430,1544,0.000,0.005,0.683
2767,0167_ash85.mtx,85,85,523,0.000,0.005,0.207
2768,1681_bibd_15_7.mtx,105,6435,135135,0.000,0.010,27.909
2769,0036_klein-b2.mtx,20,30,60,0.000,0.003,0.035
2770,2627_PR02R.mtx,161070,161070,8185136,0.000,0.159,102.882
2771,0756_jagmesh8.mtx,1141,1141,7465,0.000,0.005,2.935
2772,1327_N_reactome.mtx,10204,16559,43816,0.000,0.009,10.181
2773,0370_sphere3.mtx,258,258,1794,0.000,0.005,0.717
2774,1575_stufe-10.mtx,24010,24010,92828,0.000,0.011,16.885
2775,1618_shuttle_eddy(0).mtx,10429,10429,103599,0.000,0.007,29.787
2776,2351_lhr71c.mtx,70304,70304,1528092,0.000,0.042,73.346
2777,1807_internet.mtx,124651,124651,207214,0.000,0.054,7.672
2778,2489_TSOPF_FS_b39_c30.mtx,120216,120216,3121160,0.000,0.055,114.446
2779,0588_well1033.mtx,1033,320,4732,0.000,0.005,1.861
