index,mtx,m,n,nnz,cusparse,pixel_time,pixel_gflops
0,1009_lp_ship12l.mtx,1151,5533,16276,0.000,0.007,4.836
1,0637_bcspwr07.mtx,1612,1612,5824,0.000,0.005,2.345
2,1471_thermal.mtx,3456,3456,66528,0.000,0.005,27.446
3,2201_fe_ocean.mtx,143437,143437,819186,0.000,0.070,23.542
4,2480_Trec14.mtx,3159,15905,2872265,0.000,0.093,61.790
5,1657_bloweybl.mtx,30003,30003,120000,0.000,0.008,28.443
6,0494_str_600.mtx,363,363,3279,0.000,0.005,1.311
7,0153_sphere2.mtx,66,66,450,0.000,0.005,0.192
8,2027_GT01R.mtx,7980,7980,430909,0.000,0.010,87.264
9,0309_oscil_dcop_01.mtx,430,430,1544,0.000,0.004,0.695
10,2149_TSOPF_RS_b39_c19.mtx,38098,38098,684206,0.000,0.021,65.063
11,2687_venturiLevel3.mtx,4026819,4026819,16108474,0.000,1.590,20.268
12,1504_descriptor_xingo6u.mtx,20738,20738,73916,0.000,0.009,15.568
13,1396_aa6.mtx,646,7292,51728,0.000,0.008,13.141
14,2397_com-Amazon.mtx,334863,334863,1851744,0.000,1.041,3.557
15,1460_rajat07.mtx,14842,14842,63913,0.000,0.010,12.304
16,2193_ky2010.mtx,161672,161672,787778,0.000,0.249,6.330
17,0491_685_bus.mtx,685,685,3249,0.000,0.005,1.265
18,0944_grid2_dual.mtx,3136,3136,12224,0.000,0.005,4.632
19,2132_blockqp1.mtx,60012,60012,640033,0.000,0.020,63.672
20,0035_n3c4-b3.mtx,15,20,60,0.000,0.003,0.037
21,2749_nlpkkt80.mtx,1062400,1062400,28704672,0.000,0.936,61.305
22,0267_n3c6-b2.mtx,455,105,1365,0.000,0.004,0.632
23,0686_fpga_dcop_21.mtx,1220,1220,5892,0.000,0.006,1.976
24,2023_loc-Brightkite.mtx,58228,58228,428156,0.000,0.132,6.490
25,0297_oscil_dcop_13.mtx,430,430,1544,0.000,0.004,0.691
26,1443_viscoplastic1.mtx,4326,4326,61166,0.000,0.007,18.357
27,0908_adder_dcop_52.mtx,1813,1813,11246,0.000,0.007,3.121
28,0067_lpi_woodinfe.mtx,35,89,140,0.000,0.005,0.060
29,0287_oscil_dcop_24.mtx,430,430,1544,0.000,0.005,0.653
30,1562_tuma1.mtx,22967,22967,87760,0.000,0.010,18.362
31,0824_p2756.mtx,755,3511,9692,0.000,0.006,3.035
32,2297_Linux_call_graph.mtx,324085,324085,1208908,0.000,0.344,7.032
33,1768_brainpc2.mtx,27607,27607,179395,0.000,0.009,38.986
34,1655_conf6_0-4x4-20.mtx,3072,3072,119808,0.000,0.006,41.854
35,0594_tumorAntiAngiogenesis_6.mtx,465,465,4795,0.000,0.006,1.569
36,0365_tols90.mtx,90,90,1746,0.000,0.005,0.662
37,2203_rel8.mtx,345688,12347,821839,0.000,0.202,8.138
38,0879_adder_dcop_61.mtx,1813,1813,11246,0.000,0.007,3.308
39,2422_net100.mtx,29920,29920,2033200,0.000,0.112,36.406
40,1922_lp_osa_14.mtx,2337,54797,317097,0.000,0.025,25.049
41,2529_ASIC_680k.mtx,682862,682862,3871773,0.000,0.306,25.283
42,0715_minnesota.mtx,2642,2642,6606,0.000,0.005,2.637
43,2486_rgg_n_2_18_s0.mtx,262144,262144,3094566,0.000,0.572,10.821
44,0068_mycielskian5.mtx,23,23,142,0.000,0.003,0.081
45,1459_car4.mtx,16384,33052,63724,0.000,0.007,18.500
46,0666_fpga_dcop_39.mtx,1220,1220,5892,0.000,0.006,1.867
47,2507_amazon0601.mtx,403394,403394,3387388,0.000,0.983,6.891
48,2151_neos2.mtx,132568,134128,685087,0.000,0.061,22.508
49,1454_gen.mtx,769,2561,63086,0.000,0.007,17.169
50,1176_tomography.mtx,500,500,28726,0.000,0.007,8.613
51,0763_jagmesh5.mtx,1180,1180,7750,0.000,0.006,2.622
52,2470_GL7d23.mtx,105054,349443,2695430,0.000,1.481,3.639
53,1473_flowmeter0.mtx,9669,9669,67391,0.000,0.007,20.453
54,2089_cage11.mtx,39082,39082,559722,0.000,0.048,23.505
55,0106_bibd_9_3.mtx,36,84,252,0.000,0.005,0.093
56,1317_Trefethen_2000.mtx,2000,2000,41906,0.000,0.005,16.284
57,2424_bcsstk30.mtx,28924,28924,2043492,0.000,0.041,99.114
58,0698_bcspwr08.mtx,1624,1624,6050,0.000,0.005,2.561
59,2184_dc2.mtx,116835,116835,766396,0.000,0.065,23.709
60,2038_qc2534.mtx,2534,2534,463360,0.000,0.009,107.846
61,0198_can_96.mtx,96,96,768,0.000,0.004,0.381
62,1536_c-40.mtx,9941,9941,81501,0.000,0.008,19.428
63,2177_copter2.mtx,55476,55476,759952,0.000,0.080,19.053
64,1352_IG5-12.mtx,2296,2875,46260,0.000,0.007,13.268
65,1792_world.mtx,34506,67147,198883,0.000,0.016,24.285
66,1715_case9.mtx,14454,14454,147972,0.000,0.008,36.759
67,0900_adder_dcop_22.mtx,1813,1813,11246,0.000,0.007,3.284
68,1265_GL7d12.mtx,8899,1019,37519,0.000,0.012,6.392
69,0792_nnc1374.mtx,1374,1374,8606,0.000,0.006,2.992
70,1600_ex15.mtx,6867,6867,98671,0.000,0.007,28.164
71,0578_cdde2.mtx,961,961,4681,0.000,0.004,2.116
72,0238_rdb200l.mtx,200,200,1120,0.000,0.005,0.427
73,1185_deter5.mtx,5103,14529,29715,0.000,0.015,3.938
74,0609_cage.mtx,366,366,5124,0.000,0.006,1.642
75,0253_mk10-b1.mtx,630,45,1260,0.000,0.004,0.671
76,1544_jan99jac040sc.mtx,13694,13694,82842,0.000,0.015,11.218
77,1362_kneser_8_3_1.mtx,15737,15681,47042,0.000,0.021,4.443
78,1829_s2rmt3m1.mtx,5489,5489,219521,0.000,0.007,60.868
79,2099_ut2010.mtx,115406,115406,572066,0.000,0.232,4.923
80,0789_mhda416.mtx,416,416,8562,0.000,0.005,3.245
81,1805_mario001.mtx,38434,38434,206156,0.000,0.040,10.254
82,0104_IG5-6.mtx,30,77,251,0.000,0.005,0.093
83,0622_GL6_D_7.mtx,636,470,5378,0.000,0.005,1.986
84,2670_TSOPF_FS_b300_c3.mtx,84414,84414,13135930,0.000,0.161,163.290
85,1192_c-28.mtx,4598,4598,30590,0.000,0.007,9.033
86,2401_imagesensor.mtx,118758,118758,1893170,0.000,0.133,28.385
87,1601_sctap1-2b.mtx,15390,33858,99454,0.000,0.010,19.694
88,2060_soc-Epinions1.mtx,75888,75888,508837,0.000,0.149,6.825
89,2109_mri1.mtx,65536,147456,589824,0.000,0.062,19.168
90,0187_rel5.mtx,340,35,656,0.000,0.004,0.336
91,1047_bcsstm12.mtx,1473,1473,19659,0.000,0.006,6.741
92,1067_kineticBatchReactor_1.mtx,2052,2052,20600,0.000,0.008,5.083
93,0447_lnsp_511.mtx,511,511,2796,0.000,0.005,1.086
94,0781_poli.mtx,4008,4008,8188,0.000,0.006,2.575
95,0984_pde2961.mtx,2961,2961,14585,0.000,0.005,6.191
96,1288_nasa1824(0).mtx,1824,1824,39208,0.000,0.006,12.701
97,1019_spaceStation_10.mtx,1272,1272,17478,0.000,0.006,5.534
98,1061_rw5151.mtx,5151,5151,20199,0.000,0.006,7.070
99,2304_mycielskian13.mtx,6143,6143,1227742,0.000,0.043,57.070
100,1786_bfly.mtx,49152,49152,196608,0.000,0.032,12.196
101,2440_H2O.mtx,67024,67024,2216736,0.000,0.120,36.966
102,0082_lap_25.mtx,25,25,169,0.000,0.004,0.093
103,2750_nd24k.mtx,72000,72000,28715634,0.000,0.385,149.363
104,0478_ch8-8-b1.mtx,1568,64,3136,0.000,0.006,1.076
105,0772_G32.mtx,2000,2000,8000,0.000,0.004,3.824
106,0149_gre_115.mtx,115,115,421,0.000,0.005,0.178
107,1442_sit100.mtx,10262,10262,61046,0.000,0.007,16.732
108,1527_LFAT5000.mtx,19994,19994,79966,0.000,0.007,22.108
109,0485_G12.mtx,800,800,3200,0.000,0.004,1.702
110,1163_freeFlyingRobot_6.mtx,3358,3358,27030,0.000,0.006,8.665
111,0626_n3c6-b3.mtx,1365,455,5460,0.000,0.005,2.306
112,0327_oscil_dcop_33.mtx,430,430,1544,0.000,0.005,0.653
113,0536_nnc666.mtx,666,666,4044,0.000,0.005,1.528
114,0871_adder_dcop_67.mtx,1813,1813,11246,0.000,0.007,3.122
115,2600_Chevron4.mtx,711450,711450,6376412,0.000,0.242,52.774
116,2280_ks2010.mtx,238600,238600,1121798,0.000,0.341,6.576
117,1673_lp_fit2d.mtx,25,10524,129042,0.000,0.008,32.673
118,0566_bp_800.mtx,822,822,4534,0.000,0.007,1.391
119,0402_Chebyshev1.mtx,261,261,2319,0.000,0.007,0.711
120,1251_dynamicSoaringProblem_6.mtx,3431,3431,36741,0.000,0.007,11.212
121,2818_Flan_1565.mtx,1564794,1564794,117406044,0.000,2.319,101.239
122,1296_G27.mtx,2000,2000,39980,0.000,0.011,7.406
123,2264_Dubcova2.mtx,65025,65025,1030225,0.000,0.091,22.565
124,0117_pivtol.mtx,102,102,306,0.000,0.004,0.163
125,2668_delaunay_n21.mtx,2097152,2097152,12582816,0.000,1.188,21.183
126,2584_para-5.mtx,155924,155924,5416358,0.000,0.470,23.053
127,1087_bcspwr10.mtx,5300,5300,21842,0.000,0.010,4.168
128,0258_gams30am.mtx,354,531,1287,0.000,0.006,0.431
129,1136_freeFlyingRobot_5.mtx,2878,2878,24582,0.000,0.006,7.854
130,0535_bp_400.mtx,822,822,4028,0.000,0.006,1.263
131,0611_netz4504.mtx,1961,1961,5156,0.000,0.005,2.148
132,1730_vt2010.mtx,32580,32580,155598,0.000,0.054,5.774
133,0421_dwb512.mtx,512,512,2500,0.000,0.004,1.151
134,0029_bcsstm01.mtx,48,48,48,0.000,0.003,0.038
135,1417_model9.mtx,2879,10939,55956,0.000,0.008,14.448
136,2551_TSOPF_FS_b300.mtx,29214,29214,4400122,0.000,0.058,150.860
137,2066_ted_AB_unscaled.mtx,10605,10605,522387,0.000,0.010,105.352
138,0504_dwt_512.mtx,512,512,3502,0.000,0.005,1.329
139,1734_c-49.mtx,21132,21132,157042,0.000,0.016,19.260
140,2301_caidaRouterLevel.mtx,192244,192244,1218132,0.000,0.558,4.369
141,2172_brack2.mtx,62631,62631,733118,0.000,0.065,22.387
142,1357_Oregon-1.mtx,11492,11492,46818,0.000,0.017,5.371
143,0916_adder_dcop_35.mtx,1813,1813,11246,0.000,0.007,3.283
144,0707_n4c5-b9.mtx,630,1895,6300,0.000,0.005,2.512
145,1186_TF14.mtx,2644,3160,29862,0.000,0.007,9.093
146,2699_af_5_k101.mtx,503625,503625,17550675,0.000,0.306,114.594
147,0459_wm1.mtx,207,277,2909,0.000,0.006,0.922
148,0272_dwt_198.mtx,198,198,1392,0.000,0.005,0.573
149,0956_lp_ship08l.mtx,778,4363,12882,0.000,0.007,3.868
150,2517_power197k.mtx,197156,197156,3698357,0.000,0.360,20.529
151,2324_nemeth22.mtx,9506,9506,1358832,0.000,0.025,107.822
152,2044_wathen100.mtx,30401,30401,471601,0.000,0.019,49.755
153,0740_cavity02.mtx,317,317,7327,0.000,0.006,2.349
154,1932_EAT_RS.mtx,23219,23219,325592,0.000,0.146,4.447
155,2459_c8_mat11.mtx,4562,5761,2462970,0.000,0.059,83.956
156,0343_lpi_chemcom.mtx,288,744,1590,0.000,0.005,0.672
157,0055_bcsstm03.mtx,112,112,112,0.000,0.003,0.089
158,0848_cage8.mtx,1015,1015,11003,0.000,0.005,4.268
159,0111_ex5.mtx,27,27,279,0.000,0.004,0.145
160,1957_mark3jac120sc.mtx,54929,54929,342475,0.000,0.055,12.477
161,1749_mark3jac060sc.mtx,27449,27449,170695,0.000,0.024,14.232
162,0393_gas11.mtx,459,862,2166,0.000,0.005,0.944
163,2310_ok2010.mtx,269118,269118,1274148,0.000,0.480,5.309
164,2565_LargeRegFile.mtx,2111154,801374,4944201,0.000,0.489,20.220
165,2014_nv2010.mtx,84538,84538,416998,0.000,0.161,5.166
166,1220_cavity08.mtx,1182,1182,32747,0.000,0.007,10.027
167,1147_lnsp3937.mtx,3937,3937,25407,0.000,0.005,10.108
168,2136_Delor64K.mtx,64719,1785345,652140,0.000,0.089,14.649
169,1830_s3rmt3m1.mtx,5489,5489,219521,0.000,0.007,60.624
170,1128_spaceShuttleEntry_2.mtx,1428,1428,24073,0.000,0.007,7.075
171,1494_EX4(0).mtx,2600,2600,71760,0.000,0.011,13.388
172,2660_fcondp2.mtx,201822,201822,11294316,0.000,0.181,124.565
173,0427_M20PI_n1.mtx,1028,1028,2547,0.000,0.004,1.144
174,1962_cond-mat-2005.mtx,40421,40421,351386,0.000,0.106,6.633
175,0496_lp_standgub.mtx,361,1383,3339,0.000,0.006,1.146
176,1505_ncvxqp1.mtx,12111,12111,73963,0.000,0.011,13.238
177,2076_psmigr_3.mtx,3140,3140,543162,0.000,0.034,31.952
178,0146_bcsstm06.mtx,420,420,420,0.000,0.003,0.332
179,0524_nemscem.mtx,651,1712,3840,0.000,0.006,1.231
180,2453_pkustk07.mtx,16860,16860,2418804,0.000,0.076,63.347
181,1985_g7jac100sc.mtx,29610,29610,384636,0.000,0.058,13.301
182,0345_bcspwr04.mtx,274,274,1612,0.000,0.005,0.702
183,0853_adder_dcop_01.mtx,1813,1813,11156,0.000,0.007,3.300
184,2433_wave.mtx,156317,156317,2118662,0.000,0.149,28.388
185,2559_engine.mtx,143571,143571,4706073,0.000,0.243,38.723
186,0599_M40PI_n1.mtx,2028,2028,5007,0.000,0.004,2.395
187,0980_bibd_17_4b.mtx,136,2380,14280,0.000,0.008,3.555
188,0237_bcsstm09.mtx,1083,1083,1083,0.000,0.003,0.809
189,0886_adder_dcop_47.mtx,1813,1813,11246,0.000,0.007,3.122
190,1947_ckt11752_tr_0.mtx,49702,49702,333029,0.000,0.034,19.511
191,2539_Delor338K.mtx,343236,887058,4211599,0.000,0.224,37.550
192,2078_soc-sign-Slashdot090216.mtx,81871,81871,545671,0.000,0.228,4.789
193,1685_raefsky6.mtx,3402,3402,137845,0.000,0.007,38.623
194,2115_pfinan512.mtx,74752,74752,596992,0.000,0.047,25.557
195,0911_adder_dcop_31.mtx,1813,1813,11246,0.000,0.007,3.285
196,2256_G_n_pin_pout.mtx,100000,100000,1002396,0.000,0.366,5.471
197,1464_Oregon-2.mtx,11806,11806,65460,0.000,0.022,5.974
198,2105_nemeth16.mtx,9506,9506,587012,0.000,0.009,133.200
199,1883_s3rmq4m1.mtx,5489,5489,281111,0.000,0.008,71.712
200,2103_crystm03.mtx,24696,24696,583770,0.000,0.030,38.932
201,1337_beause.mtx,497,507,44551,0.000,0.008,11.209
202,1978_vsp_south31_slptsk.mtx,39668,39668,379828,0.000,0.073,10.452
203,1395_lock1074.mtx,1074,1074,51588,0.000,0.007,15.404
204,2543_pkustk10.mtx,80676,80676,4308984,0.000,0.097,89.142
205,2250_la2010.mtx,204447,204447,980634,0.000,0.334,5.870
206,0354_lpi_bgdbg1.mtx,348,629,1662,0.000,0.005,0.664
207,2746_ML_Laplace.mtx,377002,377002,27689972,0.000,0.471,117.644
208,1012_LeGresley_2508.mtx,2508,2508,16727,0.000,0.005,6.675
209,2000_ca-AstroPh.mtx,18772,18772,396160,0.000,0.186,4.269
210,0643_fpga_dcop_04.mtx,1220,1220,5884,0.000,0.006,1.971
211,2247_co2010.mtx,201062,201062,974574,0.000,0.373,5.231
212,2218_vsp_vibrobox_scagr7-2c_rlfddd.mtx,77328,77328,871172,0.000,0.199,8.738
213,0835_IG5-10.mtx,652,976,10273,0.000,0.005,3.892
214,2252_kneser_10_4_1.mtx,349651,330751,992252,0.000,0.492,4.036
215,0154_lpi_ex73a.mtx,193,211,457,0.000,0.004,0.208
216,1110_G39.mtx,2000,2000,23556,0.000,0.009,5.429
217,0121_impcol_b.mtx,59,59,312,0.000,0.005,0.134
218,2788_wb-edu.mtx,9845725,9845725,57156537,0.000,4.052,28.211
219,0716_cr42.mtx,905,1513,6614,0.000,0.005,2.696
220,1465_fe_4elt2.mtx,11143,11143,65636,0.000,0.009,14.873
221,1901_EX6(0).mtx,6545,6545,295680,0.000,0.020,29.724
222,0632_lp_grow15.mtx,300,645,5620,0.000,0.005,2.112
223,2129_nd2010.mtx,133769,133769,625946,0.000,0.188,6.654
224,2558_ship_001.mtx,34920,34920,4644230,0.000,0.085,109.653
225,0735_rdb1250.mtx,1250,1250,7300,0.000,0.004,3.249
226,0860_adder_dcop_09.mtx,1813,1813,11239,0.000,0.007,3.309
227,1587_cti.mtx,16840,16840,96464,0.000,0.011,18.056
228,1713_ccc.mtx,49152,49152,147456,0.000,0.008,38.226
229,1125_add32.mtx,4960,4960,23884,0.000,0.005,9.160
230,2094_g7jac140sc.mtx,41490,41490,565956,0.000,0.084,13.524
231,1683_abtaha2.mtx,37932,331,137228,0.000,0.017,16.070
232,0145_west0132.mtx,132,132,414,0.000,0.005,0.179
233,1306_freeFlyingRobot_10.mtx,5218,5218,40080,0.000,0.006,12.852
234,0610_dwt_607.mtx,607,607,5131,0.000,0.005,1.911
235,1784_skirt(0).mtx,12598,12598,196520,0.000,0.014,28.450
236,2803_audikw_1.mtx,943695,943695,77651847,0.000,2.217,70.050
237,1506_xingo3012.mtx,20944,20944,74386,0.000,0.010,15.484
238,2669_test1.mtx,392908,392908,12968200,0.000,3.044,8.520
239,0394_gre_512.mtx,512,512,2192,0.000,0.005,0.895
240,0452_ck400.mtx,400,400,2860,0.000,0.005,1.103
241,1615_psse0.mtx,26722,11028,102432,0.000,0.011,18.873
242,1475_powersim.mtx,15838,15838,67562,0.000,0.006,20.969
243,0285_oscil_dcop_38.mtx,430,430,1544,0.000,0.005,0.685
244,1800_g7jac060.mtx,17730,17730,203316,0.000,0.029,14.137
245,2241_crplat2.mtx,18010,18010,960946,0.000,0.020,94.605
246,1801_vsp_barth5_1Ksep_50in_5Kout.mtx,32212,32212,203610,0.000,0.119,3.428
247,0635_plat362.mtx,362,362,5786,0.000,0.005,2.292
248,1385_mbeacxc.mtx,496,496,49920,0.000,0.008,12.946
249,0437_fs_680_1.mtx,680,680,2646,0.000,0.005,1.142
250,2273_ts-palko.mtx,22002,47235,1076903,0.000,0.069,31.049
251,2015_onera_dual.mtx,85567,85567,419201,0.000,0.053,15.949
252,0880_adder_dcop_62.mtx,1813,1813,11246,0.000,0.007,3.281
253,0326_oscil_dcop_32.mtx,430,430,1544,0.000,0.004,0.686
254,2042_OPF_10000.mtx,43887,43887,467711,0.000,0.036,25.905
255,2230_ne2010.mtx,193352,193352,913854,0.000,0.277,6.590
256,0523_can_445.mtx,445,445,3809,0.000,0.005,1.531
257,1451_c-35.mtx,6537,6537,62891,0.000,0.008,15.760
258,1870_a5esindl.mtx,60008,60008,255004,0.000,0.023,22.161
259,1900_EX5(0).mtx,6545,6545,295680,0.000,0.019,31.051
260,2398_appu.mtx,14000,14000,1853104,0.000,0.415,8.923
261,2342_web-NotreDame.mtx,325729,325729,1497134,0.000,0.120,25.055
262,0379_west0479.mtx,479,479,1910,0.000,0.005,0.757
263,0806_laser.mtx,3002,3002,9000,0.000,0.005,3.888
264,1631_co9.mtx,10789,22924,109651,0.000,0.019,11.835
265,2582_para-8.mtx,155924,155924,5416358,0.000,0.470,23.070
266,2515_parabolic_fem.mtx,525825,525825,3674625,0.000,0.357,20.585
267,2307_amazon0302.mtx,262111,262111,1234877,0.000,0.422,5.852
268,0816_G16.mtx,800,800,9344,0.000,0.006,3.033
269,1539_gen2.mtx,1121,3264,81855,0.000,0.008,21.692
270,0759_model2.mtx,379,1321,7607,0.000,0.006,2.365
271,0168_lnsp_131.mtx,131,131,536,0.000,0.005,0.214
272,2276_dbic1.mtx,43200,226317,1081843,0.000,0.159,13.604
273,2214_ch7-8-b5.mtx,141120,141120,846720,0.000,0.088,19.335
274,2238_soc-Slashdot0902.mtx,82168,82168,948464,0.000,0.340,5.575
275,2344_boyd2.mtx,466316,466316,1500397,0.000,0.122,24.590
276,1567_jendrec1.mtx,2109,4228,89608,0.000,0.007,26.641
277,0440_tumorAntiAngiogenesis_2.mtx,305,305,2699,0.000,0.006,0.858
278,1578_ex26.mtx,2163,2163,94033,0.000,0.007,28.392
279,2155_ch7-8-b4.mtx,141120,58800,705600,0.000,0.064,22.095
280,1760_epb2.mtx,25228,25228,175027,0.000,0.011,32.512
281,0646_fpga_dcop_29.mtx,1220,1220,5892,0.000,0.006,1.957
282,0537_1138_bus.mtx,1138,1138,4054,0.000,0.005,1.652
283,2037_tandem_dual.mtx,94069,94069,460493,0.000,0.055,16.845
284,0862_adder_dcop_11.mtx,1813,1813,11243,0.000,0.007,3.280
285,0275_dwt_245.mtx,245,245,1461,0.000,0.005,0.596
286,1285_jan99jac020.mtx,6774,6774,38692,0.000,0.008,9.403
287,0481_str_400.mtx,363,363,3157,0.000,0.005,1.156
288,1993_nemeth03.mtx,9506,9506,394808,0.000,0.008,97.016
289,1550_bcsstk13.mtx,2003,2003,83883,0.000,0.010,17.285
290,1400_aa4.mtx,426,7195,52121,0.000,0.008,13.352
291,2017_cit-HepPh.mtx,34546,34546,421578,0.000,0.212,3.972
292,0192_bcsstk22.mtx,138,138,696,0.000,0.005,0.301
293,0997_c-18.mtx,2169,2169,15145,0.000,0.007,4.505
294,0298_oscil_dcop_22.mtx,430,430,1544,0.000,0.005,0.685
295,1790_lowThrust_5.mtx,16262,16262,198369,0.000,0.012,32.300
296,2405_conf6_0-8x8-80.mtx,49152,49152,1916928,0.000,0.046,84.087
297,2651_crankseg_1.mtx,52804,52804,10614210,0.000,0.225,94.537
298,1017_rbsb480.mtx,480,480,17088,0.000,0.007,5.086
299,1839_mark3jac080sc.mtx,36609,36609,227955,0.000,0.039,11.821
300,1355_Franz4.mtx,6784,5252,46528,0.000,0.006,15.195
301,0829_can_838.mtx,838,838,10010,0.000,0.005,3.967
302,0696_dwt_503.mtx,503,503,6027,0.000,0.005,2.265
303,2249_or2010.mtx,196621,196621,979512,0.000,0.387,5.066
304,1944_usroads.mtx,129164,129164,330870,0.000,0.103,6.399
305,0528_tumorAntiAngiogenesis_3.mtx,410,410,3952,0.000,0.006,1.313
306,0633_rdb968.mtx,968,968,5632,0.000,0.005,2.293
307,0382_mk11-b1.mtx,990,55,1980,0.000,0.004,0.938
308,0289_oscil_dcop_21.mtx,430,430,1544,0.000,0.005,0.652
309,0268_n2c6-b2.mtx,455,105,1365,0.000,0.005,0.598
310,1865_rajat26.mtx,51032,51032,249302,0.000,0.023,21.766
311,1236_cell1.mtx,7055,7055,34855,0.000,0.005,13.301
312,0093_divorce.mtx,50,9,225,0.000,0.003,0.152
313,2836_Queen_4147.mtx,4147110,4147110,329499284,0.000,6.819,96.642
314,1907_dixmaanl.mtx,60000,60000,299998,0.000,0.015,39.331
315,0205_grid1_dual.mtx,224,224,840,0.000,0.005,0.350
316,1234_c-26.mtx,4307,4307,34537,0.000,0.007,10.149
317,1606_piston.mtx,2025,2025,100015,0.000,0.007,30.275
318,2578_cont11_l.mtx,1468599,1961394,5382999,0.000,0.407,26.422
319,0424_lp_etamacro.mtx,400,816,2537,0.000,0.005,0.923
320,0747_scrs8-2b.mtx,1820,3499,7367,0.000,0.005,3.178
321,0921_adder_dcop_49.mtx,1813,1813,11246,0.000,0.007,3.122
322,0934_G52.mtx,1000,1000,11832,0.000,0.007,3.624
323,0413_dwt_310.mtx,310,310,2448,0.000,0.005,0.979
324,1904_finance256.mtx,37376,37376,298496,0.000,0.020,29.342
325,1827_bcsstk28.mtx,4410,4410,219024,0.000,0.009,50.995
326,0133_west0156.mtx,156,156,371,0.000,0.004,0.172
327,1376_rajat13.mtx,7598,7598,48922,0.000,0.008,12.591
328,2113_GL7d24.mtx,21074,105054,593892,0.000,0.301,3.949
329,0534_lp_stair.mtx,356,614,4003,0.000,0.006,1.291
330,0439_mcca.mtx,180,180,2659,0.000,0.006,0.934
331,1071_mk11-b2.mtx,6930,990,20790,0.000,0.007,6.294
332,1740_lock3491.mtx,3491,3491,160444,0.000,0.010,33.604
333,0701_delaunay_n10.mtx,1024,1024,6112,0.000,0.005,2.309
334,0678_fpga_dcop_13.mtx,1220,1220,5892,0.000,0.006,1.867
335,1041_wang1.mtx,2903,2903,19093,0.000,0.005,8.092
336,2092_Goodwin_040.mtx,17922,17922,561677,0.000,0.018,61.958
337,1312_mk12-b2.mtx,13860,1485,41580,0.000,0.007,12.138
338,0855_TF13.mtx,1121,1302,11185,0.000,0.005,4.345
339,2161_cyl6.mtx,13681,13681,714241,0.000,0.019,76.891
340,0596_bp_1600.mtx,822,822,4841,0.000,0.007,1.484
341,1324_freeFlyingRobot_15.mtx,6038,6038,43378,0.000,0.006,13.745
342,0568_IG5-9.mtx,342,540,4570,0.000,0.006,1.646
343,0935_G54.mtx,1000,1000,11832,0.000,0.007,3.579
344,1645_ex31.mtx,3909,3909,115357,0.000,0.007,33.235
345,1940_inlet.mtx,11730,11730,328323,0.000,0.011,57.409
346,2621_shipsec1.mtx,140874,140874,7813404,0.000,0.157,99.333
347,2430_mc2depi.mtx,525825,525825,2100225,0.000,0.127,33.198
348,1157_as-735.mtx,7716,7716,26467,0.000,0.011,4.648
349,2154_md2010.mtx,145247,145247,700378,0.000,0.267,5.241
350,2731_Freescale2.mtx,2999349,2999349,23042677,0.000,3.954,11.656
351,1373_ex24.mtx,2283,2283,48737,0.000,0.006,15.880
352,0797_EX1(0).mtx,560,560,8736,0.000,0.005,3.368
353,0730_bcsstm07.mtx,420,420,7252,0.000,0.006,2.468
354,0098_d_dyn.mtx,87,87,238,0.000,0.005,0.098
355,0422_dwt_307.mtx,307,307,2523,0.000,0.005,1.038
356,2607_TSOPF_RS_b2052_c1.mtx,25626,25626,6761100,0.000,0.080,169.087
357,0538_celegans_metabolic.mtx,453,453,4065,0.000,0.005,1.493
358,1559_t2d_q9.mtx,9801,9801,87025,0.000,0.006,30.838
359,1039_polblogs.mtx,1490,1490,19025,0.000,0.006,6.261
360,2197_pkustk02.mtx,10800,10800,810000,0.000,0.020,81.101
361,2227_nw14.mtx,73,123409,904910,0.000,0.045,40.167
362,2500_wiki-talk-temporal.mtx,1140149,1140149,3309592,0.000,1.240,5.338
363,2090_k1_san.mtx,67759,67759,559774,0.000,0.044,25.434
364,1301_G22.mtx,2000,2000,39980,0.000,0.011,7.383
365,1106_lp_80bau3b.mtx,2262,12061,23264,0.000,0.007,6.273
366,1328_flower_5_4.mtx,5226,14721,43942,0.000,0.010,8.713
367,0140_bcsstk01.mtx,48,48,400,0.000,0.004,0.190
368,0983_adder_trans_02.mtx,1814,1814,14579,0.000,0.007,4.020
369,1074_swang2.mtx,3169,3169,20841,0.000,0.006,7.065
370,2540_pkustk04.mtx,55590,55590,4218660,0.000,0.107,78.719
371,2204_nj2010.mtx,169588,169588,829912,0.000,0.270,6.139
372,0233_fs_183_6.mtx,183,183,1069,0.000,0.006,0.361
373,1304_n2c6-b6.mtx,5715,4945,40005,0.000,0.006,14.121
374,0180_Sandi_sandi.mtx,314,360,613,0.000,0.006,0.219
375,0694_bfwb782.mtx,782,782,5982,0.000,0.006,2.142
376,1321_Alemdar.mtx,6245,6245,42581,0.000,0.013,6.310
377,1716_TSOPF_FS_b9_c6.mtx,14454,14454,147972,0.000,0.008,36.846
378,1171_bayer07.mtx,3268,3268,27836,0.000,0.006,8.712
379,2735_germany_osm.mtx,11548845,11548845,24738362,0.000,3.633,13.620
380,0604_rel6.mtx,2340,157,5101,0.000,0.007,1.510
381,1450_mk12-b5.mtx,10395,62370,62370,0.000,0.015,8.550
382,1899_sinc12.mtx,7500,7500,294986,0.000,0.016,37.098
383,2164_c-64.mtx,51035,51035,717841,0.000,0.034,42.677
384,2417_mixtank_new.mtx,29957,29957,1995041,0.000,0.116,34.431
