mtx,gflops
mc2depi,8.727
pkustk07,20.344
msc10848,14.976
rma10,20.613
ramage02,19.24
opt1,24.98
TSC_OPF_1047,-1.0
trdheim,30.159
heart3,15.76
nemeth19,8.268
raefsky3,13.786
TSOPF_RS_b678_c2,9.295
geomean,15.428999999999997
