mtx,gflops
2430_mc2depi.mtx,258.648
2453_pkustk07.mtx,284.164
2305_msc10848.mtx,315.005
2449_rma10.mtx,367.265
2479_ramage02.mtx,426.540
2412_opt1.mtx,407.655
2420_TSC_OPF_1047.mtx,716.229
2413_trdheim.mtx,495.728
2148_heart3.mtx,426.748
2200_nemeth19.mtx,511.439
2340_raefsky3.mtx,581.550
2634_TSOPF_RS_b678_c2.mtx,1062.933
