mtx,m,n,nnz,N,time,gflops
1579_stormg2-27.mtx,14464,37485,94274,8,0.020239,74.528790
0050_GD95_b.mtx,128,73,96,8,0.014961,0.102665
0107_wheel_6_1.mtx,128,85,254,8,0.013666,0.297382
1108_G36.mtx,2048,2000,23532,8,0.038521,9.774252
1429_ex10hs.mtx,2560,2548,57308,8,0.019038,48.164297
2295_az2010.mtx,241792,241666,1196094,8,0.082559,231.804666
2150_rgg_n_2_16_s0.mtx,65536,65536,684254,8,0.050038,218.793667
2781_hugetrace-00020.mtx,16002432,16002413,47997626,8,7.347708,104.517214
0162_bcsstm20.mtx,512,485,485,8,0.012983,0.597684
1769_nemsemm2.mtx,7040,48878,182012,8,0.035185,82.768242
0441_lshp_406.mtx,512,406,2716,8,0.014012,3.101235
0411_lp_israel.mtx,256,316,2443,8,0.016531,2.364540
2684_higgs-twitter.mtx,456704,456626,14855842,8,0.878802,270.474436
2709_human_gene2.mtx,14464,14340,18068388,8,1.148434,251.728949
0621_dynamicSoaringProblem_1.mtx,768,647,5367,8,0.027399,3.134179
0084_pores_1.mtx,128,30,180,8,0.013867,0.207692
1772_ca-CondMat.mtx,23168,23133,186936,8,0.042576,70.249807
2630_Ge99H100.mtx,113024,112985,8451395,8,0.481652,280.746761
0542_nos2.mtx,1024,957,4137,8,0.013915,4.757042
2045_nemeth13.mtx,9600,9506,474472,8,0.046946,161.708781
1812_mk12-b3.mtx,52096,13860,207900,8,0.024298,136.901689
1689_cavity21.mtx,4608,4562,138187,8,0.016329,135.399663
0443_lp_finnis.mtx,512,1064,2760,8,0.016103,2.742285
1545_jan99jac040.mtx,13696,13694,82842,8,0.022620,58.596684
0076_bcsstm05.mtx,256,153,153,8,0.013008,0.188188
2131_mt2010.mtx,132352,132288,638668,8,0.052593,194.297285
1970_bibd_16_8.mtx,128,12870,360360,8,0.034564,166.813253
0290_oscil_dcop_25.mtx,512,430,1544,8,0.014002,1.764358
0605_spaceStation_3.mtx,512,467,5103,8,0.017955,4.547293
2549_TSOPF_RS_b678_c1.mtx,18816,18696,4396289,8,0.305973,229.891272
0737_reorientation_1.mtx,768,677,7326,8,0.016065,7.296449
0169_lns_131.mtx,256,131,536,8,0.013887,0.617573
0832_lp_maros.mtx,896,1966,10137,8,0.018697,8.674779
1825_ABACUS_shell_ld.mtx,23424,23412,218484,8,0.026236,133.241938
1230_G60.mtx,7040,7000,34296,8,0.015997,34.302655
2638_CurlCurl_2.mtx,806656,806529,8921789,8,0.487222,292.984853
1367_circuit_3.mtx,12160,12127,48137,8,0.029977,25.692607
1275_G6.mtx,896,800,38352,8,0.010953,56.024635
2387_bbmat.mtx,38784,38744,1771722,8,0.109282,259.399207
2202_TSC_OPF_300.mtx,9856,9774,820804,8,0.074694,175.821940
0160_bcspwr03.mtx,128,118,476,8,0.013957,0.545686
2125_TSOPF_FS_b162_c1.mtx,10880,10798,608540,8,0.070952,137.228856
2743_F1.mtx,343808,343791,26837113,8,1.597689,268.759401
1912_Na5.mtx,5888,5832,305630,8,0.040984,119.317739
2128_c-69.mtx,67584,67458,623970,8,0.056646,176.243494
1468_aa5.mtx,896,8308,65953,8,0.032101,32.872459
2807_Long_Coup_dt0.mtx,1470208,1470152,87088992,8,5.735263,242.957257
0331_oscil_dcop_48.mtx,512,430,1544,8,0.013891,1.778392
0618_bcspwr06.mtx,1536,1454,5300,8,0.013997,6.058417
1743_c-48.mtx,18432,18354,166080,8,0.049977,53.169965
0497_qh882.mtx,896,882,3354,8,0.013867,3.869798
1278_G9.mtx,896,800,38352,8,0.011656,52.645450
0977_Erdos972.mtx,5504,5488,14170,8,0.018104,12.523465
0138_tub100.mtx,128,100,396,8,0.013017,0.486742
1469_lpi_bgindy.mtx,2688,10880,66266,8,0.047854,22.155947
1708_lp_maros_r7.mtx,3200,9408,144848,8,0.024770,93.562114
1091_bcsstk10.mtx,1152,1086,22070,8,0.015932,22.164465
2773_dgreen.mtx,1200640,1200611,38259877,8,2.689769,227.587578
0193_will199.mtx,256,199,701,8,0.013273,0.845045
1022_reorientation_2.mtx,1664,1544,17910,8,0.041224,6.951231
1054_G46.mtx,1024,1000,19980,8,0.016103,19.852586
0854_deter0.mtx,2048,5468,11173,8,0.016042,11.143914
1302_p2p-Gnutella04.mtx,10880,10879,39994,8,0.022141,28.900823
2597_marine1.mtx,400384,400320,6226538,8,0.335481,296.960685
0887_adder_dcop_29.mtx,1920,1813,11246,8,0.029206,6.160983
1175_stormg2-8.mtx,4480,11322,28553,8,0.017851,25.592877
1823_ABACUS_shell_md.mtx,23424,23412,218484,8,0.026345,132.688608
0124_dwt_66.mtx,128,66,320,8,0.014018,0.365255
0119_mesh1em1.mtx,128,48,306,8,0.013821,0.354254
2217_c-71.mtx,76672,76638,859554,8,0.059017,233.030884
0325_oscil_dcop_08.mtx,512,430,1544,8,0.014018,1.762304
1974_c-53.mtx,30336,30235,372213,8,0.058665,101.514869
1750_f855_mat9_I.mtx,2560,2511,171214,8,0.047389,57.807570
2415_coAuthorsDBLP.mtx,299136,299067,1955352,8,0.115781,270.214413
2353_sparsine.mtx,50048,50000,1548988,8,0.097040,255.396762
1038_spaceStation_11.mtx,1408,1364,18954,8,0.027337,11.093721
1819_jan99jac100.mtx,34560,34454,215862,8,0.029291,117.913949
0833_M80PI_n.mtx,4224,4182,10261,8,0.014023,11.707536
2704_af_shell1.mtx,504960,504855,17588875,8,0.980165,287.116996
1080_bcsstk34.mtx,640,588,21418,8,0.027963,12.254908
1629_lp_pds_10.mtx,16640,49932,107605,8,0.025400,67.782250
2588_Goodwin_127.mtx,178560,178437,5778545,8,0.311176,297.120681
2605_shipsec8.mtx,114944,114919,6653399,8,0.385217,276.349298
2436_gupta1.mtx,31872,31802,2164210,8,0.144076,240.340397
0739_cavity03.mtx,384,317,7327,8,0.010749,10.906715
0446_problem1.mtx,512,415,2779,8,0.014097,3.154220
0436_fs_680_3.mtx,768,680,2646,8,0.014013,3.021224
2794_Hook_1498.mtx,1498112,1498023,60917445,8,3.937386,247.544741
1073_lshp3025.mtx,3072,3025,20833,8,0.014962,22.279044
2566_ecology2.mtx,1000064,999999,4995991,8,0.348109,229.629092
1535_relat7.mtx,22016,1045,81355,8,0.018086,71.970227
2296_Maragal_7.mtx,46848,26564,1200537,8,0.106557,180.265630
0039_bcsstm02.mtx,128,66,66,8,0.012939,0.081614
1799_g7jac060sc.mtx,17792,17730,203316,8,0.023237,139.996638
2741_CurlCurl_4.mtx,2380544,2380515,26515867,8,1.862675,227.765939
0072_lp_sc50b.mtx,128,78,148,8,0.013895,0.170425
2589_pre2.mtx,659072,659033,5959282,8,0.347006,274.774479
2420_TSC_OPF_1047.mtx,8192,8140,2016902,8,0.161910,199.310316
0949_ch7-6-b2.mtx,4224,630,12600,8,0.014128,14.269794
2805_channel-500x100x100-b050.mtx,4802048,4802000,85362744,8,6.458298,211.480467
1404_kineticBatchReactor_3.mtx,5120,5082,53219,8,0.035567,23.940946
1259_lhr02.mtx,3072,2954,37206,8,0.010576,56.286592
1195_freeFlyingRobot_7.mtx,3968,3918,31046,8,0.080605,6.162579
2435_144.mtx,144768,144649,2148786,8,0.128702,267.132627
0375_p0548.mtx,256,724,1887,8,0.024367,1.239065
0020_ch3-3-b1.mtx,128,9,36,8,0.013101,0.043967
1566_garon1.mtx,3200,3175,88927,8,0.022258,63.924476
1271_dynamicSoaringProblem_8.mtx,3584,3543,38136,8,0.031427,19.415360
2070_c-67b.mtx,57984,57975,531935,8,0.071736,118.643540
1986_g7jac100.mtx,29696,29610,384636,8,0.033004,186.470111
2745_adaptive.mtx,6815744,6815744,27248640,8,3.252084,134.061180
0513_bfwa398.mtx,512,398,3678,8,0.014881,3.954558
1174_fd12.mtx,7552,7500,28462,8,0.014967,30.426063
2570_tmt_sym.mtx,726784,726713,5080961,8,0.321848,252.589346
1123_cis-n4c6-b3.mtx,6016,1330,23880,8,0.014875,25.686589
0910_adder_dcop_12.mtx,1920,1813,11246,8,0.029272,6.147001
2316_Maragal_8.mtx,33280,75077,1308415,8,0.113789,183.978346
0260_impcol_e.mtx,256,225,1308,8,0.014092,1.485051
2484_roadNet-PA.mtx,1090944,1090920,3083796,8,0.302827,162.933478
2839_nlpkkt200.mtx,16240000,16240000,448225632,8,37.736730,190.043234
1215_rajat03.mtx,7680,7602,32653,8,0.017954,29.099798
2810_nlpkkt120.mtx,3542400,3542400,96845792,8,7.134400,217.191717
1496_bibd_14_7.mtx,128,3432,72072,8,0.027395,42.093754
0319_oscil_dcop_27.mtx,512,430,1544,8,0.013955,1.770309
2828_nlpkkt160.mtx,8345600,8345600,229518112,8,18.546356,198.005998
0158_lpi_ex72a.mtx,256,215,467,8,0.013902,0.537485
1642_g7jac040.mtx,11904,11790,114671,8,0.017601,104.240866
0378_lp_capri.mtx,384,482,1896,8,0.016111,1.882917
1222_poli_large.mtx,15616,15575,33074,8,0.055898,9.466922
1290_spaceShuttleEntry_4.mtx,2560,2450,39669,8,0.024669,25.728717
0529_young3c.mtx,896,841,3988,8,0.013991,4.560696
0505_west0989.mtx,1024,989,3537,8,0.013855,4.084569
0234_fs_183_1.mtx,256,183,1069,8,0.018037,0.948257
0897_adder_dcop_26.mtx,1920,1813,11246,8,0.029995,5.998794
0053_lp_afiro.mtx,128,51,102,8,0.013866,0.117698
0613_tols2000.mtx,2048,2000,5184,8,0.022146,3.745243
2348_nemeth25.mtx,9600,9506,1511758,8,0.138389,174.784179
0785_lp_ship12s.mtx,1152,2869,8284,8,0.017134,7.735550
0083_relat4.mtx,128,12,172,8,0.013362,0.205962
2649_atmosmodm.mtx,1489792,1489752,10319760,8,0.650017,254.018046
2609_nd6k.mtx,18048,18000,6897316,8,0.420179,262.642733
0165_lesmis.mtx,128,77,508,8,0.015979,0.508658
0571_nos7.mtx,768,729,4617,8,0.013995,5.278466
0337_oscil_dcop_40.mtx,512,430,1544,8,0.013985,1.766457
0137_olm100.mtx,128,100,396,8,0.013762,0.460398
2490_net150.mtx,43520,43520,3121200,8,0.177758,280.939181
2251_cont-300.mtx,180992,180895,988195,8,0.065378,241.842846
2358_ch7-9-b4.mtx,317568,105840,1587600,8,0.100005,254.002667
2034_rajat15.mtx,37376,37261,443573,8,0.051542,137.696322
2118_neos1.mtx,131584,133473,599590,8,0.051744,185.402208
2267_IG5-17.mtx,30208,27944,1035008,8,0.065097,254.390602
2508_Chevron3.mtx,381440,381381,3413113,8,0.192209,284.116726
1383_cryg10000.mtx,10112,10000,49699,8,0.016009,49.672177
2568_wiki-Talk.mtx,2394496,2394385,5021410,8,0.933936,86.025772
1178_c-22.mtx,3840,3792,28872,8,0.030278,15.256946
1641_mark3jac040sc.mtx,18304,18289,113435,8,0.022189,81.795514
1276_G10.mtx,896,800,38352,8,0.011220,54.692313
1490_nopoly.mtx,10880,10774,70842,8,0.017976,63.055862
0547_TF12.mtx,512,552,4231,8,0.015026,4.505205
0073_GD99_c.mtx,128,105,149,8,0.013881,0.171748
1531_lock2232.mtx,2304,2232,80352,8,0.033111,38.828121
1927_crystm02.mtx,14080,13965,322905,8,0.032433,159.295951
1457_bcsstk14.mtx,1920,1806,63454,8,0.030131,33.694560
0210_gre_216b.mtx,256,216,876,8,0.013817,1.014417
0449_nemsafm.mtx,384,2348,2826,8,0.014177,3.189314
0303_oscil_dcop_47.mtx,512,430,1544,8,0.014094,1.752844
1027_ODLIS.mtx,2944,2909,18246,8,0.017018,17.154300
1031_bcsstk09.mtx,1152,1083,18437,8,0.014985,19.685914
1479_lp22.mtx,3072,16392,68518,8,0.021189,51.739266
0252_ch7-6-b1.mtx,640,42,1260,8,0.013257,1.520696
0516_saylr3.mtx,1024,1000,3750,8,0.013894,4.318555
2596_rajat30.mtx,644096,643994,6175377,8,0.378849,260.805605
0761_mahindas.mtx,1280,1258,7682,8,0.018099,6.790922
0560_bcsstk02.mtx,128,66,4356,8,0.011671,5.971950
2656_mycielskian15.mtx,24576,24575,11111110,8,0.632874,280.905363
1132_spaceStation_14.mtx,1664,1640,24324,8,0.032423,12.003304
1502_aa01.mtx,896,8904,72965,8,0.030674,38.059734
1945_n4c6-b12.mtx,25728,69235,332865,8,0.031427,169.468872
0460_bfwb398.mtx,512,398,2910,8,0.014179,3.283839
1182_ACTIVSg2000.mtx,4096,4000,29336,8,0.016949,27.692871
2617_specular.mtx,478080,1600,7647616,8,0.405475,301.774172
1140_G55.mtx,5120,5000,24996,8,0.014903,26.836731
2325_heart1.mtx,3584,3557,1387773,8,0.121436,182.848027
1063_aircraft.mtx,3840,7517,20267,8,0.014468,22.413000
0927_Franz3.mtx,1280,2800,11520,8,0.013944,13.218225
1785_delaunay_n15.mtx,32768,32768,196548,8,0.024248,129.691680
0720_bcsstk19.mtx,896,817,6853,8,0.014225,7.708211
1335_n3c6-b8.mtx,4992,6435,44415,8,0.016023,44.350603
2255_smallworld.mtx,100096,100000,999996,8,0.067986,235.342132
0028_Tina_DisCog.mtx,128,11,48,8,0.013786,0.055707
1630_vsp_p0291_seymourl_iiasa.mtx,10624,10498,107736,8,0.029501,58.431119
1859_cond-mat-2003.mtx,31232,31163,240058,8,0.035192,109.142872
0251_bibd_9_5.mtx,128,126,1260,8,0.008938,2.255486
1120_ex29.mtx,2944,2870,23754,8,0.015026,25.293353
2427_sme3Db.mtx,29184,29067,2081063,8,0.127851,260.436803
1854_ca-HepPh.mtx,12032,12008,237010,8,0.044928,84.405932
2305_msc10848.mtx,10880,10848,1229778,8,0.090541,217.319955
0407_ch5-5-b3.mtx,640,600,2400,8,0.013463,2.852301
2672_CurlCurl_3.mtx,1219584,1219574,13544618,8,0.758914,285.558051
2329_ga2010.mtx,291200,291086,1418056,8,0.092733,244.668069
1678_Wordnet3.mtx,82688,82670,132964,8,0.026011,81.788466
0690_orsirr_2.mtx,896,886,5970,8,0.014091,6.778591
0401_mhdb416.mtx,512,416,2312,8,0.013982,2.645672
0087_GD98_b.mtx,128,121,207,8,0.013943,0.237547
0775_lp_sierra.mtx,1280,2735,8001,8,0.015012,8.527487
2501_stat96v3.mtx,33920,1113780,3317736,8,0.188179,282.092534
1898_raefsky1.mtx,3328,3242,294276,8,0.034233,137.541457
0978_n4c5-b4.mtx,2944,1350,14260,8,0.013989,16.309967
0831_dw2048.mtx,2048,2048,10114,8,0.014078,11.495011
0313_oscil_dcop_18.mtx,512,430,1544,8,0.014037,1.759893
1109_G40.mtx,2048,2000,23532,8,0.038609,9.752038
2158_thermomech_TC.mtx,102272,102158,711558,8,0.052880,215.299122
0099_d_dyn1.mtx,128,87,238,8,0.013589,0.280220
2168_G2_circuit.mtx,150144,150102,726674,8,0.052000,223.592550
1507_c-37.mtx,8320,8204,74676,8,0.020188,59.185124
2587_largebasis.mtx,440064,440020,5560100,8,0.297968,298.561240
0598_SmaGri.mtx,1152,1059,4919,8,0.025981,3.029269
2441_exdata_1.mtx,6016,6001,2269501,8,0.147292,246.531609
1737_bayer04.mtx,20608,20545,159082,8,0.024253,104.949202
1287_nasa1824.mtx,1920,1824,39208,8,0.016984,36.935575
0950_Trefethen_700.mtx,768,700,12654,8,0.015197,13.322412
0364_dwt_209.mtx,256,209,1743,8,0.014000,1.991936
1232_shar_te2-b1.mtx,17280,286,34320,8,0.016054,34.203912
0419_lp_bandm.mtx,384,472,2494,8,0.018076,2.207537
2071_Maragal_6.mtx,21376,10152,537694,8,0.068694,125.238623
1991_delaunay_n16.mtx,65536,65536,393150,8,0.034522,182.212467
0631_lp_bnl1.mtx,768,1586,5532,8,0.019068,4.641874
2051_rajat18.mtx,94336,94294,485143,8,0.064586,120.184560
2248_pkustk01.mtx,22144,22044,979380,8,0.064344,243.535027
1245_Trec11.mtx,256,1138,35705,8,0.040208,14.208050
2519_s3dkt3m2.mtx,90496,90449,3753461,8,0.207181,289.869409
1187_n3c6-b5.mtx,5120,3003,30030,8,0.015066,31.892252
0118_mesh1e1.mtx,128,48,306,8,0.013979,0.350230
2137_Trec13.mtx,1408,6561,654517,8,0.078353,133.654494
0294_oscil_dcop_11.mtx,512,430,1544,8,0.013901,1.777135
2606_boneS01.mtx,127232,127224,6715152,8,0.369858,290.496549
1055_G45.mtx,1024,1000,19980,8,0.016018,19.957727
0976_orsreg_1.mtx,2304,2205,14133,8,0.014180,15.946716
1549_utm5940.mtx,6016,5940,83842,8,0.019127,70.135667
1918_mk12-b4.mtx,62464,51975,311850,8,0.031411,158.846988
0450_Erdos991.mtx,512,492,2834,8,0.017046,2.660104
1661_cvxqp3.mtx,17536,17500,122462,8,0.020303,96.508234
1446_testbig.mtx,17664,31223,61639,8,0.017271,57.102122
2139_g7jac160sc.mtx,47488,47430,656616,8,0.048600,216.171440
1659_foldoc.mtx,13440,13356,120238,8,0.024575,78.283414
0217_lop163.mtx,256,163,935,8,0.013589,1.100857
1670_jan99jac060sc.mtx,20736,20614,127182,8,0.022824,89.157177
1143_TSOPF_FS_b9_c1.mtx,2560,2454,25032,8,0.025958,15.429032
1313_cage9.mtx,3584,3534,41594,8,0.016850,39.494924
2138_g7jac160.mtx,47488,47430,656616,8,0.048746,215.523198
0752_lung1.mtx,1664,1650,7419,8,0.014018,8.467747
0468_bibd_12_4.mtx,128,495,2970,8,0.009842,4.828091
0518_mk9-b2.mtx,1280,378,3780,8,0.013915,4.346366
0195_n3c6-b11.mtx,128,675,720,8,0.013984,0.823782
1834_lowThrust_11.mtx,18432,18368,223801,8,0.057401,62.382649
1102_ex22.mtx,896,839,22715,8,0.010394,34.967027
1753_jan99jac080sc.mtx,27648,27534,171522,8,0.027076,101.357005
1013_dwt_992.mtx,1024,992,16744,8,0.014916,17.961079
0033_GD95_a.mtx,128,36,57,8,0.013965,0.065307
1098_saylr4.mtx,3584,3564,22316,8,0.015028,23.759281
2098_mri2.mtx,63360,147456,569160,8,0.044681,203.814886
0623_rajat19.mtx,1280,1157,5399,8,0.041487,2.082200
2528_xenon2.mtx,157568,157464,3866688,8,0.214628,288.251925
0517_steam1.mtx,256,240,3762,8,0.015007,4.010952
2272_3D_51448_3D.mtx,51456,51448,1056610,8,0.099178,170.459404
1543_lhr04c.mtx,4224,4101,82682,8,0.027052,48.902385
2147_heart2.mtx,2432,2339,682797,8,0.089275,122.371369
0361_shl_200.mtx,768,663,1726,8,0.043643,0.632767
2498_pkustk08.mtx,22272,22209,3226671,8,0.197790,261.017484
0671_fpga_dcop_12.mtx,1280,1220,5892,8,0.016160,5.833640
1272_lp_nug12.mtx,3200,8856,38304,8,0.015850,38.666069
2533_barrier2-9.mtx,115712,115625,3897557,8,0.211791,294.445244
1253_wb-cs-stanford.mtx,9984,9914,36854,8,0.037508,15.720832
2077_ford2.mtx,100224,100196,544688,8,0.043296,201.287648
1701_mplate.mtx,6016,5962,142190,8,0.022793,99.814257
0269_n4c5-b2.mtx,512,105,1365,8,0.013915,1.569489
2747_wiki-topcats.mtx,1791616,1791489,28511807,8,2.017073,226.163778
0157_lp_scagr7.mtx,256,185,465,8,0.014041,0.529883
0477_bcsstk20.mtx,512,485,3135,8,0.014024,3.576799
2182_lhr34.mtx,35200,35152,764014,8,0.052964,230.800975
1696_cavity19.mtx,4608,4562,138187,8,0.016117,137.185818
2761_ss.mtx,1652736,1652680,34753577,8,2.365010,235.118293
0466_D_11.mtx,256,461,2952,8,0.016528,2.857663
1105_sherman2.mtx,1152,1080,23094,8,0.016283,22.692390
2450_poisson3Db.mtx,85632,85623,2374949,8,0.130939,290.205222
2287_dbir2.mtx,18944,45877,1158159,8,0.096653,191.722212
2419_bcsstk32.mtx,44672,44609,2014701,8,0.122173,263.849163
0569_tumorAntiAngiogenesis_4.mtx,512,455,4593,8,0.041835,1.756602
1168_bayer06.mtx,3072,3008,27576,8,0.020120,21.928701
2640_gearbox.mtx,153856,153746,9080404,8,0.537408,270.346669
2787_boneS10.mtx,914944,914898,55468422,8,3.677127,241.355502
2057_c-66.mtx,50048,49989,499007,8,0.059376,134.466989
2021_ncvxqp5.mtx,62592,62500,424966,8,0.036513,186.222304
2407_conf5_4-8x8-15.mtx,49152,49152,1916928,8,0.116070,264.244077
0363_CSphd.mtx,1920,1882,1740,8,0.017090,1.629043
0026_kleemin.mtx,128,16,44,8,0.013988,0.050328
1179_ca-GrQc.mtx,5248,5242,28980,8,0.020095,23.074351
1292_G29.mtx,2048,2000,39980,8,0.017064,37.487037
0406_lp_scsd1.mtx,128,760,2388,8,0.009535,4.007330
0414_lund_a.mtx,256,147,2449,8,0.015013,2.609967
1821_lowThrust_8.mtx,17792,17702,216445,8,0.034775,99.585086
0780_diag.mtx,2560,2559,8184,8,0.013952,9.385041
1558_fv2.mtx,9856,9801,87025,8,0.018105,76.905199
2399_n4c6-b9.mtx,186624,198895,1865580,8,0.113745,262.421701
1949_graham1.mtx,9088,9035,335504,8,0.049063,109.412064
1341_nopss_11k.mtx,11776,11685,44941,8,0.017451,41.203512
0826_lp_fit1p.mtx,640,1677,9868,8,0.014150,11.157872
1820_TF16.mtx,15488,19321,216173,8,0.028025,123.415156
0929_freeFlyingRobot_2.mtx,1408,1338,11600,8,0.036502,5.084695
1231_G61.mtx,7040,7000,34296,8,0.016021,34.250173
2444_citationCiteseer.mtx,268544,268495,2313294,8,0.155854,237.483405
2036_ex40.mtx,7808,7740,458012,8,0.035549,206.144194
0805_iprob.mtx,3072,3001,9000,8,0.044558,3.231770
2185_trans5.mtx,116864,116835,766396,8,0.066194,185.247690
1010_flower_4_4.mtx,1920,5529,16466,8,0.014599,18.045762
1891_mark3jac100sc.mtx,45824,45769,285215,8,0.032022,142.509026
2822_Bump_2911.mtx,2911488,2911419,127729899,8,8.941767,228.554188
1431_pcb3000.mtx,3968,7732,57479,8,0.048682,18.891061
1142_dwt_2680.mtx,2688,2680,25026,8,0.014905,26.863807
0708_Pd_rhs.mtx,8192,12406,6323,8,0.014053,7.199151
0465_wm3.mtx,256,260,2948,8,0.012088,3.901928
2231_sx-superuser.mtx,194176,194085,924886,8,0.092694,159.646254
1926_cegb2919.mtx,2944,2919,321543,8,0.058110,88.533242
2290_struct3.mtx,53632,53570,1173694,8,0.075349,249.229079
1994_nemeth02.mtx,9600,9506,394808,8,0.040681,155.279107
0810_lp_pilot_we.mtx,768,2928,9265,8,0.020177,7.346924
1486_lp_wood1p.mtx,256,2595,70216,8,0.047767,23.519355
2116_finan512.mtx,74752,74752,596992,8,0.045612,209.416796
0103_GD96_c.mtx,128,65,250,8,0.013569,0.294782
1634_baxter.mtx,27520,30733,111576,8,0.044587,40.039215
0397_p0282.mtx,256,523,2207,8,0.017212,2.051600
1614_mhd4800a.mtx,4864,4800,102252,8,0.019724,82.947200
2601_TEM152078.mtx,152192,152078,6459326,8,0.361873,285.595525
2531_barrier2-11.mtx,115712,115625,3897557,8,0.212834,293.003265
1613_c-41.mtx,9856,9769,101745,8,0.043789,37.176195
2277_pds-100.mtx,156288,514577,1096002,8,0.076632,228.833274
0863_adder_dcop_19.mtx,1920,1813,11245,8,0.029131,6.176338
1235_bips98_606.mtx,7168,7135,34738,8,0.016810,33.063782
1040_wang2.mtx,2944,2903,19093,8,0.014259,21.424067
1914_lhr14c.mtx,14336,14270,307858,8,0.031846,154.671579
0754_dwt_878.mtx,896,878,7448,8,0.013911,8.566709
2504_m14b.mtx,214784,214765,3358036,8,0.188149,285.564181
2403_loc-Gowalla.mtx,196608,196591,1900654,8,0.111608,272.475898
1316_dw8192.mtx,8192,8192,41746,8,0.016072,41.559895
1560_t2d_q4.mtx,9856,9801,87025,8,0.018126,76.816271
0998_spaceStation_5.mtx,1024,1019,15219,8,0.024213,10.056590
2162_Pres_Poisson.mtx,14848,14822,715804,8,0.049053,233.480941
0086_GD96_b.mtx,128,111,193,8,0.013083,0.236039
1119_hydr1c.mtx,5376,5308,23752,8,0.015272,24.884910
1348_g7jac020sc.mtx,5888,5850,45465,8,0.019010,38.265564
2496_cnr-2000.mtx,325632,325557,3216152,8,0.243792,211.075008
1356_bcsstm39.mtx,46848,46772,46772,8,0.019024,39.337192
0089_n2c6-b1.mtx,128,15,210,8,0.012888,0.260704
1936_fe_body.mtx,45184,45087,327468,8,0.031414,166.787206
1682_c-39.mtx,9344,9271,136811,8,0.052980,41.317175
0658_fpga_dcop_41.mtx,1280,1220,5892,8,0.016006,5.889679
2726_as-Skitter.mtx,1696512,1696415,22190596,8,1.583116,224.272632
1588_cq9.mtx,9344,21534,96653,8,0.040942,37.771869
1242_soc-sign-bitcoin-otc.mtx,5888,5881,35592,8,0.038200,14.907669
2237_wa2010.mtx,195584,195574,947432,8,0.069357,218.562566
1671_aft02.mtx,8192,8184,127762,8,0.025142,81.305501
1042_ex21.mtx,768,656,19144,8,0.025714,11.911858
1166_mhd4800b.mtx,4864,4800,27520,8,0.015008,29.338143
1789_obstclae.mtx,40064,40000,197608,8,0.024214,130.574983
1938_shallow_water2.mtx,81920,81920,327680,8,0.031335,167.316329
1391_abtaha1.mtx,14720,209,51307,8,0.016138,50.869220
2782_dielFilterV2real.mtx,1157504,1157456,48538952,8,3.137791,247.506345
1554_kineticBatchReactor_8.mtx,8064,8052,85194,8,0.043484,31.347300
1184_n2c6-b5.mtx,4992,3003,29670,8,0.014936,31.784495
0227_GD00_c.mtx,640,638,1041,8,0.016991,0.980294
2697_af_4_k101.mtx,503680,503625,17550675,8,0.982769,285.734216
1911_lp_nug20.mtx,15360,72600,304800,8,0.029608,164.711884
0891_adder_dcop_59.mtx,1920,1813,11246,8,0.029603,6.078367
1244_c-24.mtx,4224,4119,35699,8,0.023794,24.005847
0091_can_62.mtx,128,62,218,8,0.013922,0.250539
1088_sctap1-2c.mtx,3456,7458,21854,8,0.016028,21.815430
1889_rlfdual.mtx,8064,74970,282031,8,0.041024,109.995890
0773_G34.mtx,2048,2000,8000,8,0.013958,9.170337
0909_adder_dcop_55.mtx,1920,1813,11246,8,0.030000,5.997783
0971_uk.mtx,4864,4824,13674,8,0.014085,15.532917
0544_lp_degen2.mtx,512,757,4201,8,0.021129,3.181202
1193_plbuckle.mtx,1408,1282,30644,8,0.019401,25.271985
2374_Zd_Jac6.mtx,22912,22835,1711983,8,0.120624,227.082660
1209_reorientation_3.mtx,2560,2513,32166,8,0.033127,15.535873
0565_qiulp.mtx,1280,1900,4492,8,0.030209,2.379164
2274_dbir1.mtx,18816,45775,1077025,8,0.095821,179.839986
0262_S10PI_n1.mtx,640,528,1317,8,0.013808,1.526054
2767_inline_1.mtx,503808,503712,36816342,8,2.325102,253.348640
1289_cat_ears_3_4.mtx,5248,13271,39592,8,0.016113,39.315221
2577_Chebyshev4.mtx,68224,68121,5377761,8,0.309099,278.371324
1952_gyro_m.mtx,17408,17361,340431,8,0.036023,151.207372
2680_GL7d16.mtx,955136,460261,14488881,8,0.827312,280.211068
0681_fpga_dcop_27.mtx,1280,1220,5892,8,0.016016,5.885949
1060_lpi_gran.mtx,2688,2525,20111,8,0.020016,16.076325
1173_G62.mtx,7040,7000,28000,8,0.015049,29.769879
0254_n3c5-b5.mtx,256,252,1260,8,0.013898,1.450537
0201_bwm200.mtx,256,200,796,8,0.013482,0.944677
0085_wheel_5_1.mtx,128,61,182,8,0.013757,0.211667
0648_fpga_dcop_50.mtx,1280,1220,5892,8,0.016097,5.856463
1364_gemat1.mtx,4992,10595,47369,8,0.035879,21.123789
1077_circuit_2.mtx,4608,4510,21199,8,0.027974,12.125077
2674_hugetrace-00000.mtx,4588544,4588484,13758266,8,1.837879,119.775149
2438_wheel_601.mtx,902144,723605,2170814,8,0.309311,112.291517
0292_oscil_dcop_14.mtx,512,430,1544,8,0.014016,1.762601
2379_bibd_18_9.mtx,256,48620,1750320,8,0.114503,244.579844
1778_mult_dcop_01.mtx,25216,25187,193276,8,0.034552,89.499518
0008_b1_ss.mtx,128,7,15,8,0.012991,0.018474
