mtx,m,n,nnz,N,time,gflops
2291_nemeth21.mtx,9600,9506,1173746,8,0.170210,110.333719
2221_HTC_336_9129.mtx,226432,226340,883422,8,0.179335,78.817514
1663_c-43.mtx,11136,11125,123675,8,0.070002,28.267899
0725_lp_ganges.mtx,1408,1706,6937,8,0.036415,3.047966
0893_adder_dcop_64.mtx,1920,1813,11246,8,0.039607,4.543038
2262_gyro_k.mtx,17408,17361,1021159,8,0.145294,112.451348
2426_pa2010.mtx,421632,421545,2058462,8,0.281257,117.100878
0585_mycielskian8.mtx,256,191,4720,8,0.035869,2.105451
0156_GD97_c.mtx,512,452,460,8,0.035940,0.204788
1213_ex4.mtx,1664,1601,32299,8,0.020988,24.622307
2815_ML_Geer.mtx,1504128,1504002,110879972,8,12.744979,139.198306
0357_shl_0.mtx,768,663,1687,8,0.060306,0.447581
2254_preferentialAttachment.mtx,100096,100000,999970,8,0.145853,109.695869
1379_delaunay_n13.mtx,8192,8192,49094,8,0.021490,36.552098
2622_TEM181302.mtx,181376,181302,7839010,8,0.927492,135.229357
0642_fpga_dcop_10.mtx,1280,1220,5884,8,0.019187,4.906555
2062_t3dl.mtx,20480,20360,509866,8,0.083343,97.883097
2284_landmark.mtx,72064,2704,1151232,8,0.152822,120.530133
0866_adder_dcop_51.mtx,1920,1813,11246,8,0.039246,4.584845
0882_adder_dcop_38.mtx,1920,1813,11246,8,0.039315,4.576724
1366_mhd1280a.mtx,1280,1280,47906,8,0.052551,14.585868
1781_CAG_mat1916.mtx,1920,1916,195985,8,0.085711,36.585334
0152_bfwa62.mtx,128,62,450,8,0.016498,0.436416
2790_GAP-road.mtx,23947392,23947347,57708624,8,11.005850,83.895196
0874_adder_dcop_17.mtx,1920,1813,11246,8,0.039294,4.579229
1093_IG5-11.mtx,1280,1692,22110,8,0.030191,11.717558
0122_lp_kb2.mtx,128,68,313,8,0.016271,0.307784
1706_ted_B_unscaled.mtx,10624,10605,144579,8,0.041529,55.702516
1268_poli3.mtx,17024,16955,37849,8,0.056723,10.676234
2019_ted_A_unscaled.mtx,10624,10605,424587,8,0.068689,98.900875
2511_ca2010.mtx,710272,710145,3489366,8,0.476709,117.115212
2479_ramage02.mtx,16896,16830,2866352,8,0.372816,123.014130
2727_333SP.mtx,3712896,3712815,22217266,8,2.921183,121.689132
1850_stat96v5.mtx,2432,75779,233921,8,0.047006,79.622759
2487_belgium_osm.mtx,1441408,1441295,3099940,8,0.610120,81.293850
2757_dielFilterV3clx.mtx,420480,420408,32886208,8,3.780964,139.165394
1920_rail516.mtx,640,47827,315412,8,0.098233,51.373513
1718_bcsstk18.mtx,12032,11948,149090,8,0.041070,58.081959
2371_turon_m.mtx,189952,189924,1690876,8,0.224801,120.346550
0351_S10PI_n.mtx,768,682,1633,8,0.015607,1.674092
0492_nos6.mtx,768,675,3255,8,0.015401,3.381551
2482_srb1.mtx,55040,54924,2962152,8,0.396359,119.574591
0300_oscil_dcop_29.mtx,512,430,1544,8,0.016369,1.509160
1516_cavity14.mtx,2688,2597,76367,8,0.030410,40.180173
0953_cz1268.mtx,1280,1268,12786,8,0.018391,11.123852
0607_de063157.mtx,1024,1908,5119,8,0.017752,4.613798
0500_nsic.mtx,512,897,3449,8,0.027101,2.036216
0316_oscil_dcop_05.mtx,512,430,1544,8,0.016194,1.525496
2175_g7jac180.mtx,53376,53370,747276,8,0.115309,103.690632
2266_torso2.mtx,115968,115967,1033473,8,0.143290,115.399020
1330_freeFlyingRobot_16.mtx,6144,6078,44006,8,0.032830,21.446423
1279_G8.mtx,896,800,38352,8,0.025121,24.427279
1828_s1rmt3m1.mtx,5504,5489,219521,8,0.048086,73.042628
0473_str_200.mtx,384,363,3068,8,0.017571,2.793688
0040_lpi_bgprtr.mtx,128,40,70,8,0.015427,0.072598
2797_Serena.mtx,1391360,1391349,64531701,8,7.298421,141.469936
0901_adder_dcop_46.mtx,1920,1813,11246,8,0.039598,4.544118
0938_G50.mtx,3072,3000,12000,8,0.016522,11.621173
2122_rajat20.mtx,87040,86916,605045,8,0.141735,68.301591
0054_rel4.mtx,128,12,104,8,0.015312,0.108670
2119_shar_te2-b2.mtx,200320,17160,600600,8,0.124723,77.047790
0764_epb0.mtx,1920,1794,7764,8,0.016420,7.565202
2538_debr.mtx,1048576,1048576,4194298,8,0.586890,114.346481
2339_598a.mtx,110976,110971,1483868,8,0.190900,124.368068
1150_email-Eu-core.mtx,1024,1005,25571,8,0.041163,9.939471
1977_k3plates.mtx,11136,11107,378927,8,0.069318,87.464540
1020_spaceStation_6.mtx,1152,1111,17595,8,0.033926,8.298135
1619_wiki-Vote.mtx,8320,8297,103689,8,0.061678,26.898336
1511_ch7-6-b4.mtx,15232,12600,75600,8,0.030461,39.709386
2411_conf5_4-8x8-10.mtx,49152,49152,1916928,8,0.239796,127.903833
1623_crystm01.mtx,4992,4875,105339,8,0.033580,50.190922
1194_pf2177.mtx,9728,10178,30984,8,0.019342,25.630166
2370_av41092.mtx,41216,41092,1683902,8,0.240472,112.039758
0714_orbitRaising_2.mtx,768,739,6526,8,0.017359,6.015090
1695_cavity17.mtx,4608,4562,138187,8,0.032419,68.200886
1380_tuma2.mtx,13056,12992,49365,8,0.021334,37.022898
2393_ASIC_320ks.mtx,321792,321671,1827807,8,0.308004,94.949691
0988_Sieber.mtx,2304,2290,14873,8,0.038185,6.231982
1214_plat1919.mtx,1920,1919,32399,8,0.019357,26.780725
0784_lp_grow22.mtx,512,946,8252,8,0.015288,8.636117
2612_cage13.mtx,445440,445315,7479343,8,0.930688,128.581720
0793_Trec10.mtx,128,478,8612,8,0.069199,1.991247
1081_Franz2.mtx,4096,4480,21504,8,0.022199,15.498758
0322_oscil_dcop_46.mtx,512,430,1544,8,0.022230,1.111268
2520_s4dkt3m2.mtx,90496,90449,3753461,8,0.497919,120.612686
0438_fs_680_2.mtx,768,680,2646,8,0.018658,2.269032
1318_freeFlyingRobot_12.mtx,5632,5578,41940,8,0.038058,17.632043
2739_asia_osm.mtx,11950848,11950757,25423206,8,4.879795,83.358273
1652_conf5_0-4x4-18.mtx,3072,3072,119808,8,0.056316,34.038917
1086_c-19.mtx,2432,2327,21817,8,0.062608,5.575529
2309_mac_econ_fwd500.mtx,206592,206500,1273389,8,0.190943,106.703008
1422_mark3jac020.mtx,9216,9129,56175,8,0.043645,20.593398
0451_west0655.mtx,768,655,2854,8,0.031410,1.453814
0334_oscil_dcop_53.mtx,512,430,1544,8,0.023354,1.057794
0186_gent113.mtx,128,113,655,8,0.019807,0.529107
1084_ch6-6-b3.mtx,5504,2400,21600,8,0.024263,14.244075
0685_fpga_dcop_18.mtx,1280,1220,5892,8,0.021911,4.302577
0134_can_73.mtx,128,73,377,8,0.016418,0.367394
1849_lhr11.mtx,11008,10964,233741,8,0.056613,66.060180
2285_msc23052.mtx,23168,23052,1154814,8,0.162772,113.514981
0603_de080285.mtx,1024,1908,5082,8,0.017595,4.621328
1915_lhr14.mtx,14336,14270,307858,8,0.070286,70.080874
0914_adder_dcop_34.mtx,1920,1813,11246,8,0.039636,4.539715
2283_bcsstk36.mtx,23168,23052,1143140,8,0.165936,110.224580
1148_lns_3937.mtx,3968,3937,25407,8,0.018554,21.909348
1007_rosen8.mtx,640,1544,16058,8,0.048995,5.243929
2223_tube1.mtx,21504,21498,897056,8,0.125728,114.158281
2352_lhr71.mtx,70400,70304,1528092,8,0.196144,124.650440
0495_lp_scrs8.mtx,512,1275,3288,8,0.019240,2.734294
1933_pwt.mtx,36608,36519,326107,8,0.062060,84.075022
1211_lpl2.mtx,3328,10881,32232,8,0.031914,16.159437
2163_c-64b.mtx,51072,51035,717841,8,0.124690,92.111767
0695_dwt_758.mtx,768,758,5994,8,0.016284,5.889427
1101_c-20.mtx,2944,2921,22685,8,0.038157,9.512280
2187_dc3.mtx,116864,116835,766396,8,0.132440,92.587816
2302_twotone.mtx,120832,120750,1224224,8,0.174377,112.328967
2563_netherlands_osm.mtx,2216704,2216688,4882476,8,0.938328,83.254095
2303_mn2010.mtx,259840,259777,1227102,8,0.178846,109.779788
1021_Si2.mtx,896,769,17801,8,0.021341,13.345919
1902_Reuters911.mtx,13440,13332,296076,8,0.084119,56.315965
0007_Trec5.mtx,128,7,12,8,0.015757,0.012185
2550_TSOPF_FS_b300_c1.mtx,29312,29214,4400122,8,0.557937,126.182701
1717_nug08-3rd.mtx,19840,29856,148416,8,0.038488,61.698812
1069_large.mtx,4352,8617,20635,8,0.018736,17.621450
1763_t2dah_e.mtx,11520,11445,176117,8,0.041748,67.497432
2091_patents_main.mtx,240640,240547,560943,8,0.134420,66.769231
1024_lp_cre_a.mtx,3584,7248,18168,8,0.054346,5.348825
2475_helm2d03.mtx,392320,392257,2741935,8,0.359030,122.192862
2333_std1_Jac3.mtx,22016,21982,1455848,8,0.230928,100.869229
1729_hangGlider_5.mtx,16128,16011,155246,8,0.067292,36.912938
2571_web-Google.mtx,916480,916428,5105039,8,0.836628,97.630793
2013_cz40948.mtx,40960,40948,412148,8,0.073130,90.173364
0657_fpga_dcop_31.mtx,1280,1220,5892,8,0.019247,4.897886
0507_lp_shell.mtx,640,1777,3558,8,0.048650,1.170159
0270_can_161.mtx,256,161,1377,8,0.016605,1.326822
1636_south31.mtx,18432,36321,112398,8,0.049938,36.011796
0172_IG5-7.mtx,128,150,549,8,0.018009,0.487767
1707_lp_osa_07.mtx,1152,25067,144812,8,0.074443,31.124481
0965_n2c6-b8.mtx,1536,3990,13230,8,0.017531,12.074804
0993_n2c6-b4.mtx,3072,1365,15015,8,0.017264,13.915327
0291_oscil_dcop_57.mtx,512,430,1544,8,0.016557,1.492056
2240_scircuit.mtx,171008,170998,958936,8,0.158001,97.106538
2776_Hardesty3.mtx,8217856,7591564,40451632,8,5.058022,127.960317
2039_epb3.mtx,84736,84617,463625,8,0.077327,95.930657
0352_lpi_vol1.mtx,384,464,1646,8,0.016561,1.590249
0615_lpi_pilot4i.mtx,512,1123,5264,8,0.031304,2.690486
2095_g7jac140.mtx,41600,41490,565956,8,0.087475,103.518437
2458_c8_mat11_I.mtx,4608,5761,2462970,8,0.416798,94.548315
1892_mark3jac100.mtx,45824,45769,285215,8,0.067594,67.512677
1384_mbeaflw.mtx,512,496,49920,8,0.076030,10.505333
2261_gyro.mtx,17408,17361,1021159,8,0.145415,112.357908
1432_fxm3_6.mtx,6272,12625,57722,8,0.031821,29.023357
2112_LeGresley_87936.mtx,87936,87936,593276,8,0.091144,104.146947
2544_pdb1HYS.mtx,36480,36417,4344765,8,0.530140,131.127969
0807_scagr7-2c.mtx,2560,3479,9005,8,0.016646,8.655708
1426_rdist2.mtx,3200,3198,56934,8,0.036657,24.850267
1121_rosen1.mtx,640,1544,23794,8,0.043516,8.748618
1402_ex3.mtx,1920,1821,52685,8,0.041643,20.242534
0342_abb313.mtx,384,176,1557,8,0.015836,1.573115
1203_commanche_dual.mtx,7936,7920,31680,8,0.018801,26.960693
0097_Maragal_1.mtx,128,14,234,8,0.016516,0.226687
1126_lshp3466.mtx,3584,3466,23896,8,0.018332,20.856099
0215_spaceStation_1.mtx,128,99,927,8,0.016723,0.886940
0659_fpga_dcop_42.mtx,1280,1220,5892,8,0.019064,4.945011
0553_fs_541_4.mtx,640,541,4285,8,0.016719,4.100651
1377_bips07_1693.mtx,13312,13275,49044,8,0.036728,21.365447
1861_benzene.mtx,8320,8219,242669,8,0.052477,73.988241
0939_lutz30-23-b6.mtx,1792,3003,12012,8,0.017307,11.105112
0052_Hamrle1.mtx,128,32,98,8,0.015935,0.098401
0702_130bit.mtx,640,575,6120,8,0.016679,5.870909
1117_spaceStation_13.mtx,1664,1617,23649,8,0.043623,8.673987
0722_lshp1009.mtx,1024,1009,6865,8,0.016832,6.525653
0228_lp_nug05.mtx,256,225,1050,8,0.015660,1.072788
1264_lp_woodw.mtx,1152,8418,37487,8,0.067674,8.862946
0616_lp_pilot4.mtx,512,1123,5264,8,0.036170,2.328528
0431_lpi_reactor.mtx,384,808,2591,8,0.020595,2.012890
0687_fpga_dcop_22.mtx,1280,1220,5892,8,0.019483,4.838575
2416_TSOPF_FS_b39_c19.mtx,76288,76216,1977600,8,0.269841,117.259989
1878_fxm4_6.mtx,22400,47185,265442,8,0.058288,72.863694
0629_netscience.mtx,1664,1589,5484,8,0.018309,4.792274
2350_neos.mtx,479232,515905,1526794,8,0.261699,93.346613
2012_sd2010.mtx,88448,88360,410722,8,0.078107,84.135759
2152_nemeth18.mtx,9600,9506,695234,8,0.096273,115.543263
1739_hvdc1.mtx,24960,24842,159981,8,0.052694,48.576450
1523_ex28.mtx,2688,2603,77781,8,0.040701,30.576600
0144_impcol_c.mtx,256,137,411,8,0.015556,0.422731
2696_af_3_k101.mtx,503680,503625,17550675,8,1.998000,140.545959
2208_pds-70.mtx,114944,390005,833465,8,0.131861,101.132661
0619_M40PI_n.mtx,2304,2182,5341,8,0.016438,5.198742
0003_mycielskian2.mtx,128,2,2,8,0.015301,0.002091
1165_3elt.mtx,4736,4720,27444,8,0.018676,23.511995
1969_lp_ken_18.mtx,105216,154699,358171,8,0.139399,41.110326
1963_poisson3Da.mtx,13568,13514,352762,8,0.064186,87.934567
1984_lhr17.mtx,17664,17576,381975,8,0.071766,85.160082
0771_bwm2000.mtx,2048,2000,7996,8,0.016315,7.841691
1146_model8.mtx,2944,6464,25277,8,0.026918,15.024406
2512_oilpan.mtx,73856,73752,3597188,8,0.443679,129.722086
1728_nsir.mtx,4480,10057,154939,8,0.075558,32.809598
2702_af_shell8.mtx,504960,504855,17588875,8,2.028437,138.738323
1082_utm1700b.mtx,1792,1700,21509,8,0.018640,18.462693
1674_bodyy5.mtx,18688,18589,129281,8,0.037615,54.990961
1857_luxembourg_osm.mtx,114688,114599,239332,8,0.068535,55.873783
1937_shallow_water1.mtx,81920,81920,327680,8,0.063212,82.941173
0388_Trefethen_150.mtx,256,150,2040,8,0.016518,1.975990
1950_ct2010.mtx,67584,67578,336352,8,0.066511,80.913286
0277_can_187.mtx,256,187,1491,8,0.015970,1.493757
0176_08blocks.mtx,384,300,592,8,0.018568,0.510136
1228_bcsstk11.mtx,1536,1473,34241,8,0.040068,13.673134
2365_2cubes_sphere.mtx,101504,101492,1647264,8,0.211251,124.762425
1484_aug3d.mtx,24320,24300,69984,8,0.036806,30.422615
0673_fpga_dcop_11.mtx,1280,1220,5892,8,0.019299,4.884924
1553_c-44.mtx,10752,10728,85000,8,0.102136,13.315558
2024_helm3d01.mtx,32256,32226,428444,8,0.070176,97.683782
1107_barth4.mtx,6144,6019,23492,8,0.018355,20.478185
0870_adder_dcop_66.mtx,1920,1813,11246,8,0.039446,4.561524
2141_wv2010.mtx,135296,135218,662922,8,0.112071,94.643274
2631_torso1.mtx,116224,116158,8516500,8,1.035782,131.556682
1014_Erdos02.mtx,7040,6927,16944,8,0.073273,3.699916
1229_bcsstk12.mtx,1536,1473,34241,8,0.040356,13.575663
0080_can_24.mtx,128,24,160,8,0.015902,0.160991
1822_ak2010.mtx,45312,45292,217098,8,0.091257,38.063716
0894_adder_dcop_65.mtx,1920,1813,11246,8,0.039500,4.555368
2317_SiO.mtx,33408,33401,1317655,8,0.206609,102.040271
0031_GD98_a.mtx,128,38,50,8,0.015728,0.050865
2007_c-57.mtx,37888,37833,405197,8,0.098124,66.071161
0302_oscil_dcop_19.mtx,512,430,1544,8,0.016354,1.510536
2005_rail582.mtx,640,56097,402290,8,0.108686,59.222164
1639_CurlCurl_0.mtx,11136,11083,113343,8,0.036392,49.832314
2703_af_shell6.mtx,504960,504855,17588875,8,2.000919,140.646390
1621_nasa4704.mtx,4736,4704,104756,8,0.034035,49.246189
0462_lpi_pang.mtx,384,741,2933,8,0.018583,2.525326
0387_bibd_17_3.mtx,256,680,2040,8,0.016756,1.947996
2439_pkustk05.mtx,37248,37164,2205144,8,0.274509,128.528728
1322_rajat01.mtx,6912,6833,43250,8,0.062157,11.133037
1398_mk11-b4.mtx,10496,17325,51975,8,0.021364,38.924595
2542_gupta2.mtx,62080,62064,4248286,8,0.544428,124.851352
2281_connectus.mtx,512,394792,1127525,8,0.225933,79.848341
2395_GL7d14.mtx,171392,47271,1831183,8,0.230642,127.031979
1167_bayer08.mtx,3072,3008,27576,8,0.030331,14.546559
2648_atmosmodl.mtx,1489792,1489752,10319760,8,1.269643,130.049235
1992_nemeth04.mtx,9600,9506,394808,8,0.061342,102.979296
0628_lp_scfxm2.mtx,768,1200,5469,8,0.020837,4.199455
2611_bmw7st_1.mtx,141440,141347,7339667,8,0.897537,130.841034
0852_init_adder1.mtx,1920,1813,11156,8,0.039723,4.493517
2271_ibm_matrix_2.mtx,51456,51448,1056610,8,0.195889,86.302686
0015_Tina_AskCal.mtx,128,11,29,8,0.015322,0.030282
0627_n2c6-b3.mtx,1408,455,5460,8,0.016199,5.393051
2733_rel9.mtx,9888128,274669,23667183,8,4.163283,90.955845
1731_e18.mtx,24704,38602,156466,8,0.038234,65.477685
1791_SiNa.mtx,5760,5743,198787,8,0.064599,49.235902
2101_ncvxqp7.mtx,87552,87500,574962,8,0.093507,98.382081
2758_mycielskian16.mtx,49152,49151,33382480,8,3.950360,135.207863
1320_Kaufhold.mtx,8832,8765,42471,8,0.021848,31.103485
1867_TSOPF_RS_b39_c7.mtx,14208,14098,252446,8,0.053187,75.942064
0859_adder_dcop_10.mtx,1920,1813,11232,8,0.039299,4.572933
2260_olafu.mtx,16256,16146,1015156,8,0.145632,111.531019
1570_orani678.mtx,2560,2529,90158,8,0.149213,9.667564
1551_biplane-9.mtx,21760,21701,84076,8,0.036550,36.805186
0219_grid1.mtx,256,252,952,8,0.015457,0.985450
0203_bcsstm19.mtx,896,817,817,8,0.015371,0.850429
2196_Chevron2.mtx,90368,90249,803173,8,0.116226,110.567082
1440_crack_dual.mtx,20224,20141,60086,8,0.036546,26.306273
0883_adder_dcop_36.mtx,1920,1813,11246,8,0.039314,4.576840
2242_transient.mtx,178944,178866,961790,8,0.153953,99.956931
2206_nm2010.mtx,168704,168609,830970,8,0.131928,100.778607
2752_rgg_n_2_21_s0.mtx,2097152,2097152,28975990,8,3.389035,136.798772
0062_bcspwr01.mtx,128,39,131,8,0.016379,0.127969
0445_lp_e226.mtx,256,472,2768,8,0.036099,1.226846
1529_TF15.mtx,6400,7742,80057,8,0.034523,37.103209
1598_fe_sphere.mtx,16512,16386,98304,8,0.038350,41.013454
1096_ex33.mtx,1792,1733,22189,8,0.020398,17.405185
1841_ex35.mtx,19840,19716,228208,8,0.049558,73.678467
1605_LF10000.mtx,20096,19998,99982,8,0.043350,36.901843
0384_mesh2em5.mtx,384,306,2018,8,0.016959,1.903874
0220_n4c6-b15.mtx,128,920,960,8,0.017770,0.864388
2110_pds-50.mtx,83072,275814,590833,8,0.110864,85.269395
1647_bcsstk15.mtx,3968,3948,117816,8,0.062836,29.999481
0475_cage7.mtx,384,340,3084,8,0.018114,2.724093
1079_lp_cycle.mtx,1920,3371,21234,8,0.022908,14.830843
1557_fv3.mtx,9856,9801,87025,8,0.039805,34.980143
0041_wheel_3_1.mtx,128,25,74,8,0.017326,0.068336
2474_windtunnel_evap3d.mtx,40832,40816,2730600,8,0.353557,123.571591
2710_GL7d21.mtx,823040,1437547,18174775,8,2.453546,118.520862
2683_pkustk14.mtx,151936,151926,14836504,8,1.749465,135.689545
2725_gsm_106857.mtx,589568,589446,21758924,8,2.479810,140.390933
2106_bas1lp.mtx,5504,9825,587775,8,0.127541,73.736053
0347_bcspwr05.mtx,512,443,1623,8,0.016256,1.597476
2642_pattern1.mtx,19328,19242,9323432,8,1.102102,135.354966
0940_rdb2048.mtx,2048,2048,12032,8,0.016872,11.410299
2534_cant.mtx,62464,62451,4007383,8,0.492931,130.075173
0102_Sandi_authors.mtx,128,86,248,8,0.016155,0.245624
0434_Erdos971.mtx,512,472,2628,8,0.019370,2.170828
1526_cegb3024.mtx,3072,3024,79848,8,0.041287,30.943368
0060_wheel_4_1.mtx,128,41,122,8,0.015639,0.124815
1664_hi2010.mtx,25088,25016,124126,8,0.038053,52.190973
2576_para-4.mtx,153344,153226,5326228,8,0.647519,131.609570
1338_bips98_1450.mtx,11392,11305,44678,8,0.028388,25.181770
0392_west0381.mtx,384,381,2157,8,0.017578,1.963390
1751_f855_mat9.mtx,2560,2511,171214,8,0.075429,36.317981
2832_HV15R.mtx,0011_cage3.mtx,128,5,19,8,0.015484
2140_c-70.mtx,68992,68924,658986,8,0.121829,86.545433
1145_shermanACa.mtx,3456,3432,25220,8,0.062116,6.496250
0689_fpga_dcop_30.mtx,1280,1220,5892,8,0.019836,4.752510
1503_poli4.mtx,33920,33833,73249,8,0.056529,20.732347
2666_Hardesty1.mtx,939008,938905,12143314,8,1.409016,137.892656
1547_G63.mtx,7040,7000,82918,8,0.065903,20.131044
0095_GD02_b.mtx,128,80,232,8,0.017364,0.213780
0822_pores_2.mtx,1280,1224,9613,8,0.017235,8.923930
0813_G17.mtx,896,800,9334,8,0.036678,4.071751
0559_ex1.mtx,256,216,4352,8,0.020476,3.400611
0819_G14.mtx,896,800,9388,8,0.036550,4.109692
2213_ss1.mtx,205312,205282,845089,8,0.136547,99.023787
0064_p0040.mtx,128,63,133,8,0.016380,0.129913
1658_scagr7-2r.mtx,32896,46679,120141,8,0.039804,48.293074
2686_Si41Ge41H72.mtx,185728,185639,15011265,8,1.735965,138.355490
0514_stufe.mtx,1152,1036,3736,8,0.015380,3.886549
0936_G48.mtx,3072,3000,12000,8,0.016497,11.638779
0665_fpga_dcop_24.mtx,1280,1220,5892,8,0.018755,5.026412
1124_n4c6-b3.mtx,6016,1330,23880,8,0.018378,20.790021
2421_cage12.mtx,130304,130228,2032536,8,0.255407,127.328616
0548_USAir97.mtx,384,332,4252,8,0.030225,2.250822
2446_vanbody.mtx,47104,47072,2336898,8,0.289378,129.209301
0931_photogrammetry.mtx,1408,390,11816,8,0.016845,11.223532
0857_adder_dcop_06.mtx,1920,1813,11224,8,0.042073,4.268382
2219_sme3Da.mtx,12544,12504,874887,8,0.133884,104.554706
0896_adder_dcop_28.mtx,1920,1813,11246,8,0.039305,4.577917
0885_adder_dcop_42.mtx,1920,1813,11246,8,0.039202,4.589994
0223_SmallW.mtx,512,396,994,8,0.037508,0.424015
0175_impcol_a.mtx,256,207,572,8,0.015474,0.591450
2413_trdheim.mtx,22144,22098,1935324,8,0.256503,120.720563
0765_orbitRaising_4.mtx,1024,915,7790,8,0.017539,7.106393
0973_n4c6-b14.mtx,1024,6300,13800,8,0.017399,12.690169
0974_cis-n4c6-b14.mtx,1024,6300,13800,8,0.016790,13.150372
1714_p2p-Gnutella31.mtx,62592,62586,147892,8,0.054336,43.548702
1305_freeFlyingRobot_11.mtx,5504,5438,40054,8,0.030500,21.012045
2054_nemeth14.mtx,9600,9506,496144,8,0.076081,104.340043
2332_bcsstk35.mtx,30336,30237,1450163,8,0.198326,116.992559
0057_football.mtx,128,35,118,8,0.016082,0.117401
0181_TF10.mtx,128,107,622,8,0.016243,0.612682
1648_graphics.mtx,29568,11822,117954,8,0.036265,52.041024
0928_watt_2.mtx,1920,1856,11550,8,0.036490,5.064417
1988_garon2.mtx,13568,13535,390607,8,0.067200,93.001578
2331_vfem.mtx,93568,93476,1434636,8,0.185277,123.890959
0245_ww_36_pmec_36.mtx,128,66,1194,8,0.022082,0.865140
0515_sherman1.mtx,1024,1000,3750,8,0.016223,3.698553
1700_stokes64.mtx,12672,12546,140034,8,0.038090,58.821948
2481_TSOPF_RS_b300_c2.mtx,28416,28338,2943887,8,0.359159,131.145931
1326_c-29.mtx,5120,5033,43731,8,0.067915,10.302519
2448_fl2010.mtx,484608,484481,2346294,8,0.321627,116.721370
1237_cell2.mtx,7168,7055,34855,8,0.019729,28.266617
2554_tx2010.mtx,914304,914231,4456272,8,0.587880,121.283834
2428_bcsstk39.mtx,46848,46772,2089294,8,0.279997,119.389566
1291_freeFlyingRobot_9.mtx,4864,4778,39964,8,0.063191,10.118903
2706_af_shell2.mtx,504960,504855,17588875,8,2.032907,138.433307
0530_n4c6-b2.mtx,1408,210,3990,8,0.015602,4.091905
0489_lp_standata.mtx,384,1274,3230,8,0.034127,1.514350
2784_af_shell10.mtx,1508096,1508065,52672325,8,5.989153,140.713918
1453_gen1.mtx,896,2561,63086,8,0.030838,32.731820
0581_cdde3.mtx,1024,961,4681,8,0.015697,4.771399
1477_mhd3200a.mtx,3200,3200,68026,8,0.036502,29.817943
1794_mod2.mtx,34816,66409,199810,8,0.084340,37.905519
1152_bibd_13_6.mtx,128,1716,25740,8,0.049697,8.287058
0823_rajat04.mtx,1152,1041,9642,8,0.060484,2.550642
0183_GD01_Acap.mtx,1024,953,645,8,0.016316,0.632520
1100_pgp2.mtx,4096,13254,22474,8,0.018205,19.752292
2314_Raj1.mtx,263808,263743,1302464,8,0.196427,106.092594
0255_n3c5-b4.mtx,256,210,1260,8,0.015596,1.292599
0719_EVA.mtx,8576,8497,6726,8,0.078781,1.366014
0182_bcsstk03.mtx,128,112,640,8,0.015394,0.665198
2724_hugetric-00020.mtx,7122816,7122792,21361554,8,3.901274,87.608520
1887_chipcool1.mtx,20096,20082,281150,8,0.051888,86.694953
2634_TSOPF_RS_b678_c2.mtx,35712,35696,8781949,8,1.043191,134.693659
0355_494_bus.mtx,512,494,1666,8,0.016093,1.656360
1863_lp_cre_d.mtx,8960,73948,246614,8,0.099275,39.746501
0112_will57.mtx,128,57,281,8,0.016261,0.276493
0110_dwt_59.mtx,128,59,267,8,0.015387,0.277637
2423_water_tank.mtx,60800,60740,2035281,8,0.249054,130.752593
0147_n4c6-b1.mtx,256,21,420,8,0.015270,0.440068
0587_bp_1200.mtx,896,822,4726,8,0.051407,1.470920
1845_fome20.mtx,33920,108175,232647,8,0.056871,65.453057
2527_roadNet-TX.mtx,1393408,1393383,3843320,8,0.665974,92.335632
0243_lp_share1b.mtx,128,253,1179,8,0.019172,0.983938
0306_oscil_dcop_20.mtx,512,430,1544,8,0.016247,1.520511
2199_TSOPF_RS_b162_c4.mtx,20480,20374,812749,8,0.116420,111.698976
2633_TSOPF_FS_b300_c2.mtx,56832,56814,8767466,8,1.040215,134.856208
1363_mk11-b4b.mtx,9472,17325,47250,8,0.020608,36.684840
2123_rajat25.mtx,87296,87190,607235,8,0.144335,67.314028
1339_ge.mtx,10112,16369,44825,8,0.036312,19.750838
1951_Kuu.mtx,7168,7102,340200,8,0.060313,90.249833
0777_rosen7.mtx,384,776,8034,8,0.053429,2.405870
0995_robot24c1_mat5.mtx,512,302,15118,8,0.046835,5.164712
2245_nemeth20.mtx,9600,9506,971870,8,0.139290,111.636952
0360_lp_scagr25.mtx,512,671,1725,8,0.016211,1.702530
1987_nmos3.mtx,18688,18588,386594,8,0.068550,90.233401
2454_net4-1.mtx,88448,88343,2441727,8,0.300975,129.803741
0004_Trec4.mtx,128,3,3,8,0.015309,0.003135
1675_rajat10.mtx,30208,30202,130303,8,0.039561,52.700185
1375_mimo8x8_system.mtx,13312,13309,48872,8,0.036307,21.537144
0096_cage5.mtx,128,37,233,8,0.016301,0.228704
1333_lp_pilot.mtx,1536,4860,44375,8,0.039679,17.893608
2591_com-Youtube.mtx,1134976,1134890,5975248,8,1.024906,93.280695
2001_mark3jac140sc.mtx,64128,64089,399735,8,0.074636,85.692952
0647_fpga_dcop_26.mtx,1280,1220,5892,8,0.018933,4.979320
1204_p2p-Gnutella05.mtx,8960,8846,31839,8,0.036518,13.949912
1050_p6000.mtx,2176,7967,19826,8,0.041101,7.717905
0776_GD06_Java.mtx,1664,1538,8032,8,0.032460,3.959069
0369_tumorAntiAngiogenesis_1.mtx,256,205,1783,8,0.040880,0.697847
1556_kineticBatchReactor_9.mtx,8192,8115,86183,8,0.068795,20.043900
