index,mtx,cvt_time,gflops
0,2430_mc2depi.mtx,0.000,8.157
1,2453_pkustk07.mtx,0.000,45.181
2,2305_msc10848.mtx,0.000,40.819
3,2449_rma10.mtx,0.000,35.510
4,2479_ramage02.mtx,0.000,45.036
5,2412_opt1.mtx,0.000,48.656
6,2420_TSC_OPF_1047.mtx,0.000,-1.000
7,2413_trdheim.mtx,0.000,50.992
8,2148_heart3.mtx,0.000,25.445
9,2200_nemeth19.mtx,0.000,37.699
10,2340_raefsky3.mtx,0.000,38.051
11,2634_TSOPF_RS_b678_c2.mtx,0.000,14.820
