index,mtx,gflops
215,0911_adder_dcop_31.mtx,1.803
216,2256_G_n_pin_pout.mtx,5.554
217,1464_Oregon-2.mtx,7.054
218,2105_nemeth16.mtx,17.259
219,1883_s3rmq4m1.mtx,9.978
220,2103_crystm03.mtx,7.149
221,1337_beause.mtx,
222,1978_vsp_south31_slptsk.mtx,7.063
223,1395_lock1074.mtx,2.780
224,2543_pkustk10.mtx,19.335
225,2834_uk-2002.mtx,-1.000
226,2250_la2010.mtx,7.140
227,0354_lpi_bgdbg1.mtx,-1.000
228,2746_ML_Laplace.mtx,-1.000
229,1012_LeGresley_2508.mtx,0.235
230,2000_ca-AstroPh.mtx,9.702
231,0643_fpga_dcop_04.mtx,0.078
232,2247_co2010.mtx,7.167
233,2218_vsp_vibrobox_scagr7-2c_rlfddd.mtx,8.067
234,0835_IG5-10.mtx,-1.000
235,2252_kneser_10_4_1.mtx,-1.000
236,0154_lpi_ex73a.mtx,-1.000
237,1110_G39.mtx,0.843
238,0121_impcol_b.mtx,0.002
239,2788_wb-edu.mtx,-1.000
240,0716_cr42.mtx,-1.000
241,1465_fe_4elt2.mtx,0.627
242,1901_EX6(0).mtx,8.743
243,0632_lp_grow15.mtx,-1.000
244,2129_nd2010.mtx,5.296
245,2558_ship_001.mtx,23.176
246,0735_rdb1250.mtx,0.066
247,0860_adder_dcop_09.mtx,2.345
248,1587_cti.mtx,0.962
249,1713_ccc.mtx,0.718
250,1125_add32.mtx,0.311
251,2094_g7jac140sc.mtx,9.837
252,1683_abtaha2.mtx,
253,0145_west0132.mtx,0.002
254,1306_freeFlyingRobot_10.mtx,1.898
255,0610_dwt_607.mtx,0.076
256,1784_skirt(0).mtx,3.991
257,2803_audikw_1.mtx,-1.000
258,1506_xingo3012.mtx,0.521
259,2669_test1.mtx,11.000
260,0394_gre_512.mtx,0.016
261,0452_ck400.mtx,0.040
262,1615_psse0.mtx,-1.000
263,1475_powersim.mtx,0.736
264,0285_oscil_dcop_38.mtx,0.011
265,1800_g7jac060.mtx,4.572
266,2241_crplat2.mtx,16.161
267,1801_vsp_barth5_1Ksep_50in_5Kout.mtx,1.598
268,0635_plat362.mtx,0.172
269,1385_mbeacxc.mtx,6.289
270,0437_fs_680_1.mtx,0.026
271,2273_ts-palko.mtx,-1.000
272,2015_onera_dual.mtx,3.077
273,0880_adder_dcop_62.mtx,1.823
274,0326_oscil_dcop_32.mtx,0.009
275,2042_OPF_10000.mtx,5.820
276,2230_ne2010.mtx,6.426
277,0523_can_445.mtx,0.058
278,1451_c-35.mtx,2.585
279,1870_a5esindl.mtx,7.111
280,1900_EX5(0).mtx,8.551
281,2398_appu.mtx,6.955
282,2342_web-NotreDame.mtx,-1.000
283,0379_west0479.mtx,0.003
284,0806_laser.mtx,0.012
285,1631_co9.mtx,-1.000
286,2582_para-8.mtx,10.317
287,2515_parabolic_fem.mtx,6.720
288,2307_amazon0302.mtx,1.397
289,0816_G16.mtx,0.058
290,1539_gen2.mtx,
291,0759_model2.mtx,-1.000
292,0168_lnsp_131.mtx,0.002
293,2276_dbic1.mtx,-1.000
294,2214_ch7-8-b5.mtx,1.469
295,2238_soc-Slashdot0902.mtx,6.727
296,2344_boyd2.mtx,-1.000
297,1567_jendrec1.mtx,
298,0440_tumorAntiAngiogenesis_2.mtx,0.032
