index,mtx,m,n,nnz,right-n,pixel_gflops
459,0331_oscil_dcop_48.mtx,430,430,1544,8,1.9
460,0618_bcspwr06.mtx,1454,1454,5300,8,7.067
461,1743_c-48.mtx,18354,18354,166080,8,80.524
462,0497_qh882.mtx,882,882,3354,8,3.833
463,1278_G9.mtx,800,800,38352,8,38.352
464,0977_Erdos972.mtx,5488,5488,14170,8,17.44
465,0138_tub100.mtx,100,100,396,8,0.792
466,1469_lpi_bgindy.mtx,2671,10880,66266,8,53.013
467,1708_lp_maros_r7.mtx,3136,9408,144848,8,115.878
468,1091_bcsstk10.mtx,1086,1086,22070,8,19.618
469,2773_dgreen.mtx,1200611,1200611,38259877,8,74.79
470,0193_will199.mtx,199,199,701,8,1.02
471,1022_reorientation_2.mtx,1544,1544,17910,8,14.328
472,1054_G46.mtx,1000,1000,19980,8,24.591
473,0854_deter0.mtx,1923,5468,11173,8,11.918
474,1302_p2p-Gnutella04.mtx,10879,10879,39994,8,35.55
475,2597_marine1.mtx,400320,400320,6226538,8,348.338
476,0887_adder_dcop_29.mtx,1813,1813,11246,8,9.47
477,1175_stormg2-8.mtx,4409,11322,28553,8,28.553
478,1823_ABACUS_shell_md.mtx,23412,23412,218484,8,151.989
479,0124_dwt_66.mtx,66,66,320,8,0.512
480,0119_mesh1em1.mtx,48,48,306,8,0.612
481,2217_c-71.mtx,76638,76638,859554,8,193.702
482,0325_oscil_dcop_08.mtx,430,430,1544,8,1.9
483,1974_c-53.mtx,30235,30235,372213,8,152.703
484,1750_f855_mat9_I.mtx,2456,2511,171214,8,85.607
485,2415_coAuthorsDBLP.mtx,299067,299067,1955352,8,121.262
486,2353_sparsine.mtx,50000,50000,1548988,8,112.654
487,1038_spaceStation_11.mtx,1364,1364,18954,8,16.848
488,1819_jan99jac100.mtx,34454,34454,215862,8,119.096
489,0833_M80PI_n.mtx,4182,4182,10261,8,13.681
490,2704_af_shell1.mtx,504855,504855,17588875,8,589.983
491,1080_bcsstk34.mtx,588,588,21418,8,15.577
492,1629_lp_pds_10.mtx,16558,49932,107605,8,49.191
493,2588_Goodwin_127.mtx,178437,178437,5778545,8,481.545
494,2605_shipsec8.mtx,114919,114919,6653399,8,626.202
495,2436_gupta1.mtx,31802,31802,2164210,8,353.34
496,0739_cavity03.mtx,317,317,7327,8,5.329
497,0446_problem1.mtx,415,415,2779,8,3.176
498,0436_fs_680_3.mtx,680,680,2646,8,3.528
499,2794_Hook_1498.mtx,1498023,1498023,60917445,8,444.045
500,1073_lshp3025.mtx,3025,3025,20833,8,22.222
501,2566_ecology2.mtx,999999,999999,4995991,8,327.606
502,1535_relat7.mtx,21924,1045,81355,8,81.355
503,2296_Maragal_7.mtx,46845,26564,1200537,8,182.939
504,0039_bcsstm02.mtx,66,66,66,8,0.176
505,1799_g7jac060sc.mtx,17730,17730,203316,8,108.435
506,2741_CurlCurl_4.mtx,2380515,2380515,26515867,8,332.227
507,0072_lp_sc50b.mtx,50,78,148,8,0.263
508,2589_pre2.mtx,659033,659033,5959282,8,243.858
509,2420_TSC_OPF_1047.mtx,8140,8140,2016902,8,896.401
510,0949_ch7-6-b2.mtx,4200,630,12600,8,18.327
511,2805_channel-500x100x100-b050.mtx,4802000,4802000,85362744,8,486.918
512,1404_kineticBatchReactor_3.mtx,5082,5082,53219,8,24.329
513,1259_lhr02.mtx,2954,2954,37206,8,24.804
514,1195_freeFlyingRobot_7.mtx,3918,3918,31046,8,31.046
515,2435_144.mtx,144649,144649,2148786,8,85.524
516,1351_barth(0).mtx,6691,6691,46187,8,43.47
517,0375_p0548.mtx,176,724,1887,8,1.51
518,0020_ch3-3-b1.mtx,18,9,36,8,0.115
519,1566_garon1.mtx,3175,3175,88927,8,71.142
520,1271_dynamicSoaringProblem_8.mtx,3543,3543,38136,8,30.509
521,2070_c-67b.mtx,57975,57975,531935,8,170.219
522,1986_g7jac100.mtx,29610,29610,384636,8,143.12
523,2745_adaptive.mtx,6815744,6815744,27248640,8,171.916
524,0513_bfwa398.mtx,398,398,3678,8,3.923
525,1174_fd12.mtx,7500,7500,28462,8,37.949
526,2570_tmt_sym.mtx,726713,726713,5080961,8,381.668
527,1123_cis-n4c6-b3.mtx,5970,1330,23880,8,31.84
528,0910_adder_dcop_12.mtx,1813,1813,11246,8,9.47
529,2316_Maragal_8.mtx,33212,75077,1308415,8,182.04
530,0260_impcol_e.mtx,225,225,1308,8,1.395
531,2484_roadNet-PA.mtx,1090920,1090920,3083796,8,130.531
532,2839_nlpkkt200.mtx,16240000,16240000,448225632,8,478.586
533,1215_rajat03.mtx,7602,7602,32653,8,43.537
534,2810_nlpkkt120.mtx,3542400,3542400,96845792,8,478.103
535,1496_bibd_14_7.mtx,91,3432,72072,8,29.568
536,0319_oscil_dcop_27.mtx,430,430,1544,8,1.9
537,2828_nlpkkt160.mtx,8345600,8345600,229518112,8,479.536
538,0158_lpi_ex72a.mtx,197,215,467,8,0.623
539,1642_g7jac040.mtx,11790,11790,114671,8,87.368
540,0378_lp_capri.mtx,271,482,1896,8,1.784
541,1222_poli_large.mtx,15575,15575,33074,8,26.459
542,1290_spaceShuttleEntry_4.mtx,2450,2450,39669,8,33.405
543,0529_young3c.mtx,841,841,3988,8,6.381
544,0505_west0989.mtx,989,989,3537,8,3.773
545,0234_fs_183_1.mtx,183,183,1069,8,1.006
546,0897_adder_dcop_26.mtx,1813,1813,11246,8,8.997
547,0053_lp_afiro.mtx,27,51,102,8,0.181
548,0613_tols2000.mtx,2000,2000,5184,8,5.53
549,2348_nemeth25.mtx,9506,9506,1511758,8,732.974
550,0785_lp_ship12s.mtx,1151,2869,8284,8,6.976
551,0083_relat4.mtx,66,12,172,8,0.459
552,2167_pf2177(0).mtx,9728,9728,725144,8,200.04
553,2649_atmosmodm.mtx,1489752,1489752,10319760,8,290.697
554,2609_nd6k.mtx,18000,18000,6897316,8,805.526
555,0165_lesmis.mtx,77,77,508,8,0.625
556,0571_nos7.mtx,729,729,4617,8,6.156
557,0337_oscil_dcop_40.mtx,430,430,1544,8,1.9
558,0137_olm100.mtx,100,100,396,8,0.704
559,2490_net150.mtx,43520,43520,3121200,8,445.886
560,2251_cont-300.mtx,180895,180895,988195,8,316.222
561,2358_ch7-9-b4.mtx,317520,105840,1587600,8,270.23
562,2034_rajat15.mtx,37261,37261,443573,8,154.286
563,2118_neos1.mtx,131581,133473,599590,8,309.466
564,2267_IG5-17.mtx,30162,27944,1035008,8,167.274
565,2508_Chevron3.mtx,381381,381381,3413113,8,510.372
566,1383_cryg10000.mtx,10000,10000,49699,8,66.265
567,2568_wiki-Talk.mtx,2394385,2394385,5021410,8,43.428
568,1178_c-22.mtx,3792,3792,28872,8,16.498
569,1641_mark3jac040sc.mtx,18289,18289,113435,8,106.762
570,1276_G10.mtx,800,800,38352,8,38.352
571,1490_nopoly.mtx,10774,10774,70842,8,70.842
572,0547_TF12.mtx,488,552,4231,8,4.231
573,0073_GD99_c.mtx,105,105,149,8,0.217
574,1531_lock2232.mtx,2232,2232,80352,8,47.616
575,1927_crystm02.mtx,13965,13965,322905,8,258.324
576,1457_bcsstk14.mtx,1806,1806,63454,8,42.303
577,0210_gre_216b.mtx,216,216,876,8,1.402
578,0449_nemsafm.mtx,334,2348,2826,8,2.512
579,0303_oscil_dcop_47.mtx,430,430,1544,8,1.9
580,1027_ODLIS.mtx,2909,2909,18246,8,24.328
581,1031_bcsstk09.mtx,1083,1083,18437,8,15.526
582,1479_lp22.mtx,2958,16392,68518,8,49.831
583,0252_ch7-6-b1.mtx,630,42,1260,8,2.52
584,0516_saylr3.mtx,1000,1000,3750,8,5.0
585,2596_rajat30.mtx,643994,643994,6175377,8,209.335
586,0761_mahindas.mtx,1258,1258,7682,8,5.853
587,0560_bcsstk02.mtx,66,66,4356,8,4.646
588,2656_mycielskian15.mtx,24575,24575,11111110,8,480.48
589,1132_spaceStation_14.mtx,1640,1640,24324,8,21.621
590,1502_aa01.mtx,823,8904,72965,8,43.239
591,1945_n4c6-b12.mtx,25605,69235,332865,8,177.528
592,0460_bfwb398.mtx,398,398,2910,8,3.326
593,1182_ACTIVSg2000.mtx,4000,4000,29336,8,33.527
594,2617_specular.mtx,477976,1600,7647616,8,1002.966
595,1140_G55.mtx,5000,5000,24996,8,30.764
596,2325_heart1.mtx,3557,3557,1387773,8,516.381
597,1063_aircraft.mtx,3754,7517,20267,8,29.479
598,0927_Franz3.mtx,1280,2800,11520,8,18.432
599,1785_delaunay_n15.mtx,32768,32768,196548,8,149.751
600,0720_bcsstk19.mtx,817,817,6853,8,7.31
601,1335_n3c6-b8.mtx,4935,6435,44415,8,41.802
602,2255_smallworld.mtx,100000,100000,999996,8,207.791
603,0028_Tina_DisCog.mtx,11,11,48,8,0.11
604,1630_vsp_p0291_seymourl_iiasa.mtx,10498,10498,107736,8,45.363
605,1859_cond-mat-2003.mtx,31163,31163,240058,8,93.681
606,0251_bibd_9_5.mtx,36,126,1260,8,0.806
607,1120_ex29.mtx,2870,2870,23754,8,27.147
608,2427_sme3Db.mtx,29067,29067,2081063,8,121.967
609,1854_ca-HepPh.mtx,12008,12008,237010,8,71.55
610,2305_msc10848.mtx,10848,10848,1229778,8,371.254
611,0407_ch5-5-b3.mtx,600,600,2400,8,2.954
612,2672_CurlCurl_3.mtx,1219574,1219574,13544618,8,324.422
613,2329_ga2010.mtx,291086,291086,1418056,8,83.11
614,1678_Wordnet3.mtx,82670,82670,132964,8,66.482
615,0690_orsirr_2.mtx,886,886,5970,8,7.348
616,0401_mhdb416.mtx,416,416,2312,8,4.11
617,0087_GD98_b.mtx,121,121,207,8,0.255
618,0775_lp_sierra.mtx,1227,2735,8001,8,6.096
619,2501_stat96v3.mtx,33841,1113780,3317736,8,286.939
620,1898_raefsky1.mtx,3242,3242,294276,8,168.158
621,0978_n4c5-b4.mtx,2852,1350,14260,8,17.551
622,0831_dw2048.mtx,2048,2048,10114,8,13.485
623,0313_oscil_dcop_18.mtx,430,430,1544,8,1.9
624,1109_G40.mtx,2000,2000,23532,8,19.816
625,2158_thermomech_TC.mtx,102158,102158,711558,8,72.515
626,0099_d_dyn1.mtx,87,87,238,8,0.381
627,2168_G2_circuit.mtx,150102,150102,726674,8,223.592
628,1507_c-37.mtx,8204,8204,74676,8,42.672
629,2587_largebasis.mtx,440020,440020,5560100,8,508.352
630,0598_SmaGri.mtx,1059,1059,4919,8,4.142
631,2441_exdata_1.mtx,6001,6001,2269501,8,1171.355
632,1737_bayer04.mtx,20545,20545,159082,8,121.205
633,1287_nasa1824.mtx,1824,1824,39208,8,29.873
634,0950_Trefethen_700.mtx,700,700,12654,8,15.574
635,0364_dwt_209.mtx,209,209,1743,8,1.743
636,1232_shar_te2-b1.mtx,17160,286,34320,8,49.92
637,0419_lp_bandm.mtx,305,472,2494,8,1.9
638,2071_Maragal_6.mtx,21255,10152,537694,8,148.329
639,1991_delaunay_n16.mtx,65536,65536,393150,8,190.618
640,0631_lp_bnl1.mtx,643,1586,5532,8,4.215
641,2051_rajat18.mtx,94294,94294,485143,8,172.495
642,2248_pkustk01.mtx,22044,22044,979380,8,382.197
643,1245_Trec11.mtx,235,1138,35705,8,19.699
644,2519_s3dkt3m2.mtx,90449,90449,3753461,8,652.776
645,1187_n3c6-b5.mtx,5005,3003,30030,8,34.32
646,0118_mesh1e1.mtx,48,48,306,8,0.612
647,2137_Trec13.mtx,1301,6561,654517,8,255.421
648,0294_oscil_dcop_11.mtx,430,430,1544,8,2.059
649,2606_boneS01.mtx,127224,127224,6715152,8,519.046
650,1055_G45.mtx,1000,1000,19980,8,24.591
651,0976_orsreg_1.mtx,2205,2205,14133,8,17.394
652,1549_utm5940.mtx,5940,5940,83842,8,74.526
653,1918_mk12-b4.mtx,62370,51975,311850,8,178.2
654,0450_Erdos991.mtx,492,492,2834,8,3.488
655,1661_cvxqp3.mtx,17500,17500,122462,8,122.462
656,1446_testbig.mtx,17613,31223,61639,8,75.863
657,2139_g7jac160sc.mtx,47430,47430,656616,8,164.154
658,1659_foldoc.mtx,13356,13356,120238,8,87.446
659,0217_lop163.mtx,163,163,935,8,1.496
660,1670_jan99jac060sc.mtx,20614,20614,127182,8,96.901
661,1143_TSOPF_FS_b9_c1.mtx,2454,2454,25032,8,16.02
662,1313_cage9.mtx,3534,3534,41594,8,44.367
663,2138_g7jac160.mtx,47430,47430,656616,8,164.154
664,0752_lung1.mtx,1650,1650,7419,8,9.892
665,0468_bibd_12_4.mtx,66,495,2970,8,1.76
666,0518_mk9-b2.mtx,1260,378,3780,8,5.498
667,0195_n3c6-b11.mtx,60,675,720,8,0.72
668,1834_lowThrust_11.mtx,18368,18368,223801,8,155.688
669,1102_ex22.mtx,839,839,22715,8,13.978
670,1753_jan99jac080sc.mtx,27534,27534,171522,8,105.552
671,1013_dwt_992.mtx,992,992,16744,8,22.325
672,0033_GD95_a.mtx,36,36,57,8,0.114
673,1098_saylr4.mtx,3564,3564,22316,8,27.466
674,2098_mri2.mtx,63240,147456,569160,8,211.78
675,0623_rajat19.mtx,1157,1157,5399,8,3.756
676,2528_xenon2.mtx,157464,157464,3866688,8,399.142
677,0517_steam1.mtx,240,240,3762,8,3.541
678,2272_3D_51448_3D.mtx,51448,51448,1056610,8,412.336
679,1543_lhr04c.mtx,4101,4101,82682,8,50.881
680,2147_heart2.mtx,2339,2339,682797,8,248.29
681,0361_shl_200.mtx,663,663,1726,8,1.534
682,2498_pkustk08.mtx,22209,22209,3226671,8,437.515
683,0671_fpga_dcop_12.mtx,1220,1220,5892,8,4.962
684,1272_lp_nug12.mtx,3192,8856,38304,8,32.256
685,2533_barrier2-9.mtx,115625,115625,3897557,8,258.759
686,1253_wb-cs-stanford.mtx,9914,9914,36854,8,23.587
687,2077_ford2.mtx,100196,100196,544688,8,185.426
688,1701_mplate.mtx,5962,5962,142190,8,119.739
689,0269_n4c5-b2.mtx,455,105,1365,8,2.427
690,2747_wiki-topcats.mtx,1791489,1791489,28511807,8,92.797
691,0157_lp_scagr7.mtx,129,185,465,8,0.676
692,0477_bcsstk20.mtx,485,485,3135,8,4.56
693,2182_lhr34.mtx,35152,35152,764014,8,349.264
694,1696_cavity19.mtx,4562,4562,138187,8,81.889
695,2761_ss.mtx,1652680,1652680,34753577,8,413.425
696,0466_D_11.mtx,169,461,2952,8,2.778
697,1105_sherman2.mtx,1080,1080,23094,8,18.475
698,2450_poisson3Db.mtx,85623,85623,2374949,8,81.022
699,2287_dbir2.mtx,18906,45877,1158159,8,199.253
700,2419_bcsstk32.mtx,44609,44609,2014701,8,474.047
701,0569_tumorAntiAngiogenesis_4.mtx,455,455,4593,8,3.34
702,1168_bayer06.mtx,3008,3008,27576,8,20.055
703,2640_gearbox.mtx,153746,153746,9080404,8,574.255
704,2787_boneS10.mtx,914898,914898,55468422,8,609.125
705,2057_c-66.mtx,49989,49989,499007,8,181.457
706,2021_ncvxqp5.mtx,62500,62500,424966,8,188.874
707,2407_conf5_4-8x8-15.mtx,49152,49152,1916928,8,601.389
708,0363_CSphd.mtx,1882,1882,1740,8,2.784
709,0026_kleemin.mtx,8,16,44,8,0.101
710,1179_ca-GrQc.mtx,5242,5242,28980,8,33.12
711,1292_G29.mtx,2000,2000,39980,8,49.206
712,0406_lp_scsd1.mtx,77,760,2388,8,1.415
713,0414_lund_a.mtx,147,147,2449,8,2.799
714,1821_lowThrust_8.mtx,17702,17702,216445,8,150.57
715,0780_diag.mtx,2559,2559,8184,8,10.912
716,1558_fv2.mtx,9801,9801,87025,8,99.457
717,2399_n4c6-b9.mtx,186558,198895,1865580,8,314.203
718,1949_graham1.mtx,9035,9035,335504,8,206.464
719,1341_nopss_11k.mtx,11685,11685,44941,8,51.361
720,0826_lp_fit1p.mtx,627,1677,9868,8,11.278
721,1820_TF16.mtx,15437,19321,216173,8,119.268
722,0929_freeFlyingRobot_2.mtx,1338,1338,11600,8,8.838
723,1231_G61.mtx,7000,7000,34296,8,34.296
724,2444_citationCiteseer.mtx,268495,268495,2313294,8,58.105
725,2036_ex40.mtx,7740,7740,458012,8,281.854
726,0805_iprob.mtx,3001,3001,9000,8,8.471
727,2185_trans5.mtx,116835,116835,766396,8,204.372
728,1010_flower_4_4.mtx,1837,5529,16466,8,20.266
729,1891_mark3jac100sc.mtx,45769,45769,285215,8,152.115
730,2822_Bump_2911.mtx,2911419,2911419,127729899,8,615.751
731,1431_pcb3000.mtx,3960,7732,57479,8,27.049
732,1142_dwt_2680.mtx,2680,2680,25026,8,23.554
733,0708_Pd_rhs.mtx,8081,12406,6323,8,8.431
734,0465_wm3.mtx,207,260,2948,8,2.62
735,2231_sx-superuser.mtx,194085,194085,924886,8,58.723
736,1926_cegb2919.mtx,2919,2919,321543,8,160.772
737,2290_struct3.mtx,53570,53570,1173694,8,436.723
738,1994_nemeth02.mtx,9506,9506,394808,8,242.959
739,0810_lp_pilot_we.mtx,722,2928,9265,8,5.93
740,1486_lp_wood1p.mtx,244,2595,70216,8,30.364
741,2116_finan512.mtx,74752,74752,596992,8,251.365
742,0103_GD96_c.mtx,65,65,250,8,0.4
743,1634_baxter.mtx,27441,30733,111576,8,71.409
744,0397_p0282.mtx,241,523,2207,8,2.354
745,1614_mhd4800a.mtx,4800,4800,102252,8,136.336
746,2601_TEM152078.mtx,152078,152078,6459326,8,445.471
747,2531_barrier2-11.mtx,115625,115625,3897557,8,258.759
748,1613_c-41.mtx,9769,9769,101745,8,67.83
749,2277_pds-100.mtx,156243,514577,1096002,8,73.067
750,0863_adder_dcop_19.mtx,1813,1813,11245,8,8.996
751,1628_barth5(0).mtx,15606,15606,107362,8,101.047
752,1235_bips98_606.mtx,7135,7135,34738,8,39.701
753,1040_wang2.mtx,2903,2903,19093,8,27.772
754,1914_lhr14c.mtx,14270,14270,307858,8,182.434
755,0754_dwt_878.mtx,878,878,7448,8,9.167
756,2504_m14b.mtx,214765,214765,3358036,8,101.375
757,2145_ex3sta1(0).mtx,16782,16782,678998,8,362.132
758,2403_loc-Gowalla.mtx,196591,196591,1900654,8,91.598
759,1316_dw8192.mtx,8192,8192,41746,8,55.661
760,1560_t2d_q4.mtx,9801,9801,87025,8,99.457
761,0998_spaceStation_5.mtx,1019,1019,15219,8,14.324
762,2162_Pres_Poisson.mtx,14822,14822,715804,8,327.225
763,0086_GD96_b.mtx,111,111,193,8,0.386
764,1119_hydr1c.mtx,5308,5308,23752,8,23.752
765,1348_g7jac020sc.mtx,5850,5850,45465,8,38.286
766,2496_cnr-2000.mtx,325557,325557,3216152,8,384.018
767,1356_bcsstm39.mtx,46772,46772,46772,8,83.15
768,0089_n2c6-b1.mtx,105,15,210,8,0.56
769,1936_fe_body.mtx,45087,45087,327468,8,209.58
770,1682_c-39.mtx,9271,9271,136811,8,72.966
771,0658_fpga_dcop_41.mtx,1220,1220,5892,8,4.962
772,2726_as-Skitter.mtx,1696415,1696415,22190596,8,133.477
773,1588_cq9.mtx,9278,21534,96653,8,73.64
774,1242_soc-sign-bitcoin-otc.mtx,5881,5881,35592,8,24.76
775,2237_wa2010.mtx,195574,195574,947432,8,82.385
776,1671_aft02.mtx,8184,8184,127762,8,92.918
777,1042_ex21.mtx,656,656,19144,8,12.763
778,1166_mhd4800b.mtx,4800,4800,27520,8,48.924
779,1789_obstclae.mtx,40000,40000,197608,8,197.608
780,1938_shallow_water2.mtx,81920,81920,327680,8,262.144
781,1391_abtaha1.mtx,14596,209,51307,8,63.147
782,2782_dielFilterV2real.mtx,1157456,1157456,48538952,8,308.429
783,1554_kineticBatchReactor_8.mtx,8052,8052,85194,8,47.004
784,1184_n2c6-b5.mtx,4945,3003,29670,8,36.517
785,0227_GD00_c.mtx,638,638,1041,8,1.388
786,2697_af_4_k101.mtx,503625,503625,17550675,8,631.036
787,1911_lp_nug20.mtx,15240,72600,304800,8,82.658
788,0891_adder_dcop_59.mtx,1813,1813,11246,8,8.997
789,1244_c-24.mtx,4119,4119,35699,8,19.039
790,0091_can_62.mtx,62,62,218,8,0.388
791,1088_sctap1-2c.mtx,3390,7458,21854,8,23.311
792,1889_rlfdual.mtx,8052,74970,282031,8,173.558
793,0773_G34.mtx,2000,2000,8000,8,11.636
794,0909_adder_dcop_55.mtx,1813,1813,11246,8,8.997
795,0971_uk.mtx,4824,4824,13674,8,18.232
796,0544_lp_degen2.mtx,444,757,4201,8,3.734
797,1193_plbuckle.mtx,1282,1282,30644,8,28.841
798,2374_Zd_Jac6.mtx,22835,22835,1711983,8,346.731
799,1209_reorientation_3.mtx,2513,2513,32166,8,27.087
800,0565_qiulp.mtx,1192,1900,4492,8,5.134
801,2274_dbir1.mtx,18804,45775,1077025,8,195.823
802,0262_S10PI_n1.mtx,528,528,1317,8,1.916
803,2767_inline_1.mtx,503712,503712,36816342,8,459.845
804,1289_cat_ears_3_4.mtx,5226,13271,39592,8,45.248
805,2577_Chebyshev4.mtx,68121,68121,5377761,8,465.104
806,1952_gyro_m.mtx,17361,17361,340431,8,187.824
807,2680_GL7d16.mtx,955128,460261,14488881,8,57.667
808,0681_fpga_dcop_27.mtx,1220,1220,5892,8,4.962
809,1060_lpi_gran.mtx,2658,2525,20111,8,16.936
810,1173_G62.mtx,7000,7000,28000,8,40.727
811,0254_n3c5-b5.mtx,210,252,1260,8,1.551
812,0201_bwm200.mtx,200,200,796,8,1.274
813,0085_wheel_5_1.mtx,57,61,182,8,0.324
814,0648_fpga_dcop_50.mtx,1220,1220,5892,8,4.962
815,1364_gemat1.mtx,4929,10595,47369,8,47.369
816,1077_circuit_2.mtx,4510,4510,21199,8,9.691
817,2674_hugetrace-00000.mtx,4588484,4588484,13758266,8,118.798
818,2438_wheel_601.mtx,902103,723605,2170814,8,74.695
819,0292_oscil_dcop_14.mtx,430,430,1544,8,1.9
820,2379_bibd_18_9.mtx,153,48620,1750320,8,354.495
821,1778_mult_dcop_01.mtx,25187,25187,193276,8,63.111
822,0008_b1_ss.mtx,7,7,15,8,0.04
823,0952_Kohonen.mtx,4470,4470,12731,8,13.58
824,2133_rajat16.mtx,94294,94294,641159,8,186.519
825,0403_netz4504_dual.mtx,615,615,2342,8,3.407
826,2721_M6.mtx,3501776,3501776,21003872,8,63.636
827,0986_hangGlider_2.mtx,1647,1647,14754,8,13.886
828,2491_pkustk03.mtx,63336,63336,3130416,8,582.403
829,0329_oscil_dcop_34.mtx,430,430,1544,8,1.9
830,1896_g7jac080.mtx,23670,23670,293976,8,134.389
831,1411_c-32.mtx,5975,5975,54471,8,28.114
832,1347_g7jac020.mtx,5850,5850,45465,8,38.286
833,1586_linverse.mtx,11999,11999,95977,8,139.603
834,1939_lpl1.mtx,32460,32460,328036,8,159.048
835,2210_g7jac200.mtx,59310,59310,837936,8,176.408
836,1684_ACTIVSg10K.mtx,20000,20000,137736,8,115.988
837,0919_adder_dcop_45.mtx,1813,1813,11246,8,9.47
838,0653_fpga_dcop_43.mtx,1220,1220,5892,8,4.962
839,1798_c-51.mtx,23196,23196,203050,8,104.8
840,0769_cat_ears_2_4.mtx,1009,2689,7982,8,10.643
841,1632_c-42.mtx,10471,10471,110285,8,53.472
842,1224_gemat12.mtx,4929,4929,33111,8,40.752
843,0869_adder_dcop_57.mtx,1813,1813,11246,8,9.47
844,1421_bcsstk27.mtx,1224,1224,56126,8,35.921
845,1627_gen4.mtx,1537,4298,107103,8,50.401
846,2349_nemeth26.mtx,9506,9506,1511760,8,732.975
847,1538_GL7d25.mtx,2798,21074,81671,8,50.259
848,1161_qc324.mtx,324,324,26730,8,17.82
849,0710_lp_ship04l.mtx,402,2166,6380,8,4.861
850,0230_relat5.mtx,340,35,1058,8,1.881
851,2029_stormg2-125.mtx,66185,172431,433256,8,187.354
852,2561_s3dkq4m2.mtx,90449,90449,4820891,8,617.074
853,2389_IG5-18.mtx,47894,41550,1790490,8,166.557
854,0933_G53.mtx,1000,1000,11828,8,9.96
855,2002_mark3jac140.mtx,64089,64089,399735,8,159.894
856,1869_tandem_vtx.mtx,18454,18454,253350,8,176.243
857,1996_nemeth06.mtx,9506,9506,394808,8,242.959
858,2292_xenon1.mtx,48600,48600,1181120,8,337.463
859,1680_bodyy6.mtx,19366,19366,134748,8,143.731
860,1016_rbsa480.mtx,480,480,17088,8,10.516
861,1676_c-46.mtx,14913,14913,130397,8,65.198
862,0758_WorldCities.mtx,315,100,7518,8,3.88
863,1831_lowThrust_9.mtx,18044,18044,219589,8,159.701
864,2378_fem_filter.mtx,74062,74062,1731206,8,322.085
865,1679_mycielskian11.mtx,1535,1535,134710,8,86.214
866,1783_skirt.mtx,12598,12598,196520,8,149.73
867,2532_barrier2-12.mtx,115625,115625,3897557,8,258.759
868,0662_fpga_dcop_33.mtx,1220,1220,5892,8,4.962
869,1004_ukerbe1.mtx,5981,5981,15704,8,20.939
870,2604_auto.mtx,448695,448695,6629222,8,76.805
871,1584_epb1.mtx,14734,14734,95053,8,101.39
872,1314_Lederberg.mtx,8843,8843,41601,8,31.696
873,0683_fpga_dcop_17.mtx,1220,1220,5892,8,4.962
874,1151_cz2548.mtx,2548,2548,25674,8,22.821
875,0640_fpga_dcop_06.mtx,1220,1220,5860,8,4.935
876,0791_lp_scsd8.mtx,397,2750,8584,8,5.971
877,2148_heart3.mtx,2339,2339,682797,8,242.772
878,1048_spaceStation_9.mtx,1180,1180,19674,8,15.739
879,1668_memplus.mtx,17758,17758,126150,8,77.631
880,0488_dwt_346.mtx,346,346,3226,8,3.226
881,0962_lpi_klein3.mtx,994,1082,13101,8,9.528
882,2160_Zd_Jac3_db.mtx,22835,22835,713907,8,215.519
883,0820_mk10-b2.mtx,3150,630,9450,8,15.12
884,0802_EPA.mtx,4772,4772,8965,8,7.172
885,2048_c-59.mtx,41282,41282,480536,8,170.857
886,2234_kim1.mtx,38415,38415,933195,8,514.866
887,2011_rail507.mtx,507,63516,409856,8,107.503
888,1018_add20.mtx,2395,2395,17319,8,13.195
889,1122_geom.mtx,7343,7343,23796,8,29.287
890,1310_bips98_1142.mtx,9735,9735,40983,8,46.838
891,1299_G31.mtx,2000,2000,39980,8,49.206
892,2190_vsp_mod2_pgp2_slptsk.mtx,101364,101364,778736,8,97.342
893,2644_flickr.mtx,820878,820878,9837214,8,81.257
894,0557_N_biocarta.mtx,1922,1996,4335,8,3.853
895,2456_nv1.mtx,75468,75468,2449194,8,193.996
896,0964_power.mtx,4941,4941,13188,8,14.067
897,2081_e40r0100.mtx,17281,17281,553562,8,221.425
898,1378_lp_ken_11.mtx,14694,21349,49058,8,46.172
899,2176_g7jac180sc.mtx,53370,53370,747276,8,168.4
900,0744_jagmesh3.mtx,1089,1089,7361,8,7.852
901,2483_stomach.mtx,213360,213360,3021648,8,416.779
902,1057_G57.mtx,5000,5000,20000,8,29.091
903,0429_rdb450.mtx,450,450,2580,8,4.128
904,2759_3Dspectralwave.mtx,680943,680943,33650589,8,361.591
905,1444_barth5.mtx,15606,15606,61484,8,65.583
906,0069_ch4-4-b1.mtx,72,16,144,8,0.384
907,0377_mesh3em5.mtx,289,289,1889,8,2.325
908,1434_co5.mtx,5774,12325,57993,8,54.582
909,1472_ex14.mtx,3251,3251,66775,8,48.564
910,1840_mark3jac080.mtx,36609,36609,227955,8,140.28
911,1361_nl.mtx,7039,15325,47035,8,37.628
912,1180_n4c5-b7.mtx,3635,4735,29080,8,29.08
913,0126_GD97_a.mtx,84,84,332,8,0.483
914,0906_adder_dcop_33.mtx,1813,1813,11246,8,9.47
915,0692_fs_760_1.mtx,760,760,5976,8,7.355
916,0733_lp_qap8.mtx,912,1632,7296,8,6.867
917,1270_rkat7_mat5.mtx,694,738,38114,8,25.409
918,1162_ex2.mtx,441,441,26839,8,16.516
919,0063_bcsstm04.mtx,132,132,132,8,0.352
920,0071_Trec7.mtx,11,36,147,8,0.235
