index,mtx,pixel_gflops
517,1701_mplate.mtx,3.116912
518,0477_bcsstk20.mtx,0.356047
519,2182_lhr34.mtx,13.606419
520,1696_cavity19.mtx,10.285893
521,2761_ss.mtx,4.193528
522,1105_sherman2.mtx,2.044941
523,2419_bcsstk32.mtx,37.648166
524,0569_tumorAntiAngiogenesis_4.mtx,0.726997
525,1168_bayer06.mtx,0.871229
526,2640_gearbox.mtx,23.922229
527,2787_boneS10.mtx,29.991122
528,2057_c-66.mtx,7.309107
529,2021_ncvxqp5.mtx,1.133392
530,2407_conf5_4-8x8-15.mtx,18.161106
531,0363_CSphd.mtx,0.014317
532,1179_ca-GrQc.mtx,0.032282
533,1292_G29.mtx,0.340657
534,0414_lund_a.mtx,0.555936
535,1821_lowThrust_8.mtx,36.770787
536,0780_diag.mtx,0.222494
537,1558_fv2.mtx,2.080861
538,1949_graham1.mtx,12.693122
539,1341_nopss_11k.mtx,0.400844
540,0929_freeFlyingRobot_2.mtx,0.670427
541,1231_G61.mtx,0.013483
542,2036_ex40.mtx,15.122412
543,0805_iprob.mtx,9.897858
544,1891_mark3jac100sc.mtx,0.851826
545,2822_Bump_2911.mtx,14.805388
546,1142_dwt_2680.mtx,0.817912
547,2231_sx-superuser.mtx,0.102621
548,1926_cegb2919.mtx,33.466667
549,2290_struct3.mtx,25.764087
550,1994_nemeth02.mtx,29.982674
551,2116_finan512.mtx,1.521308
552,0103_GD96_c.mtx,0.017231
553,1614_mhd4800a.mtx,8.930074
554,2601_TEM152078.mtx,10.417804
555,2531_barrier2-11.mtx,0.474648
556,1613_c-41.mtx,3.995123
557,0863_adder_dcop_19.mtx,2.138245
558,1628_barth5(0).mtx,0.200305
559,1235_bips98_606.mtx,0.35769
560,1040_wang2.mtx,0.697747
561,1914_lhr14c.mtx,10.118233
562,0754_dwt_878.mtx,0.593604
563,2504_m14b.mtx,0.124519
564,2145_ex3sta1(0).mtx,3.903677
565,2403_loc-Gowalla.mtx,0.216074
566,1316_dw8192.mtx,0.819286
567,1560_t2d_q4.mtx,2.112003
568,0998_spaceStation_5.mtx,0.776921
569,2162_Pres_Poisson.mtx,18.998152
570,1119_hydr1c.mtx,0.376035
571,1348_g7jac020sc.mtx,0.308256
572,2496_cnr-2000.mtx,6.007303
573,1356_bcsstm39.mtx,0.140246
574,1936_fe_body.mtx,1.793773
575,1682_c-39.mtx,7.452351
576,0658_fpga_dcop_41.mtx,0.248127
577,1242_soc-sign-bitcoin-otc.mtx,0.146681
578,2237_wa2010.mtx,0.230609
579,1671_aft02.mtx,4.90857
580,1042_ex21.mtx,2.919134
581,1166_mhd4800b.mtx,1.474695
582,1789_obstclae.mtx,1.688021
583,1938_shallow_water2.mtx,1.347091
584,2782_dielFilterV2real.mtx,2.240755
585,1554_kineticBatchReactor_8.mtx,15.073084
586,0227_GD00_c.mtx,0.034473
587,2697_af_4_k101.mtx,41.66786
588,0891_adder_dcop_59.mtx,2.14944
589,1244_c-24.mtx,1.899537
590,0091_can_62.mtx,0.016117
591,0773_G34.mtx,0.214047
592,0909_adder_dcop_55.mtx,2.11622
593,0971_uk.mtx,0.161783
594,1193_plbuckle.mtx,3.382788
595,2374_Zd_Jac6.mtx,12.641374
596,1209_reorientation_3.mtx,6.748076
597,0262_S10PI_n1.mtx,0.036237
598,2767_inline_1.mtx,14.893816
599,2577_Chebyshev4.mtx,11.214346
600,1952_gyro_m.mtx,0.751052
601,0681_fpga_dcop_27.mtx,0.250788
602,1173_G62.mtx,0.468619
603,0201_bwm200.mtx,0.055649
604,0648_fpga_dcop_50.mtx,0.248787
605,1077_circuit_2.mtx,3.261153
606,2674_hugetrace-00000.mtx,0.646199
607,0292_oscil_dcop_14.mtx,0.070879
608,1778_mult_dcop_01.mtx,9.34276
609,0008_b1_ss.mtx,0.001138
610,0952_Kohonen.mtx,0.037446
611,2133_rajat16.mtx,6.388743
612,0403_netz4504_dual.mtx,0.124414
613,2721_M6.mtx,0.346616
614,0986_hangGlider_2.mtx,4.180544
615,2491_pkustk03.mtx,31.381776
616,0329_oscil_dcop_34.mtx,0.070109
617,1896_g7jac080.mtx,0.323757
618,1411_c-32.mtx,17.142183
619,1347_g7jac020.mtx,0.311584
620,1586_linverse.mtx,2.286589
621,1939_lpl1.mtx,0.425933
622,2210_g7jac200.mtx,0.342146
623,1684_ACTIVSg10K.mtx,0.189459
624,0919_adder_dcop_45.mtx,2.177289
625,0653_fpga_dcop_43.mtx,0.252822
626,1798_c-51.mtx,2.512774
627,1632_c-42.mtx,12.528055
628,1224_gemat12.mtx,0.212897
629,0869_adder_dcop_57.mtx,2.148191
630,1421_bcsstk27.mtx,7.800075
631,2349_nemeth26.mtx,157.877869
632,1161_qc324.mtx,11.79308
633,2561_s3dkq4m2.mtx,101.871885
634,0933_G53.mtx,0.409696
635,2002_mark3jac140.mtx,0.908723
636,1869_tandem_vtx.mtx,0.908294
637,1996_nemeth06.mtx,30.252302
638,2292_xenon1.mtx,5.959478
639,1680_bodyy6.mtx,1.522244
640,1016_rbsa480.mtx,1.168676
641,1676_c-46.mtx,7.077206
642,1831_lowThrust_9.mtx,36.954615
643,2378_fem_filter.mtx,11.144532
644,1679_mycielskian11.mtx,8.017689
645,1783_skirt.mtx,2.521823
646,2532_barrier2-12.mtx,0.474205
647,0662_fpga_dcop_33.mtx,0.254196
648,1004_ukerbe1.mtx,0.168345
649,1584_epb1.mtx,1.312262
650,1314_Lederberg.mtx,0.041645
651,0683_fpga_dcop_17.mtx,0.256285
652,1151_cz2548.mtx,0.87145
653,0640_fpga_dcop_06.mtx,0.249684
654,2148_heart3.mtx,97.280069
655,1048_spaceStation_9.mtx,1.07661
656,1668_memplus.mtx,4.451129
657,0488_dwt_346.mtx,0.366274
658,2160_Zd_Jac3_db.mtx,12.82353
659,0802_EPA.mtx,0.056845
660,2048_c-59.mtx,1.531169
661,2234_kim1.mtx,21.671176
662,1018_add20.mtx,0.619663
663,1122_geom.mtx,0.042918
664,1310_bips98_1142.mtx,0.386039
665,1299_G31.mtx,0.338495
666,2190_vsp_mod2_pgp2_slptsk.mtx,0.452506
667,2456_nv1.mtx,0.11192
668,0964_power.mtx,0.048301
669,2081_e40r0100.mtx,8.875508
670,2176_g7jac180sc.mtx,0.342864
671,0744_jagmesh3.mtx,0.364051
672,2483_stomach.mtx,1.74721
673,1057_G57.mtx,0.372093
674,0429_rdb450.mtx,0.192206
675,2759_3Dspectralwave.mtx,2.094512
676,1444_barth5.mtx,0.45122
