/matrix/2534_cant.mtx,62451,62451,4007383,269486473,17394453,15.492667,8.288000,65.030520
/matrix/2534_cant.mtx,62451,62451,4007383,269486473,17392214,15.494662,7.925000,68.009205
/matrix/2534_cant.mtx,62451,62451,4007383,269486473,17392047,15.494811,8.278000,65.109078
/matrix/2534_cant.mtx,62451,62451,4007383,269486473,17447041,15.445970,8.983000,59.999215
/matrix/2663_pwtk.mtx,217918,217918,11634424,626054402,28860506,21.692426,20.499000,61.081458
/matrix/2544_pdb1HYS.mtx,36417,36417,4344765,555322659,20428083,27.184277,18.585000,59.760308
/matrix/2544_pdb1HYS.mtx,36417,36417,4344765,555322659,20438053,27.171016,19.488000,56.991242
/matrix/2544_pdb1HYS.mtx,36417,36417,4344765,555322659,20443703,27.163506,23.958000,46.358015
/matrix/2544_pdb1HYS.mtx,36417,36417,4344765,555322659,20380972,27.247114,13.137000,84.543299
/matrix/2534_cant.mtx,62451,62451,4007383,269486473,17399883,15.487832,30.728000,17.540125
/matrix/2534_cant.mtx,62451,62451,4007383,269486473,17394346,15.492763,7.231000,74.536433
/matrix/0637_bcspwr07.mtx,1612,1612,5824,25234,12237,2.062107,1.064000,0.047432
/matrix/1471_thermal.mtx,3456,3456,66528,1365984,181491,7.526456,1.674000,1.632000
/matrix/2201_fe_ocean.mtx,143437,143437,819186,4742538,1639081,2.893413,2.410000,3.935716
/matrix/1657_bloweybl.mtx,30003,30003,120000,100469968,100198780,1.002707,5.004000,40.155863
/matrix/0494_str_600.mtx,363,363,3279,30187,16539,1.825201,1.084000,0.055696
/matrix/0153_sphere2.mtx,66,66,450,3090,1170,2.641026,0.960000,0.006437
/matrix/2027_GT01R.mtx,7980,7980,430909,23522267,1248425,18.841554,3.804000,12.367123
/matrix/0309_oscil_dcop_01.mtx,430,430,1544,6450,3838,1.680563,1.096000,0.011770
/matrix/2149_TSOPF_RS_b39_c19.mtx,38098,38098,684206,4831760,2267556,2.130823,1.392000,6.942184
/matrix/1504_descriptor_xingo6u.mtx,20738,20738,73916,404758,135740,2.981862,1.520000,0.532576
/matrix/2397_com-Amazon.mtx,334863,334863,1851744,21356116,8224008,2.596801,546.840000,0.078107
/matrix/1460_rajat07.mtx,14842,14842,63913,293725,128571,2.284535,14.979000,0.039218
/matrix/2193_ky2010.mtx,161672,161672,787778,5418222,2593166,2.089424,7.936000,1.365479
/matrix/0491_685_bus.mtx,685,685,3249,17609,6843,2.573287,1.058000,0.033287
/matrix/0944_grid2_dual.mtx,3136,3136,12224,47944,16807,2.852621,1.133000,0.084632
/matrix/2132_blockqp1.mtx,60012,60012,640033,5605200165,1723761812,3.251725,162.067000,69.171394
/matrix/2749_nlpkkt80.mtx,1062400,1062400,28704672,790384704,149656627,5.281321,41.396000,38.186525
/matrix/0686_fpga_dcop_21.mtx,1220,1220,5892,46772,28550,1.638249,1.442000,0.064871
/matrix/2023_loc-Brightkite.mtx,58228,58228,428156,27274962,10945167,2.491964,23.275000,2.343713
/matrix/0297_oscil_dcop_13.mtx,430,430,1544,6450,3838,1.680563,1.265000,0.010198
/matrix/1443_viscoplastic1.mtx,4326,4326,61166,1473298,510056,2.888502,1.479000,1.992289
/matrix/0908_adder_dcop_52.mtx,1813,1813,11246,1848518,1790838,1.032208,2.056000,1.798169
/matrix/0287_oscil_dcop_24.mtx,430,430,1544,6450,3838,1.680563,1.283000,0.010055
/matrix/1562_tuma1.mtx,22967,22967,87760,376418,168576,2.232928,1.451000,0.518839
/matrix/1768_brainpc2.mtx,27607,27607,179395,476776141,189991740,2.509457,39.894000,23.902148
/matrix/1655_conf6_0-4x4-20.mtx,3072,3072,119808,4672512,643509,7.260989,7.784000,1.200543
/matrix/0594_tumorAntiAngiogenesis_6.mtx,465,465,4795,265961,212777,1.249952,2.653000,0.200498
/matrix/0365_tols90.mtx,90,90,1746,38016,8100,4.693333,2.185000,0.034797
/matrix/0879_adder_dcop_61.mtx,1813,1813,11246,1848518,1790838,1.032208,13.680000,0.270251
/matrix/2422_net100.mtx,29920,29920,2033200,238192780,95115159,2.504257,42.237000,11.278868
/matrix/0715_minnesota.mtx,2642,2642,6606,17998,9919,1.814497,15.034000,0.002394
