/matrix/2534_cant.mtx,62451,62451,4007383,269486473,17394453,15.492667,32.562000,8.288000
/matrix/2534_cant.mtx,62451,62451,4007383,269486473,17392214,15.494662,6.454000,7.925000
/matrix/2534_cant.mtx,62451,62451,4007383,269486473,17392047,15.494811,6.345000,8.278000
/matrix/2534_cant.mtx,62451,62451,4007383,269486473,17447041,15.445970,36.379000,8.983000
/matrix/2663_pwtk.mtx,217918,217918,11634424,626054402,28860506,21.692426,54.378000,20.499000
/matrix/2544_pdb1HYS.mtx,36417,36417,4344765,555322659,20428083,27.184277,29.057000,18.585000
/matrix/2544_pdb1HYS.mtx,36417,36417,4344765,555322659,20438053,27.171016,34.443000,19.488000
/matrix/2544_pdb1HYS.mtx,36417,36417,4344765,555322659,20443703,27.163506,36.826000,23.958000
/matrix/2544_pdb1HYS.mtx,36417,36417,4344765,555322659,20380972,27.247114,33.165000,13.137000
/matrix/2534_cant.mtx,62451,62451,4007383,269486473,17399883,15.487832,106.380000,30.728000
/matrix/2534_cant.mtx,62451,62451,4007383,269486473,17394346,15.492763,33.556000,7.231000
/matrix/0637_bcspwr07.mtx,1612,1612,5824,25234,12237,2.062107,28.448000,1.064000
/matrix/1471_thermal.mtx,3456,3456,66528,1365984,181491,7.526456,28.886000,1.674000
/matrix/2201_fe_ocean.mtx,143437,143437,819186,4742538,1639081,2.893413,29.236000,2.410000
/matrix/1657_bloweybl.mtx,30003,30003,120000,100469968,100198780,1.002707,28.239000,5.004000
/matrix/0494_str_600.mtx,363,363,3279,30187,16539,1.825201,28.806000,1.084000
/matrix/0153_sphere2.mtx,66,66,450,3090,1170,2.641026,28.266000,0.960000
/matrix/2027_GT01R.mtx,7980,7980,430909,23522267,1248425,18.841554,28.704000,3.804000
/matrix/0309_oscil_dcop_01.mtx,430,430,1544,6450,3838,1.680563,29.920000,1.096000
/matrix/2149_TSOPF_RS_b39_c19.mtx,38098,38098,684206,4831760,2267556,2.130823,30.272000,1.392000
/matrix/1504_descriptor_xingo6u.mtx,20738,20738,73916,404758,135740,2.981862,29.441000,1.520000
