mtx,gflops
mc2depi,12.06117
pkustk07,130.218536
msc10848,86.026543
rma10,116.492554
ramage02,158.539902
opt1,118.347313
TSC_OPF_1047,269.179993
trdheim,146.030304
heart3,125.808464
nemeth19,90.92131
raefsky3,104.690376
TSOPF_RS_b678_c2,17.558615
geomean,114.65625666666664
