mtx,gflops
mc2depi,68.95
pkustk07,95.356
msc10848,79.243
rma10,92.93
ramage02,104.059
opt1,89.896
TSC_OPF_1047,104.741
trdheim,89.7
heart3,64.84
nemeth19,67.386
raefsky3,88.051
TSOPF_RS_b678_c2,128.323
geomean,89.45625000000001
