index,mtx,m,n,nnz,right-n,pixel_gflops
1571,2608_sls.mtx,1748122,62729,6804304,8,61.717
1572,1946_ckt11752_dc_1.mtx,49702,49702,333029,8,113.372
1573,2518_smt.mtx,25710,25710,3753184,8,297.282
1574,1282_G1.mtx,800,800,38352,8,43.831
1575,0509_dwt_419.mtx,419,419,3563,8,4.385
1576,2443_Stanford.mtx,281903,281903,2312497,8,16.017
1577,1509_cegb3306.mtx,3306,3306,74916,8,74.916
1578,1177_spaceShuttleEntry_3.mtx,1834,1834,28757,8,27.065
1579,0812_G15.mtx,800,800,9322,8,9.322
1580,0395_tols340.mtx,340,340,2196,8,3.194
1581,0520_sherman4.mtx,1104,1104,3786,8,6.731
1582,1537_dano3mip.mtx,3202,15851,81633,8,38.416
1583,1418_Goodwin_013.mtx,1965,1965,56069,8,49.839
1584,0190_zed.mtx,116,142,666,8,1.184
1585,0926_extr1.mtx,2837,2837,11407,8,15.209
1586,2200_nemeth19.mtx,9506,9506,818302,8,436.428
1587,2229_soc-Slashdot0811.mtx,77360,77360,905468,8,35.249
1588,1919_Goodwin_030.mtx,10142,10142,312814,8,156.407
1589,0373_rw496.mtx,496,496,1859,8,3.305
1590,1710_bauru5727.mtx,40366,40366,145019,8,89.242
1591,1591_Franz9.mtx,19588,4164,97508,8,120.010
1592,0884_adder_dcop_39.mtx,1813,1813,11246,8,8.568
1593,2159_image_interp.mtx,240000,120000,711683,8,223.273
1594,0899_adder_dcop_15.mtx,1813,1813,11246,8,8.997
1595,2445_ASIC_680ks.mtx,682712,682712,2329176,8,107.397
1596,1512_ex13.mtx,2568,2568,75628,8,63.687
1597,1905_c-60.mtx,43640,43640,298578,8,101.644
1598,2579_para-9.mtx,155924,155924,5416358,8,122.577
1599,0128_wheel_7_1.mtx,114,113,338,8,0.492
1600,0173_Trec8.mtx,23,84,549,8,0.676
1601,0109_GD97_b.mtx,47,47,264,8,0.422
1602,2315_n4c6-b7.mtx,163215,104115,1305720,8,219.911
1603,1315_dw4096.mtx,8192,8192,41746,8,60.721
1604,2102_ASIC_100ks.mtx,99190,99190,578890,8,121.872
1605,0204_dwt_234.mtx,234,234,834,8,1.483
1606,0511_L.mtx,956,956,3640,8,4.853
1607,0697_jpwh_991.mtx,991,991,6027,8,8.036
1608,0601_lpi_klein2.mtx,477,531,5062,8,6.230
1609,2414_rajat24.mtx,358172,358172,1948235,8,108.612
1610,0721_orsirr_1.mtx,1030,1030,6858,8,9.975
1611,2478_stat96v2.mtx,29089,957432,2852184,8,143.506
1612,2472_ct20stif.mtx,52329,52329,2698463,8,356.822
1613,1358_meg4.mtx,5860,5860,46842,8,44.087
1614,2556_tmt_unsym.mtx,917825,917825,4584801,8,197.196
1615,1983_lhr17c.mtx,17576,17576,381975,8,218.271
1616,1552_kineticBatchReactor_7.mtx,7968,7968,84508,8,56.339
1617,0990_lp_pilot_ja.mtx,940,2267,14977,8,12.612
1618,2291_nemeth21.mtx,9506,9506,1173746,8,586.873
1619,2221_HTC_336_9129.mtx,226340,226340,883422,8,158.817
1620,1663_c-43.mtx,11125,11125,123675,8,56.537
1621,0725_lp_ganges.mtx,1309,1706,6937,8,6.937
1622,0893_adder_dcop_64.mtx,1813,1813,11246,8,8.568
1623,2262_gyro_k.mtx,17361,17361,1021159,8,226.924
1624,2426_pa2010.mtx,421545,421545,2058462,8,44.268
1625,0585_mycielskian8.mtx,191,191,4720,8,5.035
1626,0156_GD97_c.mtx,452,452,460,8,0.613
1627,1213_ex4.mtx,1601,1601,32299,8,27.199
1628,2815_ML_Geer.mtx,1504002,1504002,110879972,8,404.579
1629,0357_shl_0.mtx,663,663,1687,8,1.588
1630,2254_preferentialAttachment.mtx,100000,100000,999970,8,22.856
1631,1379_delaunay_n13.mtx,8192,8192,49094,8,52.367
1632,2622_TEM181302.mtx,181302,181302,7839010,8,244.969
1633,0642_fpga_dcop_10.mtx,1220,1220,5884,8,6.276
1634,2062_t3dl.mtx,20360,20360,509866,8,189.718
1635,2284_landmark.mtx,71952,2704,1151232,8,472.300
1636,0866_adder_dcop_51.mtx,1813,1813,11246,8,8.997
1637,0882_adder_dcop_38.mtx,1813,1813,11246,8,8.568
1638,1366_mhd1280a.mtx,1280,1280,47906,8,47.906
1639,1781_CAG_mat1916.mtx,1916,1916,195985,8,120.606
1640,0152_bfwa62.mtx,62,62,450,8,0.720
1641,0874_adder_dcop_17.mtx,1813,1813,11246,8,8.568
1642,1093_IG5-11.mtx,1227,1692,22110,8,22.110
1643,0122_lp_kb2.mtx,43,68,313,8,0.455
1644,1706_ted_B_unscaled.mtx,10605,10605,144579,8,136.074
1645,1268_poli3.mtx,16955,16955,37849,8,27.527
1646,2019_ted_A_unscaled.mtx,10605,10605,424587,8,219.142
1647,2511_ca2010.mtx,710145,710145,3489366,8,37.220
1648,2479_ramage02.mtx,16830,16830,2866352,8,413.168
1649,2727_333SP.mtx,3712815,3712815,22217266,8,53.104
1650,1850_stat96v5.mtx,2307,75779,233921,8,124.758
1651,2487_belgium_osm.mtx,1441295,1441295,3099940,8,81.044
1652,2757_dielFilterV3clx.mtx,420408,420408,32886208,8,181.943
1653,1920_rail516.mtx,516,47827,315412,8,59.372
1654,1718_bcsstk18.mtx,11948,11948,149090,8,113.592
1655,2371_turon_m.mtx,189924,189924,1690876,8,161.036
1656,0351_S10PI_n.mtx,682,682,1633,8,2.613
1657,0492_nos6.mtx,675,675,3255,8,5.787
1658,2482_srb1.mtx,54924,54924,2962152,8,442.939
1659,0300_oscil_dcop_29.mtx,430,430,1544,8,2.246
1660,1516_cavity14.mtx,2597,2597,76367,8,76.367
1661,0953_cz1268.mtx,1268,1268,12786,8,13.638
1662,0607_de063157.mtx,936,1908,5119,8,6.300
1663,0500_nsic.mtx,465,897,3449,8,3.679
1664,0316_oscil_dcop_05.mtx,430,430,1544,8,2.246
1665,2175_g7jac180.mtx,53370,53370,747276,8,106.754
1666,2266_torso2.mtx,115967,115967,1033473,8,250.539
1667,1330_freeFlyingRobot_16.mtx,6078,6078,44006,8,39.116
1668,1279_G8.mtx,800,800,38352,8,43.831
1669,1828_s1rmt3m1.mtx,5489,5489,219521,8,159.652
1670,0473_str_200.mtx,363,363,3068,8,3.776
1671,0040_lpi_bgprtr.mtx,20,40,70,8,0.140
1672,2797_Serena.mtx,1391349,1391349,64531701,8,233.599
1673,0901_adder_dcop_46.mtx,1813,1813,11246,8,8.997
1674,0938_G50.mtx,3000,3000,12000,8,21.333
1675,2122_rajat20.mtx,86916,86916,605045,8,106.382
1676,0054_rel4.mtx,66,12,104,8,0.277
1677,2119_shar_te2-b2.mtx,200200,17160,600600,8,133.467
1678,0764_epb0.mtx,1794,1794,7764,8,13.803
1679,2538_debr.mtx,1048576,1048576,4194298,8,185.897
1680,2339_598a.mtx,110971,110971,1483868,8,26.321
1681,1150_email-Eu-core.mtx,1005,1005,25571,8,22.730
1682,1935_pwt(1).mtx,36519,36519,326107,8,163.054
1683,1977_k3plates.mtx,11107,11107,378927,8,216.530
1684,1020_spaceStation_6.mtx,1111,1111,17595,8,21.655
1685,1619_wiki-Vote.mtx,8297,8297,103689,8,41.476
1686,1511_ch7-6-b4.mtx,15120,12600,75600,8,80.640
1687,2411_conf5_4-8x8-10.mtx,49152,49152,1916928,8,408.945
1688,1623_crystm01.mtx,4875,4875,105339,8,105.339
1689,1194_pf2177.mtx,9728,10178,30984,8,27.541
1690,2370_av41092.mtx,41092,41092,1683902,8,172.708
1691,0714_orbitRaising_2.mtx,739,739,6526,8,8.701
1692,1695_cavity17.mtx,4562,4562,138187,8,100.500
1693,1380_tuma2.mtx,12992,12992,49365,8,60.757
1694,2393_ASIC_320ks.mtx,321671,321671,1827807,8,129.402
1695,0988_Sieber.mtx,2290,2290,14873,8,13.998
1696,1214_plat1919.mtx,1919,1919,32399,8,39.876
1697,0784_lp_grow22.mtx,440,946,8252,8,8.802
1698,1622_nasa4704(0).mtx,4704,4704,104756,8,98.594
1699,2612_cage13.mtx,445315,445315,7479343,8,178.878
1700,0793_Trec10.mtx,106,478,8612,8,7.655
1701,1081_Franz2.mtx,4032,4480,21504,8,31.279
1702,0322_oscil_dcop_46.mtx,430,430,1544,8,2.246
1703,2520_s4dkt3m2.mtx,90449,90449,3753461,8,417.051
1704,0438_fs_680_2.mtx,680,680,2646,8,3.849
1705,1318_freeFlyingRobot_12.mtx,5578,5578,41940,8,37.280
1706,1652_conf5_0-4x4-18.mtx,3072,3072,119808,8,136.923
1707,1086_c-19.mtx,2327,2327,21817,8,16.622
1708,2309_mac_econ_fwd500.mtx,206500,206500,1273389,8,90.956
1709,1422_mark3jac020.mtx,9129,9129,56175,8,56.175
1710,0451_west0655.mtx,655,655,2854,8,3.805
1711,0334_oscil_dcop_53.mtx,430,430,1544,8,2.246
1712,0186_gent113.mtx,113,113,655,8,0.953
1713,1084_ch6-6-b3.mtx,5400,2400,21600,8,31.418
1714,0685_fpga_dcop_18.mtx,1220,1220,5892,8,5.892
1715,0134_can_73.mtx,73,73,377,8,0.670
1716,1849_lhr11.mtx,10964,10964,233741,8,162.602
1717,2285_msc23052.mtx,23052,23052,1154814,8,298.017
1718,0603_de080285.mtx,936,1908,5082,8,6.255
1719,1915_lhr14.mtx,14270,14270,307858,8,182.434
1720,0914_adder_dcop_34.mtx,1813,1813,11246,8,8.568
1721,2283_bcsstk36.mtx,23052,23052,1143140,8,304.837
1722,1148_lns_3937.mtx,3937,3937,25407,8,36.956
1723,1007_rosen8.mtx,520,1544,16058,8,10.277
1724,2223_tube1.mtx,21498,21498,897056,8,276.017
1725,2352_lhr71.mtx,70304,70304,1528092,8,317.526
1726,0495_lp_scrs8.mtx,490,1275,3288,8,4.047
1727,1933_pwt.mtx,36519,36519,326107,8,163.054
1728,1211_lpl2.mtx,3294,10881,32232,8,36.837
1729,2163_c-64b.mtx,51035,51035,717841,8,208.826
1730,0695_dwt_758.mtx,758,758,5994,8,7.992
1731,1101_c-20.mtx,2921,2921,22685,8,20.164
1732,2187_dc3.mtx,116835,116835,766396,8,120.219
1733,2302_twotone.mtx,120750,120750,1224224,8,137.941
1734,2563_netherlands_osm.mtx,2216688,2216688,4882476,8,62.696
1735,2303_mn2010.mtx,259777,259777,1227102,8,37.540
1736,1021_Si2.mtx,769,769,17801,8,21.909
1737,1902_Reuters911.mtx,13332,13332,296076,8,37.010
1738,0007_Trec5.mtx,3,7,12,8,0.032
1739,2550_TSOPF_FS_b300_c1.mtx,29214,29214,4400122,8,757.010
1740,1717_nug08-3rd.mtx,19728,29856,148416,8,74.208
1741,1069_large.mtx,4282,8617,20635,8,25.397
1742,1763_t2dah_e.mtx,11445,11445,176117,8,134.184
1743,2091_patents_main.mtx,240547,240547,560943,8,21.168
1744,1024_lp_cre_a.mtx,3516,7248,18168,8,17.099
1745,2475_helm2d03.mtx,392257,392257,2741935,8,102.025
1746,2333_std1_Jac3.mtx,21982,21982,1455848,8,253.191
1747,1729_hangGlider_5.mtx,16011,16011,155246,8,85.653
1748,2571_web-Google.mtx,916428,916428,5105039,8,25.163
1749,2013_cz40948.mtx,40948,40948,412148,8,143.356
1750,0657_fpga_dcop_31.mtx,1220,1220,5892,8,5.892
1751,0507_lp_shell.mtx,536,1777,3558,8,3.349
1752,0270_can_161.mtx,161,161,1377,8,2.448
1753,1636_south31.mtx,18425,36321,112398,8,112.398
1754,0172_IG5-7.mtx,62,150,549,8,0.676
1755,1707_lp_osa_07.mtx,1118,25067,144812,8,66.200
1756,0965_n2c6-b8.mtx,1470,3990,13230,8,17.640
1757,0993_n2c6-b4.mtx,3003,1365,15015,8,20.020
1758,0291_oscil_dcop_57.mtx,430,430,1544,8,2.246
1759,2240_scircuit.mtx,170998,170998,958936,8,111.181
1760,2039_epb3.mtx,84617,84617,463625,8,145.451
1761,0352_lpi_vol1.mtx,323,464,1646,8,2.394
1762,0615_lpi_pilot4i.mtx,410,1123,5264,8,5.615
1763,2095_g7jac140.mtx,41490,41490,565956,8,104.084
1764,2458_c8_mat11_I.mtx,4562,5761,2462970,8,281.482
1765,1892_mark3jac100.mtx,45769,45769,285215,8,87.758
1766,1384_mbeaflw.mtx,496,496,49920,8,33.280
1767,2261_gyro.mtx,17361,17361,1021159,8,226.924
1768,1432_fxm3_6.mtx,6200,12625,57722,8,57.722
1769,2112_LeGresley_87936.mtx,87936,87936,593276,8,99.920
1770,2544_pdb1HYS.mtx,36417,36417,4344765,8,434.476
1771,0807_scagr7-2c.mtx,2447,3479,9005,8,13.098
1772,1426_rdist2.mtx,3198,3198,56934,8,60.730
1773,1121_rosen1.mtx,520,1544,23794,8,15.228
1774,1402_ex3.mtx,1821,1821,52685,8,52.685
1775,0342_abb313.mtx,313,176,1557,8,2.768
1776,1203_commanche_dual.mtx,7920,7920,31680,8,38.991
1777,0097_Maragal_1.mtx,32,14,234,8,0.535
1778,1126_lshp3466.mtx,3466,3466,23896,8,31.861
1779,0215_spaceStation_1.mtx,99,99,927,8,1.236
1780,0659_fpga_dcop_42.mtx,1220,1220,5892,8,5.892
1781,0553_fs_541_4.mtx,541,541,4285,8,6.233
1782,1377_bips07_1693.mtx,13275,13275,49044,8,56.050
1783,1861_benzene.mtx,8219,8219,242669,8,194.135
1784,0939_lutz30-23-b6.mtx,1716,3003,12012,8,16.016
1785,0052_Hamrle1.mtx,32,32,98,8,0.224
1786,0702_130bit.mtx,584,575,6120,8,8.160
1787,1117_spaceStation_13.mtx,1617,1617,23649,8,25.226
1788,0722_lshp1009.mtx,1009,1009,6865,8,8.449
1789,0228_lp_nug05.mtx,210,225,1050,8,1.400
1790,1264_lp_woodw.mtx,1098,8418,37487,8,26.078
1791,0616_lp_pilot4.mtx,410,1123,5264,8,5.264
1792,0431_lpi_reactor.mtx,318,808,2591,8,2.303
1793,0687_fpga_dcop_22.mtx,1220,1220,5892,8,5.892
1794,2416_TSOPF_FS_b39_c19.mtx,76216,76216,1977600,8,452.023
1795,1878_fxm4_6.mtx,22400,47185,265442,8,117.974
1796,0629_netscience.mtx,1589,1589,5484,8,7.312
1797,2350_neos.mtx,479119,515905,1526794,8,112.058
1798,2012_sd2010.mtx,88360,88360,410722,8,56.167
1799,2152_nemeth18.mtx,9506,9506,695234,8,370.791
1800,1739_hvdc1.mtx,24842,24842,159981,8,111.291
1801,1523_ex28.mtx,2603,2603,77781,8,73.206
1802,0144_impcol_c.mtx,137,137,411,8,0.658
1803,2696_af_3_k101.mtx,503625,503625,17550675,8,398.879
1804,2208_pds-70.mtx,114944,390005,833465,8,30.586
1805,0619_M40PI_n.mtx,2182,2182,5341,8,8.546
1806,0003_mycielskian2.mtx,2,2,2,8,0.005
1807,1165_3elt.mtx,4720,4720,27444,8,36.592
1808,1969_lp_ken_18.mtx,105127,154699,358171,8,55.103
1809,1963_poisson3Da.mtx,13514,13514,352762,8,49.510
1810,1984_lhr17.mtx,17576,17576,381975,8,218.271
1811,0771_bwm2000.mtx,2000,2000,7996,8,14.215
1812,1146_model8.mtx,2896,6464,25277,8,23.790
1813,2512_oilpan.mtx,73752,73752,3597188,8,423.199
1814,1728_nsir.mtx,4453,10057,154939,8,82.634
1815,2702_af_shell8.mtx,504855,504855,17588875,8,386.569
1816,1082_utm1700b.mtx,1700,1700,21509,8,24.582
1817,1674_bodyy5.mtx,18589,18589,129281,8,137.900
1818,1857_luxembourg_osm.mtx,114599,114599,239332,8,100.771
1819,1937_shallow_water1.mtx,81920,81920,327680,8,201.649
1820,0388_Trefethen_150.mtx,150,150,2040,8,2.967
1821,1950_ct2010.mtx,67578,67578,336352,8,45.607
1822,0277_can_187.mtx,187,187,1491,8,2.169
1823,0176_08blocks.mtx,300,300,592,8,0.947
1824,1228_bcsstk11.mtx,1473,1473,34241,8,34.241
1825,2365_2cubes_sphere.mtx,101492,101492,1647264,8,75.089
1826,1484_aug3d.mtx,24300,24300,69984,8,79.982
1827,0673_fpga_dcop_11.mtx,1220,1220,5892,8,6.285
1828,1553_c-44.mtx,10728,10728,85000,8,59.130
1829,2024_helm3d01.mtx,32226,32226,428444,8,69.950
1830,1107_barth4.mtx,6019,6019,23492,8,34.170
1831,0870_adder_dcop_66.mtx,1813,1813,11246,8,8.997
1832,2141_wv2010.mtx,135218,135218,662922,8,38.853
1833,2631_torso1.mtx,116158,116158,8516500,8,616.579
1834,1014_Erdos02.mtx,6927,6927,16944,8,12.323
1835,1229_bcsstk12.mtx,1473,1473,34241,8,34.241
1836,0080_can_24.mtx,24,24,160,8,0.366
1837,1822_ak2010.mtx,45292,45292,217098,8,41.352
1838,0894_adder_dcop_65.mtx,1813,1813,11246,8,8.997
1839,2317_SiO.mtx,33401,33401,1317655,8,263.531
1840,0031_GD98_a.mtx,38,38,50,8,0.100
1841,2007_c-57.mtx,37833,37833,405197,8,137.939
1842,0302_oscil_dcop_19.mtx,430,430,1544,8,2.246
1843,2005_rail582.mtx,582,56097,402290,8,65.680
1844,1639_CurlCurl_0.mtx,11083,11083,113343,8,100.749
1845,2703_af_shell6.mtx,504855,504855,17588875,8,386.569
1846,1621_nasa4704.mtx,4704,4704,104756,8,98.594
1847,0462_lpi_pang.mtx,361,741,2933,8,3.129
1848,0387_bibd_17_3.mtx,136,680,2040,8,1.920
1849,2439_pkustk05.mtx,37164,37164,2205144,8,387.718
1850,1322_rajat01.mtx,6833,6833,43250,8,30.087
1851,1398_mk11-b4.mtx,10395,17325,51975,8,59.400
1852,2542_gupta2.mtx,62064,62064,4248286,8,237.666
1853,2281_connectus.mtx,512,394792,1127525,8,74.240
1854,2395_GL7d14.mtx,171375,47271,1831183,8,28.037
1855,1167_bayer08.mtx,3008,3008,27576,8,29.414
1856,2648_atmosmodl.mtx,1489752,1489752,10319760,8,160.307
1857,1992_nemeth04.mtx,9506,9506,394808,8,263.205
1858,0628_lp_scfxm2.mtx,660,1200,5469,8,6.250
1859,2611_bmw7st_1.mtx,141347,141347,7339667,8,390.148
1860,0852_init_adder1.mtx,1813,1813,11156,8,8.925
1861,2271_ibm_matrix_2.mtx,51448,51448,1056610,8,264.152
1862,0015_Tina_AskCal.mtx,11,11,29,8,0.077
1863,0627_n2c6-b3.mtx,1365,455,5460,8,8.736
1864,1731_e18.mtx,24617,38602,156466,8,73.631
1865,1791_SiNa.mtx,5743,5743,198787,8,151.457
1866,2101_ncvxqp7.mtx,87500,87500,574962,8,127.769
1867,2758_mycielskian16.mtx,49151,49151,33382480,8,238.766
1868,1320_Kaufhold.mtx,8765,8765,42471,8,45.302
1869,1867_TSOPF_RS_b39_c7.mtx,14098,14098,252446,8,224.396
1870,0859_adder_dcop_10.mtx,1813,1813,11232,8,8.558
1871,2260_olafu.mtx,16146,16146,1015156,8,369.148
1872,1570_orani678.mtx,2529,2529,90158,8,65.569
1873,1551_biplane-9.mtx,21701,21701,84076,8,96.087
1874,0219_grid1.mtx,252,252,952,8,1.385
1875,0203_bcsstm19.mtx,817,817,817,8,2.179
1876,2196_Chevron2.mtx,90249,90249,803173,8,247.130
1877,1440_crack_dual.mtx,20141,20141,60086,8,60.086
1878,0883_adder_dcop_36.mtx,1813,1813,11246,8,8.997
1879,2242_transient.mtx,178866,178866,961790,8,109.919
1880,2206_nm2010.mtx,168609,168609,830970,8,36.830
1881,0062_bcspwr01.mtx,39,39,131,8,0.262
1882,0445_lp_e226.mtx,223,472,2768,8,2.605
1883,1529_TF15.mtx,6334,7742,80057,8,60.996
1884,1598_fe_sphere.mtx,16386,16386,98304,8,104.858
1885,1096_ex33.mtx,1733,1733,22189,8,25.359
1886,1841_ex35.mtx,19716,19716,228208,8,192.175
1887,1605_LF10000.mtx,19998,19998,99982,8,159.971
1888,0384_mesh2em5.mtx,306,306,2018,8,2.484
1889,0220_n4c6-b15.mtx,60,920,960,8,1.024
1890,2110_pds-50.mtx,83060,275814,590833,8,35.673
1891,1647_bcsstk15.mtx,3948,3948,117816,8,99.213
1892,0475_cage7.mtx,340,340,3084,8,4.486
1893,1079_lp_cycle.mtx,1903,3371,21234,8,18.875
1894,1557_fv3.mtx,9801,9801,87025,8,99.457
1895,0041_wheel_3_1.mtx,21,25,74,8,0.169
1896,2474_windtunnel_evap3d.mtx,40816,40816,2730600,8,318.902
1897,2683_pkustk14.mtx,151926,151926,14836504,8,308.291
1898,2725_gsm_106857.mtx,589446,589446,21758924,8,70.919
1899,2106_bas1lp.mtx,5411,9825,587775,8,229.376
1900,0347_bcspwr05.mtx,443,443,1623,8,2.361
1901,2642_pattern1.mtx,19242,19242,9323432,8,280.404
1902,0940_rdb2048.mtx,2048,2048,12032,8,19.251
1903,2534_cant.mtx,62451,62451,4007383,8,374.960
1904,0102_Sandi_authors.mtx,86,86,248,8,0.361
1905,0434_Erdos971.mtx,472,472,2628,8,3.823
1906,1526_cegb3024.mtx,3024,3024,79848,8,75.151
1907,0060_wheel_4_1.mtx,36,41,122,8,0.244
1908,1664_hi2010.mtx,25016,25016,124126,8,39.720
1909,2576_para-4.mtx,153226,153226,5326228,8,120.197
1910,1338_bips98_1450.mtx,11305,11305,44678,8,51.061
1911,0392_west0381.mtx,381,381,2157,8,2.030
1912,1751_f855_mat9.mtx,2456,2511,171214,8,101.460
1913,2832_HV15R.mtx,2017169,2017169,283073458,8,339.926
1914,0011_cage3.mtx,5,5,19,8,0.051
1915,2140_c-70.mtx,68924,68924,658986,8,117.153
1916,1145_shermanACa.mtx,3432,3432,25220,8,13.914
1917,0689_fpga_dcop_30.mtx,1220,1220,5892,8,6.285
1918,1503_poli4.mtx,33833,33833,73249,8,35.515
1919,2666_Hardesty1.mtx,938905,938905,12143314,8,265.791
1920,1547_G63.mtx,7000,7000,82918,8,33.167
1921,0095_GD02_b.mtx,80,80,232,8,0.371
1922,0822_pores_2.mtx,1224,1224,9613,8,12.817
1923,0813_G17.mtx,800,800,9334,8,8.785
1924,0559_ex1.mtx,216,216,4352,8,4.352
1925,0819_G14.mtx,800,800,9388,8,10.014
1926,2213_ss1.mtx,205282,205282,845089,8,128.775
1927,0064_p0040.mtx,23,63,133,8,0.236
1928,1658_scagr7-2r.mtx,32847,46679,120141,8,96.113
1929,2686_Si41Ge41H72.mtx,185639,185639,15011265,8,235.933
1930,0514_stufe.mtx,1036,1036,3736,8,5.434
1931,0936_G48.mtx,3000,3000,12000,8,19.200
1932,0665_fpga_dcop_24.mtx,1220,1220,5892,8,5.892
1933,1124_n4c6-b3.mtx,5970,1330,23880,8,38.208
1934,2421_cage12.mtx,130228,130228,2032536,8,207.137
1935,0548_USAir97.mtx,332,332,4252,8,4.535
1936,2446_vanbody.mtx,47072,47072,2336898,8,346.207
1937,0931_photogrammetry.mtx,1388,390,11816,8,15.755
1938,0857_adder_dcop_06.mtx,1813,1813,11224,8,8.979
1939,2219_sme3Da.mtx,12504,12504,874887,8,66.658
1940,0896_adder_dcop_28.mtx,1813,1813,11246,8,8.997
1941,1758_nasa2910(0).mtx,2910,2910,174296,8,121.249
1942,0885_adder_dcop_42.mtx,1813,1813,11246,8,8.568
1943,0223_SmallW.mtx,396,396,994,8,1.060
1944,0175_impcol_a.mtx,207,207,572,8,0.915
1945,2413_trdheim.mtx,22098,22098,1935324,8,455.370
1946,0765_orbitRaising_4.mtx,915,915,7790,8,10.387
1947,0973_n4c6-b14.mtx,920,6300,13800,8,15.771
1948,0974_cis-n4c6-b14.mtx,920,6300,13800,8,15.771
1949,1714_p2p-Gnutella31.mtx,62586,62586,147892,8,31.135
1950,1305_freeFlyingRobot_11.mtx,5438,5438,40054,8,35.604
1951,2054_nemeth14.mtx,9506,9506,496144,8,330.763
1952,2332_bcsstk35.mtx,30237,30237,1450163,8,351.555
1953,0057_football.mtx,35,35,118,8,0.236
1954,0181_TF10.mtx,99,107,622,8,0.905
1955,1648_graphics.mtx,29493,11822,117954,8,104.848
1956,0928_watt_2.mtx,1856,1856,11550,8,12.320
1957,1988_garon2.mtx,13535,13535,390607,8,189.385
1958,2331_vfem.mtx,93476,93476,1434636,8,171.300
1959,0245_ww_36_pmec_36.mtx,66,66,1194,8,1.737
1960,0515_sherman1.mtx,1000,1000,3750,8,6.000
1961,1700_stokes64.mtx,12546,12546,140034,8,160.039
1962,2481_TSOPF_RS_b300_c2.mtx,28338,28338,2943887,8,759.713
1963,1326_c-29.mtx,5033,5033,43731,8,30.422
1964,2448_fl2010.mtx,484481,484481,2346294,8,37.616
1965,1237_cell2.mtx,7055,7055,34855,8,61.964
1966,2554_tx2010.mtx,914231,914231,4456272,8,39.545
1967,2428_bcsstk39.mtx,46772,46772,2089294,8,379.872
1968,1291_freeFlyingRobot_9.mtx,4778,4778,39964,8,35.524
1969,2706_af_shell2.mtx,504855,504855,17588875,8,350.463
1970,0530_n4c6-b2.mtx,1330,210,3990,8,7.980
1971,0489_lp_standata.mtx,359,1274,3230,8,3.040
1972,2784_af_shell10.mtx,1508065,1508065,52672325,8,389.085
1973,1453_gen1.mtx,769,2561,63086,8,42.057
1974,0581_cdde3.mtx,961,961,4681,8,9.362
1975,1477_mhd3200a.mtx,3200,3200,68026,8,108.842
1976,1794_mod2.mtx,34774,66409,199810,8,122.960
1977,1152_bibd_13_6.mtx,78,1716,25740,8,17.160
1978,0823_rajat04.mtx,1041,1041,9642,8,7.714
1979,0183_GD01_Acap.mtx,953,953,645,8,1.032
1980,1100_pgp2.mtx,4034,13254,22474,8,29.965
1981,2314_Raj1.mtx,263743,263743,1302464,8,126.300
1982,0255_n3c5-b4.mtx,252,210,1260,8,1.833
1983,0719_EVA.mtx,8497,8497,6726,8,4.679
1984,0182_bcsstk03.mtx,112,112,640,8,1.280
1985,1887_chipcool1.mtx,20082,20082,281150,8,70.287
1986,2634_TSOPF_RS_b678_c2.mtx,35696,35696,8781949,8,1033.170
1987,0355_494_bus.mtx,494,494,1666,8,2.423
1988,1863_lp_cre_d.mtx,8926,73948,246614,8,89.678
1989,0112_will57.mtx,57,57,281,8,0.450
1990,0110_dwt_59.mtx,59,59,267,8,0.475
1991,2423_water_tank.mtx,60740,60740,2035281,8,266.922
1992,0147_n4c6-b1.mtx,210,21,420,8,1.120
1993,0587_bp_1200.mtx,822,822,4726,8,5.041
1994,1845_fome20.mtx,33874,108175,232647,8,37.224
1995,2527_roadNet-TX.mtx,1393383,1393383,3843320,8,68.784
1996,0243_lp_share1b.mtx,117,253,1179,8,1.347
1997,0306_oscil_dcop_20.mtx,430,430,1544,8,2.246
1998,2199_TSOPF_RS_b162_c4.mtx,20374,20374,812749,8,433.466
1999,2633_TSOPF_FS_b300_c2.mtx,56814,56814,8767466,8,887.845
2000,1363_mk11-b4b.mtx,9450,17325,47250,8,58.154
2001,2123_rajat25.mtx,87190,87190,607235,8,105.606
2002,1339_ge.mtx,10099,16369,44825,8,31.183
2003,1951_Kuu.mtx,7102,7102,340200,8,247.418
2004,0777_rosen7.mtx,264,776,8034,8,5.589
2005,0995_robot24c1_mat5.mtx,404,302,15118,8,13.438
2006,2245_nemeth20.mtx,9506,9506,971870,8,501.610
2007,0360_lp_scagr25.mtx,471,671,1725,8,2.509
2008,1987_nmos3.mtx,18588,18588,386594,8,118.952
2009,2454_net4-1.mtx,88343,88343,2441727,8,244.173
2010,0004_Trec4.mtx,2,3,3,8,0.010
2011,1675_rajat10.mtx,30202,30202,130303,8,77.217
2012,1375_mimo8x8_system.mtx,13309,13309,48872,8,55.854
2013,0096_cage5.mtx,37,37,233,8,0.466
2014,1333_lp_pilot.mtx,1441,4860,44375,8,33.810
2015,2591_com-Youtube.mtx,1134890,1134890,5975248,8,36.785
2016,2001_mark3jac140sc.mtx,64089,64089,399735,8,85.277
2017,0647_fpga_dcop_26.mtx,1220,1220,5892,8,5.892
2018,1204_p2p-Gnutella05.mtx,8846,8846,31839,8,24.258
2019,1050_p6000.mtx,2095,7967,19826,8,17.623
