mtx,gflops
mc2depi,2.40174
pkustk07,31.409662
msc10848,29.046489
rma10,38.790347
ramage02,44.247462
opt1,44.414
TSC_OPF_1047,72.630593
trdheim,40.945841
heart3,19.801049
nemeth19,37.398646
raefsky3,56.971485
TSOPF_RS_b678_c2,11.198067
geomean,35.77128175
