mtx,gflops
mc2depi,94.898
pkustk07,159.441
msc10848,175.632
rma10,225.248
ramage02,258.149
opt1,246.037
TSC_OPF_1047,337.5
trdheim,280.258
heart3,191.824
nemeth19,246.811
raefsky3,406.934
TSOPF_RS_b678_c2,336.293
