index,mtx,m,n,nnz,cusparse,pixel_time,pixel_gflops
2284,1774_scsd8-2r.mtx,8650,60550,190210,0.000,0.006,60.799
2285,1548_rajat08.mtx,19362,19362,83443,0.000,0.007,22.570
2286,1248_scagr7-2b.mtx,9743,13847,35885,0.000,0.004,17.252
2287,1759_c-45.mtx,13206,13206,174452,0.000,0.006,57.452
2288,2174_olesnik0.mtx,88263,88263,744216,0.000,0.022,67.001
2289,2144_cbuckle.mtx,13681,13681,676515,0.000,0.007,200.271
2290,1995_nemeth05.mtx,9506,9506,394808,0.000,0.006,142.453
2291,2716_hugetric-00010.mtx,6592765,6592765,19771708,0.000,4.620,8.560
2292,0593_bp_1400.mtx,822,822,4790,0.000,0.005,1.877
2293,1976_bcircuit.mtx,68902,68902,375558,0.000,0.018,42.755
2294,1436_scrs8-2r.mtx,14364,27691,58439,0.000,0.004,26.642
2295,1032_Chebyshev2.mtx,2053,2053,18447,0.000,0.005,7.062
2296,2613_pkustk12.mtx,94653,94653,7512317,0.000,0.112,133.563
2297,1478_nemspmm2.mtx,2301,8734,68225,0.000,0.006,21.731
2298,0736_iiasa.mtx,669,3639,7317,0.000,0.004,4.004
2299,0746_scrs8-2c.mtx,1820,3499,7367,0.000,0.004,3.675
2300,2552_TSOPF_RS_b300_c3.mtx,42138,42138,4413449,0.000,0.018,494.892
2301,1848_lhr11c.mtx,10964,10964,233741,0.000,0.006,80.949
2302,1030_Maragal_3.mtx,1690,860,18391,0.000,0.005,6.861
2303,1202_p2p-Gnutella06.mtx,8717,8717,31525,0.000,0.008,7.808
2304,2142_Zd_Jac6_db.mtx,22835,22835,663643,0.000,0.012,115.296
2305,1592_Franz10.mtx,19588,4164,97508,0.000,0.005,42.138
2306,1693_cavity20.mtx,4562,4562,138187,0.000,0.005,53.262
2307,2059_ncvxqp3.mtx,75000,75000,499964,0.000,0.023,43.134
2308,0654_fpga_dcop_45.mtx,1220,1220,5892,0.000,0.005,2.520
2309,1342_qpband.mtx,20000,20000,45000,0.000,0.004,24.252
2310,0022_mycielskian4.mtx,11,11,40,0.000,0.002,0.034
2311,0155_GD00_a.mtx,352,352,458,0.000,0.004,0.247
2312,1593_comsol.mtx,1500,1500,97645,0.000,0.005,40.018
2313,1576_Maragal_5.mtx,4654,3320,93091,0.000,0.007,25.691
2314,0766_bcsstk07.mtx,420,420,7860,0.000,0.005,3.333
2315,1455_lp_pds_06.mtx,9881,29351,63220,0.000,0.013,9.822
2316,0171_cat_ears_3_1.mtx,204,181,542,0.000,0.004,0.295
2317,0723_jagmesh2.mtx,1009,1009,6865,0.000,0.004,3.434
2318,0580_cdde4.mtx,961,961,4681,0.000,0.004,2.613
2319,1942_shyy161.mtx,76480,76480,329762,0.000,0.008,81.302
2320,0549_t2dal_e.mtx,4257,4257,4257,0.000,0.002,3.865
2321,2209_g7jac200sc.mtx,59310,59310,837936,0.000,0.045,37.020
2322,0472_n2c6-b9.mtx,306,1470,3060,0.000,0.004,1.466
2323,1514_cavity10.mtx,2597,2597,76367,0.000,0.005,29.248
2324,1982_viscoplastic2.mtx,32769,32769,381326,0.000,0.013,58.280
2325,0624_n4c5-b3.mtx,1350,455,5400,0.000,0.004,3.018
2326,0078_Trefethen_20.mtx,20,20,158,0.000,0.003,0.104
2327,0555_lp_scsd6.mtx,147,1350,4316,0.000,0.005,1.654
2328,0905_adder_dcop_23.mtx,1813,1813,11246,0.000,0.006,4.037
2329,2235_HFE18_96_in.mtx,2372,4096,933343,0.000,0.009,216.452
2330,2384_Lin.mtx,256000,256000,1766400,0.000,0.028,124.250
2331,1727_192bit.mtx,13691,13682,154303,0.000,0.021,14.870
2332,0030_cage4.mtx,9,9,49,0.000,0.002,0.044
2333,2135_tomographic1.mtx,73159,59498,647495,0.000,0.043,29.806
2334,2626_degme.mtx,185501,659415,8127528,0.000,0.262,62.049
2335,2452_Delor295K.mtx,295734,1823928,2401323,0.000,0.106,45.293
2336,0987_blckhole.mtx,2132,2132,14872,0.000,0.004,7.128
2337,1056_olm5000.mtx,5000,5000,19996,0.000,0.003,11.999
2338,1808_coater2.mtx,9540,9540,207308,0.000,0.006,68.396
2339,1408_ncvxqp9.mtx,16554,16554,54040,0.000,0.005,20.555
2340,0221_cis-n4c6-b15.mtx,60,920,960,0.000,0.004,0.446
2341,2783_delaunay_n23.mtx,8388608,8388608,50331568,0.000,3.640,27.658
2342,2367_qa8fm.mtx,66127,66127,1660579,0.000,0.025,133.193
2343,2257_dawson5.mtx,51537,51537,1010777,0.000,0.017,115.749
2344,0310_oscil_dcop_09.mtx,430,430,1544,0.000,0.004,0.826
2345,1534_relat7b.mtx,21924,1045,81355,0.000,0.008,21.319
2346,1651_conf6_0-4x4-30.mtx,3072,3072,119808,0.000,0.004,54.163
2347,2336_NotreDame_actors.mtx,392400,127823,1470404,0.000,0.343,8.582
2348,0796_EX2(0).mtx,560,560,8736,0.000,0.004,4.353
2349,0296_oscil_dcop_16.mtx,430,430,1544,0.000,0.004,0.826
2350,0912_adder_dcop_37.mtx,1813,1813,11246,0.000,0.006,4.040
2351,2328_nc2010.mtx,288987,288987,1416620,0.000,0.301,9.411
2352,1407_ex36.mtx,3079,3079,53843,0.000,0.004,24.270
2353,0808_goddardRocketProblem_2.mtx,867,867,9058,0.000,0.005,3.537
2354,1138_deter6.mtx,4255,12113,24771,0.000,0.007,6.728
2355,1809_lowThrust_6.mtx,16928,16928,207349,0.000,0.007,58.089
2356,1568_big_dual.mtx,30269,30269,89858,0.000,0.010,18.219
2357,0564_NotreDame_yeast.mtx,2114,2114,4480,0.000,0.004,2.242
2358,2530_barrier2-10.mtx,115625,115625,3897557,0.000,0.232,33.568
2359,1427_MISKnowledgeMap.mtx,2427,2427,57022,0.000,0.008,14.469
2360,0151_ash219.mtx,219,85,438,0.000,0.003,0.255
2361,1008_California.mtx,9664,9664,16150,0.000,0.005,6.274
2362,0480_dwt_492.mtx,492,492,3156,0.000,0.004,1.524
2363,0448_lns_511.mtx,511,511,2796,0.000,0.004,1.498
2364,1501_air04.mtx,823,8904,72965,0.000,0.006,25.182
2365,0317_oscil_dcop_03.mtx,430,430,1544,0.000,0.004,0.800
2366,0335_oscil_dcop_54.mtx,430,430,1544,0.000,0.004,0.800
2367,1561_cs4.mtx,22499,22499,87716,0.000,0.019,9.292
2368,2073_psmigr_2.mtx,3140,3140,540022,0.000,0.015,72.114
2369,1855_struct4.mtx,4350,4350,237798,0.000,0.006,86.425
2370,0244_dwt_162.mtx,162,162,1182,0.000,0.004,0.572
2371,0677_fpga_dcop_25.mtx,1220,1220,5892,0.000,0.005,2.425
2372,1491_L-9.mtx,17983,17983,71192,0.000,0.004,31.811
2373,2343_mosfet2.mtx,46994,46994,1499460,0.000,0.086,34.744
2374,2564_kron_g500-logn16.mtx,65536,65536,4912469,0.000,1.129,8.700
2375,2650_mip1.mtx,66463,66463,10352819,0.000,0.110,187.980
2376,0123_dolphins.mtx,62,62,318,0.000,0.004,0.164
2377,1369_xingo_afonso_itaipu.mtx,13250,13250,48735,0.000,0.004,21.968
2378,0830_dw1024.mtx,2048,2048,10114,0.000,0.004,5.247
2379,2156_c-72.mtx,84064,84064,707558,0.000,0.027,51.715
2380,0116_west0067.mtx,67,67,294,0.000,0.004,0.152
2381,2714_eu-2005.mtx,862664,862664,19235140,0.000,0.636,60.459
2382,1114_G41.mtx,2000,2000,23570,0.000,0.006,8.410
2383,1246_deter2.mtx,6095,17313,35731,0.000,0.009,8.332
2384,2330_thermomech_dM.mtx,204316,204316,1423116,0.000,0.161,17.641
2385,1665_vsp_c-30_data_data.mtx,11023,11023,124368,0.000,0.007,36.757
2386,0982_adder_trans_01.mtx,1814,1814,14579,0.000,0.006,5.277
2387,0295_oscil_dcop_12.mtx,430,430,1544,0.000,0.004,0.800
2388,2289_EternityII_Etilde.mtx,10054,204304,1170516,0.000,0.053,44.337
2389,0811_G19.mtx,800,800,9322,0.000,0.005,3.649
2390,0293_oscil_dcop_17.mtx,430,430,1544,0.000,0.004,0.828
2391,0328_oscil_dcop_49.mtx,430,430,1544,0.000,0.004,0.800
2392,2536_vsp_bcsstk30_500sep_10in_1Kout.mtx,58348,58348,4033156,0.000,1.107,7.284
2393,1746_raefsky5.mtx,6316,6316,168658,0.000,0.005,63.429
2394,0380_ash958.mtx,958,292,1916,0.000,0.003,1.202
2395,0656_fpga_dcop_49.mtx,1220,1220,5892,0.000,0.005,2.423
2396,1051_G43.mtx,1000,1000,19980,0.000,0.004,9.768
2397,0539_young1c.mtx,841,841,4089,0.000,0.004,2.185
2398,1046_g7jac010sc.mtx,2880,2880,19635,0.000,0.004,8.863
2399,0867_adder_dcop_53.mtx,1813,1813,11246,0.000,0.006,4.037
2400,1874_jan99jac120.mtx,41374,41374,260202,0.000,0.019,28.094
2401,0259_can_144.mtx,144,144,1296,0.000,0.004,0.580
2402,1723_cage10.mtx,11397,11397,150645,0.000,0.006,46.748
2403,2408_conf6_0-8x8-30.mtx,49152,49152,1916928,0.000,0.019,206.022
2404,1653_conf5_0-4x4-22.mtx,3072,3072,119808,0.000,0.004,54.175
2405,1656_conf5_0-4x4-10.mtx,3072,3072,119808,0.000,0.004,54.200
2406,0922_145bit.mtx,1002,993,11315,0.000,0.004,5.271
2407,0471_model1.mtx,362,798,3028,0.000,0.005,1.211
2408,0728_ch6-6-b2.mtx,2400,450,7200,0.000,0.004,3.738
2409,1917_n4c6-b5.mtx,51813,20058,310878,0.000,0.010,60.447
2410,1325_ex23.mtx,1409,1409,43703,0.000,0.005,17.162
2411,1190_bcsstk26.mtx,1922,1922,30336,0.000,0.005,12.970
2412,0340_oscil_dcop_39.mtx,430,430,1544,0.000,0.004,0.800
2413,1694_cavity18.mtx,4562,4562,138187,0.000,0.005,51.409
2414,1488_aa03.mtx,825,8627,70806,0.000,0.005,26.381
2415,0386_kneser_6_2_1.mtx,601,676,2027,0.000,0.004,1.062
2416,0425_lpi_bgetam.mtx,400,816,2537,0.000,0.005,1.045
2417,2063_gridgena.mtx,48962,48962,512084,0.000,0.009,108.688
2418,0442_lp_scfxm1.mtx,330,600,2732,0.000,0.005,1.193
2419,1997_nemeth07.mtx,9506,9506,394812,0.000,0.006,137.278
2420,2574_pkustk11.mtx,87804,87804,5217912,0.000,0.049,214.698
2421,1833_lowThrust_10.mtx,18260,18260,222005,0.000,0.008,58.623
2422,2468_nasasrb.mtx,54870,54870,2677324,0.000,0.019,278.149
2423,1118_hydr1.mtx,5308,5308,23752,0.000,0.004,11.138
2424,2418_analytics.mtx,303813,303813,2006126,0.000,0.071,56.869
2425,0501_pores_3.mtx,532,532,3474,0.000,0.004,1.931
2426,1221_fxm2-16.mtx,3900,7335,32972,0.000,0.005,12.979
2427,2100_thermal1.mtx,82654,82654,574458,0.000,0.029,39.032
2428,0148_cis-n4c6-b1.mtx,210,21,420,0.000,0.003,0.319
2429,1815_lowThrust_7.mtx,17378,17378,211561,0.000,0.007,59.095
2430,0804_jagmesh6.mtx,1377,1377,8993,0.000,0.004,4.663
2431,1686_cavity23.mtx,4562,4562,138187,0.000,0.005,51.601
2432,1832_scfxm1-2r.mtx,37980,65943,221388,0.000,0.010,44.114
2433,1340_kineticBatchReactor_2.mtx,4361,4361,44840,0.000,0.006,16.009
2434,1599_coupled.mtx,11341,11341,98523,0.000,0.014,13.598
2435,1813_copter1.mtx,17222,17222,211064,0.000,0.008,53.353
2436,1447_rdist3a.mtx,2398,2398,61896,0.000,0.005,23.724
2437,1643_g7jac040sc.mtx,11790,11790,114671,0.000,0.008,27.535
2438,0828_M80PI_n1.mtx,4028,4028,9927,0.000,0.004,5.533
2439,2224_tube2.mtx,21498,21498,897056,0.000,0.009,206.386
2440,1381_ex6.mtx,1651,1651,49533,0.000,0.005,18.978
2441,2431_darcy003.mtx,389874,389874,2101242,0.000,0.189,22.216
2442,1439_G59.mtx,5000,5000,59140,0.000,0.011,11.013
2443,2259_rim.mtx,22560,22560,1014951,0.000,0.013,155.049
2444,2040_fome21.mtx,67748,216350,465294,0.000,0.071,13.124
2445,1410_Zewail.mtx,6752,6752,54233,0.000,0.010,10.702
2446,0625_west1505.mtx,1505,1505,5445,0.000,0.004,2.716
2447,1692_cavity22.mtx,4562,4562,138187,0.000,0.005,53.416
2448,2337_TSOPF_RS_b300_c1.mtx,14538,14538,1474325,0.000,0.008,361.798
2449,0970_spaceStation_4.mtx,950,950,13626,0.000,0.005,5.952
2450,0464_wm2.mtx,207,260,2942,0.000,0.005,1.114
2451,0731_dwt_869.mtx,869,869,7285,0.000,0.004,3.512
2452,2619_CO.mtx,221119,221119,7666057,0.000,0.231,66.327
2453,0372_D_5.mtx,434,115,1832,0.000,0.004,0.977
2454,0070_Trefethen_20b.mtx,19,19,147,0.000,0.003,0.101
2455,1649_p010.mtx,10090,19090,118000,0.000,0.005,48.420
2456,0506_tols1090.mtx,1090,1090,3546,0.000,0.005,1.556
2457,0991_lp_bnl2.mtx,2324,4486,14996,0.000,0.005,5.834
2458,1555_fv1.mtx,9604,9604,85264,0.000,0.004,39.704
2459,2368_qa8fk.mtx,66127,66127,1660579,0.000,0.025,133.594
2460,0374_lp_sctap1.mtx,300,660,1872,0.000,0.004,0.936
2461,2265_Goodwin_054.mtx,32510,32510,1030878,0.000,0.013,154.323
2462,1130_soc-sign-bitcoin-alpha.mtx,3783,3783,24186,0.000,0.005,8.902
2463,2097_sinc15.mtx,11532,11532,568526,0.000,0.015,75.481
2464,2547_t3dh_a.mtx,79171,79171,4352105,0.000,0.085,102.888
2465,0265_Cities.mtx,55,46,1342,0.000,0.005,0.555
2466,0532_olm1000.mtx,1000,1000,3996,0.000,0.003,2.482
2467,2623_Ge87H76.mtx,112985,112985,7892195,0.000,0.210,75.116
2468,1654_conf5_0-4x4-14.mtx,3072,3072,119808,0.000,0.004,54.077
2469,1000_delf.mtx,3170,6654,15397,0.000,0.004,7.171
2470,1217_cavity07.mtx,1182,1182,32747,0.000,0.005,12.048
2471,0755_jagmesh7.mtx,1138,1138,7450,0.000,0.004,3.594
2472,1116_airfoil1_dual.mtx,8034,8034,23626,0.000,0.004,10.991
2473,1458_bayer02.mtx,13935,13935,63679,0.000,0.005,24.894
2474,0432_gams60am.mtx,714,1071,2607,0.000,0.005,1.043
2475,1882_bayer01.mtx,57735,57735,277774,0.000,0.011,51.559
2476,0027_LFAT5.mtx,14,14,46,0.000,0.002,0.041
2477,0216_steam3.mtx,80,80,928,0.000,0.004,0.465
2478,1158_3elt_dual.mtx,9000,9000,26556,0.000,0.004,12.352
2479,0948_can_1072.mtx,1072,1072,12444,0.000,0.005,4.710
2480,0206_n3c5-b6.mtx,120,210,840,0.000,0.004,0.435
2481,0037_klein-b1.mtx,30,10,60,0.000,0.002,0.054
2482,1596_delaunay_n14.mtx,16384,16384,98244,0.000,0.007,27.336
2483,0849_adder_dcop_05.mtx,1813,1813,11097,0.000,0.006,3.888
2484,1810_s3rmt3m3.mtx,5357,5357,207695,0.000,0.006,74.590
2485,0815_G20.mtx,800,800,9344,0.000,0.005,3.627
2486,0738_cavity01.mtx,317,317,7327,0.000,0.005,3.015
2487,2087_c-62.mtx,41731,41731,559343,0.000,0.025,45.210
2488,1699_stokes64s.mtx,12546,12546,140034,0.000,0.004,63.536
2489,1097_deter8.mtx,3831,10905,22299,0.000,0.007,6.287
2490,2821_Cube_Coup_dt0.mtx,2164760,2164760,127206144,0.000,1.611,157.945
2491,1216_cavity09.mtx,1182,1182,32747,0.000,0.005,12.397
2492,2085_rajat23.mtx,110355,110355,556938,0.000,0.022,49.554
2493,2628_GL7d22.mtx,349443,822922,8251000,0.000,3.504,4.710
2494,0992_n3c6-b4.mtx,3003,1365,15015,0.000,0.004,7.768
2495,2748_Fault_639.mtx,638802,638802,28614564,0.000,0.516,110.883
2496,1344_bcsstk23.mtx,3134,3134,45178,0.000,0.005,19.858
2497,1745_Zhao2.mtx,33861,33861,166453,0.000,0.007,46.243
2498,2695_af_2_k101.mtx,503625,503625,17550675,0.000,0.215,163.016
2499,1208_c-21.mtx,3509,3509,32157,0.000,0.005,11.939
2500,2385_oh2010.mtx,365344,365344,1768240,0.000,0.343,10.317
2501,1875_jan99jac120sc.mtx,41374,41374,260202,0.000,0.019,27.517
2502,2637_Ga19As19H42.mtx,133123,133123,8884839,0.000,0.246,72.134
2503,2711_Ga41As41H72.mtx,268096,268096,18488476,0.000,0.532,69.540
2504,2594_GL7d15.mtx,460261,171375,6080381,0.000,2.143,5.676
2505,1309_barth4(0).mtx,6019,6019,40965,0.000,0.004,19.076
2506,2157_thermomech_TK.mtx,102158,102158,711558,0.000,0.171,8.310
2507,0979_bibd_17_4.mtx,136,2380,14280,0.000,0.006,4.809
2508,2809_dielFilterV3real.mtx,1102824,1102824,89306020,0.000,3.494,51.115
2509,1255_photogrammetry2.mtx,4472,936,37056,0.000,0.004,17.854
2510,2008_light_in_tissue.mtx,29282,29282,406084,0.000,0.011,72.645
2511,0212_plskz362.mtx,362,362,880,0.000,0.004,0.488
2512,1043_deter4.mtx,3235,9133,19231,0.000,0.006,5.980
2513,2678_nd12k.mtx,36000,36000,14220946,0.000,0.152,186.917
2514,2075_psmigr_1.mtx,3140,3140,543162,0.000,0.015,72.258
2515,2083_Trefethen_20000b.mtx,19999,19999,554435,0.000,0.009,123.003
2516,0955_grid2.mtx,3296,3296,12864,0.000,0.004,6.394
2517,1113_G38.mtx,2000,2000,23558,0.000,0.006,8.104
2518,0051_ch4-4-b3.mtx,24,96,96,0.000,0.003,0.056
2519,1928_IG5-15.mtx,11369,11987,323509,0.000,0.018,35.916
2520,1492_fome11.mtx,12142,24460,71264,0.000,0.017,8.366
2521,2658_rail4284.mtx,4284,1096894,11284032,0.000,0.677,33.357
2522,0543_bp_600.mtx,822,822,4172,0.000,0.005,1.631
2523,0398_ash292.mtx,292,292,2208,0.000,0.004,1.100
2524,1826_ABACUS_shell_hd.mtx,23412,23412,218484,0.000,0.011,40.713
2525,0021_GD01_b.mtx,18,18,37,0.000,0.003,0.030
2526,2035_nemeth12.mtx,9506,9506,446818,0.000,0.006,154.715
2527,1448_Chem97Zt.mtx,2541,31022,62044,0.000,0.006,21.536
2528,1390_model7.mtx,3358,9582,51027,0.000,0.006,17.571
2529,0572_bibd_11_5.mtx,55,462,4620,0.000,0.006,1.473
2530,1607_n4c6-b4.mtx,20058,5970,100290,0.000,0.005,40.926
2531,0788_goddardRocketProblem_1.mtx,831,831,8498,0.000,0.005,3.183
2532,1571_air03.mtx,124,10757,91028,0.000,0.006,28.366
2533,1842_spmsrtls.mtx,29995,29995,229947,0.000,0.005,93.837
2534,0512_bcsstk04.mtx,132,132,3648,0.000,0.005,1.461
2535,2514_Dubcova3.mtx,146689,146689,3636649,0.000,0.077,94.788
2536,2171_TSOPF_FS_b39_c7.mtx,28216,28216,730080,0.000,0.008,183.414
2537,2341_net75.mtx,23120,23120,1489200,0.000,0.033,89.364
2538,1001_bcsstm25.mtx,15439,15439,15439,0.000,0.002,12.909
2539,2215_fp.mtx,7548,7548,848553,0.000,0.012,143.179
2540,2665_troll.mtx,213453,213453,11985111,0.000,0.148,162.311
2541,2432_mario002.mtx,389874,389874,2101242,0.000,0.213,19.775
2542,0664_fpga_dcop_37.mtx,1220,1220,5892,0.000,0.005,2.504
2543,2069_c-67.mtx,57975,57975,531935,0.000,0.013,79.942
2544,2030_c-63.mtx,44234,44234,434704,0.000,0.019,46.495
2545,0257_gams30a.mtx,354,531,1287,0.000,0.005,0.547
2546,2207_sgpf5y6.mtx,246077,312540,831976,0.000,0.035,48.175
2547,0845_plddb.mtx,3069,5049,10839,0.000,0.004,5.550
2548,1049_spaceStation_12.mtx,1410,1410,19728,0.000,0.005,8.418
2549,1247_circuit_1.mtx,2624,2624,35823,0.000,0.006,11.671
2550,0787_Trefethen_500.mtx,500,500,8478,0.000,0.004,3.952
2551,0790_dwt_1007.mtx,1007,1007,8575,0.000,0.004,4.428
2552,0457_Trefethen_200.mtx,200,200,2890,0.000,0.004,1.349
2553,2392_TSOPF_FS_b162_c3.mtx,30798,30798,1801300,0.000,0.013,273.359
2554,0878_adder_dcop_18.mtx,1813,1813,11246,0.000,0.005,4.200
2555,0889_adder_dcop_56.mtx,1813,1813,11246,0.000,0.005,4.199
2556,1035_rdb3200l.mtx,3200,3200,18880,0.000,0.004,9.757
2557,1415_bibd_49_3.mtx,1176,18424,55272,0.000,0.006,19.132
2558,1871_bibd_81_3.mtx,3240,85320,255960,0.000,0.011,46.517
2559,1858_sx-mathoverflow.mtx,24818,24818,239978,0.000,0.038,12.543
2560,2754_coPapersDBLP.mtx,540486,540486,30491458,0.000,0.983,62.053
2561,0179_flower_5_1.mtx,211,201,602,0.000,0.004,0.321
2562,0638_fpga_dcop_05.mtx,1220,1220,5852,0.000,0.005,2.488
2563,2300_language.mtx,399130,399130,1216334,0.000,0.075,32.565
2564,2205_n4c6-b11.mtx,69235,132402,830820,0.000,0.025,66.899
2565,2191_EternityII_A.mtx,7362,150638,782087,0.000,0.042,37.666
2566,0727_lp_ship08s.mtx,778,2467,7194,0.000,0.005,3.059
2567,1852_nh2010.mtx,48837,48837,234550,0.000,0.033,14.401
2568,0418_dwa512.mtx,512,512,2480,0.000,0.004,1.375
2569,2541_offshore.mtx,259789,259789,4242673,0.000,0.519,16.345
2570,1595_Goodwin_017.mtx,3317,3317,97773,0.000,0.005,36.266
2571,2072_nemeth15.mtx,9506,9506,539802,0.000,0.006,179.515
2572,2345_EternityII_E.mtx,11077,262144,1503732,0.000,0.070,43.085
2573,0189_lp_sc205.mtx,205,317,665,0.000,0.004,0.356
2574,1437_p05.mtx,5090,9590,59045,0.000,0.004,26.814
2575,0100_n3c5-b7.mtx,30,120,240,0.000,0.004,0.120
2576,0066_bcsstm22.mtx,138,138,138,0.000,0.002,0.121
2577,1416_nemspmm1.mtx,2372,8903,55867,0.000,0.006,18.213
2578,2355_delaunay_n18.mtx,262144,262144,1572792,0.000,0.058,54.608
2579,1930_goodwin.mtx,7320,7320,324784,0.000,0.006,106.679
2580,2082_rail_79841.mtx,79841,79841,553921,0.000,0.026,43.338
2581,2573_amazon-2008.mtx,735323,735323,5158388,0.000,0.442,23.365
2582,1300_G23.mtx,2000,2000,39980,0.000,0.007,12.013
2583,2053_lung2.mtx,109460,109460,492564,0.000,0.011,88.975
2584,0674_fpga_dcop_19.mtx,1220,1220,5892,0.000,0.005,2.504
2585,1430_psse1.mtx,14318,11028,57376,0.000,0.006,18.140
2586,0236_bcsstm08.mtx,1074,1074,1074,0.000,0.002,0.977
2587,1724_wing_nodal.mtx,10937,10937,150976,0.000,0.028,10.752
2588,0130_chesapeake.mtx,39,39,340,0.000,0.004,0.159
2589,0455_M20PI_n.mtx,1182,1182,2881,0.000,0.004,1.601
2590,0348_lpi_refinery.mtx,323,464,1626,0.000,0.004,0.812
2591,1959_a2nnsnsl.mtx,80016,80016,347222,0.000,0.013,53.783
2592,2046_g7jac120sc.mtx,35550,35550,475296,0.000,0.027,35.327
2593,0359_shl_400.mtx,663,663,1712,0.000,0.005,0.653
2594,1779_mult_dcop_02.mtx,25187,25187,193276,0.000,0.023,17.011
2595,0586_mk10-b4.mtx,945,4725,4725,0.000,0.004,2.364
2596,0877_adder_dcop_58.mtx,1813,1813,11246,0.000,0.005,4.178
2597,2692_in-2004.mtx,1382908,1382908,16917053,0.000,0.363,93.299
2598,0851_adder_dcop_03.mtx,1813,1813,11148,0.000,0.006,4.031
2599,0762_gr_30_30.mtx,900,900,7744,0.000,0.004,3.992
2600,1420_bcsstm27.mtx,1224,1224,56126,0.000,0.006,20.092
2601,1975_flower_8_4.mtx,55081,125361,375266,0.000,0.041,18.241
2602,0954_fxm2-6.mtx,1520,2845,12812,0.000,0.005,5.160
2603,2346_nemeth24.mtx,9506,9506,1506550,0.000,0.008,360.721
2604,2263_ia2010.mtx,216007,216007,1021170,0.000,0.137,14.929
2605,1481_mk11-b3.mtx,17325,6930,69300,0.000,0.005,30.183
2606,2402_rajat21.mtx,411676,411676,1893370,0.000,0.066,57.755
2607,0803_rail_1357.mtx,1357,1357,8985,0.000,0.004,4.478
2608,0957_lshp1882.mtx,1882,1882,12904,0.000,0.004,6.447
2609,1879_rat.mtx,3136,9408,268908,0.000,0.005,98.900
2610,1066_pcb1000.mtx,1565,2820,20463,0.000,0.006,6.401
2611,0385_mesh2e1.mtx,306,306,2018,0.000,0.004,1.007
2612,1624_rajat09.mtx,24482,24482,105573,0.000,0.008,26.171
2613,2318_fe_rotor.mtx,99617,99617,1324862,0.000,0.108,24.532
2614,1787_rajat22.mtx,39899,39899,197264,0.000,0.010,41.174
2615,0699_orbitRaising_3.mtx,761,761,6098,0.000,0.004,2.917
2616,1625_ex8.mtx,3096,3096,106344,0.000,0.005,38.741
2617,1510_lp_pilot87.mtx,2030,6680,74949,0.000,0.006,24.103
2618,0498_dwg961a.mtx,961,961,3405,0.000,0.004,1.825
2619,0288_oscil_dcop_23.mtx,430,430,1544,0.000,0.004,0.800
2620,1499_sts4098.mtx,4098,4098,72356,0.000,0.005,26.695
2621,2635_atmosmodj.mtx,1270432,1270432,8814880,0.000,0.278,63.523
2622,0284_flower_8_1.mtx,625,513,1538,0.000,0.004,0.855
2623,1608_cis-n4c6-b4.mtx,20058,5970,100290,0.000,0.005,42.325
2624,0937_G49.mtx,3000,3000,12000,0.000,0.004,6.216
2625,2086_stokes128.mtx,49666,49666,558594,0.000,0.011,106.358
2626,0668_fpga_dcop_36.mtx,1220,1220,5892,0.000,0.005,2.510
2627,2377_venkat01.mtx,62424,62424,1717792,0.000,0.028,123.778
2628,0415_str_0.mtx,363,363,2454,0.000,0.004,1.114
2629,0872_adder_dcop_68.mtx,1813,1813,11246,0.000,0.005,4.199
2630,1897_raefsky2.mtx,3242,3242,294276,0.000,0.006,100.213
2631,0861_adder_dcop_08.mtx,1813,1813,11242,0.000,0.006,4.001
2632,2460_CurlCurl_1.mtx,226451,226451,2472071,0.000,0.049,100.841
2633,2493_sme3Dc.mtx,42930,42930,3148656,0.000,0.539,11.673
2634,0088_n3c6-b1.mtx,105,105,210,0.000,0.002,0.197
2635,1968_GL7d13.mtx,47271,8899,356232,0.000,0.064,11.124
2636,2068_std1_Jac3_db.mtx,21982,21982,531826,0.000,0.010,106.867
2637,1876_lp_cre_b.mtx,9648,77137,260785,0.000,0.011,46.640
2638,0142_gams10am.mtx,114,171,407,0.000,0.004,0.228
2639,0558_GL6_D_9.mtx,340,545,4349,0.000,0.004,2.174
2640,2166_nemeth01.mtx,9506,9506,725054,0.000,0.007,214.990
2641,2246_sinc18.mtx,16428,16428,973826,0.000,0.023,86.221
2642,2220_Si10H16.mtx,17077,17077,875923,0.000,0.018,96.478
2643,2618_G3_circuit.mtx,1585478,1585478,7660826,0.000,0.454,33.747
2644,2657_SiO2.mtx,155331,155331,11283503,0.000,0.263,85.692
2645,1155_lowThrust_2.mtx,2312,2312,26261,0.000,0.005,10.568
2646,2067_ted_AB.mtx,10605,10605,522387,0.000,0.007,157.797
2647,1153_p2p-Gnutella09.mtx,8114,8114,26013,0.000,0.008,6.763
2648,1814_c-47.mtx,15343,15343,211401,0.000,0.008,52.063
2649,0366_lshp_265.mtx,265,265,1753,0.000,0.004,0.876
2650,2338_windscreen.mtx,22692,22692,1482390,0.000,0.014,207.009
2651,0014_lpi_itest2.mtx,9,13,26,0.000,0.002,0.024
2652,0783_cep1.mtx,1521,4769,8233,0.000,0.003,4.893
2653,1423_mark3jac020sc.mtx,9129,9129,56175,0.000,0.005,20.656
2654,1260_reorientation_6.mtx,3006,3006,37342,0.000,0.005,14.107
2655,0801_progas.mtx,1650,1900,8897,0.000,0.004,4.441
2656,2412_opt1.mtx,15449,15449,1930655,0.000,0.016,246.037
