mtx,gflops
mc2depi,5.506352
pkustk07,25.38677
msc10848,59.345162
rma10,79.816505
ramage02,79.100676
opt1,103.766788
TSC_OPF_1047,509.467562
trdheim,212.638172
heart3,210.910135
nemeth19,286.220282
raefsky3,365.328416
TSOPF_RS_b678_c2,34.795905
geomean,164.35689375
