mtx,gflops
mc2depi,232.254
pkustk07,284.987
msc10848,162.654
rma10,232.189
ramage02,224.194
opt1,268.404
TSC_OPF_1047,236.68
trdheim,276.033
heart3,137.116
nemeth19,135.559
raefsky3,239.779
TSOPF_RS_b678_c2,143.939535
geomean,202.4874166666667
