mtx,gflops
mc2depi,6.627076
pkustk07,78.873383
msc10848,57.962421
rma10,73.878914
ramage02,96.647499
opt1,71.247566
TSC_OPF_1047,133.378143
trdheim,94.022667
heart3,73.904846
nemeth19,83.999138
raefsky3,100.236275
TSOPF_RS_b678_c2,14.843485
geomean,73.80178441666666
