mtx,gflops
mc2depi,124.254
pkustk07,159.725
msc10848,153.643
rma10,157.1
ramage02,165.639
opt1,156.517
TSC_OPF_1047,155.424
trdheim,156.192
heart3,133.757
nemeth19,137.993
raefsky3,156.183
TSOPF_RS_b678_c2,170.667
geomean,152.2578333333333
