mtx,gflops
mc2depi,128.258
pkustk07,144.406
msc10848,144.68
rma10,173.443
ramage02,190.297
opt1,175.514
TSC_OPF_1047,204.243
trdheim,231.083
heart3,102.1
nemeth19,221.912
raefsky3,258.916
TSOPF_RS_b678_c2,408.463
geomean,198.60958333333335
