mtx,gflops
mc2depi,3.606284
pkustk07,40.037052
msc10848,31.863184
rma10,39.039017
ramage02,48.305256
opt1,36.936375
TSC_OPF_1047,68.802376
trdheim,51.0653
heart3,41.134624
nemeth19,51.118423
raefsky3,55.116241
TSOPF_RS_b678_c2,7.241879
geomean,39.522167583333335
