mtx,gflops
mc2depi,150.016
pkustk07,179.171
msc10848,129.45
rma10,175.852
ramage02,191.09
opt1,175.514
TSC_OPF_1047,183.355
trdheim,168.289
heart3,105.046
nemeth19,109.107
raefsky3,156.712
TSOPF_RS_b678_c2,145.156
