mtx,gflops
mc2depi,122.930756
pkustk07,120.806443
msc10848,107.48654
rma10,126.556257
ramage02,123.01413
opt1,121.306603
TSC_OPF_1047,104.626032
trdheim,120.720563
heart3,69.00843
nemeth19,104.436638
raefsky3,121.66664
TSOPF_RS_b678_c2,134.693659
geomean,114.77105758333332
