mtx,gflops
mc2depi,8.979861
pkustk07,39.465011
msc10848,31.361127
rma10,44.644867
ramage02,56.996291
opt1,49.289699
TSC_OPF_1047,163.281816
trdheim,48.295358
heart3,35.488925
nemeth19,56.380167
raefsky3,89.699786
TSOPF_RS_b678_c2,24.183914
geomean,54.0055685
