mtx,gflops
mc2depi,82.361765
pkustk07,109.945636
msc10848,76.861125
rma10,124.947421
ramage02,143.3176
opt1,104.35973
TSC_OPF_1047,109.02173
trdheim,99.247385
heart3,36.907946
nemeth19,71.156696
raefsky3,87.574588
TSOPF_RS_b678_c2,337.767269
geomean,115.28907425
