index,mtx,m,n,nnz,mp16,mp4,mpnz,128-ds-cycle,128-ds-mac,128-rm-cycle,128-rm-mac,128-smu-cycle,128-smu-mac,128-ds-energy,128-rm-energy,128-smu-energy,128-smu-speedup,64-ds-cycle,64-ds-mac,64-rm-cycle,64-rm-mac,64-smu-cycle,64-smu-mac,64-ds-energy,64-rm-energy,64-smu-energy,64-smu-speedup,128-ds-mt125,128-ds-mt25,128-ds-mt50,128-ds-mt75,128-ds-mt100,128-rm-mt125,128-rm-mt25,128-rm-mt50,128-rm-mt75,128-rm-mt100,128-smu-mt125,128-smu-mt25,128-smu-mt50,128-smu-mt75,128-smu-mt100,64-ds-mt125,64-ds-mt25,64-ds-mt50,64-ds-mt75,64-ds-mt100,64-rm-mt125,64-rm-mt25,64-rm-mt50,64-rm-mt75,64-rm-mt100,64-smu-mt125,64-smu-mt25,64-smu-mt50,64-smu-mt75,64-smu-mt100,128-ds-a-ntr,128-ds-b-ntr,128-ds-c-ntr,128-rm-a-ntr,128-rm-b-ntr,128-rm-c-ntr,128-smu-a-ntr,128-smu-b-ntr,128-smu-c-ntr,64-ds-a-ntr,64-ds-b-ntr,64-ds-c-ntr,64-rm-a-ntr,64-rm-b-ntr,64-rm-c-ntr,64-smu-a-ntr,64-smu-b-ntr,64-smu-c-ntr,128-ds-nt125,128-ds-nt25,128-ds-nt50,128-ds-nt75,128-ds-nt100,128-rm-nt125,128-rm-nt25,128-rm-nt50,128-rm-nt75,128-rm-nt100,128-smu-nt125,128-smu-nt25,128-smu-nt50,128-smu-nt75,128-smu-nt100,64-ds-nt125,64-ds-nt25,64-ds-nt50,64-ds-nt75,64-ds-nt100,64-rm-nt125,64-rm-nt25,64-rm-nt50,64-rm-nt75,64-rm-nt100,64-smu-nt125,64-smu-nt25,64-smu-nt50,64-smu-nt75,64-smu-nt100,128-rm-c-nut,128-smu-a-nut,128-smu-b-nut,128-smu-c-nut,64-rm-c-nut,64-smu-a-nut,64-smu-b-nut,64-smu-c-nut
1898,1547_G63.mtx,7000,7000,82918,3676208,7022704,2831410,1876269,1.18,1497364,1.48,1564729,1.41,66240.99,68451.01,32113.44,0.00,1877670,2.36,1723318,2.57,1564768,2.83,66240.99,69899.24,32118.53,0.00,1873443,2446,345,28,7,1486716,8807,1625,184,32,1559777,4250,641,49,12,1861735,13396,2263,213,63,1698716,20115,4008,400,79,1534457,25330,4259,547,175,2252492,2254927,2831410,2277229,2290845,5000538,2704378,2722183,2822564,2254927,2254927,2831410,2277229,2503338,5000538,2705260,2723236,2822564,2814044,14579,2787,0,0,3592284,1085693,322561,0,0,2609413,164415,41093,6319,1324,2819578,11832,0,0,0,3592284,1085693,322561,0,0,2609413,164415,41093,6319,1324,1919445.96,404297.25,410621.77,1577213.40,2287483.67,404672.88,411013.36,1576904.30
1899,0099_d_dyn1.mtx,87,87,238,88,507,656,246,2.08,101,5.07,122,4.20,12.81,9.48,8.10,0.00,246,4.17,144,7.12,122,8.40,12.81,9.93,8.10,0.00,246,0,0,0,0,90,11,0,0,0,117,5,0,0,0,237,9,0,0,0,122,15,7,0,0,94,23,5,0,0,418,378,656,423,409,982,625,620,629,418,378,656,423,485,982,625,620,629,656,0,0,0,0,370,500,112,0,0,323,201,96,9,0,656,0,0,0,0,370,500,112,0,0,323,201,96,9,0,573.88,145.86,145.53,429.25,663.60,145.86,145.53,429.25
1900,1253_wb-cs-stanford.mtx,9914,9914,36854,40586,118198,718562,57799,9.71,45717,12.28,39366,14.26,7489.39,3976.51,3611.09,0.00,62718,17.90,57021,19.69,43592,25.76,7489.39,4356.01,3775.00,0.00,52382,637,710,248,3822,38575,1604,1868,267,3403,32756,1563,821,227,3999,50228,3232,673,684,7901,43135,2682,3566,811,6827,29293,3491,1860,532,8416,134694,167461,718562,240940,148875,571916,202447,261639,378595,168231,167461,718562,240940,194010,571916,246822,279097,378595,179491,35119,503952,0,0,96512,317928,157476,0,0,66215,49503,30791,18604,213482,186716,531846,0,0,0,96512,317928,157476,0,0,66215,49503,30791,18604,213482,442703.53,76971.40,107151.30,274650.97,470033.72,81043.64,98007.87,231758.03
1901,2338_windscreen.mtx,22692,22692,1482390,404911,4383557,101783682,3787788,20.99,3102908,25.63,1241365,64.06,897100.37,587512.84,401306.46,0.00,5025120,31.65,4202215,37.85,1957160,81.26,897100.37,619639.70,430941.78,0.00,1837041,689229,882123,379395,0,1418587,557818,558150,392816,175537,133168,115739,235003,158506,598949,2690511,473637,677523,450426,733023,1351338,855188,719206,499397,777086,116201,71644,173574,190385,1405356,17045262,22613256,101783682,33959268,32701365,75396834,29754907,32260957,39561966,22613256,22613256,101783682,33959268,37280520,75396834,35888643,37232374,39561966,30547809,43919433,27316440,0,0,9264846,39352119,26779869,0,0,575154,3140176,5140964,8232364,22473308,37840785,63942897,0,0,0,9264846,39352119,26779869,0,0,575154,3140176,5140964,8232364,22473308,55741826.04,16166615.09,17703097.89,30523760.24,64764674.16,15917606.39,16589821.12,27411168.58
1902,0450_Erdos991.mtx,492,492,2834,20940,64700,39532,22424,1.38,15910,1.94,17291,1.79,877.27,689.08,412.44,0.00,22424,2.75,20760,2.98,17291,3.57,877.27,717.98,412.44,0.00,22419,5,0,0,0,15895,15,0,0,0,17287,4,0,0,0,22279,140,5,0,0,20692,66,2,0,0,17144,143,4,0,0,29291,29291,39532,29372,29709,65951,33074,33104,39275,29291,29291,39532,29372,34386,65951,33074,33104,39275,39532,0,0,0,0,37520,26235,2196,0,0,38064,1148,54,9,0,39532,0,0,0,0,37520,26235,2196,0,0,38064,1148,54,9,0,24191.38,4803.28,4810.17,22494.46,28711.79,4803.28,4810.17,22494.46
1903,2843_nlpkkt240.mtx,27993600,27993600,774472352,567260616,2471768488,21564317504,3543848656,4.75,956624998,17.61,854734446,19.71,307343327.44,221071322.68,136918392.49,0.00,3543848656,9.51,1245237118,27.06,870214446,38.72,307343327.44,223499177.63,138108749.87,0.00,3543848656,0,0,0,0,517743208,187040550,155042760,96798480,0,377515986,186338790,258113670,32766000,0,1684759096,1859089560,0,0,0,441504628,251578110,317825190,234329190,0,281072286,110053200,186274290,109618560,183196110,8556649740,8556649740,21564317504,8556649740,14248341472,23032840664,11218728024,11240566194,14879987464,8556649740,8556649740,21564317504,8556649740,14736472912,23032840664,11465440524,11453029194,14879987464,21564317504,0,0,0,0,1637757308,12245002356,9150081000,0,0,17611264,4691284680,1736856000,2353664640,6080570880,21564317504,0,0,0,0,1637757308,12245002356,9150081000,0,0,17611264,4691284680,1736856000,2353664640,6080570880,17797160587.73,4824205000.55,4835722801.75,10478487539.33,20218654119.30,4897680521.28,4893694057.44,10484086358.74
1904,2077_ford2.mtx,100196,100196,544688,496571,1692565,3204330,999619,2.50,476933,5.25,522766,4.79,55370.28,45943.17,31143.96,0.00,1001348,5.00,586086,8.54,524641,9.54,55370.28,47118.44,31287.21,0.00,991518,6205,1494,341,61,441681,19166,6828,4897,4361,480818,24433,14736,2118,661,910471,83195,5756,1395,531,504551,43850,18879,9617,9189,431145,50562,24554,10528,7852,1708274,1714171,3204330,1757071,2000929,4096787,2662034,2725199,2687129,1714171,1714171,3204330,1757071,2175740,4096787,2691556,2750154,2687129,3109795,59629,34906,0,0,1525326,1449425,1122036,0,0,1082539,550387,613035,226980,214188,3117995,86335,0,0,0,1525326,1449425,1122036,0,0,1082539,550387,613035,226980,214188,2540504.11,683712.53,710153.07,1792510.35,2888284.86,691742.25,715874.84,1785829.99
1905,2787_boneS10.mtx,914898,914898,55468422,18512842,174405153,3742712082,145042083,20.16,121721331,24.02,49757399,58.77,33387057.93,21225728.34,14693720.39,0.00,183783372,31.82,162869900,35.91,74791474,78.19,33387057.93,22482707.85,15758955.11,0.00,69150024,28539330,34939353,12395856,17520,55231205,24798427,23868854,13249150,4573695,6926384,5410516,10033041,7195854,20191604,90986109,19059114,28550274,23630088,21557787,53941245,32261429,32372879,21119951,23174396,4726049,4214536,8029015,7432673,50389201,653467401,828220347,3742712082,1259011881,1129948974,2745092721,1086166620,1159867044,1459455021,828220347,828220347,3742712082,1259011881,1303775292,2745092721,1296934755,1350003126,1459455021,1223252112,1624403001,895056969,0,0,318138438,1520293254,906661029,0,0,23054070,137932404,224120120,327900661,746447766,1445562495,2297149587,0,0,0,318138438,1520293254,906661029,0,0,23054070,137932404,224120120,327900661,746447766,1958091395.33,568033460.86,612262831.42,1103036222.37,2302616541.15,561520675.37,587323626.59,1000545350.09
1906,1033_eris1176.mtx,1176,1176,18552,5370,51332,951554,26132,28.45,23167,32.09,14317,51.92,7550.25,3539.21,3411.33,0.00,33621,44.22,35762,41.57,20786,71.53,7550.25,4168.11,3670.00,0.00,14014,2200,4337,1643,3938,10536,2881,4858,918,3974,4910,1255,1457,697,5998,12203,4177,2573,5509,9159,12688,5818,5828,3679,7749,3828,1250,1548,958,13202,124268,168906,951554,287622,131550,612531,227996,279706,354279,168906,168906,951554,287622,204773,612531,293850,309460,354279,140708,200650,610196,0,0,39374,466290,106867,0,0,14594,48560,73903,43488,173734,168952,782602,0,0,0,39374,466290,106867,0,0,14594,48560,73903,43488,173734,510106.68,112456.71,141286.24,274005.72,535721.96,116320.80,124506.24,231412.78
1907,2709_human_gene2.mtx,14340,14340,18068388,692758835,16317668725,49883051738,3817061284,10.21,3078921806,12.66,2509075142,15.53,557868957.25,342129038.36,262257635.54,0.00,4105658058,18.98,4992008219,15.61,2583667975,30.17,557868957.25,397271568.53,269359190.02,0.00,2921473654,493363723,314935307,79136458,8152142,2079230086,540395535,365797495,85701262,7797428,1480217796,576594611,335797822,81230211,35234702,2491388970,708820240,537492878,214844277,153111693,3076166062,997208680,707761789,184562328,26309360,875811316,622872967,588398215,242560746,254024731,12325545534,13596834331,49883051738,18109961220,20985905950,50579809439,19537196486,23125823714,38833032377,13596834331,13596834331,49883051738,18109961220,29449718062,50579809439,20849671040,24495840355,38833032377,28181706023,14566030082,7135315633,0,0,5173991404,14830707489,30575110546,0,0,11677114762,11424355974,10098625340,4975279449,657656852,31752248034,18130803704,0,0,0,5173991404,14830707489,30575110546,0,0,11677114762,11424355974,10098625340,4975279449,657656852,31590276765.56,7335473789.89,9082122275.41,35461253576.58,33162072725.41,7797618048.34,9482453394.60,34895242643.47
1908,0309_oscil_dcop_01.mtx,430,430,1544,1383,4785,6450,3207,1.57,1153,4.37,1368,3.68,131.26,98.51,72.03,0.00,3207,3.14,1512,6.67,1370,7.36,131.26,100.93,72.24,0.00,3206,1,0,0,0,1086,43,15,9,0,1314,29,19,6,0,3044,162,1,0,0,1368,90,36,18,0,1190,126,33,13,8,4399,4341,6450,4412,4371,9688,6069,6109,5643,4399,4341,6450,4412,4718,9688,6125,6133,5643,6450,0,0,0,0,5324,4075,289,0,0,3546,1160,578,359,0,6450,0,0,0,0,5324,4075,289,0,0,3546,1160,578,359,0,5983.91,1366.83,1388.75,3633.19,6751.46,1386.19,1392.36,3632.97
1909,2435_144.mtx,144649,144649,2148786,29791368,34725209,32989434,23195352,1.11,20892141,1.23,21062668,1.22,774379.06,598318.91,373935.44,0.00,23195352,2.22,21362632,2.41,21062993,2.45,774379.06,601287.57,373956.45,0.00,23194068,1136,148,0,0,20839862,43464,8025,364,426,21016148,41510,4561,391,58,23156749,37319,1136,144,4,21173594,157537,29010,1596,895,20823032,193430,41444,3779,1308,27055120,27055120,32989434,27073407,27241972,55189677,31993939,32002209,30398188,27055120,27055120,32989434,27073407,27676118,55189677,31998922,32005260,30398188,32984009,5425,0,0,0,40864652,13180217,1144808,0,0,24172008,5323364,785812,35168,81836,32984009,5425,0,0,0,40864652,13180217,1144808,0,0,24172008,5323364,785812,35168,81836,16955572.97,4009684.52,4012316.32,12104375.38,23010607.52,4011220.05,4012873.32,12102853.31
1910,0827_S80PI_n1.mtx,4028,4028,9927,2192,9568,25565,5924,3.37,2367,8.44,3121,6.40,413.49,326.11,287.00,0.00,5924,6.74,2860,13.97,3121,12.80,413.49,331.62,287.00,0.00,5924,0,0,0,0,2115,2,20,230,0,2201,914,6,0,0,4334,1590,0,0,0,2358,2,41,459,0,2129,72,914,6,0,11502,11502,25565,11502,14485,29634,19767,21475,21744,11502,11502,25565,11502,15262,29634,19767,21475,21744,25565,0,0,0,0,4036,9071,16527,0,0,8254,45,660,115,12670,25565,0,0,0,0,4036,9071,16527,0,0,8254,45,660,115,12670,24664.30,5533.70,6387.79,15738.75,25215.11,5533.70,6387.79,15738.75
1911,0091_can_62.mtx,62,62,218,44,362,830,174,3.73,61,10.63,80,8.11,12.51,9.02,7.86,0.00,174,7.45,97,13.37,80,16.21,12.51,9.39,7.86,0.00,172,2,0,0,0,54,0,2,3,2,64,11,5,0,0,134,38,2,0,0,80,4,3,5,5,47,17,11,2,3,349,349,830,361,473,934,586,622,688,349,349,830,361,530,934,586,622,688,830,0,0,0,0,258,225,451,0,0,240,174,149,67,58,830,0,0,0,0,258,225,451,0,0,240,174,149,67,58,694.74,179.45,192.16,533.23,719.28,179.45,192.16,533.23
1912,0055_bcsstm03.mtx,112,112,112,7,28,112,112,0.78,7,12.50,7,12.50,3.08,1.53,1.93,0.00,112,1.56,14,12.50,7,25.00,3.08,1.55,1.93,0.00,112,0,0,0,0,7,0,0,0,0,7,0,0,0,0,112,0,0,0,0,14,0,0,0,0,0,7,0,0,0,112,112,112,112,112,224,112,112,112,112,112,112,112,112,224,112,112,112,112,0,0,0,0,224,0,0,0,0,0,112,0,0,0,112,0,0,0,0,224,0,0,0,0,0,112,0,0,0,224.00,39.60,39.60,79.20,224.00,39.60,39.60,79.20
1913,0606_dwt_592.mtx,592,592,5104,1851,9342,45532,6954,5.12,2698,13.18,2732,13.02,629.98,481.10,329.83,0.00,6966,10.21,3566,19.95,2745,25.92,629.98,491.58,330.50,0.00,6804,108,36,6,0,1816,435,265,168,14,1704,416,582,22,8,3525,3291,108,36,6,1948,550,658,373,37,1368,337,412,428,200,17232,17286,45532,17857,28143,47920,26463,26892,31248,17286,17286,45532,17857,30020,47920,26546,27063,31248,43804,1296,432,0,0,4614,24405,18901,0,0,5290,5684,5589,2855,11830,43852,1680,0,0,0,4614,24405,18901,0,0,5290,5684,5589,2855,11830,34129.79,9247.74,9554.82,21663.73,38876.13,9238.31,9578.24,21599.13
1914,0276_bcsstm11.mtx,1473,1473,1473,93,369,1473,1473,0.78,93,12.37,93,12.37,40.51,20.17,25.38,0.00,1473,1.56,185,12.44,93,24.75,40.51,20.37,25.38,0.00,1473,0,0,0,0,93,0,0,0,0,93,0,0,0,0,1473,0,0,0,0,185,0,0,0,0,1,92,0,0,0,1473,1473,1473,1473,1473,2946,1473,1473,1473,1473,1473,1473,1473,1473,2946,1473,1473,1473,1473,0,0,0,0,2946,0,0,0,0,1,1472,0,0,0,1473,0,0,0,0,2946,0,0,0,0,1,1472,0,0,0,2944.50,520.52,520.52,1041.21,2944.71,520.52,520.52,1041.21
1915,0506_tols1090.mtx,1090,1090,3546,624,3500,41416,5146,6.29,1302,24.85,1057,30.61,469.48,230.94,223.45,0.00,5776,11.20,1895,34.15,1292,50.09,469.48,247.72,231.34,0.00,4714,54,216,126,36,614,223,285,179,1,623,91,105,27,211,5020,144,252,216,144,856,267,411,181,180,409,218,111,76,478,9736,15226,41416,15676,13480,34088,13656,19574,20356,11716,15226,41416,15676,15226,34088,15116,21066,20356,14992,10872,15552,0,0,7016,19872,7200,0,0,2240,2052,7360,0,8704,22264,19152,0,0,0,7016,19872,7200,0,0,2240,2052,7360,0,8704,25904.93,6382.35,9567.85,14245.64,29836.20,5895.02,9079.35,12603.91
1916,0560_bcsstk02.mtx,66,66,4356,125,4913,287496,2970,75.62,2805,80.07,2265,99.16,1935.94,733.26,834.98,0.00,5346,84.03,5049,88.97,4505,99.71,1935.94,893.67,927.86,0.00,594,264,0,0,2112,561,0,132,0,2112,17,0,8,0,2240,66,1056,0,0,4224,33,528,264,0,4224,1,16,0,0,4488,21780,39204,287496,74052,21780,145926,38164,72468,74052,39204,39204,287496,74052,39204,145926,71956,72980,74052,17160,0,270336,0,0,0,145926,0,0,0,0,68,4352,0,69632,17160,270336,0,0,0,0,145926,0,0,0,0,68,4352,0,69632,143067.41,19145.37,36615.49,38765.68,143715.00,25588.00,26100.00,27471.54
