/matrix/2534_cant.mtx,62451,62451,4007383,0.323584,0.018920,423.603388
/matrix/2663_pwtk.mtx,217918,217918,11634424,0.509952,0.164592,141.373230
/matrix/2534_cant.mtx,62451,62451,4007383,0.317440,0.018912,423.788330
/matrix/2534_cant.mtx,62451,62451,4007383,0.274432,0.018873,424.658467
/matrix/1009_lp_ship12l.mtx,1151,5533,16276,0.198688,0.010074,3.231253
/matrix/0637_bcspwr07.mtx,1612,1612,5824,0.147328,0.006798,1.713360
/matrix/1471_thermal.mtx,3456,3456,66528,0.142464,0.009656,13.779208
/matrix/2201_fe_ocean.mtx,143437,143437,819186,0.157952,0.011230,145.889724
/matrix/2480_Trec14.mtx,3159,15905,2872265,0.258752,0.022291,257.700975
/matrix/1657_bloweybl.mtx,30003,30003,120000,0.201728,0.010881,22.056747
/matrix/0494_str_600.mtx,363,363,3279,0.143648,0.007797,0.841121
/matrix/0153_sphere2.mtx,66,66,450,0.143136,0.006653,0.135279
/matrix/2027_GT01R.mtx,7980,7980,430909,0.156480,0.012751,67.589074
/matrix/0309_oscil_dcop_01.mtx,430,430,1544,0.140448,0.006664,0.463376
/matrix/2149_TSOPF_RS_b39_c19.mtx,38098,38098,684206,0.154624,0.010010,136.709963
/matrix/2687_venturiLevel3.mtx,4026819,4026819,16108474,0.753504,0.314663,102.385593
/matrix/1504_descriptor_xingo6u.mtx,20738,20738,73916,0.144096,0.006954,21.259584
/matrix/1396_aa6.mtx,646,7292,51728,0.147456,0.014273,7.248619
/matrix/2397_com-Amazon.mtx,334863,334863,1851744,0.224032,0.033349,111.053757
/matrix/1460_rajat07.mtx,14842,14842,63913,0.143296,0.006708,19.055119
/matrix/2193_ky2010.mtx,161672,161672,787778,0.156672,0.013512,116.606968
/matrix/0491_685_bus.mtx,685,685,3249,0.147488,0.006661,0.975512
/matrix/0944_grid2_dual.mtx,3136,3136,12224,0.140576,0.006923,3.531282
/matrix/2132_blockqp1.mtx,60012,60012,640033,0.148288,0.014051,91.099292
/matrix/0035_n3c4-b3.mtx,15,20,60,0.129120,0.001965,0.061057
/matrix/2749_nlpkkt80.mtx,1062400,1062400,28704672,1.016832,0.421130,136.322062
/matrix/0267_n3c6-b2.mtx,455,105,1365,0.140416,0.006156,0.443449
/matrix/0686_fpga_dcop_21.mtx,1220,1220,5892,0.143296,0.006565,1.795010
/matrix/2023_loc-Brightkite.mtx,58228,58228,428156,0.171008,0.011185,76.555951
/matrix/0297_oscil_dcop_13.mtx,430,430,1544,0.142144,0.006435,0.479889
/matrix/1443_viscoplastic1.mtx,4326,4326,61166,0.140032,0.009171,13.339085
/matrix/0908_adder_dcop_52.mtx,1813,1813,11246,0.144128,0.008650,2.600313
/matrix/0067_lpi_woodinfe.mtx,35,89,140,0.141632,0.006253,0.044782
/matrix/0287_oscil_dcop_24.mtx,430,430,1544,0.144384,0.006661,0.463592
/matrix/1562_tuma1.mtx,22967,22967,87760,0.149504,0.007090,24.755379
/matrix/0824_p2756.mtx,755,3511,9692,0.140288,0.009009,2.151651
/matrix/2297_Linux_call_graph.mtx,324085,324085,1208908,0.324608,0.017336,139.464319
/matrix/1768_brainpc2.mtx,27607,27607,179395,0.145536,0.010803,33.211949
/matrix/0594_tumorAntiAngiogenesis_6.mtx,465,465,4795,0.141344,0.008404,1.141162
/matrix/0365_tols90.mtx,90,90,1746,0.154624,0.009221,0.378705
/matrix/2203_rel8.mtx,345688,12347,821839,0.271520,0.079576,20.655432
/matrix/0879_adder_dcop_61.mtx,1813,1813,11246,0.148480,0.008355,2.692100
/matrix/2422_net100.mtx,29920,29920,2033200,0.173056,0.017180,236.687230
/matrix/1922_lp_osa_14.mtx,2337,54797,317097,0.146432,0.017454,36.334999
/matrix/2529_ASIC_680k.mtx,682862,682862,3871773,0.249856,0.028015,276.403908
/matrix/0715_minnesota.mtx,2642,2642,6606,0.143360,0.006794,1.944588
/matrix/2486_rgg_n_2_18_s0.mtx,262144,262144,3094566,0.304064,0.020445,302.717390
/matrix/0068_mycielskian5.mtx,23,23,142,0.126080,0.001989,0.142813
/matrix/1459_car4.mtx,16384,33052,63724,0.141312,0.006950,18.338137
/matrix/2825_mawi_201512020030.mtx,68863315,68863315,143414960,4.340928,3.486703,82.263947
/matrix/0666_fpga_dcop_39.mtx,1220,1220,5892,0.148480,0.007026,1.677081
/matrix/2507_amazon0601.mtx,403394,403394,3387388,0.325632,0.046960,144.268125
/matrix/2151_neos2.mtx,132568,134128,685087,0.152576,0.010016,136.802016
/matrix/1454_gen.mtx,769,2561,63086,0.145408,0.014552,8.670347
/matrix/1176_tomography.mtx,500,500,28726,0.141312,0.012355,4.650267
/matrix/0763_jagmesh5.mtx,1180,1180,7750,0.147424,0.007085,2.187703
/matrix/2470_GL7d23.mtx,105054,349443,2695430,0.220192,0.045140,119.425093
/matrix/1473_flowmeter0.mtx,9669,9669,67391,0.149376,0.007365,18.301233
/matrix/2089_cage11.mtx,39082,39082,559722,0.150528,0.009965,112.341999
/matrix/0106_bibd_9_3.mtx,36,84,252,0.153760,0.007081,0.071179
/matrix/1317_Trefethen_2000.mtx,2000,2000,41906,0.143360,0.010786,7.770754
/matrix/2424_bcsstk30.mtx,28924,28924,2043492,0.165952,0.014020,291.519640
/matrix/0698_bcspwr08.mtx,1624,1624,6050,0.145408,0.006798,1.779931
/matrix/2789_road_usa.mtx,23947347,23947347,57708624,2.468864,1.358329,84.970033
/matrix/2184_dc2.mtx,116835,116835,766396,0.155392,0.017587,87.154954
/matrix/0198_can_96.mtx,96,96,768,0.166912,0.006867,0.223680
/matrix/1536_c-40.mtx,9941,9941,81501,0.141024,0.008024,20.314145
/matrix/2177_copter2.mtx,55476,55476,759952,0.149312,0.010251,148.264101
/matrix/1352_IG5-12.mtx,2296,2875,46260,0.145408,0.010923,8.470194
/matrix/1792_world.mtx,34506,67147,198883,0.148416,0.007826,50.823413
/matrix/1715_case9.mtx,14454,14454,147972,0.205824,0.009900,29.893237
/matrix/0900_adder_dcop_22.mtx,1813,1813,11246,0.154624,0.008651,2.600044
/matrix/1265_GL7d12.mtx,8899,1019,37519,0.200704,0.007399,10.141060
/matrix/0792_nnc1374.mtx,1374,1374,8606,0.140288,0.007223,2.382941
/matrix/1600_ex15.mtx,6867,6867,98671,0.149632,0.008722,22.624653
/matrix/0578_cdde2.mtx,961,961,4681,0.141312,0.006650,1.407897
/matrix/0238_rdb200l.mtx,200,200,1120,0.141248,0.006792,0.329790
/matrix/1185_deter5.mtx,5103,14529,29715,0.144384,0.007266,8.178849
/matrix/0609_cage.mtx,366,366,5124,0.141312,0.009080,1.128658
/matrix/0253_mk10-b1.mtx,630,45,1260,0.148320,0.006511,0.387062
/matrix/1544_jan99jac040sc.mtx,13694,13694,82842,0.144608,0.007517,22.040701
/matrix/1362_kneser_8_3_1.mtx,15737,15681,47042,0.147456,0.007091,13.267712
/matrix/1829_s2rmt3m1.mtx,5489,5489,219521,0.153600,0.011932,36.796425
/matrix/2099_ut2010.mtx,115406,115406,572066,0.156448,0.013188,86.755117
/matrix/0789_mhda416.mtx,416,416,8562,0.146144,0.009543,1.794469
/matrix/1805_mario001.mtx,38434,38434,206156,0.154752,0.007844,52.565069
/matrix/0104_IG5-6.mtx,30,77,251,0.135808,0.002016,0.249063
/matrix/0622_GL6_D_7.mtx,636,470,5378,0.147264,0.007796,1.379744
/matrix/2670_TSOPF_FS_b300_c3.mtx,84414,84414,13135930,0.440608,0.183135,143.456097
/matrix/1192_c-28.mtx,4598,4598,30590,0.147456,0.007281,8.403181
/matrix/2401_imagesensor.mtx,118758,118758,1893170,0.164864,0.013882,272.744533
/matrix/1601_sctap1-2b.mtx,15390,33858,99454,0.143648,0.007259,27.401056
/matrix/2060_soc-Epinions1.mtx,75888,75888,508837,0.215040,0.012614,80.680488
/matrix/2109_mri1.mtx,65536,147456,589824,0.192512,0.009638,122.400598
/matrix/0187_rel5.mtx,340,35,656,0.191392,0.006511,0.201496
/matrix/1047_bcsstm12.mtx,1473,1473,19659,0.144384,0.008367,4.699207
/matrix/1067_kineticBatchReactor_1.mtx,2052,2052,20600,0.146176,0.008506,4.843430
/matrix/0447_lnsp_511.mtx,511,511,2796,0.145408,0.006936,0.806269
/matrix/0781_poli.mtx,4008,4008,8188,0.140256,0.006840,2.394152
/matrix/0984_pde2961.mtx,2961,2961,14585,0.144224,0.006656,4.382723
/matrix/1288_nasa1824(0).mtx,1824,1824,39208,0.141568,0.009801,8.001058
/matrix/1019_spaceStation_10.mtx,1272,1272,17478,0.142336,0.008936,3.911621
/matrix/1061_rw5151.mtx,5151,5151,20199,0.146112,0.006801,5.939653
/matrix/2304_mycielskian13.mtx,6143,6143,1227742,0.156448,0.017534,140.043969
/matrix/1786_bfly.mtx,49152,49152,196608,0.144384,0.007553,52.062944
/matrix/2440_H2O.mtx,67024,67024,2216736,0.167104,0.016262,272.625305
/matrix/0082_lap_25.mtx,25,25,169,0.131264,0.001992,0.169706
/matrix/2750_nd24k.mtx,72000,72000,28715634,0.693952,0.389718,147.366212
/matrix/0478_ch8-8-b1.mtx,1568,64,3136,0.141312,0.006290,0.997070
/matrix/0772_G32.mtx,2000,2000,8000,0.141312,0.006557,2.440262
/matrix/0149_gre_115.mtx,115,115,421,0.140064,0.006287,0.133919
/matrix/1442_sit100.mtx,10262,10262,61046,0.143360,0.006967,17.523584
/matrix/1527_LFAT5000.mtx,19994,19994,79966,0.142336,0.006679,23.944669
/matrix/0485_G12.mtx,800,800,3200,0.139264,0.006518,0.981932
/matrix/1163_freeFlyingRobot_6.mtx,3358,3358,27030,0.149504,0.007923,6.822780
/matrix/0626_n3c6-b3.mtx,1365,455,5460,0.147520,0.006656,1.640625
/matrix/0327_oscil_dcop_33.mtx,430,430,1544,0.147456,0.006668,0.463087
/matrix/0536_nnc666.mtx,666,666,4044,0.146432,0.007221,1.120028
/matrix/0871_adder_dcop_67.mtx,1813,1813,11246,0.146432,0.008650,2.600313
/matrix/2280_ks2010.mtx,238600,238600,1121798,0.165568,0.016620,134.997640
/matrix/1673_lp_fit2d.mtx,25,10524,129042,0.141312,0.010086,25.587325
/matrix/0566_bp_800.mtx,822,822,4534,0.142336,0.007222,1.255561
/matrix/0402_Chebyshev1.mtx,261,261,2319,0.146432,0.007365,0.629769
/matrix/1251_dynamicSoaringProblem_6.mtx,3431,3431,36741,0.144416,0.008508,8.636390
/matrix/2818_Flan_1565.mtx,1564794,1564794,117406044,3.473632,1.590238,147.658453
/matrix/1296_G27.mtx,2000,2000,39980,0.145408,0.010238,7.810156
/matrix/2264_Dubcova2.mtx,65025,65025,1030225,0.153568,0.011221,183.624584
/matrix/0117_pivtol.mtx,102,102,306,0.141568,0.006257,0.097816
/matrix/2668_delaunay_n21.mtx,2097152,2097152,12582816,0.587520,0.230153,109.342953
/matrix/2584_para-5.mtx,155924,155924,5416358,0.241664,0.042886,252.593397
/matrix/1087_bcspwr10.mtx,5300,5300,21842,0.139264,0.006704,6.515986
/matrix/0258_gams30am.mtx,354,531,1287,0.141312,0.006477,0.397418
/matrix/1136_freeFlyingRobot_5.mtx,2878,2878,24582,0.159456,0.007938,6.193612
/matrix/0535_bp_400.mtx,822,822,4028,0.143168,0.006936,1.161417
/matrix/0611_netz4504.mtx,1961,1961,5156,0.142336,0.006828,1.510245
/matrix/1730_vt2010.mtx,32580,32580,155598,0.150528,0.007812,39.834984
/matrix/0421_dwb512.mtx,512,512,2500,0.144416,0.006656,0.751202
/matrix/0029_bcsstm01.mtx,48,48,48,0.124608,0.002004,0.047905
/matrix/1417_model9.mtx,2879,10939,55956,0.212160,0.011479,9.749247
/matrix/2551_TSOPF_FS_b300.mtx,29214,29214,4400122,0.176128,0.025179,349.505396
/matrix/0504_dwt_512.mtx,512,512,3502,0.143360,0.006938,1.009566
/matrix/1734_c-49.mtx,21132,21132,157042,0.152576,0.008230,38.164713
/matrix/2301_caidaRouterLevel.mtx,192244,192244,1218132,0.163840,0.025630,95.056772
/matrix/2172_brack2.mtx,62631,62631,733118,0.148160,0.010423,140.669132
/matrix/1357_Oregon-1.mtx,11492,11492,46818,0.202848,0.008513,10.999808
/matrix/0916_adder_dcop_35.mtx,1813,1813,11246,0.145408,0.008649,2.600621
/matrix/0707_n4c5-b9.mtx,630,1895,6300,0.181248,0.008081,1.559134
/matrix/1186_TF14.mtx,2644,3160,29862,0.148544,0.008615,6.932630
/matrix/2699_af_5_k101.mtx,503625,503625,17550675,0.650208,0.248708,141.134728
/matrix/2760_road_central.mtx,14081816,14081816,33866826,1.513760,0.876902,77.242026
/matrix/0459_wm1.mtx,207,277,2909,0.145664,0.008413,0.691534
/matrix/0272_dwt_198.mtx,198,198,1392,0.141664,0.006856,0.406087
/matrix/0956_lp_ship08l.mtx,778,4363,12882,0.194720,0.010722,2.402842
/matrix/2517_power197k.mtx,197156,197156,3698357,0.216064,0.031410,235.486385
/matrix/2324_nemeth22.mtx,9506,9506,1358832,0.159488,0.012659,214.689826
/matrix/2044_wathen100.mtx,30401,30401,471601,0.153600,0.009247,102.003950
/matrix/0740_cavity02.mtx,317,317,7327,0.150400,0.010219,1.433932
/matrix/1932_EAT_RS.mtx,23219,23219,325592,0.206816,0.011775,55.302364
/matrix/2459_c8_mat11.mtx,4562,5761,2462970,0.175104,0.018365,268.217908
/matrix/0343_lpi_chemcom.mtx,288,744,1590,0.145408,0.006952,0.457441
/matrix/0055_bcsstm03.mtx,112,112,112,0.137888,0.002014,0.111226
/matrix/0848_cage8.mtx,1015,1015,11003,0.142336,0.007937,2.772576
/matrix/0111_ex5.mtx,27,27,279,0.128416,0.002018,0.276470
/matrix/1957_mark3jac120sc.mtx,54929,54929,342475,0.149600,0.008557,80.041757
/matrix/1749_mark3jac060sc.mtx,27449,27449,170695,0.148224,0.007774,43.913154
/matrix/0393_gas11.mtx,459,862,2166,0.138240,0.006654,0.651042
/matrix/2310_ok2010.mtx,269118,269118,1274148,0.205792,0.020372,125.085211
/matrix/2565_LargeRegFile.mtx,2111154,801374,4944201,0.338944,0.096727,102.229963
/matrix/2014_nv2010.mtx,84538,84538,416998,0.155872,0.010928,76.316454
/matrix/1220_cavity08.mtx,1182,1182,32747,0.147296,0.010540,6.213833
/matrix/1147_lnsp3937.mtx,3937,3937,25407,0.143360,0.007112,7.145147
/matrix/2136_Delor64K.mtx,64719,1785345,652140,0.156672,0.009432,138.281504
/matrix/1830_s3rmt3m1.mtx,5489,5489,219521,0.143616,0.011940,36.771179
/matrix/1128_spaceShuttleEntry_2.mtx,1428,1428,24073,0.146432,0.009930,4.848673
/matrix/1494_EX4(0).mtx,2600,2600,71760,0.146368,0.012626,11.367092
/matrix/2660_fcondp2.mtx,201822,201822,11294316,0.451584,0.159949,141.224136
/matrix/0427_M20PI_n1.mtx,1028,1028,2547,0.198656,0.006669,0.763797
/matrix/1962_cond-mat-2005.mtx,40421,40421,351386,0.202560,0.009880,71.133996
/matrix/0496_lp_standgub.mtx,361,1383,3339,0.132096,0.008008,0.833949
/matrix/1505_ncvxqp1.mtx,12111,12111,73963,0.143360,0.007264,20.364352
/matrix/2076_psmigr_3.mtx,3140,3140,543162,0.150688,0.015245,71.256267
/matrix/0146_bcsstm06.mtx,420,420,420,0.148480,0.006521,0.128818
/matrix/0524_nemscem.mtx,651,1712,3840,0.143360,0.006954,1.104403
/matrix/2453_pkustk07.mtx,16860,16860,2418804,0.171008,0.016975,284.986826
/matrix/1985_g7jac100sc.mtx,29610,29610,384636,0.151552,0.009953,77.288287
/matrix/0345_bcspwr04.mtx,274,274,1612,0.143360,0.006938,0.464714
/matrix/0853_adder_dcop_01.mtx,1813,1813,11156,0.141536,0.007797,2.861710
/matrix/2433_wave.mtx,156317,156317,2118662,0.171904,0.016029,264.359534
/matrix/2559_engine.mtx,143571,143571,4706073,0.222208,0.031450,299.273170
/matrix/0599_M40PI_n1.mtx,2028,2028,5007,0.198528,0.006932,1.444505
/matrix/0980_bibd_17_4b.mtx,136,2380,14280,0.143488,0.014064,2.030772
/matrix/2777_kron_g500-logn19.mtx,524288,524288,43562265,1.390560,0.599385,145.356523
/matrix/0237_bcsstm09.mtx,1083,1083,1083,0.140288,0.006419,0.337417
/matrix/0886_adder_dcop_47.mtx,1813,1813,11246,0.142336,0.008374,2.685845
/matrix/1947_ckt11752_tr_0.mtx,49702,49702,333029,0.154592,0.009102,73.174917
/matrix/2539_Delor338K.mtx,343236,887058,4211599,0.218464,0.025141,335.034990
/matrix/2078_soc-sign-Slashdot090216.mtx,81871,81871,545671,0.265056,0.013357,81.705282
/matrix/1685_raefsky6.mtx,3402,3402,137845,0.152576,0.013353,20.646359
/matrix/2115_pfinan512.mtx,74752,74752,596992,0.149504,0.009136,130.688644
/matrix/0911_adder_dcop_31.mtx,1813,1813,11246,0.143520,0.008649,2.600621
/matrix/2256_G_n_pin_pout.mtx,100000,100000,1002396,0.262144,0.015578,128.692877
/matrix/1464_Oregon-2.mtx,11806,11806,65460,0.195648,0.008672,15.096417
/matrix/2105_nemeth16.mtx,9506,9506,587012,0.146240,0.012020,97.674363
/matrix/1883_s3rmq4m1.mtx,5489,5489,281111,0.149504,0.011887,47.298839
/matrix/2103_crystm03.mtx,24696,24696,583770,0.150560,0.010940,106.718059
/matrix/1337_beause.mtx,497,507,44551,0.201696,0.014063,6.336130
