index,mtx,cvt_time,gflops
649,0976_orsreg_1.mtx,,3.9649
650,1549_utm5940.mtx,,18.5767
651,1918_mk12-b4.mtx,,75.7753
652,0450_Erdos991.mtx,,0.754337
653,1661_cvxqp3.mtx,,31.7104
654,1446_testbig.mtx,,17.7546
655,2139_g7jac160sc.mtx,,111.305
656,1659_foldoc.mtx,,28.7371
657,0217_lop163.mtx,,0.280471
658,1670_jan99jac060sc.mtx,,32.5859
659,1143_TSOPF_FS_b9_c1.mtx,,6.12972
660,1313_cage9.mtx,,9.77244
661,2138_g7jac160.mtx,,111.327
662,0752_lung1.mtx,,2.2756
663,0468_bibd_12_4.mtx,,0.504164
664,0518_mk9-b2.mtx,,1.13251
665,0195_n3c6-b11.mtx,,0.171893
666,1834_lowThrust_11.mtx,,44.3948
667,1102_ex22.mtx,,4.26712
668,1753_jan99jac080sc.mtx,,43.7057
669,1013_dwt_992.mtx,,3.6845
670,0033_GD95_a.mtx,,0.0575339
671,1098_saylr4.mtx,,6.06793
672,2098_mri2.mtx,,124.442
673,0623_rajat19.mtx,,1.57929
674,2528_xenon2.mtx,,391.363
675,0517_steam1.mtx,,0.888471
676,2272_3D_51448_3D.mtx,,165.559
677,1543_lhr04c.mtx,,14.6437
678,2147_heart2.mtx,,137.172
679,0361_shl_200.mtx,,0.50759
680,2498_pkustk08.mtx,,345.965
681,0671_fpga_dcop_12.mtx,,1.7331
682,1272_lp_nug12.mtx,,8.44072
683,2533_barrier2-9.mtx,,259.464
684,1253_wb-cs-stanford.mtx,,9.73799
685,2077_ford2.mtx,,115.409
686,0269_n4c5-b2.mtx,,0.428413
687,2747_wiki-topcats.mtx,,136.214
688,0157_lp_scagr7.mtx,,0.144805
689,0477_bcsstk20.mtx,,0.917585
690,2182_lhr34.mtx,,120.127
691,1696_cavity19.mtx,,22.859
692,2761_ss.mtx,,132.783
693,0466_D_11.mtx,,0.620627
694,1105_sherman2.mtx,,4.76299
695,2450_poisson3Db.mtx,,131.118
696,2287_dbir2.mtx,,140.779
697,2419_bcsstk32.mtx,,283.703
698,0569_tumorAntiAngiogenesis_4.mtx,,1.10873
699,1168_bayer06.mtx,,6.82888
700,2640_gearbox.mtx,,142.237
701,2787_boneS10.mtx,,146.315
702,2057_c-66.mtx,,101.746
703,2021_ncvxqp5.mtx,,91.9579
704,0363_CSphd.mtx,,0.498378
705,0026_kleemin.mtx,,0.0454696
706,1179_ca-GrQc.mtx,,8.13943
707,1292_G29.mtx,,7.56578
708,0406_lp_scsd1.mtx,,0.368325
709,0414_lund_a.mtx,,0.558861
710,1821_lowThrust_8.mtx,,43.4967
711,0780_diag.mtx,,2.42592
712,1558_fv2.mtx,,23.1635
713,2399_n4c6-b9.mtx,,244.544
714,1949_graham1.mtx,,50.3636
715,1341_nopss_11k.mtx,,12.941
716,0826_lp_fit1p.mtx,,2.14076
717,1820_TF16.mtx,,44.5327
718,0929_freeFlyingRobot_2.mtx,,3.03215
719,1231_G61.mtx,,9.38284
720,2444_citationCiteseer.mtx,,112.474
721,2036_ex40.mtx,,72.3008
722,0805_iprob.mtx,,2.30866
723,2185_trans5.mtx,,93.771
724,1010_flower_4_4.mtx,,4.1696
725,1891_mark3jac100sc.mtx,,69.3897
726,2822_Bump_2911.mtx,,144.983
727,1431_pcb3000.mtx,,11.0019
728,1142_dwt_2680.mtx,,6.41877
729,0708_Pd_rhs.mtx,,1.81186
730,0465_wm3.mtx,,0.717663
731,2231_sx-superuser.mtx,,80.4891
732,1926_cegb2919.mtx,,50.3337
733,2290_struct3.mtx,,207.868
734,1994_nemeth02.mtx,,67.6471
735,0810_lp_pilot_we.mtx,,2.14247
736,1486_lp_wood1p.mtx,,15.9262
737,2116_finan512.mtx,,130.44
738,0103_GD96_c.mtx,,0.0785144
739,1634_baxter.mtx,,27.0677
740,0397_p0282.mtx,,0.577055
741,1614_mhd4800a.mtx,,20.7751
742,2601_TEM152078.mtx,,189.135
743,2531_barrier2-11.mtx,,262.244
744,1613_c-41.mtx,,24.0702
745,2277_pds-100.mtx,,102.012
746,0863_adder_dcop_19.mtx,,2.60039
747,1628_barth5(0).mtx,,28.5722
748,1235_bips98_606.mtx,,10.0159
749,1040_wang2.mtx,,5.19084
750,1914_lhr14c.mtx,,51.6258
751,0754_dwt_878.mtx,,1.98303
752,2504_m14b.mtx,,147.249
753,2145_ex3sta1(0).mtx,,96.4977
754,2403_loc-Gowalla.mtx,,113.496
755,1316_dw8192.mtx,,11.7452
756,1560_t2d_q4.mtx,,23.1757
757,0998_spaceStation_5.mtx,,3.35265
758,2162_Pres_Poisson.mtx,,113.359
759,0086_GD96_b.mtx,,0.0568385
760,1119_hydr1c.mtx,,6.98891
761,1348_g7jac020sc.mtx,,11.4579
762,2496_cnr-2000.mtx,,301.754
763,1356_bcsstm39.mtx,,13.4538
764,0089_n2c6-b1.mtx,,0.067471
765,1936_fe_body.mtx,,80.6235
766,1682_c-39.mtx,,28.689
767,0658_fpga_dcop_41.mtx,,1.73337
768,2726_as-Skitter.mtx,,131.839
769,1588_cq9.mtx,,22.37
770,1242_soc-sign-bitcoin-otc.mtx,,8.66029
771,2237_wa2010.mtx,,111.817
772,1042_ex21.mtx,,3.51946
773,1166_mhd4800b.mtx,,7.93358
774,1789_obstclae.mtx,,52.4393
775,1938_shallow_water2.mtx,,82.125
776,1391_abtaha1.mtx,,14.8685
777,2782_dielFilterV2real.mtx,,142.321
778,1554_kineticBatchReactor_8.mtx,,19.5005
779,1184_n2c6-b5.mtx,,8.34642
780,0227_GD00_c.mtx,,0.30419
781,2697_af_4_k101.mtx,,141.106
782,1911_lp_nug20.mtx,,55.7357
783,0891_adder_dcop_59.mtx,,2.70307
784,1244_c-24.mtx,,9.34897
785,0091_can_62.mtx,,0.0711176
786,1088_sctap1-2c.mtx,,6.16726
787,1889_rlfdual.mtx,,37.9815
788,0773_G34.mtx,,2.36527
789,0909_adder_dcop_55.mtx,,2.60031
790,0971_uk.mtx,,3.94258
791,0544_lp_degen2.mtx,,1.05834
792,1193_plbuckle.mtx,,5.91256
793,2374_Zd_Jac6.mtx,,208.848
794,1209_reorientation_3.mtx,,6.96733
795,0565_qiulp.mtx,,1.3207
796,2274_dbir1.mtx,,127.642
797,0262_S10PI_n1.mtx,,0.389046
798,2767_inline_1.mtx,,144.812
799,1289_cat_ears_3_4.mtx,,10.687
800,2577_Chebyshev4.mtx,,306.312
801,1952_gyro_m.mtx,,63.0181
802,2680_GL7d16.mtx,,135.163
803,0681_fpga_dcop_27.mtx,,1.7995
804,1060_lpi_gran.mtx,,5.40318
805,1173_G62.mtx,,8.49845
806,0254_n3c5-b5.mtx,,0.370066
807,0201_bwm200.mtx,,0.244653
808,0085_wheel_5_1.mtx,,0.0571585
809,0648_fpga_dcop_50.mtx,,1.73341
810,1364_gemat1.mtx,,10.1948
811,1077_circuit_2.mtx,,5.43649
812,2674_hugetrace-00000.mtx,,84.8287
813,2438_wheel_601.mtx,,114.824
814,0292_oscil_dcop_14.mtx,,0.479136
815,2379_bibd_18_9.mtx,,188.903
816,1778_mult_dcop_01.mtx,,34.7055
817,0008_b1_ss.mtx,,0.015024
818,2800_com-LiveJournal.mtx,,130.936
819,2824_kmer_U1a.mtx,,32.1522
820,0952_Kohonen.mtx,,3.30435
821,2133_rajat16.mtx,,114.188
822,0403_netz4504_dual.mtx,,0.726874
823,2721_M6.mtx,,120.419
824,0986_hangGlider_2.mtx,,3.7703
825,2491_pkustk03.mtx,,392.46
826,0329_oscil_dcop_34.mtx,,0.475651
827,1896_g7jac080.mtx,,61.892
828,1411_c-32.mtx,,12.5904
829,1347_g7jac020.mtx,,11.4579
830,1586_linverse.mtx,,26.0571
831,1939_lpl1.mtx,,72.4366
832,2210_g7jac200.mtx,,130.292
833,1684_ACTIVSg10K.mtx,,35.4621
834,0919_adder_dcop_45.mtx,,2.60124
835,0653_fpga_dcop_43.mtx,,1.73389
836,1798_c-51.mtx,,46.955
837,0769_cat_ears_2_4.mtx,,2.12744
838,1632_c-42.mtx,,24.3831
839,1224_gemat12.mtx,,8.98818
840,0869_adder_dcop_57.mtx,,2.60093
841,1421_bcsstk27.mtx,,9.87844
842,1627_gen4.mtx,,14.6325
843,2349_nemeth26.mtx,,235.178
844,1538_GL7d25.mtx,,11.6699
845,2723_kron_g500-logn18.mtx,,142.651
846,0710_lp_ship04l.mtx,,1.3025
847,0230_relat5.mtx,,0.336666
848,2029_stormg2-125.mtx,,99.3663
849,2561_s3dkq4m2.mtx,,434.85
850,2389_IG5-18.mtx,,208.617
851,0933_G53.mtx,,2.74863
852,2002_mark3jac140.mtx,,90.2372
853,1869_tandem_vtx.mtx,,53.247
854,1996_nemeth06.mtx,,67.5819
855,2292_xenon1.mtx,,193.906
856,1680_bodyy6.mtx,,35.8604
857,1016_rbsa480.mtx,,2.86551
858,1676_c-46.mtx,,29.756
859,0758_WorldCities.mtx,,1.49485
860,1831_lowThrust_9.mtx,,44.1694
861,1679_mycielskian11.mtx,,17.9023
862,1783_skirt.mtx,,41.3387
863,2532_barrier2-12.mtx,,259.333
864,0662_fpga_dcop_33.mtx,,1.73076
865,1004_ukerbe1.mtx,,4.52721
866,2604_auto.mtx,,130.016
867,1584_epb1.mtx,,26.9061
868,1314_Lederberg.mtx,,10.472
869,0683_fpga_dcop_17.mtx,,1.5939
870,1151_cz2548.mtx,,6.61816
871,0640_fpga_dcop_06.mtx,,1.72369
872,0791_lp_scsd8.mtx,,1.61289
873,2148_heart3.mtx,,137.116
874,1048_spaceStation_9.mtx,,4.26707
875,1668_memplus.mtx,,31.7386
876,0488_dwt_346.mtx,,0.859548
877,0962_lpi_klein3.mtx,,3.05241
878,2160_Zd_Jac3_db.mtx,,90.9558
879,0820_mk10-b2.mtx,,2.77549
880,0802_EPA.mtx,,2.4336
881,2048_c-59.mtx,,95.3641
882,2011_rail507.mtx,,72.4107
883,1018_add20.mtx,,4.5235
884,1122_geom.mtx,,6.33627
885,1310_bips98_1142.mtx,,11.8042
886,1299_G31.mtx,,7.57454
887,2190_vsp_mod2_pgp2_slptsk.mtx,,95.8755
888,2644_flickr.mtx,,124.983
889,0557_N_biocarta.mtx,,1.25471
890,2647_kron_g500-logn17.mtx,,139.578
891,2456_nv1.mtx,,280.743
892,0964_power.mtx,,3.93315
893,2081_e40r0100.mtx,,83.0328
894,1378_lp_ken_11.mtx,,13.6338
895,2176_g7jac180sc.mtx,,130.082
896,0744_jagmesh3.mtx,,2.03759
897,2483_stomach.mtx,,302.666
898,1057_G57.mtx,,5.87856
899,0429_rdb450.mtx,,0.759581
900,1444_barth5.mtx,,17.6986
901,0069_ch4-4-b1.mtx,,0.0462734
902,0377_mesh3em5.mtx,,0.543866
903,1434_co5.mtx,,13.1861
904,1472_ex14.mtx,,13.3586
905,1840_mark3jac080.mtx,,56.2792
906,1361_nl.mtx,,12.5191
907,1180_n4c5-b7.mtx,,7.46272
908,0126_GD97_a.mtx,,0.102021
909,0906_adder_dcop_33.mtx,,2.59908
910,0692_fs_760_1.mtx,,1.62245
911,0733_lp_qap8.mtx,,1.90642
912,1270_rkat7_mat5.mtx,,5.76529
913,1162_ex2.mtx,,4.61606
914,0063_bcsstm04.mtx,,0.0421952
915,0071_Trec7.mtx,,0.146421
916,2645_shipsec5.mtx,,142.078
917,2391_Goodwin_071.mtx,,265.185
918,1893_t520.mtx,,50.3026
919,1856_ACTIVSg70K.mtx,,62.0267
920,1667_ri2010.mtx,,34.5923
921,1572_IG5-13.mtx,,15.6653
922,1112_G42.mtx,,5.42911
923,0680_fpga_dcop_15.mtx,,1.73337
924,2437_il2010.mtx,,142.489
925,1006_lp_cre_c.mtx,,4.33709
926,0704_lp_perold.mtx,,1.5492
927,1058_sherman3.mtx,,5.77605
928,0679_fpga_dcop_16.mtx,,1.73337
929,2806_Long_Coup_dt6.mtx,,146.555
930,1964_HEP-th-new.mtx,,64.0108
931,2585_Hamrle3.mtx,,114.621
932,2243_pcrystk02.mtx,,157.424
933,2509_stormG2_1000.mtx,,272.238
934,0522_QRpivot.mtx,,1.14564
935,1386_lp_fit2p.mtx,,10.4136
936,1160_Maragal_4.mtx,,5.70833
937,1702_fome12.mtx,,34.2534
938,2130_nemeth17.mtx,,104.152
939,0226_nos1.mtx,,0.3193
940,0499_lp_beaconfd.mtx,,0.677895
941,2785_nv2.mtx,,138.907
942,0101_lpi_forest6.mtx,,0.0790025
943,0846_email.mtx,,2.82216
944,0274_lp_bore3d.mtx,,0.423435
945,1929_usroads-48.mtx,,76.2833
946,0390_p0201.mtx,,0.464192
947,0550_b_dyn.mtx,,1.30353
948,1500_slptsk.mtx,,13.626
949,0985_Erdos982.mtx,,4.13395
950,1062_stoch_aircraft.mtx,,5.83232
951,1350_eurqsa.mtx,,12.5903
952,0898_adder_dcop_25.mtx,,2.64128
953,1725_Trec12.mtx,,33.3427
954,1860_astro-ph.mtx,,44.9043
955,1519_cavity12.mtx,,13.3412
956,1646_de2010.mtx,,30.9154
957,1777_mult_dcop_03.mtx,,34.1022
958,1660_bodyy4.mtx,,33.2023
959,2354_lp_nug30.mtx,,200.071
960,1064_CollegeMsg.mtx,,4.6235
961,1129_ch.mtx,,6.47781
962,2279_vsp_finan512_scagr7-2c_rlfddd.mtx,,151.875
963,0286_oscil_dcop_43.mtx,,0.46289
964,1521_aug2d.mtx,,22.1396
965,0706_jagmesh1.mtx,,1.74058
966,2362_d_pretok.mtx,,215.527
967,1263_t2dal_a.mtx,,9.7087
968,0724_spaceShuttleEntry_1.mtx,,1.61942
969,2096_c-68.mtx,,99.5839
970,1894_bcsstk16.mtx,,48.6235
971,1164_zenios.mtx,,6.75409
972,2592_consph.mtx,,366.781
973,2694_af_0_k101.mtx,,141.159
974,1916_c-61.mtx,,65.9804
975,2516_mycielskian14.mtx,,310.496
976,0092_dwt_72.mtx,,0.0732998
977,1319_utm3060.mtx,,10.0601
978,1409_TSOPF_RS_b9_c6.mtx,,14.7568
979,1169_model6.mtx,,6.02377
980,0597_de063155.mtx,,1.4168
981,0032_jgl009.mtx,,0.0511222
982,2043_ch8-8-b3.mtx,,100.476
983,2180_Baumann.mtx,,148.619
984,1336_deter3.mtx,,12.3588
985,0350_M10PI_n.mtx,,0.499366
986,2769_wikipedia-20060925.mtx,,130.75
987,0875_adder_dcop_60.mtx,,2.72821
988,0749_fpga_trans_01.mtx,,2.11532
989,0904_adder_dcop_30.mtx,,2.72624
990,0108_cat_ears_2_1.mtx,,0.0818396
991,0972_steam2.mtx,,2.80006
992,1372_mimo28x28_system.mtx,,14.046
993,0778_N_pid.mtx,,2.19791
994,2598_NACA0015.mtx,,121.026
995,2737_delaunay_n22.mtx,,98.9317
996,1311_mbeause.mtx,,6.46474
997,0200_cage6.mtx,,0.22959
998,0423_GL6_D_6.mtx,,0.767158
999,0367_ch7-7-b1.mtx,,0.567159
1000,2677_crankseg_2.mtx,,146.376
1001,0834_S80PI_n.mtx,,3.24498
1002,0592_tumorAntiAngiogenesis_8.mtx,,1.14456
1003,0868_adder_dcop_16.mtx,,2.73439
1004,2058_c-66b.mtx,,103.157
1005,2006_c-55.mtx,,75.7171
1006,0312_oscil_dcop_02.mtx,,0.462803
1007,1266_dynamicSoaringProblem_7.mtx,,8.98142
1008,1295_G28.mtx,,7.61157
1009,2323_li.mtx,,196.8
1010,0456_S20PI_n.mtx,,0.863692
1011,1803_TSOPF_RS_b162_c1.mtx,,32.0275
1012,1565_p2p-Gnutella30.mtx,,23.3729
1013,0143_gams10a.mtx,,0.12778
1014,1370_mimo46x46_system.mtx,,14.0501
1015,0476_bcsstm23.mtx,,0.958068
1016,2047_g7jac120.mtx,,92.1022
1017,0840_lshp1561.mtx,,2.96667
1018,1873_ex19.mtx,,52.134
1019,1583_lp_qap15.mtx,,19.4779
1020,1862_wing.mtx,,50.4014
1021,0332_oscil_dcop_50.mtx,,0.463016
1022,1719_hangGlider_4.mtx,,28.8164
1023,0745_Chem97ZtZ.mtx,,2.24886
1024,1267_lp_d6cube.mtx,,4.59545
1025,1908_FX_March2010.mtx,,38.1508
1026,2555_thread.mtx,,419.319
1027,1742_ulevimin.mtx,,23.8739
1028,1620_r05.mtx,,18.428
1029,1806_route.mtx,,44.2705
1030,1528_aug2dc.mtx,,23.0423
1031,2770_GL7d19.mtx,,136.648
1032,2715_wikipedia-20051105.mtx,,132.846
1033,0307_oscil_dcop_26.mtx,,0.479355
1034,1921_crystk01.mtx,,54.1776
1035,1090_ch7-7-b2.mtx,,6.80461
1036,0241_lp_lotfi.mtx,,0.321046
1037,0263_n4c5-b10.mtx,,0.331251
1038,0409_bcsstk05.mtx,,0.579528
1039,2357_pkustk09.mtx,,237.053
1040,0961_Pd.mtx,,3.78883
1041,1773_wiki-RfA.mtx,,30.3435
1042,0207_n3c5-b3.mtx,,0.256802
1043,1250_dynamicSoaringProblem_4.mtx,,8.25577
1044,2313_in2010.mtx,,131.651
1045,0614_freeFlyingRobot_1.mtx,,1.48472
1046,0336_oscil_dcop_07.mtx,,0.46261
1047,0047_GD02_a.mtx,,0.0897085
1048,2373_ny2010.mtx,,136.429
1049,1399_l30.mtx,,10.4073
1050,1690_cavity25.mtx,,22.9076
1051,2689_TSOPF_RS_b2383_c1.mtx,,147.588
1052,1243_lp_dfl001.mtx,,10.0671
1053,1131_bcsstm34.mtx,,4.4231
1054,0150_lp_adlittle.mtx,,0.127111
1055,0786_lp_ken_07.mtx,,2.47685
1056,2756_coPapersCiteseer.mtx,,146.153
1057,1981_c-56.mtx,,87.0738
1058,2526_laminar_duct3D.mtx,,362.682
1059,2056_std1_Jac2_db.mtx,,79.5756
1060,0966_radfr1.mtx,,3.32506
1061,0356_GD96_a.mtx,,0.492614
1062,1705_ted_B.mtx,,30.6569
1063,1188_data.mtx,,7.63198
1064,2616_radiation.mtx,,139.469
1065,2270_watson_1.mtx,,165.308
1066,1880_enron.mtx,,61.7964
1067,1033_eris1176.mtx,,3.97612
1068,0467_dwt_361.mtx,,0.861882
1069,0606_dwt_592.mtx,,1.3689
1070,0043_jgl011.mtx,,0.0768621
1071,2308_std1_Jac2.mtx,,159.689
1072,0651_fpga_dcop_46.mtx,,1.765
1073,2117_3D_28984_Tetra.mtx,,101.312
1074,1574_hangGlider_3.mtx,,19.5682
1075,2580_para-7.mtx,,244.803
1076,1241_reorientation_5.mtx,,7.65316
1077,2730_AS365.mtx,,115.278
1078,1034_lhr01.mtx,,4.37395
1079,0256_arc130.mtx,,0.36043
1080,2239_ASIC_100k.mtx,,120.38
1081,0579_cdde1.mtx,,1.47803
1082,1748_mark3jac060.mtx,,44.3275
1083,2698_af_1_k101.mtx,,141.221
1084,1374_zeros_nopss_13k.mtx,,14.6247
1085,0902_adder_dcop_24.mtx,,2.74327
1086,0420_dw256B.mtx,,0.794212
1087,2211_ms2010.mtx,,119.524
1088,0932_G51.mtx,,2.88093
1089,1262_t2dal.mtx,,9.71119
1090,0178_ch5-5-b4.mtx,,0.176673
1091,2778_wikipedia-20070206.mtx,,128.242
1092,0582_cdde6.mtx,,1.47699
1093,1463_p2p-Gnutella24.mtx,,18.4127
1094,0273_gre_343.mtx,,0.452784
1095,0858_adder_dcop_07.mtx,,2.81895
1096,0946_cryg2500.mtx,,3.71007
1097,0574_l9.mtx,,0.948759
1098,0330_oscil_dcop_51.mtx,,0.462874
1099,0837_dwt_1242.mtx,,2.79447
1100,1206_G65.mtx,,9.4084
1101,0842_lp_25fv47.mtx,,2.36893
1102,2376_venkat25.mtx,,264.868
1103,1956_mark3jac120.mtx,,80.8236
1104,1424_bayer03.mtx,,14.6402
1105,0591_lp_agg3.mtx,,1.23166
1106,0800_tols4000.mtx,,2.67941
1107,1433_whitaker3.mtx,,16.4066
1108,2052_stat96v4.mtx,,61.2365
1109,1662_sc205-2r.mtx,,34.8237
1110,2691_cit-Patents.mtx,,114.528
1111,2165_pds-60.mtx,,93.5806
1112,2321_hvdc2.mtx,,218.627
1113,0044_Ragusa16.mtx,,0.0870683
1114,2503_amazon0505.mtx,,140.106
1115,1895_g7jac080sc.mtx,,60.4785
1116,1816_ch7-7-b5.mtx,,53.6235
1117,2485_cfd2.mtx,,364.685
1118,2708_af_shell4.mtx,,141.683
1119,2476_ins2.mtx,,236.002
1120,2386_karted.mtx,,173.371
1121,0408_poisson2D.mtx,,0.721269
1122,1677_cat_ears_4_4.mtx,,35.5739
1123,0341_oscil_dcop_41.mtx,,0.462885
1124,2780_ldoor.mtx,,144.604
1125,2026_FEM_3D_thermal1.mtx,,79.9339
1126,2814_europe_osm.mtx,,70.4877
1127,1099_df2177.mtx,,3.14346
1128,2473_filter3D.mtx,,242.344
1129,2583_para-10.mtx,,245.096
1130,2299_boyd1.mtx,,127.904
1131,2603_pkustk13.mtx,,170.558
1132,1546_G64.mtx,,18.3533
1133,1334_mycielskian10.mtx,,6.32408
1134,2639_bibd_22_8.mtx,,140.628
1135,0065_GD01_c.mtx,,0.0427761
1136,0577_cdde5.mtx,,1.4801
1137,2717_bundle_adj.mtx,,143.532
1138,0166_lp_blend.mtx,,0.152968
1139,1909_OPF_6000.mtx,,72.2622
1140,1037_spaceStation_8.mtx,,4.28462
1141,2740_GL7d17.mtx,,137.625
1142,1307_Franz7.mtx,,12.2712
1143,1757_nasa2910.mtx,,28.9795
1144,0479_utm300.mtx,,0.846327
1145,1135_airfoil1.mtx,,7.20239
1146,1476_ex37.mtx,,13.8743
1147,2327_lp_osa_60.mtx,,108.779
1148,1612_ford1.mtx,,27.7151
1149,1467_c-36.mtx,,16.499
1150,0713_bcspwr09.mtx,,1.94805
1151,0136_flower_4_1.mtx,,0.119953
1152,2463_pkustk06.mtx,,320.793
1153,1979_vsp_model1_crew1_cr42_south31.mtx,,59.4576
1154,1903_us04.mtx,,47.5867
1155,0570_tumorAntiAngiogenesis_7.mtx,,1.11439
1156,0079_lp_sc50a.mtx,,0.0510038
1157,0669_fpga_dcop_35.mtx,,1.76474
1158,2009_mycielskian12.mtx,,52.6215
1159,2228_fe_tooth.mtx,,165.073
1160,0344_TF11.mtx,,0.446294
1161,0232_fs_183_4.mtx,,0.314347
1162,1466_c-30.mtx,,14.4213
1163,0391_Trec9.mtx,,0.372247
1164,1497_FA.mtx,,18.6491
1165,0620_S40PI_n.mtx,,1.63232
1166,0458_orbitRaising_1.mtx,,0.838249
1167,1704_pltexpa.mtx,,38.9431
1168,1028_spaceStation_7.mtx,,3.69299
1169,0552_fs_541_2.mtx,,1.19036
1170,0589_illc1033.mtx,,1.42648
1171,2212_soc-sign-epinions.mtx,,91.5082
1172,1068_bcsstm35.mtx,,5.70095
1173,0056_p0033.mtx,,0.116221
1174,1298_G26.mtx,,7.62179
1175,1864_deltaX.mtx,,61.8125
1176,2442_web-Stanford.mtx,,130.212
1177,0655_fpga_dcop_47.mtx,,1.76507
1178,2827_indochina-2004.mtx,,141.19
1179,1953_pds-30.mtx,,67.1413
1180,2467_nxp1.mtx,,169.014
1181,1765_wang4.mtx,,48.9033
1182,1218_cavity06.mtx,,6.05902
1183,1059_shyy41.mtx,,6.0048
1184,1590_lp_ken_13.mtx,,25.1266
1185,0430_rdb450l.mtx,,0.773337
1186,2614_Stanford_Berkeley.mtx,,123.851
1187,0726_ukerbe1_dual.mtx,,2.18722
1188,2396_watson_2.mtx,,205.32
1189,1141_G56.mtx,,7.1605
1190,0278_nnc261.mtx,,0.45492
1191,2557_t2em.mtx,,274.784
1192,2275_TSOPF_RS_b39_c30.mtx,,199.654
1193,1626_as-caida.mtx,,24.0569
1194,1189_ch7-6-b5.mtx,,8.25259
1195,2216_mesh_deform.mtx,,144.284
1196,2581_para-6.mtx,,245.142
1197,1580_rdist1.mtx,,16.0034
1198,0661_fpga_dcop_34.mtx,,1.76527
1199,2798_vas_stokes_2M.mtx,,138.809
1200,0768_bibd_12_5.mtx,,1.28597
1201,0208_adjnoun.mtx,,0.2544
1202,0682_fpga_dcop_28.mtx,,1.82403
1203,1438_G58.mtx,,13.7411
1204,0667_fpga_dcop_48.mtx,,1.82696
1205,0693_fs_760_2.mtx,,1.63038
1206,0025_Tina_DisCal.mtx,,0.0417053
1207,1401_air05.mtx,,7.024
1208,0412_lp_gfrd_pnc.mtx,,0.737284
1209,2107_IG5-16.mtx,,79.3995
1210,0324_oscil_dcop_52.mtx,,0.462881
1211,0753_n3c6-b10.mtx,,1.79925
1212,0743_west2021.mtx,,2.20374
1213,1762_t2dah_a.mtx,,38.1393
1214,1703_shock-9.mtx,,38.8337
1215,0170_dwt_87.mtx,,0.159109
1216,1755_IG5-14.mtx,,27.4975
1217,1640_mark3jac040.mtx,,29.5917
1218,2505_GaAsH6.mtx,,315.037
1219,1210_deter1.mtx,,8.93861
1220,1770_Goodwin_023.mtx,,29.8562
1221,1515_cavity13.mtx,,13.2124
1222,0197_mk9-b1.mtx,,0.235986
1223,0996_robot24c1_mat5_J.mtx,,2.47715
1224,0185_lpi_box1.mtx,,0.199112
1225,0873_adder_dcop_69.mtx,,2.64128
1226,1387_ch7-6-b3.mtx,,14.8071
1227,0396_lp_brandy.mtx,,0.525336
1228,2383_crystk03.mtx,,257.958
1229,0017_n3c4-b1.mtx,,0.0310842
1230,0362_west0497.mtx,,0.517497
1231,2065_soc-sign-Slashdot081106.mtx,,80.259
1232,0131_bfwb62.mtx,,0.104681
1233,2198_mk13-b5.mtx,,141.318
1234,0930_DK01R.mtx,,2.89828
1235,1238_freeFlyingRobot_8.mtx,,9.20327
1236,1990_fxm3_16.mtx,,89.5206
1237,0114_ch4-4-b2.mtx,,0.0916315
1238,1837_man_5976.mtx,,36.1204
1239,1487_aa3.mtx,,9.81219
1240,0074_d_ss.mtx,,0.0475283
1241,0925_extr1b.mtx,,3.43779
1242,1308_ex27.mtx,,6.77201
1243,0563_lp_ship04s.mtx,,1.01653
1244,2523_barrier2-2.mtx,,255.009
1245,2722_StocF-1465.mtx,,132.566
1246,0634_gre_1107.mtx,,1.68711
1247,1249_G66.mtx,,10.9543
1248,2449_rma10.mtx,,332.189
1249,1354_complex.mtx,,6.48293
1250,1604_lpi_gosh.mtx,,15.4398
1251,0023_Trec6.mtx,,0.041028
1252,1197_lp_greenbeb.mtx,,6.86488
1253,1585_cond-mat.mtx,,24.2296
1254,2535_Hardesty2.mtx,,279.146
1255,0774_G33.mtx,,2.39647
1256,1159_bcsstk21.mtx,,7.25805
1257,2400_ch8-8-b4.mtx,,217.636
1258,1274_G7.mtx,,6.22248
1259,2031_cont-201.mtx,,101.269
1260,0817_lp_stocfor2.mtx,,2.80305
1261,2572_Si34H36.mtx,,289.118
1262,0895_adder_dcop_21.mtx,,2.64128
1263,1273_lp_qap12.mtx,,8.60028
1264,0161_rw136.mtx,,0.146499
1265,2194_m133-b3.mtx,,131.249
1266,1207_dynamicSoaringProblem_3.mtx,,7.19133
1267,1403_ch7-9-b2.mtx,,15.5311
1268,1934_pwt(0).mtx,,80.5015
1269,1360_rajat06.mtx,,13.7028
1270,2659_bmw3_2.mtx,,140.068
1271,0209_robot.mtx,,0.260377
1272,2455_vsp_msc10848_300sep_100in_1Kout.mtx,,131.582
1273,2382_pcrystk03.mtx,,266.169
1274,0225_CAG_mat72.mtx,,0.262178
1275,0271_rajat05.mtx,,0.415035
1276,1961_ncvxbqp1.mtx,,79.8052
1277,1277_G5.mtx,,6.223
1278,0676_fpga_dcop_01.mtx,,1.76426
1279,0533_tub1000.mtx,,1.24616
1280,2233_NotreDame_www.mtx,,141.85
1281,1470_bips07_2476.mtx,,18.7741
1282,0770_olm2000.mtx,,2.48286
1283,0470_ch7-9-b1.mtx,,0.943641
1284,1482_dtoc.mtx,,20.151
1285,0920_adder_dcop_50.mtx,,2.64135
1286,2032_TEM27623.mtx,,89.2614
1287,2004_nemeth10.mtx,,69.369
