index,mtx,cvt_time,gflops
1288,2447_c-big.mtx,,172.468
1289,2434_matrix_9.mtx,,270.579
1290,1771_sctap1-2r.mtx,,49.0166
1291,2282_bcsstk37.mtx,,178.778
1292,2127_bcsstk29.mtx,,96.1642
1293,1343_n3c6-b6.mtx,,11.8585
1294,2222_sc2010.mtx,,107.55
1295,2685_patents.mtx,,113.026
1296,1817_kl02.mtx,,40.6651
1297,2312_c-73b.mtx,,136.789
1298,0400_p0291.mtx,,0.622415
1299,2108_stat96v1.mtx,,80.5332
1300,0211_gre_216a.mtx,,0.267971
1301,1610_lpl3.mtx,,24.3149
1302,1998_nemeth08.mtx,,68.2668
1303,1884_s2rmq4m1.mtx,,47.6117
1304,0712_D_6.mtx,,1.80394
1305,0545_lp_nug07.mtx,,1.13477
1306,1085_primagaz.mtx,,4.53046
1307,2663_pwtk.mtx,,141.444
1308,1980_ecl32.mtx,,91.7508
1309,2293_bcsstk31.mtx,,182.062
1310,0321_oscil_dcop_06.mtx,,0.479051
1311,1015_n4c5-b8.mtx,,4.49471
1312,2049_vsp_c-60_data_cti_cs4.mtx,,94.9026
1313,1524_c-31.mtx,,17.1539
1314,0127_GD98_c.mtx,,0.106828
1315,1191_LeGresley_4908.mtx,,8.17243
1316,0250_football(0).mtx,,0.340616
1317,1761_t2dah.mtx,,38.1013
1318,1183_rdb5000.mtx,,8.53711
1319,1788_torsion1.mtx,,52.8142
1320,1698_cca.mtx,,36.7121
1321,1072_sherman5.mtx,,5.6857
1322,2335_rgg_n_2_17_s0.mtx,,230.918
1323,0159_mycielskian6.mtx,,0.131172
1324,0090_n4c5-b1.mtx,,0.0683594
1325,0435_Harvard500.mtx,,0.752806
1326,0923_ex32.mtx,,3.03983
1327,1836_lowThrust_13.mtx,,45.0977
1328,2080_c-58.mtx,,98.3517
1329,0202_rajat11.mtx,,0.23863
1330,1635_vsp_data_and_seymourl.mtx,,24.1193
1331,1766_dictionary28.mtx,,44.4138
1332,2682_memchip.mtx,,103.055
1333,1286_jan99jac020sc.mtx,,11.1378
1334,2334_n4c6-b10.mtx,,226.913
1335,1441_crack.mtx,,17.4594
1336,1225_n4c5-b6.mtx,,9.17465
1337,2366_mo2010.mtx,,140.357
1338,0941_rdb2048_noL.mtx,,3.57413
1339,0266_bibd_15_3.mtx,,0.31116
1340,1776_nemswrld.mtx,,28.1841
1341,2189_ma2010.mtx,,95.0626
1342,1589_as-22july06.mtx,,22.6402
1343,0508_bcsstm24.mtx,,1.08808
1344,0691_fs_760_3.mtx,,1.63083
1345,2186_dc1.mtx,,93.9356
1346,1954_onetone1.mtx,,76.0678
1347,2469_matrix-new_3.mtx,,310.469
1348,1480_ex3sta1.mtx,,19.8138
1349,0798_well1850.mtx,,2.67398
1350,2451_TSOPF_FS_b162_c4.mtx,,248.068
1351,2121_lp_osa_30.mtx,,60.6639
1352,0645_fpga_dcop_08.mtx,,1.75922
1353,0404_celegansneural.mtx,,0.628436
1354,1688_cavity26.mtx,,22.8726
1355,2088_c-62ghs.mtx,,104.622
1356,1474_flowmeter5.mtx,,18.3831
1357,0469_mk12-b1.mtx,,0.92679
1358,2294_tn2010.mtx,,131.461
1359,1844_lhr10.mtx,,38.8185
1360,1359_crew1.mtx,,10.8277
1361,0417_dw256A.mtx,,0.758733
1362,1924_rlfprim.mtx,,81.0366
1363,0371_ch5-5-b2.mtx,,0.550607
1364,1851_igbt3.mtx,,40.5754
1365,1198_lpi_greenbea.mtx,,6.85779
1366,1092_bcsstm10.mtx,,4.7468
1367,1644_psse2.mtx,,32.4816
1368,1392_cz5108.mtx,,12.6642
1369,0644_fpga_dcop_09.mtx,,1.76164
1370,1297_G25.mtx,,7.62486
1371,0339_oscil_dcop_35.mtx,,0.462876
1372,1332_fd15.mtx,,12.9795
1373,1888_vsp_sctap1-2b_and_seymourl.mtx,,59.3891
1374,0461_can_256.mtx,,0.709608
1375,0075_refine.mtx,,0.156701
1376,2457_tsyl201.mtx,,305.695
1377,0718_can_715.mtx,,1.75581
1378,0016_lpi_itest6.mtx,,0.0294108
1379,1227_reorientation_4.mtx,,7.437
1380,1419_c-33.mtx,,13.4398
1381,2022_wy2010.mtx,,78.2395
1382,2792_circuit5M.mtx,,112.453
1383,2840_kmer_V1r.mtx,,48.1311
1384,0261_M10PI_n1.mtx,,0.378943
1385,1616_cz10228.mtx,,25.5896
1386,1542_lhr04.mtx,,14.8604
1387,0519_mk9-b3.mtx,,1.0805
1388,2575_F2.mtx,,287.449
1389,1530_ex12.mtx,,16.3139
1390,1520_lp_stocfor3.mtx,,22.0427
1391,2126_TSOPF_RS_b162_c3.mtx,,89.6031
1392,1144_n3c6-b9.mtx,,6.02642
1393,2471_pct20stif.mtx,,345.859
1394,1485_bloweybq.mtx,,15.2636
1395,0892_adder_dcop_63.mtx,,2.64159
1396,2546_t3dh_e.mtx,,408.056
1397,0794_dwt_1005.mtx,,2.27018
1398,1617_shuttle_eddy.mtx,,26.3638
1399,2688_TSOPF_RS_b2383.mtx,,147.602
1400,0305_oscil_dcop_42.mtx,,0.47883
1401,1154_n4c5-b5.mtx,,7.48947
1402,0742_lp_sctap2.mtx,,2.14853
1403,1540_176bit.mtx,,19.1171
1404,0493_bp_0.mtx,,0.996952
1405,0510_bcsstm21.mtx,,1.1007
1406,1181_msc01050.mtx,,5.05462
1407,0486_G13.mtx,,0.978603
1408,0279_rajat14.mtx,,0.417515
1409,1371_ww_vref_6405.mtx,,14.046
1410,2360_dblp-2010.mtx,,188.273
1411,0994_Erdos992.mtx,,4.21048
1412,2084_Trefethen_20000.mtx,,85.2796
1413,2466_ASIC_320k.mtx,,193.619
1414,2364_lp1.mtx,,178.51
1415,1795_chem_master1.mtx,,53.7139
1416,0213_polbooks.mtx,,0.245121
1417,0717_m3plates.mtx,,1.91279
1418,2020_ted_A.mtx,,56.1723
1419,2693_hugetric-00000.mtx,,79.6428
1420,1966_a0nsdsil.mtx,,70.8682
1421,1532_lowThrust_3.mtx,,18.6911
1422,2506_ch8-8-b5.mtx,,284.725
1423,0917_adder_dcop_41.mtx,,2.72787
1424,1254_Chebyshev3.mtx,,9.23097
1425,1967_bcsstk38.mtx,,56.4529
1426,1525_pesa.mtx,,21.3465
1427,0943_can_1054.mtx,,2.90988
1428,2629_bibd_20_10.mtx,,139.092
1429,0729_can_634.mtx,,1.79107
1430,2462_ch7-9-b5.mtx,,257.674
1431,0240_saylr1.mtx,,0.364652
1432,0795_lshp1270.mtx,,2.49373
1433,1736_OPF_3754.mtx,,37.727
1434,2755_soc-Pokec.mtx,,134.895
1435,0358_IG5-8.mtx,,0.457718
1436,0663_fpga_dcop_02.mtx,,1.81999
1437,1780_c-50.mtx,,47.2424
1438,2225_ar2010.mtx,,126.126
1439,1133_mcfe.mtx,,4.26789
1440,1239_rail_5177.mtx,,9.43447
1441,1697_rail_20209.mtx,,36.6051
1442,2311_c-73.mtx,,132.256
1443,1582_lp_nug15.mtx,,19.5107
1444,0843_lp_czprob.mtx,,2.47709
1445,0308_oscil_dcop_45.mtx,,0.462945
1446,1518_cavity15.mtx,,13.2147
1447,0556_ch6-6-b5.mtx,,1.21982
1448,1885_s1rmq4m1.mtx,,47.6273
1449,2492_delaunay_n19.mtx,,256.303
1450,1517_cavity11.mtx,,13.2112
1451,0975_yeast.mtx,,3.8933
1452,1594_msc04515.mtx,,19.5386
1453,0042_rgg010.mtx,,0.0769106
1454,1029_mhd3200b.mtx,,5.38445
1455,1127_model3.mtx,,5.14266
1456,2795_Geo_1438.mtx,,144.882
1457,2625_ship_003.mtx,,143.02
1458,1733_lhr07.mtx,,27.3759
1459,2653_Si87H76.mtx,,138.934
1460,1303_G67.mtx,,12.1576
1461,0061_ibm32.mtx,,0.134276
1462,1925_bcsstm36.mtx,,73.1865
1463,0002_Trec3.mtx,,0.00108447
1464,2673_JP.mtx,,146.605
1465,1923_rgg_n_2_15_s0.mtx,,80.0739
1466,2425_neos3.mtx,,209.287
1467,2676_italy_osm.mtx,,81.9466
1468,0010_ch3-3-b2.mtx,,0.0193485
1469,1329_freeFlyingRobot_13.mtx,,11.6541
1470,2134_rajat17.mtx,,115.309
1471,1349_model4.mtx,,6.59299
1472,2707_af_shell3.mtx,,141.72
1473,0748_fpga_trans_02.mtx,,2.11261
1474,2502_bibd_19_9.mtx,,236.194
1475,2720_rajat31.mtx,,104.018
1476,1721_bloweya.mtx,,28.1663
1477,1425_ch8-8-b2.mtx,,17.1657
1478,0164_west0167.mtx,,0.163865
1479,1331_Franz5.mtx,,13.1389
1480,0818_G18.mtx,,2.28286
1481,0968_lp_fit1d.mtx,,3.15351
1482,2762_vas_stokes_1M.mtx,,139.769
1483,2513_ifiss_mat.mtx,,400.383
1484,2359_TF18.mtx,,182.447
1485,0576_Trefethen_300.mtx,,1.06367
1486,1955_HEP-th.mtx,,60.7137
1487,1257_deter7.mtx,,10.3072
1488,2363_Zd_Jac2.mtx,,203.726
1489,1971_c-65.mtx,,72.6105
1490,0649_fpga_dcop_32.mtx,,1.76473
1491,1563_cis-n4c6-b13.mtx,,18.69
1492,0282_cz148.mtx,,0.411312
1493,0526_ck656.mtx,,1.12036
1494,0531_cis-n4c6-b2.mtx,,1.23914
1495,1493_EX3(0).mtx,,11.5006
1496,0059_GlossGT.mtx,,0.124417
1497,2347_nemeth23.mtx,,237.395
1498,0487_small.mtx,,0.961718
1499,0841_rotor2.mtx,,2.54347
1500,0105_GD99_b.mtx,,0.0803715
1501,0454_Trefethen_200b.mtx,,0.675006
1502,1406_beaflw.mtx,,8.5952
1503,0630_jazz.mtx,,1.04497
1504,2829_com-Orkut.mtx,,110.459
1505,0338_oscil_dcop_44.mtx,,0.449577
1506,1103_sstmodel.mtx,,6.34285
1507,1002_bcsstm37.mtx,,4.31388
1508,0660_fpga_dcop_40.mtx,,1.76473
1509,0502_hangGlider_1.mtx,,0.915601
1510,0751_GL7d26.mtx,,1.20058
1511,0960_bcsstk08.mtx,,2.99876
1512,2610_cont1_l.mtx,,104.597
1513,1931_EAT_SR.mtx,,63.4728
1514,2322_pli.mtx,,204.192
1515,1095_lock_700.mtx,,3.74044
1516,1023_lshp2614.mtx,,5.11118
1517,1026_spiral.mtx,,4.10156
1518,1638_scsd8-2c.mtx,,20.72
1519,0503_dwt_193.mtx,,0.784078
1520,0782_lp_scfxm3.mtx,,2.1243
1521,1281_G3.mtx,,6.19316
1522,0652_fpga_dcop_44.mtx,,1.76526
1523,0135_GD06_theory.mtx,,0.118752
1524,0304_oscil_dcop_10.mtx,,0.462821
1525,0115_curtis54.mtx,,0.0908067
1526,2181_lhr34c.mtx,,120.838
1527,0349_dwt_221.mtx,,0.452516
1528,0474_can_268.mtx,,0.771933
1529,1958_vibrobox.mtx,,54.3934
1530,2494_amazon0312.mtx,,138.269
1531,1793_jnlbrng1.mtx,,53.3325
1532,1948_me2010.mtx,,69.7806
1533,1405_shermanACd.mtx,,11.236
1534,1577_fxm3_6(0).mtx,,17.2863
1535,1573_big.mtx,,24.5052
1536,1483_ex20.mtx,,11.993
1537,0242_flower_7_1.mtx,,0.353043
1538,2394_cfd1.mtx,,271.401
1539,2548_TF19.mtx,,151.055
1540,2319_raefsky4.mtx,,200.196
1541,0947_D_9.mtx,,2.55673
1542,0561_Maragal_2.mtx,,1.12817
1543,1365_rosen2.mtx,,7.038
1544,0521_bp_200.mtx,,1.11733
1545,0463_qh768.mtx,,0.886383
1546,1134_delaunay_n12.mtx,,6.89994
1547,2236_net50.mtx,,125.517
1548,1196_lp_greenbea.mtx,,6.86777
1549,2772_mawi_201512012345.mtx,,82.3233
1550,0612_nos5.mtx,,1.34508
1551,2025_bcsstk17.mtx,,69.0139
1552,1633_scfxm1-2b.mtx,,31.3487
1553,0381_bcsstm26.mtx,,0.608314
1554,2838_kmer_A2a.mtx,,32.321
1555,1752_jan99jac080.mtx,,44.9428
1556,2477_thermomech_dK.mtx,,152.918
1557,0013_relat3.mtx,,0.0238588
1558,2050_af23560.mtx,,90.9435
1559,1965_cit-HepTh.mtx,,62.5353
1560,0844_filter2D.mtx,,3.01755
1561,0732_lp_nug08.mtx,,1.88867
1562,2562_rajat29.mtx,,276.171
1563,1597_se.mtx,,27.793
1564,2835_mycielskian18.mtx,,136.952
1565,0951_D_7.mtx,,3.02977
1566,0009_rel3.mtx,,0.0187619
1567,1811_g3rmt3m3.mtx,,34.3833
1568,2560_apache2.mtx,,313.478
1569,1872_airfoil_2d.mtx,,49.5606
1570,1025_freeFlyingRobot_4.mtx,,4.79815
1571,0323_oscil_dcop_31.mtx,,0.462941
1572,1797_c-52.mtx,,44.1997
1573,1414_ex10.mtx,,10.9992
1574,2244_crystk02.mtx,,153.129
1575,1764_wang3.mtx,,47.3965
1576,0814_G21.mtx,,2.18909
1577,1280_G2.mtx,,6.22248
1578,0006_mycielskian3.mtx,,0.0102904
1579,1691_cavity24.mtx,,22.8783
1580,2632_thermal2.mtx,,118.927
1581,0231_pde225.mtx,,0.344384
1582,2796_hugebubbles-00020.mtx,,46.7232
1583,0320_oscil_dcop_04.mtx,,0.467997
1584,0924_watt_1.mtx,,3.18739
1585,0608_Franz1.mtx,,1.57736
1586,2608_sls.mtx,,116.52
1587,1946_ckt11752_dc_1.mtx,,73.691
1588,2518_smt.mtx,,411.799
1589,1282_G1.mtx,,6.42765
1590,0509_dwt_419.mtx,,0.974784
1591,2443_Stanford.mtx,,99.4341
1592,2817_kmer_V2a.mtx,,33.4764
1593,1509_cegb3306.mtx,,14.7144
1594,1177_spaceShuttleEntry_3.mtx,,6.28255
1595,0812_G15.mtx,,2.19471
1596,0395_tols340.mtx,,0.651459
1597,0520_sherman4.mtx,,1.13345
1598,1537_dano3mip.mtx,,12.7256
1599,1418_Goodwin_013.mtx,,9.94453
1600,0190_zed.mtx,,0.197397
1601,0926_extr1.mtx,,3.41812
1602,2200_nemeth19.mtx,,135.559
1603,2229_soc-Slashdot0811.mtx,,104.012
1604,1919_Goodwin_030.mtx,,51.2857
1605,0373_rw496.mtx,,0.568032
1606,1710_bauru5727.mtx,,38.816
1607,1591_Franz9.mtx,,27.9576
1608,0884_adder_dcop_39.mtx,,2.64129
1609,2159_image_interp.mtx,,122.792
1610,0899_adder_dcop_15.mtx,,2.64064
1611,2445_ASIC_680ks.mtx,,228.361
1612,1512_ex13.mtx,,13.4002
1613,1905_c-60.mtx,,68.8826
1614,2579_para-9.mtx,,245.471
1615,0128_wheel_7_1.mtx,,0.105255
1616,0173_Trec8.mtx,,0.544548
1617,0109_GD97_b.mtx,,0.0807557
1618,2315_n4c6-b7.mtx,,206.497
1619,1315_dw4096.mtx,,11.8171
1620,2102_ASIC_100ks.mtx,,116.826
1621,0204_dwt_234.mtx,,0.260292
1622,0511_L.mtx,,1.09073
1623,0697_jpwh_991.mtx,,1.70034
1624,0601_lpi_klein2.mtx,,1.3328
1625,2414_rajat24.mtx,,178.671
1626,0721_orsirr_1.mtx,,1.90561
1627,2478_stat96v2.mtx,,309.982
1628,2472_ct20stif.mtx,,346.587
1629,1358_meg4.mtx,,12.0363
1630,2556_tmt_unsym.mtx,,275.648
1631,1983_lhr17c.mtx,,62.1083
1632,1552_kineticBatchReactor_7.mtx,,18.9196
1633,0990_lp_pilot_ja.mtx,,3.21981
1634,2291_nemeth21.mtx,,189.321
1635,2221_HTC_336_9129.mtx,,116.066
1636,1663_c-43.mtx,,26.5769
1637,0725_lp_ganges.mtx,,1.92729
1638,0893_adder_dcop_64.mtx,,2.64165
1639,2262_gyro_k.mtx,,147.88
1640,2426_pa2010.mtx,,141.944
1641,0585_mycielskian8.mtx,,0.889344
1642,0156_GD97_c.mtx,,0.132513
1643,1213_ex4.mtx,,6.66146
1644,2815_ML_Geer.mtx,,147.676
1645,0357_shl_0.mtx,,0.511897
1646,2254_preferentialAttachment.mtx,,92.8087
1647,1379_delaunay_n13.mtx,,14.0968
1648,2622_TEM181302.mtx,,141.222
1649,0642_fpga_dcop_10.mtx,,1.82387
1650,2062_t3dl.mtx,,89.7323
1651,2284_landmark.mtx,,229.489
1652,0866_adder_dcop_51.mtx,,2.73233
1653,0882_adder_dcop_38.mtx,,2.64128
1654,1781_CAG_mat1916.mtx,,27.0041
1655,0152_bfwa62.mtx,,0.129824
1656,2790_GAP-road.mtx,,84.9973
1657,0874_adder_dcop_17.mtx,,2.7272
1658,1093_IG5-11.mtx,,4.5262
1659,0122_lp_kb2.mtx,,0.095079
1660,1706_ted_B_unscaled.mtx,,31.6545
1661,1268_poli3.mtx,,10.6765
1662,2019_ted_A_unscaled.mtx,,56.322
1663,2511_ca2010.mtx,,142.344
1664,2479_ramage02.mtx,,354.194
1665,2727_333SP.mtx,,108.007
1666,1850_stat96v5.mtx,,34.7804
1667,2487_belgium_osm.mtx,,201.062
1668,1920_rail516.mtx,,57.4824
1669,1718_bcsstk18.mtx,,34.5464
1670,2371_turon_m.mtx,,220.21
1671,0351_S10PI_n.mtx,,0.499366
1672,0492_nos6.mtx,,1.01362
1673,2482_srb1.mtx,,368.529
1674,0300_oscil_dcop_29.mtx,,0.462945
1675,1516_cavity14.mtx,,13.3485
1676,0953_cz1268.mtx,,3.25428
1677,0607_de063157.mtx,,1.47616
1678,0500_nsic.mtx,,0.941485
1679,0316_oscil_dcop_05.mtx,,0.462661
1680,2175_g7jac180.mtx,,131.101
1681,2266_torso2.mtx,,194.292
1682,1330_freeFlyingRobot_16.mtx,,11.3303
1683,1279_G8.mtx,,6.1901
1684,1828_s1rmt3m1.mtx,,36.9518
1685,0473_str_200.mtx,,0.808253
1686,0040_lpi_bgprtr.mtx,,0.0715828
1687,2797_Serena.mtx,,145.231
1688,0901_adder_dcop_46.mtx,,2.73471
1689,0938_G50.mtx,,3.6507
1690,2122_rajat20.mtx,,94.3119
1691,0054_rel4.mtx,,0.109203
1692,2119_shar_te2-b2.mtx,,113.371
1693,0764_epb0.mtx,,2.32471
1694,2799_soc-LiveJournal1.mtx,,121.977
1695,2538_debr.mtx,,280.424
1696,2339_598a.mtx,,124.369
1697,1150_email-Eu-core.mtx,,4.13101
1698,1935_pwt(1).mtx,,80.5031
1699,1977_k3plates.mtx,,63.2817
1700,1020_spaceStation_6.mtx,,3.66845
1701,1619_wiki-Vote.mtx,,20.9018
1702,1511_ch7-6-b4.mtx,,21.3747
1703,1623_crystm01.mtx,,21.1515
1704,1194_pf2177.mtx,,8.93483
1705,2370_av41092.mtx,,196.327
1706,0714_orbitRaising_2.mtx,,1.71898
1707,1695_cavity17.mtx,,22.9075
1708,1380_tuma2.mtx,,14.5052
1709,2393_ASIC_320ks.mtx,,216.412
1710,0988_Sieber.mtx,,3.73282
1711,1214_plat1919.mtx,,7.03814
1712,0784_lp_grow22.mtx,,1.74961
1713,1622_nasa4704(0).mtx,,19.9611
1714,2612_cage13.mtx,,136.893
1715,0793_Trec10.mtx,,1.43008
1716,1081_Franz2.mtx,,6.31674
1717,0322_oscil_dcop_46.mtx,,0.480654
1718,2520_s4dkt3m2.mtx,,424.647
1719,0438_fs_680_2.mtx,,0.809265
1720,1318_freeFlyingRobot_12.mtx,,10.7899
1721,2739_asia_osm.mtx,,79.1059
1722,1086_c-19.mtx,,5.56574
1723,2309_mac_econ_fwd500.mtx,,185.479
1724,1422_mark3jac020.mtx,,15.427
1725,0451_west0655.mtx,,0.896465
1726,0334_oscil_dcop_53.mtx,,0.462879
1727,0186_gent113.mtx,,0.196367
1728,1084_ch6-6-b3.mtx,,6.34882
1729,0685_fpga_dcop_18.mtx,,1.76473
1730,0134_can_73.mtx,,0.114484
1731,1849_lhr11.mtx,,39.5911
1732,2285_msc23052.mtx,,158.603
1733,0603_de080285.mtx,,1.46118
1734,1915_lhr14.mtx,,52.1135
1735,0914_adder_dcop_34.mtx,,2.64096
1736,2283_bcsstk36.mtx,,176.136
1737,1148_lns_3937.mtx,,6.93447
1738,1007_rosen8.mtx,,2.72133
1739,2223_tube1.mtx,,142.816
1740,2352_lhr71.mtx,,228.702
1741,0495_lp_scrs8.mtx,,0.948311
1742,1933_pwt.mtx,,80.6136
1743,1211_lpl2.mtx,,7.79509
1744,2163_c-64b.mtx,,122.598
1745,0695_dwt_758.mtx,,1.66553
1746,1101_c-20.mtx,,6.08185
1747,2187_dc3.mtx,,93.955
1748,2302_twotone.mtx,,198.709
1749,2563_netherlands_osm.mtx,,95.7506
1750,2303_mn2010.mtx,,136.836
1751,1021_Si2.mtx,,3.15783
1752,1902_Reuters911.mtx,,45.634
1753,0007_Trec5.mtx,,0.0129006
1754,2550_TSOPF_FS_b300_c1.mtx,,346.881
1755,1717_nug08-3rd.mtx,,37.6755
1756,1069_large.mtx,,6.0633
1757,1763_t2dah_e.mtx,,38.0937
1758,2091_patents_main.mtx,,69.0663
1759,1024_lp_cre_a.mtx,,4.86623
1760,2475_helm2d03.mtx,,253.811
1761,2333_std1_Jac3.mtx,,176.067
1762,1729_hangGlider_5.mtx,,29.5906
1763,2571_web-Google.mtx,,117.69
1764,2013_cz40948.mtx,,100.509
1765,0657_fpga_dcop_31.mtx,,1.82693
1766,0507_lp_shell.mtx,,1.02
1767,0270_can_161.mtx,,0.396265
1768,1636_south31.mtx,,31.7338
1769,0172_IG5-7.mtx,,0.15349
1770,1707_lp_osa_07.mtx,,17.5098
1771,0965_n2c6-b8.mtx,,3.358
1772,0993_n2c6-b4.mtx,,4.25516
1773,0291_oscil_dcop_57.mtx,,0.462945
1774,2240_scircuit.mtx,,151.974
1775,2776_Hardesty3.mtx,,106.328
1776,2039_epb3.mtx,,108.601
1777,0352_lpi_vol1.mtx,,0.499522
1778,0615_lpi_pilot4i.mtx,,1.29666
1779,2095_g7jac140.mtx,,109.411
1780,2458_c8_mat11_I.mtx,,277.023
1781,1892_mark3jac100.mtx,,70.3004
1782,1384_mbeaflw.mtx,,7.65306
1783,2261_gyro.mtx,,148.562
1784,1432_fxm3_6.mtx,,14.2149
1785,2112_LeGresley_87936.mtx,,123.933
1786,2544_pdb1HYS.mtx,,421.386
1787,0807_scagr7-2c.mtx,,2.69847
1788,1426_rdist2.mtx,,12.6291
1789,1121_rosen1.mtx,,3.90199
1790,1402_ex3.mtx,,9.55081
1791,0342_abb313.mtx,,0.485785
1792,1203_commanche_dual.mtx,,9.30198
1793,0097_Maragal_1.mtx,,0.07012
1794,1126_lshp3466.mtx,,6.62691
1795,0215_spaceStation_1.mtx,,0.253614
1796,0659_fpga_dcop_42.mtx,,1.76481
1797,0553_fs_541_4.mtx,,1.18998
1798,1377_bips07_1693.mtx,,14.1364
1799,1861_benzene.mtx,,36.9504
1800,0939_lutz30-23-b6.mtx,,3.27347
1801,0052_Hamrle1.mtx,,0.100836
1802,0702_130bit.mtx,,1.50657
1803,1117_spaceStation_13.mtx,,5.08138
1804,0722_lshp1009.mtx,,1.90761
1805,0228_lp_nug05.mtx,,0.308667
1806,1264_lp_woodw.mtx,,4.72001
1807,0616_lp_pilot4.mtx,,1.25488
1808,0431_lpi_reactor.mtx,,0.681463
1809,0687_fpga_dcop_22.mtx,,1.76365
1810,2416_TSOPF_FS_b39_c19.mtx,,212.423
1811,1878_fxm4_6.mtx,,60.165
1812,0629_netscience.mtx,,1.52187
1813,2350_neos.mtx,,186.633
1814,2012_sd2010.mtx,,84.6104
1815,2152_nemeth18.mtx,,116.297
1816,1739_hvdc1.mtx,,40.639
1817,1523_ex28.mtx,,14.0312
1818,0144_impcol_c.mtx,,0.128197
1819,2696_af_3_k101.mtx,,141.16
1820,2208_pds-70.mtx,,97.676
1821,0619_M40PI_n.mtx,,1.69455
1822,0003_mycielskian2.mtx,,0.00215696
1823,1165_3elt.mtx,,8.06039
1824,1969_lp_ken_18.mtx,,77.2048
1825,1963_poisson3Da.mtx,,53.1967
1826,1984_lhr17.mtx,,62.208
1827,0771_bwm2000.mtx,,2.44177
1828,1146_model8.mtx,,6.61012
1829,2512_oilpan.mtx,,413.815
1830,1728_nsir.mtx,,21.8542
1831,2702_af_shell8.mtx,,141.666
1832,1082_utm1700b.mtx,,4.65543
1833,1674_bodyy5.mtx,,36.3574
1834,1857_luxembourg_osm.mtx,,61.7334
1835,1937_shallow_water1.mtx,,85.7909
1836,0388_Trefethen_150.mtx,,0.510889
1837,1950_ct2010.mtx,,66.2235
1838,0277_can_187.mtx,,0.423399
1839,0176_08blocks.mtx,,0.181088
1840,1228_bcsstk11.mtx,,6.89524
1841,2365_2cubes_sphere.mtx,,230.285
1842,1484_aug3d.mtx,,20.1249
1843,0673_fpga_dcop_11.mtx,,1.765
1844,1553_c-44.mtx,,19.6494
1845,2024_helm3d01.mtx,,84.0242
1846,1107_barth4.mtx,,6.89876
1847,0870_adder_dcop_66.mtx,,2.63976
1848,2141_wv2010.mtx,,98.6792
1849,2631_torso1.mtx,,139.265
1850,1014_Erdos02.mtx,,4.72772
1851,1229_bcsstk12.mtx,,7.13202
1852,0080_can_24.mtx,,0.170198
1853,1822_ak2010.mtx,,53.264
1854,0894_adder_dcop_65.mtx,,2.73273
1855,2317_SiO.mtx,,174.667
1856,0031_GD98_a.mtx,,0.0521668
1857,2007_c-57.mtx,,77.6649
1858,0302_oscil_dcop_19.mtx,,0.462803
1859,2005_rail582.mtx,,69.6806
1860,1639_CurlCurl_0.mtx,,27.4384
1861,2703_af_shell6.mtx,,141.696
1862,2775_wikipedia-20061104.mtx,,130.135
1863,1621_nasa4704.mtx,,20.5982
1864,0462_lpi_pang.mtx,,0.798177
1865,0387_bibd_17_3.mtx,,0.446682
1866,2439_pkustk05.mtx,,293.968
1867,1322_rajat01.mtx,,7.3359
1868,1398_mk11-b4.mtx,,13.8208
1869,2542_gupta2.mtx,,289.151
1870,2281_connectus.mtx,,112.261
1871,2395_GL7d14.mtx,,116.473
1872,1167_bayer08.mtx,,6.95852
1873,2648_atmosmodl.mtx,,117.184
1874,1992_nemeth04.mtx,,69.9863
1875,0628_lp_scfxm2.mtx,,1.49083
1876,2611_bmw7st_1.mtx,,140.763
1877,0852_init_adder1.mtx,,2.98808
1878,2271_ibm_matrix_2.mtx,,170.416
1879,0015_Tina_AskCal.mtx,,0.030567
1880,0627_n2c6-b3.mtx,,1.72502
1881,2733_rel9.mtx,,20.7585
1882,2413_trdheim.mtx,0.163840,285.342317
1883,2634_TSOPF_RS_b678_c2.mtx,0.388000,147.296572
1884,2340_raefsky3.mtx,0.164864,247.110564
1885,2412_opt1.mtx,0.161792,282.169070
